"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID","quad","dups_fnames","dups_probs","r_50","N_fixed","N_membs","fixed_cent","cent_flags","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","N_ex_cls"
"KHARCHENKO12;BICA19","879;29","MWSC 5706",287.40383,-35.86289,1.5841,-18.9222,"nan","nan","nan","mwsc5706","UCC G001.5-18.9","Q1N","nan","nan",3.3,False,25.0,True,"000",0.23,0.23,"DD",0.0,1.601,-18.914,287.402,-35.852,0.13,-2.269,-4.878,-12.146,2.0,0.0
"HE23;HUNT23","1298;1148","CWNU 2569",267.11608,-27.40618,1.6333,0.2573,0.42,0.862,0.481,"cwnu2569","UCC G001.6+00.2","Q1P","nan","nan",3.1,False,37.0,False,"000",0.54,0.64,"BB",36.0,1.635,0.263,267.115,-27.401,0.42,0.86,0.476,-40.364,2.0,0.0
"HAO22","0","OC 0001",267.9818,-27.85131,1.6446,-0.6294,0.347,0.747,0.124,"oc0001","UCC G001.6-00.6","Q1N","ubc336;cwwdl1676","0.66;0.74",3.6,False,178.0,False,"000",1.0,0.97,"AA",161.0,1.668,-0.624,267.988,-27.827,0.351,0.737,0.133,-25.542,9.0,5.0
"CANTAT20;CASTRO20;HUNT23","1512;245;5370","UBC 336",267.98,-27.85,1.6449,-0.6274,0.31,0.736,0.156,"ubc336","UCC G001.6-00.6a","Q1N","oc0001","0.66",2.5,False,62.0,False,"000",0.79,1.0,"AA",34.0,1.651,-0.626,267.984,-27.853,0.323,0.779,0.135,-25.543,3.0,46.0
"BICA19","30","Ryu 158",262.20544,-24.6118,1.65,5.48,"nan","nan","nan","ryu158","UCC G001.6+05.4","Q1P","nan","nan",1.6,False,80.0,True,"000",0.12,0.3,"DC",71.0,1.651,5.481,262.203,-24.613,0.108,-3.039,-6.051,138.051,3.0,0.0
"CHI23_3","141","CWWDL 1676",267.9889,-27.8415,1.6563,-0.6298,0.357,0.715,0.116,"cwwdl1676","UCC G001.6-00.6b","Q1N","oc0001","0.74",2.6,False,114.0,False,"000",0.89,0.96,"AA",66.0,1.665,-0.628,267.989,-27.828,0.374,0.739,0.136,-25.542,3.0,6.0
"HUNT23","1802","HSC 17",268.76869,-28.22565,1.6743,-1.4179,0.78,1.239,-4.76,"hsc17","UCC G001.6-01.4","Q1N","nan","nan",8.7,False,36.0,True,"000",0.44,0.56,"CB",11.0,1.643,-1.412,268.73,-28.242,0.752,1.199,-4.811,4.91,2.0,22.0
"HE23;HUNT23","514;864","CWNU 1785",267.88251,-27.74961,1.6873,-0.502,0.334,-0.113,-2.133,"cwnu1785","UCC G001.6-00.5","Q1N","nan","nan",5.2,False,88.0,False,"000",0.98,0.87,"AA",69.0,1.668,-0.486,267.85,-27.747,0.333,-0.116,-2.12,-2.481,9.0,9.0
"BICA19","31","Ryu 549",272.2578,-29.78192,1.82,-4.84,"nan","nan","nan","ryu549","UCC G001.8-04.8","Q1N","nan","nan",1.0,False,25.0,True,"000",0.2,0.23,"DD",0.0,1.827,-4.843,272.264,-29.779,0.088,-4.91,-6.254,"nan",0.0,0.0
"BICA19","32","Ryu 159",265.69883,-26.38136,1.85,1.87,"nan","nan","nan","ryu159","UCC G001.8+01.8","Q1P","nan","nan",1.3,False,25.0,True,"000",0.15,0.2,"DD",0.0,1.849,1.87,265.703,-26.378,0.177,-4.844,-4.569,"nan",0.0,0.0
"KHARCHENKO12;BICA19","965;33","FSR 0009;MWSC 2921",277.12854,-31.90205,1.8605,-9.5278,"nan","nan","nan","fsr0009;mwsc2921","UCC G001.8-09.5","Q1N","nan","nan",9.6,False,31.0,True,"000",0.42,0.47,"CC",0.0,1.907,-9.541,277.152,-31.857,0.121,-3.737,-4.953,-28.468,3.0,0.0
"HE23","779","CWNU 2050",270.18476,-28.72768,1.861,-2.747,0.658,1.009,-0.184,"cwnu2050","UCC G001.8-02.7","Q1N","nan","nan",3.6,False,32.0,False,"000",1.0,0.82,"AA",25.0,1.864,-2.765,270.228,-28.735,0.629,0.989,-0.184,48.619,2.0,2.0
"BICA19","34","Ryu 550",266.77961,-26.94879,1.87,0.75,"nan","nan","nan","ryu550","UCC G001.8+00.7","Q1P","nan","nan",1.1,False,25.0,True,"000",0.34,0.31,"CC",0.0,1.866,0.764,266.768,-26.942,0.4,-0.942,-1.924,21.448,3.0,0.0
"BICA19","2874","DB 32;Dutra-Bica 32;MWSC 2768",269.8916,-28.55912,1.88,-2.44,"nan","nan","nan","db32;dutrabica32;mwsc2768","UCC G001.8-02.4","Q1N","nan","nan",2.6,False,25.0,True,"000",0.18,0.41,"DC",0.0,1.882,-2.447,269.906,-28.554,0.222,0.94,-1.66,"nan",0.0,1.0
"HAO22","1","OC 0002",263.37775,-25.01999,1.8873,4.3651,0.817,1.157,-0.228,"oc0002","UCC G001.8+04.3","Q1P","ufmg63","0.69",5.0,False,62.0,True,"000",1.0,0.84,"AA",52.0,1.898,4.36,263.375,-25.01,0.81,1.224,-0.254,-11.134,6.0,3.0
"KHARCHENKO12;BICA19","1110;3259","Dutra-Bica 33;DB 33;MWSC 2679",266.37768,-26.69838,1.8976,1.1866,"nan","nan","nan","dutrabica33;db33;mwsc2679","UCC G001.8+01.1","Q1P","nan","nan",2.3,False,25.0,True,"000",0.34,0.58,"CB",0.0,1.891,1.183,266.382,-26.703,0.268,-1.557,-3.365,"nan",0.0,0.0
"BICA19","35","Ryu 160",272.64604,-29.8742,1.9,-5.18,"nan","nan","nan","ryu160","UCC G001.9-05.1","Q1N","nan","nan",1.0,False,25.0,True,"000",0.07,0.27,"DC",0.0,1.904,-5.177,272.648,-29.869,0.183,-2.903,-5.819,-0.46,1.0,0.0
"FERREIRA21;HUNT23","0;6052","UFMG 63",263.39135,-25.01037,1.9021,4.36,0.801,1.212,-0.268,"ufmg63","UCC G001.9+04.3","Q1P","oc0002","0.69",6.3,False,69.0,False,"000",1.0,0.82,"AA",54.0,1.909,4.358,263.391,-25.009,0.808,1.236,-0.277,-12.001,7.0,3.0
"HUNT23","1803","HSC 18",279.92768,-32.96086,1.9172,-12.116,0.193,-0.79,-6.641,"hsc18","UCC G001.9-12.1","Q1N","nan","nan",5.6,False,35.0,True,"000",0.39,0.55,"CB",13.0,1.941,-12.082,279.905,-32.917,0.198,-0.728,-6.717,25.89,1.0,0.0
"HUNT23","1804","HSC 19",271.09731,-29.07542,1.9504,-3.6137,0.114,-3.411,-5.028,"hsc19","UCC G001.9-03.6","Q1N","nan","nan",3.0,False,25.0,True,"000",0.27,0.63,"CB",0.0,1.952,-3.613,271.086,-29.08,0.103,-3.396,-5.028,"nan",0.0,0.0
"BICA19","2875","ESO 456 60",272.17861,-29.57405,1.97,-4.68,"nan","nan","nan","eso45660","UCC G001.9-04.6","Q1N","nan","nan",8.4,False,62.0,True,"100",0.32,0.8,"CA",30.0,2.049,-4.625,272.186,-29.5,0.09,-2.892,-6.003,26.008,4.0,1.0
"BICA19","36","Ryu 551",270.04684,-28.52195,1.98,-2.54,"nan","nan","nan","ryu551","UCC G001.9-02.5","Q1N","nan","nan",1.3,False,25.0,True,"000",0.04,0.23,"DD",0.0,1.981,-2.534,270.045,-28.52,0.07,-5.12,-7.844,"nan",0.0,0.0
"HUNT23","1805","HSC 20",265.56563,-26.11127,2.017,2.1136,0.326,0.536,-0.207,"hsc20","UCC G002.0+02.1","Q1P","nan","nan",4.4,False,40.0,False,"000",0.98,1.0,"AA",31.0,2.034,2.128,265.56,-26.088,0.338,0.541,-0.192,7.255,4.0,4.0
"BICA19","37","Ryu 552",264.31778,-25.36939,2.05,3.46,"nan","nan","nan","ryu552","UCC G002.0+03.4","Q1P","nan","nan",2.6,False,38.0,True,"000",0.61,0.27,"BC",13.0,2.053,3.413,264.369,-25.388,-0.083,-2.085,-7.087,"nan",0.0,0.0
"KHARCHENKO12;BICA19","1317;39","FSR 0010;MWSC 2442",250.20912,-16.0233,2.148,19.6114,"nan","nan","nan","fsr0010;mwsc2442","UCC G002.1+19.6","Q1P","nan","nan",4.4,False,25.0,True,"000",0.2,0.24,"DD",0.0,2.154,19.593,250.231,-16.039,0.288,-4.013,-4.295,"nan",0.0,0.0
"BICA19","38","Ryu 553",267.91425,-27.22818,2.15,-0.26,"nan","nan","nan","ryu553","UCC G002.1-00.2","Q1N","nan","nan",2.7,False,36.0,True,"000",0.24,0.38,"DC",25.0,2.14,-0.274,267.92,-27.244,0.33,-0.474,-2.159,-42.553,1.0,0.0
"BICA19","40","Ryu 161",263.37406,-24.68294,2.17,4.55,"nan","nan","nan","ryu161","UCC G002.1+04.5","Q1P","nan","nan",2.6,False,52.0,True,"000",0.52,0.37,"BC",29.0,2.179,4.56,263.368,-24.677,0.143,-4.019,-5.269,"nan",0.0,0.0
"BICA19","41","DB 59;Dutra-Bica 59;DB2001 1;BDB 3;MWSC 2648;MWSC 2645",264.41556,-25.24813,2.2,3.45,"nan","nan","nan","db59;dutrabica59;db20011;bdb3;mwsc2648;mwsc2645","UCC G002.2+03.4","Q1P","nan","nan",6.6,False,36.0,True,"000",0.15,0.52,"DB",4.0,2.262,3.486,264.412,-25.174,0.098,-2.941,-4.598,81.864,1.0,0.0
"KHARCHENKO12","1077","Trumpler 31",269.933,-28.207,2.204,-2.2968,"nan","nan","nan","trumpler31","UCC G002.2-02.2","Q1N","nan","nan",3.0,False,25.0,True,"000",0.16,0.55,"DB",0.0,2.193,-2.306,269.935,-28.209,0.164,-4.71,-6.96,"nan",0.0,1.0
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;HUNT23","1093;42;313;272;1370","VDBH 253;Czernik 37;OCL 8;vdBergh-Hagen 253;ESO 521 03;MWSC 2737",268.32,-27.373,2.2089,-0.6441,0.406,0.459,-0.445,"vdbh253;czernik37;ocl8;vdberghhagen253;eso52103;mwsc2737","UCC G002.2-00.6","Q1N","nan","nan",2.4,False,370.0,False,"000",1.0,0.89,"AA",346.0,2.21,-0.643,268.319,-27.373,0.376,0.455,-0.463,-19.265,28.0,6.0
"HUNT23","1806","HSC 23",281.87999,-33.33871,2.2489,-13.7622,0.299,-1.219,-5.795,"hsc23","UCC G002.2-13.7","Q1N","nan","nan",6.8,False,33.0,True,"000",0.2,0.47,"DC",7.0,2.252,-13.794,281.901,-33.345,0.265,-1.259,-5.819,"nan",0.0,0.0
"HUNT23","1807","HSC 25",265.39154,-25.7016,2.283,2.4625,0.053,-5.898,-6.197,"hsc25","UCC G002.2+02.4","Q1P","nan","nan",1.4,False,25.0,False,"000",0.52,0.29,"BC",0.0,2.268,2.463,265.382,-25.707,0.04,-5.927,-5.814,"nan",0.0,0.0
"BICA19","3479","Schmitz J1816.2-3004",274.05927,-30.06519,2.31,-6.35,"nan","nan","nan","schmitzj181623004","UCC G002.3-06.3","Q1N","nan","nan",5.7,False,67.0,True,"000",0.52,0.69,"BB",27.0,2.328,-6.368,274.086,-30.05,0.108,-0.88,-6.089,"nan",0.0,0.0
"BICA19","43","DB 35;Dutra-Bica 35",266.45206,-26.25607,2.31,1.36,"nan","nan","nan","db35;dutrabica35","UCC G002.3+01.3","Q1P","nan","nan",5.7,False,46.0,True,"000",0.58,0.85,"BA",31.0,2.293,1.34,266.477,-26.273,0.322,-0.289,-1.576,12.761,4.0,1.0
"BICA19","3260","DB 36;Dutra-Bica 36;MWSC 2683",266.42558,-26.21818,2.33,1.4,"nan","nan","nan","db36;dutrabica36;mwsc2683","UCC G002.3+01.4","Q1P","nan","nan",5.2,False,41.0,True,"000",0.45,0.66,"CB",14.0,2.343,1.413,266.425,-26.196,0.149,-3.675,-6.137,53.086,2.0,2.0
"HUNT23","1808","HSC 26",268.61501,-27.38502,2.3313,-0.876,0.358,-0.253,-1.939,"hsc26","UCC G002.3-00.8","Q1N","nan","nan",3.9,False,58.0,False,"000",0.6,0.8,"BA",41.0,2.309,-0.886,268.607,-27.407,0.388,-0.227,-1.818,-2.867,1.0,3.0
"KHARCHENKO12;BICA19","1030;44","ESO 456 72;MWSC 2840",273.12064,-29.57119,2.3643,-5.3991,"nan","nan","nan","eso45672;mwsc2840","UCC G002.3-05.3","Q1N","nan","nan",2.7,False,25.0,True,"000",0.4,0.64,"CB",0.0,2.36,-5.389,273.112,-29.577,0.177,-3.19,-4.719,"nan",0.0,0.0
"HUNT23","1809","HSC 27",267.27278,-26.63021,2.3702,0.5376,0.969,0.122,-5.789,"hsc27","UCC G002.3+00.5","Q1P","nan","nan",7.8,False,25.0,True,"010",0.68,0.34,"BC",0.0,2.363,0.565,267.242,-26.619,0.968,-0.08,-5.736,-10.726,5.0,14.0
"HE21;HUNT23","28;4009","HXHWL 29",268.05934,-27.03595,2.3812,-0.273,1.652,0.895,-5.103,"hxhwl29","UCC G002.3-00.2","Q1N","cwwdl14643","0.68",12.6,False,99.0,False,"000",1.0,0.75,"AB",88.0,2.387,-0.261,268.067,-27.015,1.664,0.89,-5.134,0.956,30.0,66.0
"HE23;HUNT23","223;742","CWNU 1494",270.5177,-28.27872,2.3965,-2.7801,0.588,1.141,0.093,"cwnu1494","UCC G002.3-02.7","Q1N","nan","nan",5.1,False,36.0,False,"000",1.0,1.0,"AA",30.0,2.404,-2.784,270.536,-28.297,0.589,1.15,0.083,"nan",0.0,6.0
"CHI23_3","1158","CWWDL 14643",268.0878,-27.0118,2.4149,-0.2826,1.726,0.895,-5.165,"cwwdl14643","UCC G002.4-00.2","Q1N","hxhwl29","0.68",12.5,False,114.0,False,"000",1.0,0.78,"AA",97.0,2.386,-0.244,268.064,-27.014,1.663,0.898,-5.136,0.956,30.0,67.0
"BICA19","45","Ryu 554",269.7725,-27.87718,2.42,-2.01,"nan","nan","nan","ryu554","UCC G002.4-02.0","Q1N","nan","nan",0.9,False,25.0,True,"000",0.11,0.24,"DD",0.0,2.424,-2.006,269.77,-27.87,0.147,-2.392,-4.299,"nan",0.0,0.0
"KHARCHENKO12;BICA19","1165;46","MWSC 4355",262.6494,-23.93578,2.441,5.51,"nan","nan","nan","mwsc4355","UCC G002.4+05.5","Q1P","nan","nan",2.9,False,25.0,True,"000",0.13,0.39,"DC",0.0,2.429,5.506,262.651,-23.929,0.112,-5.288,-6.7,-2.625,1.0,0.0
"FERREIRA21;HUNT23","26;6068","UFMG 89",269.28966,-27.59859,2.448,-1.5006,0.381,0.3,-1.953,"ufmg89","UCC G002.4-01.5","Q1N","nan","nan",3.0,False,71.0,False,"000",0.98,1.0,"AA",61.0,2.436,-1.501,269.283,-27.606,0.361,0.31,-1.995,30.073,4.0,2.0
"HUNT23","1810","HSC 31",266.58579,-26.04071,2.5565,1.3694,0.294,-0.546,-1.857,"hsc31","UCC G002.5+01.3","Q1P","nan","nan",3.9,False,25.0,True,"000",0.33,0.63,"CB",0.0,2.54,1.356,266.588,-26.047,0.278,-0.568,-1.936,0.143,2.0,2.0
"BICA19","47","Ryu 555",267.69239,-26.62182,2.57,0.22,"nan","nan","nan","ryu555","UCC G002.5+00.2","Q1P","nan","nan",2.9,False,59.0,True,"000",0.22,0.37,"DC",55.0,2.571,0.224,267.696,-26.608,0.469,-0.061,-2.264,-26.987,7.0,0.0
"BICA19","3261","DB 38;Dutra-Bica 38",267.24366,-26.35818,2.59,0.7,"nan","nan","nan","db38;dutrabica38","UCC G002.5+00.7","Q1P","nan","nan",7.6,False,27.0,True,"000",0.16,0.41,"DC",15.0,2.551,0.71,267.188,-26.403,0.449,-3.175,-5.334,-46.587,1.0,2.0
"HUNT23","1811","HSC 32",286.88243,-34.6797,2.5939,-18.1072,0.409,-2.384,-2.73,"hsc32","UCC G002.5-18.1","Q1N","nan","nan",6.2,False,34.0,True,"000",0.16,0.46,"DC",18.0,2.584,-18.089,286.857,-34.685,0.399,-2.477,-2.787,29.13,1.0,0.0
"BICA19","3262","DB 39;Dutra-Bica 39",268.75219,-27.14506,2.6,-0.86,"nan","nan","nan","db39;dutrabica39","UCC G002.6-00.8","Q1N","nan","nan",2.7,False,25.0,True,"000",0.14,0.29,"DC",0.0,2.594,-0.857,268.736,-27.146,0.36,-0.778,-1.843,"nan",0.0,2.0
"HUNT23","1812","HSC 34",266.62278,-25.93021,2.6682,1.3983,0.697,2.275,-1.055,"hsc34","UCC G002.6+01.3","Q1P","nan","nan",5.6,False,27.0,True,"000",0.93,0.48,"AC",16.0,2.676,1.377,266.639,-25.947,0.684,2.214,-1.069,"nan",0.0,7.0
"HUNT23","1813","HSC 35",266.98685,-26.12444,2.6714,1.0179,0.535,-0.533,-0.809,"hsc35","UCC G002.6+01.0","Q1P","nan","nan",4.0,False,34.0,False,"000",0.83,0.99,"AA",22.0,2.646,1.02,266.966,-26.141,0.531,-0.527,-0.792,-19.24,8.0,7.0
"BICA19","48","DB 40;Dutra-Bica 40;MWSC 2736",268.31154,-26.78693,2.71,-0.34,"nan","nan","nan","db40;dutrabica40;mwsc2736","UCC G002.7-00.3","Q1N","nan","nan",11.4,False,34.0,True,"000",0.53,0.41,"BC",19.0,2.659,-0.351,268.328,-26.795,0.542,-0.875,-2.7,-1.725,3.0,2.0
"HUNT23","1814","HSC 36",268.74228,-27.00149,2.7195,-0.7799,0.5,0.968,-0.218,"hsc36","UCC G002.7-00.7","Q1N","nan","nan",5.0,False,64.0,False,"000",0.85,0.76,"AA",55.0,2.717,-0.785,268.745,-27.011,0.503,0.96,-0.212,27.66,5.0,5.0
"KHARCHENKO12;BICA19","1254;2735","ESO 587 04;MWSC 2527",256.08964,-19.45712,2.7245,13.0662,"nan","nan","nan","eso58704;mwsc2527","UCC G002.7+13.0","Q1P","nan","nan",2.5,False,25.0,True,"000",0.28,0.28,"CC",0.0,2.71,13.057,256.098,-19.463,0.222,-1.625,-5.947,18.354,1.0,0.0
"KHARCHENKO12;BICA19","881;49","MWSC 5713",291.38034,-35.82299,2.7635,-21.9503,"nan","nan","nan","mwsc5713","UCC G002.7-21.9","Q1N","nan","nan",9.7,False,50.0,True,"000",0.48,0.33,"CC",24.0,2.761,-21.951,291.373,-35.849,0.284,0.429,-5.217,"nan",0.0,0.0
"CHI23","59","LISC-III 3503",256.73241,-19.83622,2.765,12.353,0.949,-0.982,-3.278,"lisciii3503","UCC G002.7+12.3","Q1P","nan","nan",8.1,False,25.0,True,"000",0.31,0.29,"CC",0.0,2.824,12.336,256.755,-19.805,0.884,-1.171,-3.32,-8.235,1.0,1.0
"BICA19","3263","DB 41;Dutra-Bica 41",268.25665,-26.65353,2.8,-0.23,"nan","nan","nan","db41;dutrabica41","UCC G002.8-00.2","Q1N","nan","nan",8.0,False,83.0,True,"100",0.8,0.52,"AB",51.0,2.928,-0.221,268.29,-26.545,0.427,-0.083,-1.176,46.731,2.0,1.0
"BICA19","50","Ryu 556",269.68548,-27.34881,2.84,-1.68,"nan","nan","nan","ryu556","UCC G002.8-01.6","Q1N","nan","nan",1.3,False,47.0,True,"000",0.66,0.34,"BC",43.0,2.839,-1.682,269.685,-27.351,0.104,-4.284,-7.174,"nan",0.0,0.0
"BICA19","51","DB 42;Dutra-Bica 42",267.68369,-26.30286,2.84,0.39,"nan","nan","nan","db42;dutrabica42","UCC G002.8+00.3","Q1P","bica27","1.0",5.1,False,51.0,True,"000",0.46,0.39,"CC",35.0,2.879,0.371,267.737,-26.279,0.479,-0.409,-2.343,-6.349,1.0,1.0
"BICA19","2876","Bica 27",267.68369,-26.30286,2.84,0.39,"nan","nan","nan","bica27","UCC G002.8+00.3a","Q1P","db42","1.0",4.1,False,51.0,True,"000",0.33,0.39,"CC",27.0,2.855,0.357,267.737,-26.312,0.485,-0.602,-1.967,-1.442,4.0,1.0
"HUNT23","1815","HSC 37",264.355,-24.40572,2.8847,3.9458,0.097,-3.173,-4.548,"hsc37","UCC G002.8+03.9","Q1P","nan","nan",1.7,False,61.0,False,"000",1.0,0.58,"AB",53.0,2.88,3.946,264.353,-24.407,0.089,-3.088,-4.688,118.311,2.0,0.0
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;HUNT23","1085;747;52;982;867;4487","NGC 6520;Melotte 187;Collinder 361;OCL 10;VDBH 255;vdBergh-Hagen 255;ESO 456 42;MWSC 2790",270.856,-27.884,2.8875,-2.8461,0.556,0.688,-0.418,"ngc6520;melotte187;collinder361;ocl10;vdbh255;vdberghhagen255;eso45642;mwsc2790","UCC G002.8-02.8","Q1N","nan","nan",2.9,False,291.0,True,"010",1.0,1.0,"AA",276.0,2.886,-2.846,270.854,-27.885,0.554,0.707,-0.523,-23.497,8.0,3.0
"BICA19","53","Ryu 162",264.93166,-24.7285,2.89,3.33,"nan","nan","nan","ryu162","UCC G002.8+03.3","Q1P","nan","nan",1.9,False,61.0,True,"000",0.69,0.39,"BC",51.0,2.887,3.332,264.932,-24.734,0.139,-5.047,-5.503,6.816,3.0,0.0
"HUNT23","1816","HSC 38",269.29312,-27.02527,2.9458,-1.216,0.334,-0.184,-1.979,"hsc38","UCC G002.9-01.2","Q1N","nan","nan",6.4,False,39.0,True,"000",0.2,0.66,"DB",20.0,2.957,-1.23,269.324,-27.013,0.346,-0.212,-1.984,-23.699,2.0,4.0
"BICA19","54","VVV 144;VVV-CL 144",266.39496,-25.47559,2.95,1.81,"nan","nan","nan","vvv144;vvvcl144","UCC G002.9+01.8","Q1P","vvv145","0.52",5.6,False,48.0,True,"000",0.29,0.51,"CB",19.0,2.98,1.801,266.395,-25.473,0.005,-6.613,-6.976,"nan",0.0,0.0
"BICA19","55","VVV 145;VVV-CL 145",266.40649,-25.45852,2.97,1.81,"nan","nan","nan","vvv145;vvvcl145","UCC G002.9+01.8a","Q1P","vvv144","0.52",2.2,False,25.0,True,"000",0.11,0.43,"DC",0.0,2.961,1.801,266.399,-25.463,0.156,-3.794,-5.948,"nan",0.0,0.0
"HUNT23","1817","HSC 39",268.18452,-26.37855,3.004,-0.0346,0.467,-0.848,-1.039,"hsc39","UCC G003.0+00.0","Q1P","nan","nan",6.2,False,32.0,False,"000",0.69,0.78,"BA",25.0,3.035,-0.048,268.225,-26.352,0.465,-0.826,-1.032,7.385,6.0,5.0
"KHARCHENKO12;BICA19","1255;56","MWSC 4312",256.62833,-19.44252,3.0372,12.6596,"nan","nan","nan","mwsc4312","UCC G003.0+12.6","Q1P","nan","nan",3.5,False,25.0,True,"000",0.14,0.27,"DC",0.0,3.05,12.673,256.613,-19.428,0.251,-5.179,-2.404,"nan",0.0,0.0
"HUNT23","1818","HSC 40",268.97121,-26.72565,3.0607,-0.8172,0.349,-0.635,-2.414,"hsc40","UCC G003.0-00.8","Q1N","nan","nan",3.0,False,123.0,False,"000",0.79,0.82,"AA",96.0,3.061,-0.806,268.964,-26.724,0.325,-0.666,-2.461,-17.319,9.0,3.0
"BICA19","57","Ryu 557",265.40974,-24.69287,3.15,2.98,"nan","nan","nan","ryu557","UCC G003.1+02.9","Q1P","nan","nan",1.2,False,51.0,True,"000",0.34,0.28,"CC",37.0,3.148,2.978,265.413,-24.698,0.027,-4.33,-3.765,108.431,2.0,0.0
"HE23","1341","CWNU 2612",282.66735,-32.62788,3.192,-14.084,0.538,1.807,-0.299,"cwnu2612","UCC G003.1-14.0","Q1N","nan","nan",10.6,False,48.0,True,"000",0.61,0.42,"BC",30.0,3.126,-14.072,282.614,-32.692,0.538,1.823,-0.278,-11.696,2.0,0.0
"KHARCHENKO12;BICA19","1144;58","ESO 520 20;MWSC 2668",265.89867,-24.71852,3.3616,2.5885,"nan","nan","nan","eso52020;mwsc2668","UCC G003.3+02.5","Q1P","nan","nan",2.5,False,25.0,True,"000",0.07,0.32,"DC",0.0,3.36,2.589,265.898,-24.72,0.072,-3.566,-2.653,-76.273,1.0,0.0
"BICA19","59","Ryu 558",274.19669,-28.93699,3.37,-5.93,"nan","nan","nan","ryu558","UCC G003.3-05.9","Q1N","nan","nan",1.6,False,36.0,True,"000",0.28,0.46,"CC",25.0,3.381,-5.935,274.209,-28.928,0.062,-2.316,-6.429,"nan",0.0,0.0
"BICA19","60","Ryu 163",266.93877,-25.28257,3.37,1.49,"nan","nan","nan","ryu163","UCC G003.3+01.4","Q1P","nan","nan",1.2,False,29.0,True,"000",0.8,0.34,"AC",19.0,3.37,1.488,266.936,-25.285,0.32,-0.941,-2.719,-11.655,3.0,0.0
"BICA19","61","Ryu 164",270.26402,-26.9524,3.44,-1.93,"nan","nan","nan","ryu164","UCC G003.4-01.9","Q1N","nan","nan",1.3,False,31.0,True,"000",0.19,0.43,"DC",19.0,3.435,-1.926,270.258,-26.956,0.071,-2.435,-4.75,"nan",0.0,0.0
"HUNT23","1819","HSC 44",275.13787,-29.27221,3.4541,-6.8141,0.146,0.116,-3.443,"hsc44","UCC G003.4-06.8","Q1N","nan","nan",1.9,False,25.0,True,"010",0.31,0.53,"CB",0.0,3.446,-6.81,275.132,-29.279,0.144,0.063,-3.454,-26.182,1.0,0.0
"BICA19","62","Ryu 559",270.05668,-26.81241,3.47,-1.7,"nan","nan","nan","ryu559","UCC G003.4-01.7","Q1N","nan","nan",1.1,False,25.0,True,"000",0.23,0.22,"DD",0.0,3.471,-1.696,270.05,-26.807,0.289,-4.162,-6.671,"nan",0.0,0.0
"BICA19","63","Ryu 560",268.80475,-26.15325,3.48,-0.4,"nan","nan","nan","ryu560","UCC G003.4-00.4","Q1N","nan","nan",1.6,False,38.0,True,"000",0.18,0.31,"DC",27.0,3.483,-0.394,268.8,-26.154,0.299,-0.606,-2.665,17.749,3.0,0.0
"BICA19","64","Ryu 561",272.73558,-28.11433,3.49,-4.41,"nan","nan","nan","ryu561","UCC G003.4-04.4","Q1N","nan","nan",0.9,False,25.0,True,"000",0.31,0.27,"CC",0.0,3.491,-4.408,272.735,-28.112,0.073,-3.24,-4.493,12.056,1.0,0.0
"CHI23_3","908","CWWDL 13663",269.8613,-26.6648,3.5114,-1.4752,0.45,2.09,0.407,"cwwdl13663","UCC G003.5-01.4","Q1N","nan","nan",3.6,False,86.0,False,"000",0.73,1.0,"BA",38.0,3.492,-1.44,269.821,-26.68,0.429,2.059,0.458,24.027,2.0,5.0
"CANTAT20;CASTRO20;HUNT23","1861;1;5215","UBC 92",269.883,-26.655,3.5296,-1.4872,0.37,2.116,0.406,"ubc92","UCC G003.5-01.4a","Q1N","cwwdl962","0.78",3.4,False,167.0,False,"000",1.0,1.0,"AA",111.0,3.525,-1.496,269.885,-26.659,0.385,2.123,0.39,-8.636,4.0,38.0
"CHI23_3","117","CWWDL 962",269.8845,-26.6504,3.5343,-1.4861,0.39,2.12,0.39,"cwwdl962","UCC G003.5-01.4b","Q1N","ubc92","0.78",3.4,False,173.0,False,"000",1.0,1.0,"AA",114.0,3.531,-1.5,269.893,-26.657,0.383,2.128,0.391,-10.135,5.0,4.0
"KHARCHENKO12","1141","Dutra-Bica 44",266.643,-24.895,3.563,1.9198,"nan","nan","nan","dutrabica44","UCC G003.5+01.9","Q1P","nan","nan",2.2,False,25.0,True,"000",0.34,0.45,"CC",0.0,3.551,1.939,266.624,-24.897,0.206,-2.374,-3.753,"nan",0.0,0.0
"KHARCHENKO12;LOKTIN17;BICA19","927;274;2756","ESO 397 01;MWSC 3044",286.027,-33.395,3.5789,-16.9798,"nan","nan","nan","eso39701;mwsc3044","UCC G003.5-16.9","Q1N","nan","nan",2.9,False,25.0,True,"000",0.06,0.25,"DC",0.0,3.581,-16.98,286.032,-33.393,0.189,0.679,-3.654,"nan",0.0,0.0
