"Cluster","RA_ICRS","DE_ICRS","kind","plx","e_plx","CMDclass","Quality","logAge16","logAge50","logAge84","[Fe/H]16","[Fe/H]50","[Fe/H]84","AV16","AV50","AV84","dMod16","dMod50","dMod84","X","Y","Z","Rgc"
"HSC 2156",125.95906462235,-50.5629790511,"o",5.628,0.082,0.76,1,7.63,7.75,7.86,0.0,0.09,0.2,0.83,0.92,1.0,6.11,6.25,6.38,-0.0098055429041234,-0.176039292926133,0.0184424472907468,8.134
"HSC 2157",132.5869728286,-47.46740855286,"o",0.188,0.015,0.52,0,8.02,8.13,8.26,0.27,0.42,0.62,2.7,2.82,2.93,13.41,13.68,14.0,-0.289538245847194,-5.43347849231503,-0.16279557045899,10.014
"HSC 2159",130.77122539401,-48.60915619341,"o",0.213,0.015,0.97,0,8.62,8.72,8.8,0.43,0.56,0.68,2.45,2.54,2.64,13.07,13.27,13.46,-0.229245152120312,-4.49234204618295,-0.25817908133208,9.483
"HSC 2160",122.82714795322,-52.26616625829,"o",0.676,0.026,0.98,0,8.13,8.32,8.48,0.15,0.4,0.63,0.76,0.91,1.04,10.37,10.72,11.03,-0.0679214896755162,-1.37009818685071,-0.201504686270708,8.304
"HSC 2161",152.64511340576,-32.22029194843,"o",0.488,0.032,0.45,0,9.41,9.52,9.63,0.07,0.26,0.49,0.13,0.24,0.34,11.05,11.29,11.59,-0.0714995405746439,-1.70713568719469,0.642869226724364,8.369
"HSC 2163",135.68231598161,-46.43642339985,"o",0.404,0.025,0.06,3,6.73,6.92,7.13,0.67,0.87,1.08,2.66,2.85,3.04,11.3,11.73,12.24,-0.0950913702311204,-2.21615095198109,0.0463833191582432,8.511
"HSC 2165",130.69583880807,-49.55354187559,"o",0.244,0.023,0.98,0,8.1,8.27,8.41,-0.31,-0.12,0.05,1.92,2.02,2.12,12.13,12.42,12.65,-0.11698520676463,-3.0365188235771,-0.194038560110221,8.781
"HSC 2166",150.70997575087,-37.37717275321,"o",3.092,0.024,0.64,0,7.45,7.58,7.72,-0.37,-0.25,-0.13,0.4,0.49,0.56,7.51,7.67,7.84,-0.0024304296638089,-0.33132627285012,0.126256971715198,8.131
"HSC 2167",136.75639745351,-46.14363699213,"o",0.568,0.02,1.0,0,7.47,7.59,7.72,0.2,0.38,0.55,2.74,2.84,2.92,11.04,11.25,11.52,-0.0675144655140105,-1.7767909667047,0.0686133429610107,8.38
"HSC 2168",135.44922344585,-47.08976521079,"o",0.553,0.022,0.18,3,7.32,7.6,7.85,-0.02,0.25,0.52,4.1,4.4,4.69,11.72,12.22,12.79,-0.100646248691444,-2.77781131269095,0.0207401639883409,8.679
"HSC 2170",134.5059218488,-48.16022166207,"o",0.3,0.02,0.05,2,6.94,7.07,7.21,0.3,0.51,0.73,4.45,4.61,4.77,12.73,13.08,13.47,-0.12168357410364,-4.12704300850372,-0.0747035737409139,9.219
"HSC 2173",135.05449734884,-47.98630796804,"o",0.159,0.024,0.07,3,8.25,8.45,8.67,-0.34,-0.11,0.15,3.81,4.01,4.24,13.68,14.14,14.62,-0.185431632736385,-6.72567723865877,-0.102027654349709,10.689
"HSC 2175",133.02623293497,-49.11133804349,"o",0.476,0.016,0.55,1,7.7,7.88,8.04,0.08,0.26,0.46,1.03,1.16,1.29,11.01,11.32,11.62,-0.0510681547852645,-1.83335230369358,-0.0536981621103685,8.376
"HSC 2176",137.12780577589,-47.02371766958,"o",0.508,0.019,0.44,3,7.28,7.49,7.68,0.22,0.43,0.6,2.74,2.99,3.14,11.95,12.31,12.69,-0.0685691550541172,-2.89643732619107,0.0649516248240979,8.688
"HSC 2177",133.8213931956,-49.18347361128,"o",0.304,0.023,0.75,0,7.52,7.65,7.8,-0.04,0.21,0.46,2.99,3.11,3.19,12.15,12.48,12.82,-0.0658564563935595,-3.1293104156792,-0.101770746450584,8.765
"HSC 2178",137.67154319543,-46.98223668179,"o",0.338,0.022,0.61,2,7.5,7.62,7.76,0.34,0.52,0.68,4.57,4.69,4.82,12.34,12.64,12.85,-0.06672676649681,-3.37191467113913,0.0864139747114841,8.856
"HSC 2180",142.71923588683,-43.73113681128,"o",1.556,0.032,0.79,1,6.68,6.86,7.08,-0.05,0.14,0.32,0.49,0.65,0.82,9.22,9.52,9.84,-0.0128264205802341,-0.797794291892242,0.119361070802024,8.174
"HSC 2181",131.58083982548,-50.82308365882,"o",0.185,0.022,0.99,0,8.8,8.88,8.98,0.35,0.49,0.64,2.32,2.42,2.53,12.66,12.89,13.14,-0.0562478740247023,-3.77086384593171,-0.273515896046055,9.006
"HSC 2183",135.83176173084,-48.53923925135,"o",0.458,0.021,0.56,2,7.66,7.81,8.0,-0.24,-0.07,0.13,3.73,3.86,3.98,11.12,11.4,11.75,-0.0273148333448975,-1.90484492419634,0.0016149198504066,8.369
"HSC 2184",140.18160883068,-45.98835063481,"o",0.17,0.022,0.34,0,8.82,8.91,9.02,-0.07,0.06,0.24,2.37,2.48,2.61,12.85,13.13,13.39,-0.0474551583658797,-4.22174853336109,0.240246794560992,9.196
"HSC 2185",137.38681565831,-47.75775514579,"o",0.618,0.021,0.21,1,6.78,6.91,7.06,0.56,0.73,0.91,3.05,3.2,3.35,11.1,11.46,11.79,-0.0238888083177979,-1.95869622499652,0.0446991501673268,8.378
"HSC 2189",139.73077074371,-46.44112795401,"o",0.296,0.023,0.86,2,7.3,7.48,7.65,0.58,0.79,1.0,3.89,4.08,4.27,13.7,14.12,14.63,-0.0631792065508314,-6.66305954380862,0.292137989748823,10.554
"HSC 219",277.7602001544,-10.68180125357,"o",1.641,0.037,0.05,1,7.29,7.46,7.58,-0.96,-0.77,-0.6,2.98,3.14,3.3,8.49,8.77,9.06,0.529444193823713,0.204442716688023,0.0363940474095144,7.595
"HSC 2192",137.80254742164,-48.31425765842,"o",0.744,0.081,0.15,2,7.14,7.29,7.44,0.64,0.83,1.01,3.51,3.67,3.85,11.12,11.47,11.82,-0.0035247857452453,-1.96788081247939,0.0386092625850789,8.36
"HSC 2193",137.50954898445,-48.6824240507,"o",1.419,0.018,0.75,3,9.27,9.62,9.94,0.02,0.25,0.47,2.24,2.42,2.63,10.45,10.92,11.28,0.0008838466895628,-1.52751207699683,0.0287866438425902,8.264
"HSC 2195",137.86946029729,-48.96448054375,"o",0.896,0.022,0.01,2,7.88,8.04,8.23,-0.28,-0.08,0.11,3.19,3.36,3.5,10.51,10.85,11.17,0.0103518027233402,-1.47901579560725,0.0286658907493753,8.245
"HSC 2198",126.46181542922,-54.53063656683,"o",1.376,0.023,0.17,0,8.16,8.28,8.43,0.14,0.3,0.47,0.42,0.54,0.64,8.97,9.21,9.42,0.0034544157356055,-0.685535012760712,-0.0728062875478363,8.147
"HSC 2199",129.36534682013,-53.34943412282,"o",0.458,0.024,0.95,0,8.61,8.71,8.82,-0.02,0.13,0.29,1.39,1.51,1.65,11.21,11.45,11.68,0.0108132452660179,-1.93358599983726,-0.209443409500635,8.338
"HSC 2203",141.99141454223,-47.32773120491,"o",0.245,0.023,0.2,0,7.82,7.92,8.02,-0.01,0.12,0.24,4.83,4.93,5.03,13.72,13.94,14.17,0.126491788938491,-6.12998841827056,0.320218834279106,10.075
"HSC 2204",137.36351564283,-50.44835369152,"o",0.407,0.019,0.25,1,7.76,7.9,8.04,0.37,0.55,0.72,3.94,4.06,4.17,12.0,12.26,12.61,0.0622106067822549,-2.82938132061878,-0.045089849025897,8.542
"HSC 2206",137.55907200966,-50.59680828671,"o",0.461,0.02,0.89,0,7.51,7.65,7.79,0.6,0.8,1.02,2.64,2.77,2.9,11.37,11.66,12.01,0.0544442089496044,-2.14612178411811,-0.0245495340935452,8.348
"HSC 221",277.79570604396,-10.89257859722,"o",0.374,0.045,0.53,0,7.01,7.18,7.34,-0.17,0.07,0.29,5.15,5.36,5.55,10.9,11.35,11.78,1.7389701951271,0.665576303954708,0.0203402039392108,6.418
"HSC 2210",140.54606135475,-49.43693537581,"o",0.378,0.023,0.77,1,7.56,7.73,7.87,0.47,0.63,0.76,3.36,3.48,3.59,12.2,12.49,12.74,0.107703040799304,-3.14582182524929,0.064627898414593,8.61
"HSC 2211",137.84702904616,-51.07556323508,"o",0.662,0.021,1.0,0,7.45,7.69,7.9,0.53,0.74,0.92,0.98,1.09,1.2,11.11,11.34,11.6,0.0622932844446371,-1.85140043527351,-0.0217937812011108,8.27
"HSC 2214",139.31173490529,-50.87120925592,"o",0.297,0.027,0.66,0,8.16,8.28,8.39,0.19,0.35,0.53,3.58,3.7,3.81,11.99,12.27,12.51,0.12001501787204,-2.84135240618063,-0.0156562955645207,8.491
"HSC 2215",143.79003739954,-50.7875994826,"o",1.904,0.026,0.98,0,7.23,7.34,7.47,0.04,0.15,0.27,0.42,0.53,0.6,8.45,8.68,8.85,0.0417944464387556,-0.542835913269651,0.0498316493488437,8.098
"HSC 2218",142.62337062312,-50.06407980877,"o",0.404,0.021,0.28,0,7.83,8.02,8.22,-0.63,-0.28,0.15,2.87,3.04,3.17,11.07,11.51,11.94,0.117596522431272,-2.00077544939703,0.0729533233490306,8.251
"HSC 2221",137.51056058497,-53.65508600577,"o",0.171,0.019,0.64,0,8.53,8.68,8.83,-0.11,0.1,0.28,0.96,1.13,1.27,12.89,13.23,13.53,0.2827475441886,-4.40671477130962,-0.257365794455617,8.993
"HSC 2224",142.11687611512,-52.05403561591,"o",0.207,0.023,0.87,0,8.0,8.16,8.33,-0.07,0.1,0.23,2.56,2.66,2.75,12.63,12.88,13.08,0.295147287613329,-3.75511699637718,-0.0091480063534524,8.681
"HSC 2225",156.38119310503,-37.76577908563,"o",3.365,0.024,0.99,0,8.25,8.39,8.52,0.01,0.09,0.19,0.4,0.48,0.55,7.23,7.37,7.5,0.0179451789442328,-0.284820445783033,0.126875087865386,8.109
"HSC 2226",129.7527994248,-57.94041615159,"o",3.988,0.027,0.22,0,7.35,7.54,7.71,-0.27,-0.09,0.07,0.31,0.47,0.59,6.84,7.1,7.35,0.0189106596544661,-0.258374127893204,-0.0038895669113548,8.107
"HSC 2227",141.74419743537,-52.87878726703,"o",0.265,0.02,0.32,0,8.15,8.3,8.44,0.16,0.34,0.5,2.25,2.36,2.47,12.49,12.75,13.01,0.302852557868519,-3.53392462732337,-0.0528844225159693,8.581
"HSC 2228",141.44430924765,-53.25371161108,"o",0.097,0.021,0.57,2,7.49,7.68,7.88,0.68,0.95,1.23,1.78,1.94,2.1,13.56,13.96,14.43,0.542570653800545,-6.16711007906167,-0.166062727541076,9.771
"HSC 2229",25.70694182166,-45.0352202237,"o",3.943,0.024,0.62,0,8.19,8.55,8.88,0.0,0.16,0.27,0.0,0.09,0.2,6.79,6.98,7.17,0.0093002202768666,-0.0871747710109844,-0.191334899493738,8.113
"HSC 2230",136.98755072106,-55.45432469688,"o",0.853,0.031,1.0,0,7.97,8.1,8.24,0.29,0.5,0.67,0.64,0.75,0.85,10.46,10.73,10.97,0.116430440167603,-1.38869735914588,-0.0880706292437168,8.125
"HSC 2231",145.1136110953,-51.44798141835,"o",6.337,0.023,0.88,0,8.55,8.73,8.89,0.04,0.13,0.23,0.58,0.69,0.79,5.89,6.06,6.22,0.0155267494998145,-0.162169360827898,0.0442268696441518,8.108
"HSC 2232",146.18461786103,-50.82562580295,"o",0.966,0.021,0.9,0,8.37,8.47,8.58,0.5,0.67,0.84,1.03,1.12,1.23,10.12,10.32,10.53,0.112326720871677,-1.15272664579965,0.0786800709613587,8.092
"HSC 2233",146.95997023271,-50.41992232173,"o",1.016,0.017,0.29,0,8.08,8.22,8.33,0.03,0.25,0.45,1.26,1.36,1.48,9.89,10.11,10.32,0.104067678841353,-1.04582962272858,0.0867624308903853,8.086
"HSC 2234",144.85869661199,-52.02867810366,"o",0.98,0.014,0.87,0,9.26,9.37,9.49,-0.42,-0.26,-0.11,1.01,1.13,1.23,9.82,10.0,10.2,0.099745802835228,-0.994993199256212,0.0482798784650554,8.084
"HSC 2236",135.79503221422,-56.55526747654,"o",0.883,0.016,0.99,0,7.62,7.71,7.8,-0.3,-0.12,0.02,0.84,0.91,1.0,10.06,10.25,10.43,0.100422048587616,-1.11016978856798,-0.0863422254391435,8.098
"HSC 2237",133.89888924986,-57.93689410894,"o",4.025,0.028,0.59,2,7.78,8.09,8.37,-0.25,-0.07,0.09,1.27,1.45,1.68,6.79,7.03,7.26,0.0244159047515069,-0.250880386126035,0.0051632235465403,8.101
"HSC 2239",144.27310206921,-53.21476681713,"o",1.516,0.024,0.99,0,7.68,7.79,7.9,-0.43,-0.28,-0.12,0.6,0.69,0.77,8.97,9.12,9.29,0.0725291763042665,-0.662797287175772,0.0329741711569385,8.077
"HSC 224",280.42085823447,-11.51402483085,"o",0.555,0.035,0.94,0,7.59,7.7,7.82,0.3,0.48,0.63,2.12,2.21,2.29,11.31,11.51,11.74,1.86108596782061,0.735959402988828,-0.0712273955460642,6.304
"HSC 2244",141.33297398869,-55.40281514681,"o",1.663,0.017,0.99,0,7.68,7.8,7.92,-0.44,-0.31,-0.17,0.77,0.86,0.96,8.69,8.86,9.02,0.0666284471386688,-0.586682936650617,0.005371594822354,8.077
"HSC 2246",135.4991539836,-58.61763649301,"o",0.847,0.02,0.84,0,6.93,7.12,7.34,0.2,0.4,0.6,0.37,0.49,0.62,10.28,10.54,10.8,0.146562680663919,-1.26128942172555,-0.137419286252709,8.075
"HSC 2247",104.21823047008,-67.2065674764,"o",2.382,0.026,0.99,0,6.8,6.94,7.06,-0.1,0.02,0.15,0.45,0.57,0.68,7.99,8.18,8.39,0.052881491876084,-0.390437582650139,-0.136818250402998,8.079
"HSC 2248",145.00886538197,-53.74209690776,"o",0.252,0.023,0.08,1,7.51,7.7,7.93,-0.25,-0.07,0.14,2.77,2.92,3.05,12.32,12.7,13.01,0.417741309967091,-3.44173405013112,-0.0096398645751814,8.438
"HSC 225",277.55086690855,-10.48258086174,"o",0.225,0.031,0.16,3,6.85,7.07,7.3,0.28,0.51,0.74,4.82,5.08,5.38,12.35,12.78,13.34,3.35411690191487,1.30068781606129,0.0258490156512268,4.942
"HSC 2251",151.25100354584,-44.27567709686,"o",2.432,0.023,0.9,0,8.26,8.35,8.44,-0.05,0.05,0.18,0.26,0.34,0.42,7.94,8.09,8.24,0.0298346731794385,-0.408660271693074,0.107137169845285,8.102
"HSC 2253",156.91538910965,-42.30091797321,"o",5.511,0.032,0.9,0,7.81,7.94,8.05,0.03,0.14,0.24,0.59,0.69,0.79,6.15,6.33,6.49,0.0203683841406405,-0.178584141550375,0.0832501687038123,8.104
"HSC 2256",92.20079278904,-66.9951891289,"o",1.182,0.021,0.0,0,9.29,9.43,9.56,-0.02,0.12,0.25,0.23,0.31,0.4,9.43,9.57,9.76,0.0852163291557026,-0.712644317639021,-0.355712784389798,8.068
"HSC 2257",145.28792500422,-54.32095750927,"o",0.844,0.026,1.0,0,8.23,8.37,8.52,-0.08,0.06,0.2,0.22,0.3,0.38,10.12,10.29,10.47,0.147663321967345,-1.13305973281312,0.0181492358500882,8.054
"HSC 226",277.61274556778,-10.47827600114,"o",0.462,0.033,0.99,0,7.81,7.95,8.12,-0.41,-0.21,0.01,4.34,4.45,4.56,10.62,10.89,11.2,1.40438696812316,0.545503001322183,0.0336389052067447,6.74
"HSC 2260",146.15916923763,-56.7543997861,"o",2.347,0.045,0.99,0,7.03,7.21,7.37,0.05,0.21,0.36,0.07,0.21,0.33,7.93,8.18,8.41,0.0704613324682519,-0.42625261788643,0.0212070351345421,8.063
"HSC 2261",141.80805973857,-57.73679469907,"o",0.066,0.02,0.29,0,9.19,9.32,9.44,-0.25,-0.05,0.16,1.29,1.43,1.56,13.97,14.3,14.59,1.04068923444154,-7.14127227263974,-0.590853717509732,10.057
"HSC 2263",152.5415295446,-47.99777579034,"o",3.595,0.027,0.92,0,7.57,7.67,7.79,-0.02,0.08,0.18,0.27,0.35,0.44,7.12,7.31,7.44,0.0356415483806422,-0.285602893798772,0.0748950982977264,8.091
"HSC 2266",146.77370451644,-55.54207387084,"o",1.474,0.019,0.78,0,7.93,8.06,8.2,-0.04,0.12,0.25,0.28,0.38,0.47,9.12,9.31,9.52,0.112144222395154,-0.718820990803353,0.0218649191241948,8.042
"HSC 2268",150.54828263126,-52.90312748209,"o",0.503,0.019,0.96,0,8.56,8.7,8.84,-0.06,0.11,0.29,0.98,1.12,1.26,11.1,11.39,11.68,0.295505466821146,-1.87251136645651,0.103944152339732,8.047
"HSC 227",276.3020569083,-9.73829016335,"o",0.448,0.028,0.88,1,7.07,7.29,7.5,-0.46,-0.19,0.05,2.66,2.86,3.05,10.98,11.43,11.86,1.79986457282726,0.701064931026361,0.081511576766794,6.361
"HSC 2270",143.0521513686,-58.78178437485,"o",2.653,0.021,0.99,0,7.34,7.52,7.68,0.25,0.4,0.54,0.43,0.53,0.66,7.6,7.87,8.08,0.0615802941046847,-0.368249872460329,0.0068447017189656,8.069
"HSC 2271",141.69387995938,-58.69612393361,"o",1.865,0.03,0.91,0,7.31,7.42,7.53,0.27,0.4,0.51,0.31,0.38,0.48,8.61,8.78,8.98,0.087953209606292,-0.560449211742199,-0.0154341627765894,8.054
"HSC 2273",144.82605530897,-57.26625220501,"o",0.391,0.015,0.88,0,8.13,8.37,8.57,-0.23,-0.06,0.13,0.58,0.71,0.85,11.29,11.58,11.92,0.329223116515873,-2.03974295933909,-0.0870994157704243,8.055
"HSC 2274",146.73659526023,-56.13357108464,"o",0.164,0.021,0.97,0,8.44,8.51,8.58,-0.06,0.08,0.19,3.22,3.29,3.36,12.92,13.1,13.27,0.668100942642956,-4.11218364929134,-0.105473586896232,8.513
"HSC 2278",169.66291213188,-23.46267204439,"o",7.944,0.033,0.72,0,9.05,9.18,9.28,0.03,0.08,0.13,0.38,0.44,0.51,5.45,5.55,5.64,0.0128892547225145,-0.105189808619,0.114849752368702,8.11
"HSC 2280",149.11676872387,-56.27827251771,"o",1.759,0.027,0.95,0,8.16,8.26,8.36,0.06,0.18,0.32,0.5,0.56,0.63,8.65,8.79,8.93,0.102912562255067,-0.563329099248706,0.028557577115895,8.039
"HSC 2281",149.23630057975,-56.13062045417,"o",0.389,0.019,0.95,0,8.08,8.18,8.28,-0.36,-0.2,-0.07,2.04,2.12,2.19,11.6,11.79,11.97,0.408161157776107,-2.24305627146745,-0.0040589396277405,8.033
"HSC 2282",143.13122862181,-58.54317960465,"o",2.264,0.042,0.99,0,7.44,7.57,7.69,-0.63,-0.49,-0.35,0.59,0.69,0.8,8.24,8.38,8.55,0.0768212728503314,-0.466068753012376,-0.0006842934685049,8.059
"HSC 2283",65.36230885864,-66.24072348986,"o",9.477,0.045,0.48,0,8.74,8.88,9.0,0.02,0.1,0.18,0.36,0.46,0.58,5.02,5.17,5.32,0.0121513164495219,-0.0825767665552119,-0.027168187470787,8.11
"HSC 2284",147.97772859706,-57.31390491517,"o",0.099,0.021,0.09,3,7.73,7.91,8.08,-0.02,0.16,0.37,3.05,3.22,3.37,13.67,14.04,14.42,1.17047408070432,-6.31315812169058,-0.239180169822377,9.39
"HSC 2286",151.07801729532,-55.12272815635,"o",0.514,0.006,1.0,0,7.56,7.69,7.8,-0.67,-0.47,-0.3,1.48,1.57,1.65,11.26,11.49,11.7,0.363209949822232,-1.95258149612356,0.0514183892864528,8.001
"HSC 2287",154.75756745075,-52.02999610885,"o",0.102,0.02,0.42,0,9.29,9.42,9.55,-0.66,-0.45,-0.24,1.27,1.42,1.53,12.84,13.17,13.49,0.787790909843652,-4.22154473921811,0.347056534452738,8.462
"HSC 2288",147.2295675764,-58.13220150519,"o",0.703,0.022,1.0,0,7.63,7.75,7.88,-0.23,-0.1,0.04,0.85,0.94,1.03,10.49,10.68,10.87,0.253756330347703,-1.34155096175519,-0.0392974567509426,7.982
"HSC 2289",153.23989548206,-53.85491555069,"o",0.553,0.01,0.97,0,7.67,7.8,7.91,-0.4,-0.22,-0.02,1.53,1.62,1.72,11.19,11.45,11.7,0.366086368588306,-1.913912063278,0.111133070320131,7.989
"HSC 2290",147.45383693695,-58.04701721695,"o",0.799,0.021,0.96,0,8.69,8.82,8.94,0.16,0.34,0.5,0.43,0.52,0.62,10.13,10.32,10.52,0.21577237346405,-1.13661930413469,-0.0240909008658723,7.988
"HSC 2294",147.13630151051,-58.67193787365,"o",0.21,0.022,0.57,0,8.75,8.82,8.91,0.31,0.46,0.57,1.7,1.79,1.88,12.42,12.64,12.82,0.643086754344546,-3.30329600728695,-0.184192001500505,8.176
"HSC 2296",152.66417353417,-54.99307593545,"o",0.341,0.024,0.4,0,8.04,8.19,8.33,0.34,0.51,0.73,1.91,2.07,2.2,12.16,12.48,12.82,0.60855267783374,-3.07321655580249,0.0917546126345142,8.118
"HSC 2297",133.62757632642,-63.55253272737,"o",2.257,0.03,0.21,0,7.61,7.74,7.9,-0.23,-0.11,0.03,0.66,0.74,0.82,8.18,8.35,8.49,0.0785845943948846,-0.450919115567945,-0.0547159407873793,8.056
"HSC 2298",146.45298260231,-60.66792310717,"o",1.578,0.022,0.99,0,7.92,8.0,8.1,-0.02,0.09,0.22,0.44,0.51,0.58,8.88,9.01,9.14,0.131560407618299,-0.616988946992954,-0.0201601530359402,8.014
"HSC 230",277.98168783128,-10.05080975206,"o",0.311,0.037,0.45,0,7.57,7.73,7.88,-0.21,-0.03,0.15,4.78,4.9,5.01,11.47,11.82,12.12,2.14706132379163,0.857665265796496,0.0243974966312292,6.036
"HSC 2302",150.36483608296,-57.79684977401,"o",0.402,0.024,0.41,1,6.65,6.78,6.94,0.01,0.23,0.43,1.55,1.7,1.83,11.47,11.76,12.11,0.460100183955882,-2.19995144081906,-0.040817271173696,7.971
"HSC 2303",177.57696712448,-35.17271309109,"o",7.14,0.057,0.81,0,8.07,8.16,8.26,0.12,0.19,0.26,0.31,0.39,0.46,5.65,5.77,5.92,0.042005619416626,-0.121062722454786,0.104091216297336,8.081
"HSC 2304",147.35783847309,-60.10974561052,"o",0.901,0.017,1.0,0,8.48,8.55,8.62,-0.18,-0.07,0.05,0.27,0.33,0.38,9.94,10.07,10.19,0.214330654597292,-1.00646043458517,-0.046191238448432,7.971
"HSC 2305",153.3458169954,-56.49849210104,"o",0.379,0.017,0.54,2,6.95,7.08,7.24,0.56,0.74,0.87,3.71,3.87,4.0,12.23,12.51,12.84,0.68066814664511,-3.10309894858254,0.035863522818626,8.062
"HSC 2306",153.72964791239,-56.18633296827,"o",0.368,0.024,0.7,0,7.84,8.01,8.17,-0.29,-0.05,0.15,3.5,3.61,3.7,11.7,12.0,12.29,0.538214452301348,-2.4535245491713,0.053625120211218,7.971
"HSC 2309",154.00835541517,-56.29767147037,"o",0.56,0.023,0.92,0,7.99,8.13,8.3,-0.23,-0.02,0.18,2.58,2.69,2.82,10.9,11.18,11.5,0.374542492823212,-1.68062614821832,0.049662930453655,7.928
"HSC 2312",156.03473428931,-54.62007220834,"o",0.565,0.024,1.0,0,8.56,8.71,8.87,0.26,0.53,0.74,0.0,0.0,0.08,10.98,11.29,11.65,0.395276693304241,-1.76619436917256,0.114317067856608,7.926
"HSC 2315",151.20741062306,-58.5830540776,"o",0.385,0.021,0.19,1,7.29,7.45,7.6,-0.06,0.19,0.38,1.81,1.91,2.01,11.43,11.73,12.04,0.484869332728929,-2.16245225382836,-0.0539152558380213,7.937
"HSC 2320",151.33504374349,-59.18409832654,"o",0.184,0.019,0.96,0,8.46,8.58,8.69,0.41,0.56,0.72,1.74,1.86,1.99,12.7,12.98,13.28,0.889245854197883,-3.83780101546324,-0.158971333877048,8.188
"HSC 2321",152.25005446786,-58.9492443732,"o",0.62,0.024,1.0,0,8.23,8.38,8.5,0.19,0.39,0.56,0.23,0.32,0.42,10.75,10.99,11.19,0.362372218031178,-1.5339546426386,-0.025825145564084,7.91
"HSC 2322",153.1511672765,-58.07139955097,"o",0.22,0.024,0.2,2,7.45,7.7,7.95,0.28,0.64,0.96,2.63,2.86,3.11,13.44,14.01,14.66,1.4442240179232,-6.16986889001817,-0.119932909328444,9.092
"HSC 2324",154.6701484917,-57.27984188877,"o",0.393,0.008,0.97,1,7.48,7.66,7.85,0.04,0.21,0.36,1.43,1.54,1.65,11.84,12.11,12.35,0.612713305181438,-2.57034588567842,0.0254410534232984,7.937
"HSC 2325",154.32313366476,-57.29354186918,"o",0.162,0.024,0.02,2,7.49,7.65,7.81,0.03,0.22,0.47,4.86,5.0,5.15,12.45,12.79,13.17,0.828855608005207,-3.51765419504353,0.0122678153255401,8.097
"HSC 2327",145.62868301038,-61.02985075643,"o",4.37,0.03,0.95,0,8.11,8.25,8.39,0.16,0.28,0.4,0.35,0.44,0.56,6.71,6.88,7.11,0.049018734186232,-0.231192140548837,0.0162294316769212,8.076
"HSC 2329",154.95347787149,-57.90570883817,"o",0.301,0.021,0.45,0,8.09,8.21,8.32,0.19,0.34,0.5,1.89,1.99,2.09,11.8,11.98,12.21,0.596870172461446,-2.41598972313159,0.0072168799961709,7.903
"HSC 2330",153.97762639022,-59.03885338381,"o",0.288,0.024,0.95,0,8.01,8.12,8.26,-0.43,-0.22,0.02,1.73,1.81,1.9,11.65,11.89,12.13,0.580354518017339,-2.31469002033555,-0.0424974402493446,7.889
"HSC 2331",156.56755409987,-57.1779546639,"o",0.358,0.011,0.97,1,7.72,7.89,8.01,-0.04,0.14,0.29,2.08,2.18,2.28,12.05,12.28,12.52,0.701938922548385,-2.77000696347764,0.0558924764967906,7.92
"HSC 2332",155.58884302096,-58.1350635836,"o",0.189,0.03,0.08,1,7.63,7.82,8.0,-0.11,0.13,0.37,2.97,3.15,3.33,12.44,12.79,13.26,0.891614052823684,-3.50203064980861,-0.0090170277353177,8.034
"HSC 2334",155.1075722845,-58.63756233564,"o",0.249,0.022,0.53,0,8.27,8.41,8.54,0.42,0.57,0.74,1.83,1.91,2.01,12.46,12.69,12.95,0.854770942814888,-3.34291871987758,-0.0404163331617735,7.999
"HSC 2336",121.03480178019,-72.29472175083,"o",3.615,0.032,0.74,0,7.99,8.16,8.31,0.11,0.21,0.32,0.34,0.42,0.5,7.09,7.25,7.41,0.0679546361588272,-0.255060653782178,-0.0572062390273585,8.058
"HSC 2337",160.78964324067,-53.54147934887,"o",0.504,0.015,1.0,0,8.05,8.18,8.29,-0.3,-0.16,0.02,0.52,0.6,0.67,11.24,11.43,11.64,0.481785685027806,-1.86441755601289,0.197667201625071,7.864
"HSC 2338",157.00221760121,-57.17385608612,"o",0.245,0.027,0.06,0,7.6,7.71,7.82,-0.17,0.02,0.21,3.54,3.61,3.69,12.79,13.05,13.29,1.01436262619378,-3.94539340171533,0.0709679207450943,8.129
"HSC 2339",156.45566957185,-58.58563993339,"o",0.261,0.018,0.52,0,6.73,6.88,7.04,-0.66,-0.4,-0.11,3.0,3.13,3.25,12.97,13.39,13.8,1.22558805676,-4.60331480278231,-0.0367616236824813,8.292
"HSC 234",276.97875959766,-7.90853352199,"o",0.909,0.028,0.97,0,7.77,7.97,8.12,-0.18,0.01,0.24,2.8,2.92,3.04,10.0,10.24,10.48,1.02615146562169,0.440065253516053,0.0697765251436698,7.109
"HSC 2341",158.21628911917,-57.64986205101,"o",1.328,0.024,1.0,0,7.87,8.05,8.18,-0.24,-0.08,0.04,0.41,0.5,0.59,9.28,9.43,9.56,0.201985116928081,-0.742127854824193,0.0461444904560886,7.955
"HSC 2342",158.26428927743,-58.05429370214,"o",0.375,0.02,0.97,0,7.95,8.14,8.32,0.21,0.42,0.61,1.48,1.59,1.7,11.62,11.88,12.1,0.633178245998976,-2.29095804795796,0.0416817798280098,7.831
"HSC 2343",156.78206517204,-59.27289754669,"o",0.237,0.011,0.99,0,8.12,8.25,8.37,-0.53,-0.35,-0.18,1.89,2.0,2.13,12.35,12.69,12.95,0.916989591323785,-3.32627151023524,-0.0450997989780367,7.936
