"Name","Type","Type?","GLON","GLAT","d","E(B-V)","logt","DM(J)","I(M.J)","DM(H)","I(M.H)","DM(Ks)","I(M.Ks)","_RA.icrs","_DE.icrs"
"SAI_141, MWSC_3458","nan","nan",88.053,0.106,4940.0,0.939,8.6,14.222,-7.362,13.921,-7.96,13.771,-8.14,315.9345,46.9665
"Teutsch_156, MWSC_3459","nan","nan",88.226,0.258,5408.0,1.041,8.785,14.5,-7.058,14.167,-7.436,14.0,-7.498,315.9373,47.1968
"LDN_988e, MWSC_3460","nan","nan",90.538,2.249,700.0,1.876,6.67,10.73,-1.905,10.129,-2.35,9.829,-2.417,316.0218,50.2469
"FSR_0270, MWSC_3461","nan","nan",86.145,-1.699,1758.0,0.854,8.255,11.91,-4.139,11.637,-4.513,11.5,-4.643,316.0401,44.3412
"FSR_0310, MWSC_3463","nan","nan",94.439,5.507,5288.0,2.124,8.095,15.32,-6.892,14.64,-6.943,14.3,-6.96,316.2922,55.3196
"BDSB_21, MWSC_3464","nan","nan",90.231,1.703,1285.0,1.103,8.9,11.43,-3.026,11.076,-3.301,10.9,-3.359,316.3347,49.6539
"NGC_7024, MWSC_3465","nan","nan",84.272,-3.88,1513.0,0.625,8.425,11.4,-3.475,11.2,-3.671,11.1,-3.701,316.547,41.492
"NGC_7031, MWSC_3466","nan","nan",91.321,2.315,1100.0,0.824,8.2,10.868,-3.509,10.604,-3.736,10.472,-3.789,316.7697,50.872
"Dolidze_55, MWSC_3469","nan","nan",84.079,-4.982,1584.0,0.625,8.85,11.5,-3.392,11.3,-3.806,11.2,-3.866,317.4547,40.6071
"Basel_12, MWSC_3471","nan","nan",88.284,-1.237,5664.0,0.729,8.925,14.35,-7.989,14.117,-8.706,14.0,-8.969,317.6049,46.2318
"FSR_0368, MWSC_3472","nan","nan",104.923,13.791,1513.0,0.625,8.38,11.4,-2.88,11.2,-3.265,11.1,-3.359,317.6989,68.5417
"NGC_7039, MWSC_3474","nan","nan",87.989,-1.657,1550.0,0.221,8.655,11.128,-4.966,11.057,-5.356,11.022,-5.454,317.757,45.7296
"SAI_143, MWSC_3475","nan","nan",91.299,1.479,8999.0,2.101,8.6,16.456,-8.263,15.783,-8.822,15.447,-8.92,317.7138,50.2889
"Berkeley_91, MWSC_3476","nan","nan",90.014,0.281,9471.0,1.299,8.4,15.924,-8.237,15.508,-8.821,15.3,-9.026,317.7101,48.5322
"NGC_7037, MWSC_3477","nan","nan",79.106,-9.784,2471.0,1.666,7.57,13.3,-5.342,12.766,-5.3,12.5,-5.271,317.7242,33.7282
"Kronberger_80, MWSC_3479","nan","nan",92.925,2.795,4976.0,1.291,8.75,14.52,-6.585,14.106,-7.115,13.9,-7.196,317.9546,52.3744
"ASCC_113, MWSC_3480","nan","nan",82.891,-6.65,501.0,0.0,7.93,8.5,-2.307,8.5,-2.468,8.5,-2.49,318.002,38.6068
"IC_1369, MWSC_3481","nan","nan",89.597,-0.415,2530.0,0.573,8.54,12.475,-6.015,12.292,-6.509,12.2,-6.638,318.0425,47.7517
"Basel_13, MWSC_3482","nan","nan",88.754,-1.307,1313.0,0.339,8.96,10.863,-3.688,10.754,-4.135,10.7,-4.23,318.1451,46.5265
"FSR_0265, MWSC_3484","nan","nan",85.481,-4.443,1476.0,0.791,9.0,11.48,-6.419,11.227,-7.129,11.1,-7.51,318.1972,41.997
"NGC_7044, MWSC_3485","nan","nan",85.888,-4.152,3171.0,0.604,9.28,12.99,-7.458,12.797,-8.205,12.7,-8.437,318.2872,42.4919
"NGC_7050, MWSC_3487","nan","nan",81.523,-8.78,1685.0,0.208,9.19,11.3,-2.372,11.233,-2.798,11.2,-2.853,318.7968,36.1623
"Berkeley_55, MWSC_3490","nan","nan",93.03,1.798,1700.0,1.599,8.57,12.435,-5.531,11.923,-6.155,11.667,-6.335,319.2451,51.7614
"Berkeley_56, MWSC_3491","nan","nan",85.971,-5.219,13180.0,0.312,9.4,15.85,-7.961,15.75,-8.757,15.7,-8.967,319.4043,41.8141
"FSR_0271, MWSC_3492","nan","nan",86.178,-5.284,1599.0,0.874,8.9,11.72,-4.334,11.44,-4.787,11.3,-4.864,319.6599,41.9165
"NGC_7055, MWSC_3494","nan","nan",97.477,5.617,1948.0,1.249,8.4,12.45,-4.913,12.05,-5.472,11.85,-5.626,319.8858,57.6038
"FSR_0346, MWSC_3495","nan","nan",100.93,8.894,2820.0,1.083,8.25,13.12,-4.712,12.773,-5.114,12.6,-5.154,319.9756,62.3437
"BDSB_23, MWSC_3497","nan","nan",96.031,4.034,5883.0,1.249,8.15,14.85,-6.935,14.45,-7.397,14.25,-7.582,320.0956,55.4664
"Basel_14, MWSC_3498","nan","nan",88.556,-3.551,1802.0,0.687,8.805,11.83,-4.192,11.61,-4.549,11.5,-4.612,320.2525,44.8215
"Teutsch_144, MWSC_3500","nan","nan",92.716,0.454,2472.0,1.041,8.805,12.8,-4.752,12.467,-4.99,12.3,-5.066,320.4178,50.5933
"FSR_0347, MWSC_3502","nan","nan",101.294,8.86,2953.0,1.083,8.25,13.22,-4.692,12.873,-5.102,12.7,-5.266,320.5717,62.5772
"FSR_0295, MWSC_3503","nan","nan",92.304,-0.179,1230.0,0.799,8.8,11.091,-4.919,10.835,-5.429,10.707,-5.532,320.6576,49.8537
"NGC_7062, MWSC_3505","nan","nan",89.962,-2.739,1600.0,0.45,8.84,11.381,-4.099,11.237,-4.505,11.165,-4.609,320.8565,46.3873
"FSR_0296, MWSC_3506","nan","nan",92.505,-0.275,2400.0,0.731,8.938,12.487,-3.174,12.253,-3.396,12.136,-3.447,320.9845,49.9264
"NGC_7063, MWSC_3507","nan","nan",83.086,-9.903,689.0,0.09,7.955,9.263,-2.206,9.234,-2.377,9.22,-2.399,321.1293,36.4916
"NGC_7067, MWSC_3508","nan","nan",91.197,-1.668,2300.0,0.75,8.1,12.41,-4.987,12.17,-5.516,12.05,-5.633,321.0469,48.0161
"FSR_0304, MWSC_3509","nan","nan",93.555,0.646,1423.0,0.729,8.785,11.35,-3.277,11.117,-3.577,11.0,-3.663,321.1522,51.319
"Berkeley_92, MWSC_3510","nan","nan",97.92,5.069,6000.0,0.799,9.0,14.532,-7.097,14.276,-7.741,14.148,-7.874,321.1899,57.5286
"Kronberger_81, MWSC_3511","nan","nan",95.266,2.068,7500.0,1.801,8.6,15.82,-7.622,15.243,-8.207,14.955,-8.37,321.539,53.5308
"FSR_0314, MWSC_3513","nan","nan",95.591,2.044,1710.0,1.041,8.14,12.0,-3.78,11.667,-3.988,11.5,-4.02,321.9619,53.7387
"FSR_0293, MWSC_3514","nan","nan",91.039,-2.726,2801.0,0.4,9.225,12.557,-4.633,12.429,-5.159,12.365,-5.281,321.9698,47.1462
"BDSB_24, MWSC_3516","nan","nan",96.296,2.569,1535.0,1.457,7.2,12.1,-1.666,11.633,-1.921,11.4,-1.967,322.2141,54.6047
"NGC_7082, MWSC_3517","nan","nan",91.122,-2.86,1300.0,0.239,8.002,10.762,-5.831,10.685,-6.247,10.647,-6.367,322.1939,47.1064
"Platais_1, MWSC_3519","nan","nan",92.576,-1.632,3508.0,0.854,8.2,13.41,-6.471,13.137,-6.821,13.0,-6.899,322.5098,48.997
"NGC_7086, MWSC_3520","nan","nan",94.407,0.225,1600.0,0.77,8.065,11.638,-4.453,11.391,-4.562,11.268,-4.585,322.6074,51.604
"FSR_0317, MWSC_3525","nan","nan",96.111,1.572,1934.0,0.833,8.8,12.1,-3.647,11.833,-3.856,11.7,-3.927,323.1489,53.7509
"FSR_0307, MWSC_3527","nan","nan",94.252,-0.783,1500.0,0.5,9.15,11.281,-2.948,11.121,-3.404,11.041,-3.509,323.5191,50.7593
"NGC_7093, MWSC_3528","nan","nan",91.015,-4.396,2500.0,0.881,8.5,12.696,-5.586,12.414,-6.027,12.273,-6.108,323.6043,45.9112
"FSR_0312, MWSC_3529","nan","nan",94.452,-0.748,2700.0,0.889,8.66,12.87,-3.34,12.585,-3.49,12.443,-3.543,323.7156,50.92
"FSR_0320, MWSC_3530","nan","nan",96.378,1.254,4724.0,1.02,8.85,14.19,-7.307,13.863,-8.046,13.7,-8.344,323.8446,53.6968
"Kronberger_84, MWSC_3532","nan","nan",96.262,1.073,1310.0,0.541,8.825,11.02,-2.773,10.847,-3.126,10.76,-3.159,323.9047,53.4848
"FSR_0324, MWSC_3533","nan","nan",96.534,1.254,4166.0,0.937,8.18,13.85,-5.495,13.55,-5.688,13.4,-5.732,324.0402,53.8015
"BDSB_22, MWSC_3534","nan","nan",95.667,0.232,2014.0,0.604,8.9,12.005,-3.232,11.812,-3.588,11.715,-3.709,324.1075,52.4619
"FSR_0326, MWSC_3538","nan","nan",96.758,1.069,8700.0,1.562,8.1,15.95,-6.877,15.45,-7.175,15.2,-7.224,324.5317,53.8132
"IC_1396, MWSC_3539","nan","nan",99.291,3.735,600.0,0.421,6.0,9.228,-5.139,9.093,-5.371,9.026,-5.449,324.745,57.487
"FSR_0264, MWSC_3540","nan","nan",85.159,-12.056,2398.0,0.312,9.41,12.15,-3.203,12.05,-3.548,12.0,-3.606,324.807,36.351
"ASCC_114, MWSC_3542","nan","nan",97.063,0.997,590.0,0.26,7.75,9.063,-2.571,8.98,-2.653,8.938,-2.634,325.0002,53.9613
"NGC_7129, MWSC_3549","nan","nan",105.392,9.887,1046.0,1.405,7.15,11.225,-3.14,10.775,-3.098,10.55,-3.054,325.72,66.1068
"FSR_0323, MWSC_3551","nan","nan",96.485,-0.408,6699.0,0.6,8.95,14.611,-5.75,14.419,-6.302,14.323,-6.422,325.8105,52.5215
"Barkhatova_2, MWSC_3552","nan","nan",95.585,-1.553,1100.0,0.3,8.632,10.448,-2.161,10.352,-2.412,10.304,-2.537,325.9112,51.0665
"NGC_7127, MWSC_3553","nan","nan",97.893,1.138,2300.0,1.031,8.8,12.635,-3.708,12.305,-3.985,12.14,-4.023,325.9159,54.6115
"NGC_7128, MWSC_3554","nan","nan",97.332,0.447,2301.0,1.099,7.26,12.691,-4.14,12.339,-4.213,12.163,-4.219,325.9553,53.7218
"FSR_0303, MWSC_3555","nan","nan",93.403,-4.411,6002.0,0.999,8.95,14.693,-6.595,14.373,-7.208,14.213,-7.38,326.2184,47.4783
"NGC_7142, MWSC_3557","nan","nan",105.359,9.492,2200.0,0.45,9.25,12.073,-6.718,11.929,-7.498,11.857,-7.742,326.2984,65.7881
"Teutsch_74, MWSC_3558","nan","nan",100.36,3.61,3330.0,1.049,9.05,13.454,-7.607,13.118,-8.362,12.95,-8.673,326.4107,58.0916
"FSR_0334, MWSC_3559","nan","nan",98.695,1.533,2201.0,0.271,9.31,11.93,-4.205,11.843,-4.705,11.8,-4.824,326.5362,55.4316
"FSR_0319, MWSC_3560","nan","nan",96.156,-1.58,1680.0,0.849,8.6,11.808,-4.558,11.536,-4.911,11.4,-4.984,326.6345,51.4151
"FSR_0333, MWSC_3562","nan","nan",98.478,1.053,6001.0,1.099,8.895,14.773,-8.41,14.421,-9.043,14.245,-9.203,326.7852,54.9244
"FSR_0322, MWSC_3564","nan","nan",96.475,-2.121,1867.0,0.45,9.25,11.716,-4.957,11.572,-5.649,11.5,-5.886,327.5794,51.2018
"FSR_0305, MWSC_3565","nan","nan",93.842,-5.379,2443.0,0.5,9.06,12.34,-3.666,12.18,-4.049,12.1,-4.115,327.6277,47.0167
"FSR_0325, MWSC_3566","nan","nan",96.622,-2.015,1800.0,0.481,8.45,11.662,-6.349,11.508,-7.359,11.431,-7.796,327.6541,51.3768
"FSR_0336, MWSC_3567","nan","nan",99.074,0.934,1116.0,0.5,9.1,10.64,-3.815,10.48,-4.219,10.4,-4.275,327.7204,55.2116
"FSR_0351, MWSC_3568","nan","nan",102.488,5.154,1239.0,0.416,9.125,10.8,-2.869,10.667,-3.285,10.6,-3.344,327.6701,60.636
"FSR_0338, MWSC_3570","nan","nan",99.227,0.936,14655.0,2.082,8.1,17.5,-7.944,16.833,-8.289,16.5,-8.371,327.9267,55.3095
"IC_5146, MWSC_3571","nan","nan",94.389,-5.506,770.0,1.145,6.0,10.35,-1.004,9.983,-1.584,9.8,-1.646,328.3668,47.2616
"NGC_7160, MWSC_3572","nan","nan",104.012,6.461,800.0,0.25,7.2,9.716,-3.852,9.636,-3.844,9.596,-3.814,328.412,62.6065
"Berkeley_93, MWSC_3574","nan","nan",105.041,7.354,5733.0,2.977,7.45,16.18,-8.631,15.226,-8.826,14.75,-9.038,328.9449,63.942
"ASCC_115, MWSC_3575","nan","nan",97.447,-2.488,750.0,0.15,8.35,9.496,-2.924,9.448,-3.044,9.424,-3.164,329.1615,51.5213
"ASCC_116, MWSC_3576","nan","nan",99.482,-0.313,1500.0,0.51,7.95,11.29,-4.037,11.127,-4.163,11.045,-4.202,329.6199,54.4866
"NGC_7175, MWSC_3577","nan","nan",99.73,-0.125,2500.0,0.75,8.821,12.591,-5.722,12.351,-6.295,12.231,-6.43,329.7621,54.7867
"FSR_0318, MWSC_3578","nan","nan",96.125,-4.702,7002.0,0.65,8.804,14.747,-6.241,14.539,-6.685,14.435,-6.745,329.6554,48.9634
"FSR_0279, MWSC_3579","nan","nan",87.928,-15.832,1819.0,0.625,8.665,11.8,-2.675,11.6,-3.025,11.5,-3.052,330.3536,35.236
"FSR_0344, MWSC_3580","nan","nan",100.055,-0.328,2300.0,0.72,8.9,12.386,-3.818,12.155,-4.123,12.04,-4.184,330.4242,54.8214
"Dolidze_56, MWSC_3583","nan","nan",103.347,3.549,7000.0,0.999,8.95,15.027,-7.626,14.707,-8.325,14.547,-8.577,331.0215,59.896
"ASCC_117, MWSC_3584","nan","nan",104.885,5.364,1500.0,0.175,6.225,11.021,-3.493,10.965,-3.828,10.937,-3.926,331.3453,62.2668
"NGC_7209, MWSC_3585","nan","nan",95.502,-7.262,1250.0,0.16,8.629,10.613,-3.559,10.562,-3.865,10.536,-3.935,331.2196,46.5484
"FSR_0341, MWSC_3586","nan","nan",99.631,-1.87,6000.0,0.7,9.0,14.452,-7.673,14.228,-8.437,14.116,-8.679,331.4072,53.3297
"Collinder_471, MWSC_3587","nan","nan",110.857,13.078,2210.0,1.02,8.8,12.54,-3.24,12.213,-3.487,12.05,-3.576,331.6823,71.9715
"FSR_0342, MWSC_3588","nan","nan",99.775,-2.241,1942.0,0.65,8.275,11.962,-4.565,11.754,-4.795,11.65,-4.856,331.9653,53.1136
"FSR_0358, MWSC_3590","nan","nan",103.333,2.197,2578.0,2.311,9.3,13.91,-7.24,13.17,-7.875,12.8,-8.08,332.5518,58.7917
"NGC_7226, MWSC_3591","nan","nan",101.397,-0.595,3001.0,0.5,8.725,12.787,-5.496,12.627,-5.95,12.547,-6.004,332.5963,55.3945
"IC_1434, MWSC_3592","nan","nan",99.936,-2.671,3210.0,0.521,8.245,12.95,-6.123,12.783,-6.489,12.7,-6.563,332.5969,52.8563
"FSR_0364, MWSC_3593","nan","nan",104.123,3.212,3399.0,0.731,9.15,13.243,-5.036,13.009,-5.58,12.892,-5.699,332.6717,60.076
"FSR_0354, MWSC_3594","nan","nan",102.781,1.197,1169.0,0.5,8.0,10.74,-1.864,10.58,-2.194,10.5,-2.235,332.7854,57.6563
"NGC_7235, MWSC_3595","nan","nan",102.687,0.781,2700.0,0.931,7.3,12.903,-6.448,12.605,-6.428,12.456,-6.459,333.0838,57.2611
"VDB_150, vdBergh_150, MWSC_3596","nan","nan",112.051,13.955,3990.0,1.228,8.8,13.99,-4.452,13.596,-4.76,13.4,-4.858,333.0672,73.3668
"Teutsch_125, MWSC_3597","nan","nan",103.748,2.129,1445.0,0.781,9.1,11.425,-2.767,11.175,-3.158,11.05,-3.236,333.2854,58.9731
"VDB_152, vdBergh_152, MWSC_3598","nan","nan",110.187,11.413,1964.0,0.729,9.295,12.05,-3.733,11.817,-4.273,11.7,-4.372,333.0914,70.2415
"Teutsch_126, MWSC_3599","nan","nan",101.988,-0.573,1819.0,0.625,8.8,11.8,-3.304,11.6,-3.643,11.5,-3.711,333.4328,55.7496
"PTB_3, MWSC_3600","nan","nan",110.14,11.2,3220.0,0.5,9.5,12.94,-5.505,12.78,-6.316,12.7,-6.557,333.3439,70.0411
"NGC_7243, MWSC_3602","nan","nan",98.845,-5.548,850.0,0.221,7.965,9.824,-4.361,9.753,-4.534,9.718,-4.57,333.7893,49.8718
"NGC_7245, MWSC_3603","nan","nan",101.364,-1.866,4000.0,0.475,8.55,13.391,-7.501,13.239,-8.13,13.163,-8.286,333.8038,54.3298
"King_9, MWSC_3604","nan","nan",101.439,-1.834,8001.0,0.371,9.5,14.813,-6.181,14.694,-6.779,14.635,-6.928,333.8796,54.3983
"Kumar_21, MWSC_3605","nan","nan",104.716,2.833,2500.0,1.651,7.68,13.314,-5.707,12.785,-5.929,12.521,-5.878,334.0808,60.0993
"IC_1442, MWSC_3606","nan","nan",101.265,-2.208,1750.0,0.5,7.6,11.616,-7.02,11.456,-7.898,11.376,-8.191,333.9909,53.991
"FSR_0369, MWSC_3607","nan","nan",105.139,3.392,4427.0,1.77,9.1,14.65,-5.095,14.083,-5.728,13.8,-5.908,334.1594,60.7988
"Pismis-Moreno_1, MWSC_3611","nan","nan",106.659,5.289,800.0,0.55,7.4,9.956,-2.881,9.78,-2.995,9.692,-2.992,334.5999,63.2181
"ASCC_119, MWSC_3614","nan","nan",97.64,-8.349,1200.0,0.1,8.791,10.476,-4.542,10.444,-5.236,10.428,-5.451,334.6582,46.8812
"NGC_7261, MWSC_3617","nan","nan",104.06,0.881,2692.0,0.916,7.5,12.885,-4.703,12.592,-4.837,12.445,-4.862,335.1121,58.1093
"Berkeley_94, MWSC_3618","nan","nan",103.13,-1.188,2600.0,0.6,7.45,12.556,-3.77,12.364,-3.794,12.268,-3.758,335.7314,55.8661
"Teutsch_53, MWSC_3622","nan","nan",105.719,2.55,5502.0,1.599,8.85,14.985,-5.842,14.473,-6.291,14.217,-6.398,336.0842,60.409
"PTB_2, MWSC_3623","nan","nan",111.815,11.895,3093.0,0.77,9.3,13.07,-5.312,12.823,-5.789,12.7,-5.875,336.2951,71.536
"NGC_7281, MWSC_3624","nan","nan",104.416,0.307,1600.0,0.5,7.86,11.422,-3.853,11.262,-3.953,11.182,-3.97,336.2598,57.8168
"NGC_7296, MWSC_3625","nan","nan",101.886,-4.586,2013.0,0.189,8.675,11.671,-2.617,11.61,-2.796,11.58,-2.827,337.0063,52.3261
"Berkeley_95, MWSC_3626","nan","nan",105.468,1.208,1800.0,1.21,8.55,12.247,-5.098,11.859,-5.506,11.666,-5.602,337.0655,59.1362
"Teutsch_76, MWSC_3628","nan","nan",106.815,3.309,3501.0,1.274,6.9,13.743,-3.181,13.335,-3.328,13.131,-3.363,337.1796,61.6307
"Berkeley_96, MWSC_3630","nan","nan",103.717,-2.098,3200.0,0.681,7.0,13.072,-4.487,12.854,-4.52,12.745,-4.495,337.4641,55.4015
"ASCC_120, MWSC_3631","nan","nan",104.685,-0.592,1500.0,0.66,7.4,11.41,-6.21,11.199,-6.291,11.093,-6.25,337.5611,57.1908
"ASCC_121, MWSC_3632","nan","nan",103.545,-2.648,2701.0,0.45,6.4,12.518,-5.141,12.374,-5.408,12.302,-5.44,337.7011,54.8414
"FSR_0357, MWSC_3633","nan","nan",103.087,-3.413,2500.0,0.4,8.835,12.31,-3.231,12.182,-3.507,12.118,-3.547,337.7013,53.9501
"FSR_0405, MWSC_3634","nan","nan",109.8,7.398,5213.0,0.666,9.3,14.12,-5.42,13.907,-5.946,13.8,-6.061,338.1915,66.6662
"FSR_0365, MWSC_3636","nan","nan",104.172,-2.217,3864.0,0.822,8.905,13.595,-6.315,13.332,-6.869,13.2,-7.035,338.2608,55.5314
"FSR_0330, MWSC_3639","nan","nan",98.064,-12.809,1900.0,0.4,9.135,11.714,-3.68,11.586,-4.051,11.522,-4.107,338.5414,43.3365
"FSR_0331, MWSC_3640","nan","nan",98.204,-12.774,3001.0,0.042,9.3,12.42,-5.195,12.407,-5.746,12.4,-5.868,338.6778,43.4366
"FSR_0377, MWSC_3641","nan","nan",105.744,0.062,2300.0,0.6,7.7,12.29,-4.061,12.098,-4.046,12.002,-4.01,338.6492,58.2917
"Teutsch_39, MWSC_3643","nan","nan",95.466,-17.855,600.0,0.2,7.7,9.051,-1.546,8.987,-1.577,8.955,-1.57,339.1481,37.722
"FSR_0398, MWSC_3644","nan","nan",108.826,5.026,1200.0,0.849,7.7,11.077,-3.359,10.805,-3.647,10.669,-3.681,339.0527,64.1293
"FSR_0362, MWSC_3647","nan","nan",103.991,-4.308,5501.0,0.5,9.009,14.103,-5.406,13.943,-5.821,13.863,-5.899,339.7812,53.6264
"Berkeley_97, MWSC_3648","nan","nan",106.64,0.384,1800.0,0.737,7.55,11.868,-4.361,11.632,-4.343,11.514,-4.324,339.843,59.0134
"Czernik_42, MWSC_3650","nan","nan",107.101,1.159,4001.0,1.224,6.7,13.993,-4.602,13.601,-4.748,13.405,-4.77,339.8974,59.9147
"FSR_0381, MWSC_3652","nan","nan",106.626,-0.38,3552.0,0.77,8.25,13.37,-5.147,13.123,-5.378,13.0,-5.437,340.5255,58.3366
"FSR_0385, MWSC_3653","nan","nan",106.945,0.106,1726.0,0.979,8.85,11.97,-2.797,11.657,-3.083,11.5,-3.127,340.6208,58.9158
"Berkeley_98, MWSC_3655","nan","nan",103.839,-5.665,4201.0,0.2,9.32,13.277,-6.046,13.213,-6.541,13.181,-6.652,340.6473,52.3644
"FSR_0449, MWSC_3657","nan","nan",115.36,14.81,2251.0,0.999,8.058,12.563,-2.569,12.243,-2.688,12.083,-2.661,341.5562,75.8069
"Teutsch_54, MWSC_3661","nan","nan",107.896,0.581,4004.0,0.583,9.15,13.48,-4.048,13.293,-4.394,13.2,-4.464,341.8356,59.7798
"ASCC_124, MWSC_3663","nan","nan",101.67,-11.388,700.0,0.179,8.195,9.369,-2.969,9.312,-3.099,9.283,-3.096,341.8881,46.3064
"FSR_0428, MWSC_3665","nan","nan",112.358,8.749,3616.0,0.65,9.23,13.312,-5.474,13.104,-6.159,13.0,-6.355,342.3391,69.0757
"FSR_0429, MWSC_3667","nan","nan",112.516,8.646,4051.0,1.437,8.23,14.19,-5.195,13.73,-5.387,13.5,-5.41,342.8594,69.0548
"FSR_0384, MWSC_3668","nan","nan",106.747,-2.963,3402.0,0.75,6.85,13.26,-4.204,13.02,-4.358,12.9,-4.35,342.9205,56.099
"King_18, MWSC_3669","nan","nan",107.768,-1.019,2550.0,0.6,8.525,12.514,-4.548,12.322,-4.877,12.226,-4.956,343.0156,58.2939
"FSR_0404, MWSC_3670","nan","nan",109.599,2.34,5763.0,2.165,8.4,15.54,-6.752,14.846,-7.202,14.5,-7.301,343.343,62.1159
"FSR_0406, MWSC_3671","nan","nan",109.843,2.756,7154.0,3.192,7.3,16.833,-8.73,15.81,-8.938,15.3,-9.018,343.4221,62.5966
"NGC_7419, MWSC_3672","nan","nan",109.117,1.107,2100.0,1.901,7.5,13.136,-9.306,12.527,-10.095,12.223,-10.564,343.5643,60.7963
"King_10, MWSC_3673","nan","nan",108.492,-0.401,2750.0,1.249,7.825,13.199,-7.23,12.799,-7.797,12.599,-7.957,343.748,59.1665
"NGC_7423, MWSC_3674","nan","nan",107.611,-2.28,6001.0,0.5,8.901,14.292,-6.299,14.132,-6.797,14.052,-6.915,343.7848,57.0915
"FSR_0394, MWSC_3675","nan","nan",108.313,-0.809,4739.0,0.999,9.2,14.18,-6.289,13.86,-7.014,13.7,-7.208,343.7775,58.7213
"NGC_7429, MWSC_3676","nan","nan",108.932,0.264,1250.0,0.949,8.08,11.246,-3.103,10.942,-3.249,10.79,-3.263,343.965,59.9563
"NGC_7438, MWSC_3682","nan","nan",106.719,-4.869,1000.0,0.35,8.8,10.281,-3.634,10.169,-4.023,10.113,-4.102,344.3327,54.3711
"FSR_0423, MWSC_3683","nan","nan",111.464,5.174,3801.0,1.049,9.1,13.741,-6.126,13.405,-6.642,13.237,-6.78,344.3669,65.476
"BDSB_37, MWSC_3685","nan","nan",109.09,-0.353,2275.0,0.979,8.6,12.57,-2.847,12.257,-3.002,12.1,-3.116,344.768,59.4647
"FSR_0401, MWSC_3686","nan","nan",109.406,-0.237,3208.0,1.145,8.6,13.45,-6.75,13.083,-7.319,12.9,-7.514,345.2404,59.7016
"FSR_0413, MWSC_3687","nan","nan",110.704,2.669,1800.0,1.549,8.25,12.519,-2.894,12.023,-2.966,11.775,-2.981,345.202,62.8841
"FSR_0414, MWSC_3688","nan","nan",110.837,2.713,957.0,0.666,8.725,10.44,-1.079,10.227,-1.323,10.12,-1.396,345.4282,62.979
"FSR_0416, MWSC_3689","nan","nan",110.908,2.771,700.0,0.55,7.85,9.666,-0.977,9.49,-1.228,9.402,-1.274,345.5184,63.0609
"FSR_0418, MWSC_3692","nan","nan",111.192,2.756,2926.0,1.457,8.85,13.5,-5.89,13.033,-6.333,12.8,-6.465,346.1053,63.1621
"FSR_0371, MWSC_3696","nan","nan",105.281,-10.954,3541.0,0.791,8.7,13.38,-6.248,13.127,-6.729,13.0,-6.958,346.3072,48.2442
"ASCC_126, MWSC_3699","nan","nan",106.518,-8.407,900.0,0.1,7.451,9.851,-2.742,9.819,-2.877,9.803,-2.874,346.4471,51.0666
"Pfleiderer_3, MWSC_3702","nan","nan",110.686,0.483,5500.0,1.651,9.0,15.026,-6.317,14.497,-6.86,14.233,-6.988,347.0256,60.8739
"King_19, MWSC_3703","nan","nan",110.557,0.158,2000.0,0.6,9.1,11.986,-4.822,11.794,-5.268,11.698,-5.348,347.0401,60.5243
"NGC_7510, MWSC_3706","nan","nan",110.899,0.072,2100.0,0.949,7.7,12.373,-5.635,12.069,-5.637,11.917,-5.63,347.7497,60.5757
"NGC_7538, MWSC_3707","nan","nan",111.534,0.809,2800.0,1.149,6.3,13.158,-4.402,12.79,-4.592,12.606,-4.593,348.3984,61.4964
"FSR_0417, MWSC_3709","nan","nan",110.966,-0.735,2180.0,0.958,8.275,12.46,-5.903,12.153,-6.561,12.0,-6.741,348.4801,59.8517
"FSR_0425, MWSC_3710","nan","nan",111.586,0.557,2644.0,1.208,8.7,13.08,-4.493,12.693,-4.829,12.5,-4.864,348.6923,61.281
"FSR_0422, MWSC_3711","nan","nan",111.46,0.096,1200.0,0.7,8.664,10.957,-1.448,10.733,-1.713,10.621,-1.752,348.7961,60.8057
"Markarian_50, MWSC_3712","nan","nan",111.328,-0.256,2300.0,0.81,7.1,12.458,-3.543,12.199,-3.608,12.069,-3.608,348.8057,60.4298
"FSR_0430, MWSC_3713","nan","nan",112.697,3.205,871.0,0.625,8.88,10.2,-2.693,10.0,-3.073,9.9,-3.153,348.8491,64.1515
"PTB_4, MWSC_3718","nan","nan",115.18,8.615,2000.0,1.199,7.0,12.467,-3.77,12.083,-3.992,11.891,-4.0,349.8084,70.0866
"ASCC_128, MWSC_3720","nan","nan",110.028,-5.926,900.0,0.2,8.454,9.932,-2.312,9.868,-2.568,9.836,-2.598,350.2733,54.6664
"BDSB_44, MWSC_3721","nan","nan",112.221,0.226,2500.0,0.899,6.87,12.711,-5.482,12.423,-5.447,12.279,-5.429,350.1701,61.1961
"Berkeley_99, MWSC_3722","nan","nan",115.945,10.145,4999.0,0.3,9.348,13.735,-6.591,13.639,-7.35,13.591,-7.576,350.337,71.7839
"Dolidze_46, MWSC_3724","nan","nan",110.523,-4.961,1450.0,0.3,8.412,11.047,-1.802,10.951,-2.078,10.903,-2.127,350.507,55.7417
"NGC_7654, MWSC_3725","nan","nan",112.818,0.477,1350.0,0.65,7.9,11.173,-7.564,10.965,-8.135,10.861,-8.378,351.1689,61.6332
"Czernik_43, MWSC_3726","nan","nan",112.865,0.184,2500.0,0.7,7.76,12.551,-4.58,12.327,-4.649,12.215,-4.671,351.4627,61.3716
