"Name","RAJ2000","DEJ2000","Nsini","Ns","NOut","NM1","NM2","NM3","percM1","percM2","percM3","pxcM1","s_pxcM1","pxcM2","s_pxcM2","pxcM3","s_pxcM3","pycM1","s_pycM1","pycM2","s_pycM2","pycM3","s_pycM3","cccM1","cccM2","cccM3","Dist","E(B-V)","logAge","Radius","pxfM1","s_pxfM1","pxfM2","s_pxfM2","pxfM3","s_pxfM3","pyfM1","s_pyfM1","pyfM2","s_pyfM2","pyfM3","s_pyfM3","ccfM1","ccfM2","ccfM3","File"
"NGC_1802",77.55833,24.10833,216,195,9,152,172,149,77.95,88.2,76.41,1.5,3.89,2.09,4.94,1.29,3.67,-1.09,4.39,-1.29,5.47,-0.78,4.59,0.08,0.08,0.14,2100.0,0.58,9.15,7.49,6.14,12.07,8.07,17.32,6.4,11.66,-6.6,12.41,-14.72,13.64,-7.11,11.36,0.12,0.23,0.14,"NGC_1802.dat"
"NGC_1817",78.0625,16.69,616,547,18,395,407,403,72.21,74.41,73.67,-1.49,3.67,-1.7,4.13,-1.46,3.87,-2.41,3.33,-2.47,3.6,-2.38,3.35,-0.02,-0.02,-0.02,1972.0,0.33,8.61,12.28,1.18,13.09,2.93,14.45,1.23,13.24,-4.55,12.4,-5.15,14.16,-4.73,12.65,-0.09,-0.07,-0.09,"NGC_1817.dat"
"NGC_1857",80.025,39.34333,228,179,12,119,152,114,66.48,84.92,63.69,-0.35,4.9,-1.03,7.19,-0.38,4.96,-3.29,4.06,-3.12,5.97,-3.16,3.91,0.0,-0.02,-0.04,1545.0,0.97,8.2,5.0,0.49,15.15,9.73,20.57,0.46,14.4,-4.33,12.99,-8.91,19.35,-4.42,12.43,0.05,0.25,0.06,"NGC_1857.dat"
"NGC_188",11.86667,85.255,780,703,26,503,552,503,71.55,78.52,71.55,-3.13,3.85,-3.14,4.58,-3.15,3.86,-0.36,3.04,-0.35,3.82,-0.36,3.0,0.04,0.1,0.07,2047.0,0.08,9.63,12.0,0.17,17.43,2.27,21.15,0.25,17.5,-0.98,14.26,-1.44,17.36,-1.0,14.35,0.08,0.08,0.08,"NGC_188.dat"
"NGC_1883",81.475,46.49,83,75,2,41,59,47,54.67,78.67,62.67,0.94,4.02,0.97,7.76,0.21,4.82,-2.53,4.58,-0.05,10.77,-3.57,5.74,0.13,0.14,0.3,4800.0,0.35,9.0,3.13,5.96,26.44,13.38,38.11,8.58,29.22,-0.75,24.64,-8.41,32.27,1.45,27.2,0.22,0.33,0.19,"NGC_1883.dat"
"NGC_189",9.89583,61.095,32,24,1,14,0,0,58.33,0.0,0.0,0.34,3.23,"nan","nan","nan","nan",-1.11,1.93,"nan","nan","nan","nan",0.12,-99.99,-99.99,752.0,0.42,7.0,1.5,6.77,8.29,"nan","nan","nan","nan",-1.74,4.93,"nan","nan","nan","nan",-0.39,-99.99,-99.99,"NGC_189.dat"
"NGC_1893",80.68333,33.41167,191,154,11,105,73,110,68.18,47.4,71.43,-0.58,3.97,-1.15,4.61,-0.62,3.89,-4.08,3.59,-4.52,4.13,-3.85,4.12,0.01,-0.02,-0.06,6000.0,0.45,6.48,5.42,0.81,14.32,0.95,11.59,1.07,15.08,-4.16,10.56,-3.65,8.58,-4.74,10.58,0.07,0.07,0.1,"NGC_1893.dat"
"NGC_1896",81.425,29.32833,391,342,17,266,297,271,77.78,86.84,79.24,2.01,4.03,2.09,4.97,1.95,4.24,-3.67,4.44,-3.88,5.09,-3.63,4.59,-0.08,-0.07,-0.1,2600.0,0.6,9.1,8.78,4.0,11.43,6.46,14.82,4.26,11.29,-5.05,12.48,-5.09,17.77,-5.24,12.45,-0.24,-0.32,-0.23,"NGC_1896.dat"
"NGC_1901",79.54583,-68.45,80,70,3,53,27,51,75.71,38.57,72.86,-1.17,7.42,-3.14,9.43,-1.09,6.96,-0.29,6.98,-1.17,6.53,-0.54,6.77,0.11,-0.18,0.16,460.0,0.03,8.78,3.0,-7.96,25.55,-2.76,17.5,-6.73,23.41,11.39,20.15,5.4,15.32,9.5,18.72,-0.46,-0.43,-0.45,"NGC_1901.dat"
"NGC_1907",82.02083,35.325,238,189,12,120,166,127,63.49,87.83,67.2,-1.49,4.05,-1.88,6.89,-1.3,3.83,-4.08,3.57,-4.52,6.14,-4.03,4.45,-0.11,0.08,-0.19,1800.0,0.52,8.5,4.62,-6.02,14.11,-23.39,17.6,-6.84,14.64,-4.93,10.69,-2.71,16.06,-5.11,10.53,-0.09,-0.33,-0.08,"NGC_1907.dat"
"NGC_1912",82.16667,35.84833,850,711,16,515,589,516,72.43,82.84,72.57,-1.17,4.18,-1.46,5.42,-1.16,4.27,-4.09,3.84,-4.18,4.87,-4.01,3.8,-0.11,-0.17,-0.19,1400.0,0.25,8.5,10.5,-3.23,17.27,-3.67,22.55,-3.31,17.39,-5.74,16.42,-6.89,21.61,-5.96,16.59,-0.14,-0.12,-0.13,"NGC_1912.dat"
"NGC_1931",82.85417,34.245,285,258,15,196,190,172,75.97,73.64,66.67,-0.42,3.6,-0.34,4.7,-0.4,3.24,-3.19,4.08,-3.73,4.72,-2.82,3.76,-0.03,-0.08,-0.03,3086.0,0.74,7.0,9.0,0.51,10.0,0.3,8.63,0.17,8.74,-7.39,10.55,-5.8,10.35,-6.66,9.2,-0.01,0.01,-0.02,"NGC_1931.dat"
"NGC_1960",84.075,34.14,354,269,12,188,234,136,69.89,86.99,50.56,0.36,3.21,0.54,4.96,-0.09,1.81,-5.86,2.79,-5.76,4.39,-5.93,2.38,-0.03,0.16,-0.2,1330.0,0.22,7.4,7.0,-0.1,11.88,-3.42,19.04,0.5,10.21,-6.79,9.14,-10.65,12.88,-6.41,7.79,0.17,0.06,0.16,"NGC_1960.dat"
"NGC_1976",83.81667,-5.39,547,175,10,106,152,111,60.57,86.86,63.43,1.85,3.29,1.15,5.18,1.64,3.35,1.78,3.78,2.08,6.08,1.89,4.63,0.08,0.04,0.07,414.0,0.05,7.11,18.1,1.25,9.81,7.02,16.42,1.53,10.18,0.9,9.89,-6.84,11.9,0.66,9.69,-0.14,-0.17,-0.15,"NGC_1976.dat"
"NGC_1977",83.81667,-4.82,94,42,2,14,33,3,33.33,78.57,7.14,3.75,2.15,4.57,4.75,1.27,1.16,0.75,1.85,2.08,4.72,0.37,1.86,-0.13,0.18,-1.0,500.0,0.05,7.08,7.5,3.8,5.81,-0.37,4.46,3.99,5.17,1.16,6.44,-4.54,6.12,1.09,5.71,0.22,-0.45,0.21,"NGC_1977.dat"
"NGC_1980",83.85,-5.915,58,39,2,18,0,18,46.15,0.0,46.15,0.2,1.29,"nan","nan",0.19,1.35,-0.93,1.49,"nan","nan",-0.98,1.66,-0.03,-99.99,-0.16,550.0,0.05,6.67,6.71,1.99,5.43,"nan","nan",1.95,5.35,1.64,5.44,"nan","nan",1.6,5.33,-0.01,-99.99,0.0,"NGC_1980.dat"
"NGC_1981",83.78333,-4.34306,195,173,6,107,142,114,61.85,82.08,65.9,3.38,4.23,3.84,6.42,3.19,4.88,1.76,4.17,1.2,6.12,2.11,3.94,0.1,0.04,0.22,380.0,0.07,6.7,11.5,6.11,11.89,8.67,15.25,6.39,11.42,-2.57,13.26,-7.71,18.19,-3.07,13.16,0.04,0.12,0.04,"NGC_1981.dat"
"NGC_1996",84.54167,25.81667,419,405,14,333,349,335,82.22,86.17,82.72,-1.35,3.85,-1.36,4.22,-1.4,3.88,2.52,4.35,2.28,4.89,2.66,4.38,-0.03,-0.07,-0.07,1400.0,0.15,8.45,11.5,0.04,11.84,1.16,14.5,0.08,11.32,-2.65,12.89,-4.75,15.31,-2.76,12.21,0.08,0.15,0.1,"NGC_1996.dat"
"NGC_2017",84.82083,-17.84667,52,43,2,30,19,3,69.77,44.19,6.98,1.97,4.18,1.86,4.46,-4.31,1.19,-0.18,4.75,-1.64,5.09,-3.4,3.24,0.05,0.15,1.0,1120.0,0.06,9.2,6.5,5.95,12.48,4.96,10.78,3.84,8.14,-8.49,12.32,-4.39,11.85,-2.85,9.22,-0.18,-0.26,-0.23,"NGC_2017.dat"
"NGC_2026",85.8,20.13333,67,64,4,50,29,50,78.12,45.31,78.12,0.01,4.6,-1.34,7.45,0.25,4.14,-4.06,5.27,-2.76,4.33,-3.86,5.01,-0.12,-0.04,-0.07,1418.0,0.6,8.74,3.8,2.14,22.53,2.12,12.02,0.72,19.54,-12.93,18.21,-8.39,12.06,-10.99,16.11,-0.53,-0.5,-0.53,"NGC_2026.dat"
"NGC_2061",86.025,-33.935,92,91,5,82,38,13,90.11,41.76,14.29,0.64,4.59,1.87,4.54,0.69,2.29,3.89,6.26,0.9,4.32,-0.55,1.28,-0.14,-0.09,-0.89,542.0,0.03,9.32,9.5,10.63,11.15,0.9,7.0,1.47,6.31,-4.33,12.42,5.56,8.57,3.85,7.56,-0.03,-0.25,-0.23,"NGC_2061.dat"
"NGC_2099",88.075,32.55333,1464,1182,38,819,884,786,69.29,74.79,66.5,1.41,4.53,1.09,5.3,1.45,4.22,-5.09,4.38,-4.83,4.95,-5.17,4.28,-0.05,-0.1,-0.09,1383.0,0.3,8.54,11.25,0.33,19.7,0.89,23.03,0.32,19.27,-2.48,17.83,-2.17,20.89,-2.48,17.36,-0.11,-0.11,-0.11,"NGC_2099.dat"
"NGC_2112",88.4375,0.41,324,297,8,185,249,180,62.29,83.84,60.61,-3.63,2.71,-2.99,4.65,-3.58,2.46,1.55,2.87,0.99,5.13,1.54,3.0,-0.08,-0.19,-0.16,940.0,0.6,9.25,9.5,-2.0,12.3,-2.79,19.39,-2.1,12.24,-0.15,11.67,0.01,17.29,-0.08,11.49,-0.2,-0.2,-0.19,"NGC_2112.dat"
"NGC_2126",90.62083,49.91778,79,65,3,49,57,39,75.39,87.69,60.0,-0.64,4.35,0.45,6.73,0.24,2.33,-1.25,3.64,-1.74,5.3,-0.97,3.51,0.0,-0.12,0.11,1090.0,0.27,9.1,3.7,5.39,15.07,8.96,24.84,1.67,12.81,-4.93,9.77,-10.14,11.31,-3.61,7.86,-0.47,-0.94,-0.46,"NGC_2126.dat"
"NGC_2129",90.27917,23.32222,101,80,4,65,31,29,81.25,38.75,36.25,-0.5,3.36,-0.58,3.79,-0.62,1.36,-3.2,3.32,-2.63,3.15,-2.67,0.93,0.17,-0.04,-0.04,2200.0,0.8,7.0,4.0,0.68,13.51,-0.11,7.53,-0.16,7.54,-0.08,9.8,-2.81,6.17,-2.76,6.21,0.04,0.13,0.1,"NGC_2129.dat"
"NGC_2132",88.7875,-59.91028,174,168,7,96,69,99,57.14,41.07,58.93,1.14,3.26,1.95,4.63,1.11,3.15,5.38,5.05,5.85,5.48,4.76,6.33,-0.05,0.05,-0.31,974.0,0.06,9.22,12.5,3.7,11.27,2.7,10.23,3.88,11.56,8.57,14.77,7.75,13.79,9.49,14.31,0.21,0.22,0.25,"NGC_2132.dat"
"NGC_2141",90.72917,10.44667,791,613,17,387,506,404,63.13,82.55,65.91,0.34,4.17,-0.55,6.42,0.29,4.43,-4.96,4.04,-5.47,6.13,-5.02,4.31,-0.05,-0.11,-0.12,4033.0,0.25,9.23,8.75,-0.69,16.77,2.54,23.87,-0.69,17.3,-4.9,16.53,-2.03,23.68,-4.8,17.04,0.01,0.04,0.02,"NGC_2141.dat"
"NGC_2143",90.77917,5.72833,132,110,4,66,61,84,60.0,55.45,76.36,1.21,4.33,2.99,6.36,1.32,5.39,-4.37,3.33,-5.87,5.63,-3.97,4.76,0.07,-0.18,-0.24,800.0,0.0,9.15,6.0,-0.69,13.38,-3.74,12.12,-1.86,15.13,-6.69,10.52,-4.79,9.91,-8.7,11.03,-0.07,0.07,-0.03,"NGC_2143.dat"
"NGC_2158",91.85417,24.09667,393,221,18,132,197,134,59.73,89.14,60.63,-1.56,4.94,-1.36,10.61,-1.5,5.32,-2.67,4.81,-3.47,12.33,-2.64,4.72,-0.06,-0.16,-0.09,5071.0,0.36,9.02,4.23,-0.79,18.11,2.62,36.09,-0.87,18.06,-5.32,20.76,-13.06,37.0,-5.4,20.92,0.05,0.74,0.06,"NGC_2158.dat"
"NGC_2165",92.76667,51.67667,62,59,6,43,44,43,72.88,74.58,72.88,-0.1,3.38,-0.04,4.0,0.12,3.81,-3.57,3.34,-3.92,3.83,-3.56,3.4,-0.15,-0.23,-0.31,1445.0,0.23,9.18,5.5,-4.08,8.91,-6.39,8.46,-5.65,8.09,-12.91,9.41,-15.59,9.63,-14.53,9.06,-0.38,-0.69,-0.61,"NGC_2165.dat"
"NGC_2168",92.225,24.33333,2165,1832,49,1369,1584,1356,74.73,86.46,74.02,1.06,4.01,1.24,5.45,1.05,3.96,-2.27,3.91,-2.31,5.11,-2.28,3.88,0.06,0.05,0.1,912.0,0.2,8.25,17.5,1.78,16.77,1.4,22.87,1.79,16.66,-2.34,16.28,-2.15,22.53,-2.31,16.18,-0.02,-0.04,-0.03,"NGC_2168.dat"
"NGC_2169",92.1,13.965,64,30,3,16,21,16,53.33,70.0,53.33,-2.11,2.12,-2.34,4.33,-2.05,2.16,-3.08,1.21,-1.73,4.3,-3.07,1.2,0.1,0.06,0.09,1052.0,0.2,7.07,3.0,-10.9,12.16,-21.14,9.21,-11.26,12.19,-0.8,10.61,-3.53,13.66,-0.73,10.77,0.59,0.93,0.6,"NGC_2169.dat"
"NGC_2175",92.4125,20.48667,407,339,7,252,294,238,74.34,86.73,70.21,0.85,4.0,1.18,5.07,0.63,3.68,-5.34,4.04,-5.54,5.1,-5.16,3.96,0.0,-0.04,0.04,1627.0,0.6,6.95,11.5,3.94,11.88,6.23,15.99,3.72,10.93,-8.3,11.42,-11.39,14.79,-8.02,10.42,-0.19,-0.2,-0.18,"NGC_2175.dat"
"NGC_2180",92.45,4.80722,129,117,5,86,65,86,73.5,55.56,73.5,-1.85,4.5,-1.93,6.02,-1.98,4.58,-3.93,4.4,-4.27,5.99,-3.92,4.39,0.2,-0.08,0.25,910.0,0.0,8.85,5.5,0.53,18.56,-0.21,14.44,0.74,18.1,-7.21,20.56,-5.58,16.16,-7.09,20.15,-0.29,-0.27,-0.3,"NGC_2180.dat"
"NGC_2184",92.75,-3.48333,905,819,22,642,685,658,78.39,83.64,80.34,-3.03,3.94,-2.96,4.48,-3.0,4.03,0.5,4.42,0.34,4.98,0.5,4.67,-0.13,-0.16,-0.2,640.0,0.08,8.37,18.0,-2.98,15.99,-3.42,19.63,-3.11,16.76,-4.56,17.12,-6.88,20.7,-5.16,17.68,0.11,0.14,0.13,"NGC_2184.dat"
"NGC_2186",93.03333,5.45361,114,95,8,45,76,48,47.37,80.0,50.53,-0.67,3.16,-0.01,7.57,-0.64,3.46,-3.2,3.1,-2.46,7.58,-3.34,3.38,0.17,0.14,0.24,2700.0,0.27,8.3,4.0,-0.89,16.6,-6.3,27.93,-0.93,17.21,2.67,15.94,16.77,21.55,3.31,16.37,-0.13,-0.15,-0.13,"NGC_2186.dat"
"NGC_2192",93.82083,39.855,133,114,8,59,87,63,51.75,76.32,55.26,-0.78,4.42,-0.3,7.35,-0.47,4.95,-5.41,3.15,-4.78,6.35,-5.47,3.6,-0.22,-0.03,-0.47,3467.0,0.16,9.15,3.82,-5.59,16.75,-17.9,20.43,-6.27,16.94,-5.52,11.75,-8.97,15.22,-5.46,11.97,0.12,0.01,0.15,"NGC_2192.dat"
"NGC_2194",93.4375,12.80667,605,509,19,281,366,272,55.21,71.91,53.44,1.73,4.08,1.56,5.95,1.8,3.85,-1.56,3.84,-2.05,6.43,-1.52,3.94,-0.03,-0.08,-0.09,3781.0,0.38,8.52,7.0,-0.6,18.13,-2.25,23.63,-0.61,17.92,-1.54,15.73,-0.01,19.52,-1.58,15.49,-0.1,-0.09,-0.1,"NGC_2194.dat"
"NGC_2202",94.20833,5.99667,77,58,4,19,26,20,32.76,44.83,34.48,0.41,1.83,-0.42,5.71,0.2,1.67,0.58,2.27,-1.17,5.22,0.4,2.38,0.06,-0.2,0.25,900.0,0.0,8.74,4.0,-1.67,9.51,-1.6,9.74,-1.5,9.4,2.14,11.22,4.7,11.57,2.18,11.04,-0.16,-0.13,-0.16,"NGC_2202.dat"
"NGC_2204",93.8875,-18.665,410,354,14,268,305,272,75.71,86.16,76.84,1.2,3.83,1.04,4.67,1.17,4.06,0.69,3.73,0.61,4.51,0.73,3.73,0.04,-0.06,0.03,2629.0,0.09,8.9,8.0,1.4,10.57,3.01,13.82,1.48,10.08,-0.55,11.27,-1.68,15.39,-0.57,10.97,0.07,0.18,0.07,"NGC_2204.dat"
"NGC_2215",95.20417,-7.28333,94,83,6,66,60,53,79.52,72.29,63.85,1.56,5.07,1.21,4.33,1.34,3.1,-5.67,4.65,-5.94,5.07,-5.23,3.91,-0.12,-0.1,-0.21,1293.0,0.3,8.37,4.0,-14.55,17.14,-13.41,19.11,-7.16,16.64,-4.35,16.28,-3.23,15.74,-5.71,13.09,-0.67,-0.59,-0.55,"NGC_2215.dat"
"NGC_2219",95.93333,-4.67667,64,60,5,40,44,37,66.67,73.33,61.67,-1.67,3.46,-1.92,4.48,-1.89,3.11,-5.03,3.39,-4.21,4.96,-6.06,3.73,-0.14,-0.25,-0.38,2023.0,0.4,8.9,4.0,-4.32,9.99,-6.28,12.7,-3.48,9.46,0.53,7.36,2.79,5.87,1.12,5.3,-0.4,-0.53,-0.42,"NGC_2219.dat"
"NGC_2220",95.14583,-44.67833,88,80,6,60,62,12,75.0,77.5,15.0,0.85,3.62,-0.13,4.97,-0.04,2.38,6.58,5.12,7.64,5.36,6.36,0.74,-0.12,-0.09,0.73,1170.0,0.06,9.48,7.0,0.21,8.78,5.04,5.47,0.8,5.71,4.29,13.27,-2.64,12.88,5.96,8.62,-0.05,0.56,-0.07,"NGC_2220.dat"
"NGC_2224",96.88333,12.65556,299,267,11,180,230,176,67.42,86.14,65.92,-0.56,3.64,-0.59,5.78,-0.62,3.78,-0.13,4.09,0.08,5.52,0.09,3.98,-0.04,0.05,-0.02,2415.0,1.0,7.0,7.5,0.76,11.51,4.54,15.63,0.8,11.2,-2.87,13.45,-12.07,19.37,-3.11,13.18,-0.36,-0.58,-0.36,"NGC_2224.dat"
"NGC_2225",96.65,-9.63833,61,46,4,21,25,0,45.65,54.35,0.0,-2.42,3.51,-5.65,7.56,"nan","nan",-3.64,3.23,-2.22,8.84,"nan","nan",-0.28,-0.32,-99.99,3200.0,0.35,9.11,2.87,-9.43,16.09,-7.13,18.49,"nan","nan",-3.55,16.14,-6.18,16.07,"nan","nan",-0.35,-0.37,-99.99,"NGC_2225.dat"
"NGC_2232",96.8125,-4.75833,2930,2585,69,1924,1835,1972,74.43,70.99,76.29,0.49,4.29,0.49,3.99,0.52,4.44,-1.85,4.17,-1.84,3.85,-1.8,4.32,-0.05,-0.06,-0.09,359.0,0.03,7.73,27.0,2.47,14.6,2.37,14.5,2.47,14.78,-4.8,14.14,-4.69,14.07,-5.05,14.25,-0.09,-0.09,-0.08,"NGC_2232.dat"
"NGC_2234",97.33333,16.7575,137,119,6,72,90,74,60.5,75.63,62.19,0.59,3.43,-0.04,4.97,0.77,4.19,-1.7,2.53,-1.75,4.24,-1.51,2.19,-0.11,0.04,-0.19,4800.0,1.25,7.7,4.5,-1.54,9.01,-1.54,11.12,-1.79,8.49,-6.2,8.6,-12.47,7.01,-6.48,8.58,-0.12,-0.38,-0.14,"NGC_2234.dat"
"NGC_2236",97.4125,6.83,241,206,8,169,177,169,82.04,85.92,82.04,-2.63,4.59,-2.5,5.09,-2.62,4.57,-1.09,5.63,-0.96,6.57,-1.11,5.62,-0.01,-0.01,-0.01,2930.0,0.48,8.54,4.94,-3.12,16.51,-4.68,20.97,-3.14,16.0,1.38,20.51,2.36,25.48,1.26,19.86,-0.16,-0.18,-0.16,"NGC_2236.dat"
"NGC_2239",97.7375,4.96917,123,106,7,60,77,9,56.6,72.64,8.49,0.01,2.46,-0.64,4.09,-1.88,1.41,-0.78,2.84,-0.23,4.02,-2.52,1.24,0.14,0.02,-0.38,3900.0,1.1,6.7,5.89,-0.56,6.33,1.48,5.92,-0.03,4.79,-3.14,7.11,-8.63,4.57,-1.71,5.58,-0.12,0.2,-0.06,"NGC_2239.dat"
"NGC_2240",98.29167,35.25,135,125,4,103,63,99,82.4,50.4,79.2,-1.8,5.03,-2.87,4.63,-1.84,5.03,-2.06,4.24,-1.29,3.88,-1.72,3.75,0.07,0.04,0.13,1551.0,0.15,9.2,6.0,-4.41,12.86,-1.59,9.25,-3.56,11.31,-8.78,13.52,-5.57,9.49,-7.9,12.1,0.09,0.19,0.08,"NGC_2240.dat"
"NGC_2243",97.39167,-31.28333,131,110,8,71,62,67,64.55,56.36,60.91,-0.54,6.01,-1.22,6.87,-0.51,6.31,3.36,5.32,3.13,5.88,3.76,3.81,0.03,-0.02,-0.04,4458.0,0.05,9.03,3.38,0.39,18.33,1.49,17.23,0.21,16.92,-0.7,22.55,-0.08,21.8,-0.65,21.3,0.14,0.16,0.14,"NGC_2243.dat"
"NGC_2244",97.97917,4.94167,1378,1218,22,935,995,915,76.77,81.69,75.12,-0.65,4.32,-0.57,4.82,-0.64,4.06,-1.36,4.22,-1.49,4.62,-1.36,4.29,-0.03,-0.04,-0.04,1660.0,0.47,6.28,20.0,-1.12,15.53,-1.75,18.38,-1.13,15.28,-2.15,13.84,-1.96,16.38,-2.11,13.41,-0.16,-0.17,-0.16,"NGC_2244.dat"
"NGC_225",10.9125,61.775,106,91,5,57,78,59,62.64,85.71,64.83,-1.12,3.5,-0.31,6.82,-0.98,3.94,-0.25,2.2,-0.74,3.73,-0.28,2.49,-0.34,-0.2,-0.41,657.0,0.27,8.11,6.5,0.4,13.32,-3.09,19.33,0.28,13.73,-1.19,7.55,0.79,11.75,-1.23,7.73,0.2,0.55,0.24,"NGC_225.dat"
"NGC_2250",98.44583,-5.08833,102,91,4,70,75,70,76.92,82.42,76.92,-0.7,4.66,-0.8,5.3,-0.8,4.54,0.03,5.02,0.72,6.37,-0.05,5.03,-0.04,-0.14,-0.09,1795.0,0.48,8.78,4.0,2.4,18.34,4.68,21.29,2.1,16.74,5.22,16.8,3.69,18.71,4.49,15.35,0.12,0.22,0.13,"NGC_2250.dat"
"NGC_2251",98.65833,8.36667,139,112,7,74,78,32,66.07,69.64,28.57,-1.42,4.13,-2.49,6.11,0.81,3.5,-0.18,3.77,0.29,5.76,-2.45,2.75,0.0,0.14,0.9,1329.0,0.19,8.43,4.74,-0.8,12.7,2.38,11.4,-1.98,9.21,2.46,11.74,1.9,11.18,1.93,8.48,-0.04,-0.21,-0.03,"NGC_2251.dat"
"NGC_2252",98.675,5.36667,477,414,15,321,362,302,77.54,87.44,72.95,0.04,4.05,-0.16,5.03,0.12,3.94,-1.5,3.86,-1.54,4.91,-1.39,3.67,-0.05,-0.04,-0.07,900.0,0.1,8.84,9.5,-1.04,11.59,-0.95,15.97,-1.01,10.62,-3.74,11.2,-7.22,14.48,-3.53,10.32,-0.17,-0.24,-0.16,"NGC_2252.dat"
"NGC_2254",98.95417,7.67333,118,97,4,71,60,70,73.2,61.86,72.17,0.74,4.83,0.19,7.05,0.95,4.5,2.66,4.95,0.97,6.95,2.44,5.28,0.08,0.21,0.1,2364.0,0.4,8.31,3.0,-1.88,20.06,-0.22,15.91,-2.07,19.12,3.11,16.75,5.72,12.4,3.56,15.62,-0.08,-0.16,-0.08,"NGC_2254.dat"
"NGC_2259",99.5875,10.88333,159,117,7,79,95,70,67.52,81.2,59.83,2.17,4.39,1.91,6.86,2.84,3.9,-2.55,3.96,-2.4,5.83,-2.31,4.0,0.16,0.2,0.26,3311.0,0.59,8.5,4.0,-0.52,12.55,-3.62,13.77,-0.49,10.88,-3.85,11.27,-7.51,13.26,-3.73,9.65,0.11,-0.11,0.09,"NGC_2259.dat"
"NGC_2260",99.5125,-1.47333,396,340,12,257,281,242,75.59,82.65,71.18,-1.27,4.86,-1.36,5.66,-1.16,4.52,-2.0,5.08,-2.0,5.98,-1.87,5.04,0.08,0.12,0.19,1985.0,1.25,7.0,10.5,-4.03,15.75,-5.91,19.76,-3.85,14.89,-5.11,15.55,-7.84,18.95,-4.91,14.51,0.04,-0.01,0.02,"NGC_2260.dat"
"NGC_2262",99.90833,1.14333,78,51,4,32,35,14,62.74,68.63,27.45,2.37,4.73,1.61,6.19,1.66,3.92,0.28,3.98,0.17,5.15,-0.07,0.79,0.07,0.11,0.5,3600.0,0.55,9.0,2.0,-8.82,10.29,-14.01,7.16,-2.75,9.92,-2.72,11.1,-4.49,12.38,-1.04,8.66,0.04,-0.23,0.14,"NGC_2262.dat"
"NGC_2264",100.24167,9.895,817,574,19,430,463,434,74.91,80.66,75.61,-0.82,3.8,-0.77,4.16,-0.85,3.92,-2.4,3.75,-2.58,4.4,-2.25,3.79,-0.03,-0.05,-0.05,667.0,0.05,6.95,20.0,0.19,12.76,0.45,14.91,0.27,12.62,-7.7,12.26,-9.5,13.57,-8.08,12.01,0.0,0.01,0.01,"NGC_2264.dat"
"NGC_2265",100.42083,11.905,561,499,18,387,420,384,77.56,84.17,76.95,-0.01,4.73,0.03,5.4,-0.1,4.7,-1.87,4.7,-1.55,5.57,-1.75,4.76,-0.03,-0.11,-0.07,2160.0,0.48,8.48,9.85,2.54,16.3,4.54,20.62,2.67,15.87,-4.39,15.86,-8.8,18.87,-4.6,15.35,0.09,0.21,0.1,"NGC_2265.dat"
"NGC_2266",100.82917,26.97,202,120,11,75,90,77,62.5,75.0,64.17,1.44,5.61,1.08,8.02,1.5,6.29,-5.28,5.9,-4.86,8.44,-5.39,5.48,-0.09,-0.06,-0.18,3000.0,0.2,8.8,4.14,-0.83,17.4,-2.18,22.69,-0.92,16.93,-6.02,21.2,-9.47,28.92,-5.83,21.31,-0.01,-0.01,0.01,"NGC_2266.dat"
"NGC_2269",100.82083,4.625,86,72,2,24,39,41,33.33,54.17,56.94,-1.33,2.28,-2.22,4.79,-1.74,5.19,-1.33,1.82,-1.87,4.36,-0.95,2.74,-0.09,-0.17,-0.53,1687.0,0.4,8.42,3.36,0.64,8.67,3.39,9.17,1.9,8.81,-3.69,7.55,-4.63,8.47,-5.07,8.32,0.14,0.36,0.36,"NGC_2269.dat"
"NGC_2270",100.9875,3.47833,127,111,4,87,97,86,78.38,87.39,77.48,0.28,4.11,0.13,5.14,0.29,4.24,-2.65,3.42,-2.97,4.44,-2.33,3.26,-0.25,-0.04,-0.4,1400.0,0.06,8.64,5.0,0.85,12.56,3.44,16.75,0.73,11.51,-6.35,10.1,-9.07,12.68,-6.61,9.28,0.12,0.16,0.17,"NGC_2270.dat"
"NGC_2281",102.07083,41.07833,260,226,6,163,172,98,72.12,76.11,43.36,-2.15,4.32,-2.42,4.44,-3.44,1.91,-6.69,4.09,-6.69,5.31,-7.3,2.92,0.2,0.24,0.49,558.0,0.06,8.55,10.0,2.39,13.45,6.0,15.26,1.19,10.72,-7.11,13.0,-7.33,14.44,-6.48,10.2,-0.18,-0.27,-0.16,"NGC_2281.dat"
"NGC_2286",101.91667,-3.14833,217,189,8,141,170,138,74.6,89.95,73.02,0.37,5.95,1.14,7.79,0.67,6.33,-1.83,4.3,-2.81,6.68,-1.86,4.22,-0.23,-0.2,-0.41,2600.0,0.66,8.3,5.81,-1.08,15.6,-19.73,16.85,-1.63,14.74,-5.54,12.27,-4.7,17.7,-5.21,12.03,0.03,0.37,0.08,"NGC_2286.dat"
"NGC_2287",101.50417,-20.75667,1572,1309,33,995,1098,998,76.01,83.88,76.24,-0.67,4.53,-0.46,5.11,-0.74,4.66,-0.65,4.41,-0.49,5.07,-0.59,4.46,0.01,0.03,0.0,710.0,0.01,8.4,17.29,1.09,12.72,1.49,16.19,1.2,12.45,-1.31,12.98,-2.83,16.34,-1.44,12.79,0.11,0.12,0.11,"NGC_2287.dat"
