"Cluster","RAJ2000","DEJ2000","Class","Diam","Dist","E(B-V)","Age","r_pmRA","pmRA","e_pmRA","pmDE","e_pmDE","Nc","K14","RV","e_RV","o_RV","r_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","TrType"
"King 15",8.225,61.86667,"nan",3.0,3162.0,0.7,8.4,"D14",0.32,0.14,0.49,0.01,48.0,"K14","nan","nan","nan","nan",0.07,"nan","nan","nan"
"NGC 146",8.24167,63.33417,"nan",5.5,3470.0,0.55,7.11,"D14",-2.77,0.22,0.33,0.07,110.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Patchick 78",8.29167,65.11667,"nan",1.5,1507.0,0.6,9.25,"D14",5.78,2.8,-1.68,0.45,10.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 189",9.89583,61.095,"nan",5.0,752.0,0.42,7.0,"D14",-0.36,0.07,-3.02,0.01,80.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Stock 24",9.925,61.95,"nan",5.0,2818.0,0.5,8.08,"D14",-0.61,0.22,0.52,0.09,124.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0505",10.01667,61.59778,"IR",1.2,"nan","nan","nan","D14",-2.03,0.43,-0.19,0.03,23.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0508",10.49167,64.98111,"IR",2.5,5501.0,1.199,9.18,"K12",1.72,0.75,-0.47,0.75,8.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Dias 1",10.64583,64.06806,"nan",4.6,1690.0,1.08,7.1,"D14",-2.55,0.01,-2.0,0.01,51.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 225",10.9125,61.775,"nan",12.0,657.0,0.274,8.114,"D14",-1.23,0.36,-0.06,0.13,89.0,"K14",-28.0,0.0,1.0,"K07","nan","nan","nan","nan"
"Czernik 2",10.925,60.15,"nan",5.8,1775.0,0.74,8.0,"D14",-0.64,0.21,-1.01,0.09,136.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-m-*"
"King 16",10.9375,64.18556,"nan",17.6,1920.0,0.89,7.0,"D14",-1.94,0.08,-1.21,0.0,494.0,"K14",-58.2,1.9,1.0,"D14","nan","nan","nan","1-2-m-*"
"Berkeley 4",11.25417,64.38472,"nan",6.2,2460.0,0.83,7.1,"D14",-3.21,0.09,-1.3,0.01,119.0,"K14","nan","nan","nan","nan","nan","nan","nan","1-2-p-*"
"NGC 188",11.86667,85.255,"nan",17.0,1714.0,0.036,9.88,"G14",-0.21,0.22,0.17,0.18,472.0,"K14",-42.35,0.05,472.0,"G14",0.12,0.02,4.0,"nan"
"Berkeley 61",12.125,67.2,"nan",3.0,3798.0,0.69,8.25,"D14",-7.26,0.75,0.35,0.71,41.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-1-p-*"
"FSR 0516",12.69167,65.96833,"IR",0.7,810.0,2.04,8.83,"K12",-1.8,0.58,-0.45,0.58,2.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"King 2",12.75,58.18333,"nan",5.0,5750.0,0.31,9.78,"D14",-2.0,0.58,-2.6,0.01,48.0,"K14",-144.25,5.92,7.0,"WC09",-0.42,0.09,7.0,"nan"
"FSR 0519",13.125,64.65139,"IR",1.4,1450.0,0.7,9.22,"D14",-5.38,1.04,-2.55,0.5,27.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"IC 1590",13.20417,56.62833,"nan",4.0,2940.0,0.32,6.54,"D14",-2.43,0.01,-1.9,0.01,77.0,"K14",-25.16,3.6,3.0,"D14","nan","nan","nan","nan"
"FSR 0521",13.25,59.85,"IR",6.3,2534.0,0.562,9.21,"D14",-3.2,0.2,-2.28,0.01,112.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 4",13.29167,61.58,"nan",48.0,750.0,0.3,8.34,"K12",-1.15,0.54,-0.63,0.54,4.0,"K14",-9.24,9.3,4.0,"K12","nan","nan","nan","nan"
"Casado Alessi 1",13.3625,49.56667,"nan",48.0,302.0,0.09,8.2,"AMD",6.74,1.73,-7.79,1.73,28.0,"K14",6.0,1.8,1.0,"K07","nan","nan","nan","4-2-p-*"
"FSR 0522",13.45833,65.79333,"IR",0.7,1506.0,0.874,9.075,"K12",-0.7,0.52,1.18,0.52,12.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 5",14.49167,55.84,"nan",15.6,1500.0,0.25,7.03,"D14",-0.2,0.22,-1.83,0.11,290.0,"K14",-43.0,3.7,1.0,"D14","nan","nan","nan","nan"
"Majaess 19",14.62083,56.49806,"IR",14.0,"nan","nan","nan","D14",0.48,0.24,-2.29,0.15,254.0,"K14",-54.0,7.4,1.0,"D14","nan","nan","nan","nan"
"Skiff J0058+68.4",14.62083,68.46889,"nan",21.8,1600.0,0.85,9.1,"D14",-1.56,0.13,-4.81,0.04,504.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Majaess 20",14.65417,65.67306,"IR",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 62",15.25,63.95,"v",10.0,2320.0,0.85,7.2,"D14",-2.07,0.12,-1.37,0.09,173.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 3",15.775,62.78333,"nan",2.4,1410.0,1.42,8.0,"K12",-1.55,0.68,0.36,0.68,4.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"NGC 358",16.29583,62.02167,"nan",3.0,"nan","nan","nan","D14",-4.56,0.68,2.72,0.53,28.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 366",16.60833,62.23,"nan",3.5,1785.0,1.256,7.41,"D14",-5.34,0.63,4.1,0.74,56.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Pfleiderer 1",17.02917,65.64722,"nan",5.0,7200.0,0.94,9.0,"D14",-2.48,0.04,3.83,0.25,18.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-m-*"
"NGC 381",17.07917,61.58333,"nan",6.0,1148.0,0.4,8.505,"D14",-0.22,0.14,0.11,0.1,167.0,"K14",-29.76,1.32,2.0,"FM09",0.07,"nan","nan","nan"
"Stock 3",18.075,62.33333,"nan",5.0,1363.0,0.708,7.85,"D14",-0.94,0.64,1.82,0.38,61.0,"K14",-6.0,10.0,1.0,"D14","nan","nan","nan","4-1-p-*"
"Platais 2",18.45833,32.02833,"nan",336.0,190.0,0.05,8.313,"K12",13.85,0.34,-11.29,0.34,7.0,"K14",4.45,0.95,14.0,"D14","nan","nan","nan","nan"
"NGC 433",18.79583,60.12667,"nan",2.0,2323.0,0.86,7.5,"K12",-2.32,0.33,-1.6,0.33,6.0,"K14",-36.91,0.18,1.0,"MMU","nan","nan","nan","nan"
"NGC 436",18.99167,58.81167,"nan",5.0,2400.0,0.4,8.26,"D14",-0.38,0.22,-0.9,0.09,155.0,"K14",-73.78,0.45,2.0,"MMU",-0.55,0.33,"nan","nan"
"FSR 0534",19.35833,61.3,"IR",6.0,1800.0,0.6,8.7,"D14",-3.01,0.31,-0.11,0.08,71.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0537",19.70833,60.35028,"IR",8.1,2075.0,0.666,9.0,"D14",-1.93,0.2,-1.37,0.06,236.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 457",19.89583,58.28667,"nan",20.0,2429.0,0.472,7.324,"D14",-2.08,0.02,-0.46,0.0,647.0,"K14",-29.79,0.33,2.0,"MMU","nan","nan","nan","nan"
"FSR 0536",19.93333,63.06861,"IR",7.2,3001.0,1.199,8.397,"D14",2.73,0.21,6.48,0.07,24.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0538",20.53333,63.69306,"IR",0.8,2146.0,1.062,8.86,"K12",-0.95,0.47,2.77,0.47,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0542",21.47083,62.99528,"IR",8.0,1934.0,0.833,8.35,"D14",-1.38,0.26,-0.08,0.24,93.0,"K14","nan","nan","nan","nan",0.07,0.06,1.0,"nan"
"SAI 14",21.5,62.62583,"nan",4.0,6460.0,0.55,9.1,"D14",-1.18,0.7,-0.5,0.26,32.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 559",22.38333,63.30389,"nan",9.1,2430.0,0.82,8.35,"D14",-4.58,0.17,1.41,0.08,309.0,"K14",-58.4,6.8,15.0,"CC15",-0.25,0.14,15.0,"nan"
"FSR 0547",22.46667,60.71639,"IR",2.7,2800.0,0.3,8.9,"K12",0.85,0.53,-0.39,0.53,2.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 581",23.34583,60.65,"nan",5.0,2194.0,0.382,7.336,"BDW",-1.6,2.4,0.66,2.14,1.0,"K14",-44.2,0.12,2.0,"MMU","nan","nan","nan","nan"
"Czernik 4",23.9,61.47639,"nan",2.6,1630.0,1.06,8.0,"K12",0.13,0.88,-3.9,0.88,2.0,"K14",-11.4,0.25,1.0,"K14","nan","nan","nan","4-2-p-*"
"Trumpler 1",23.925,61.28333,"nan",3.0,2469.0,0.68,7.3,"D14",-3.31,0.01,-1.02,0.01,87.0,"K14",-65.0,30.0,1.0,"K12","nan","nan","nan","nan"
"NGC 609",24.09583,64.53833,"nan",3.0,3981.0,0.35,9.232,"D14",0.82,0.4,0.1,0.52,70.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0546",24.3,65.85806,"IR",3.9,2501.0,1.099,9.0,"K12",2.32,0.3,0.36,0.3,13.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0549",24.9125,65.91972,"IR",1.2,6001.0,0.45,9.3,"D14",-3.17,0.18,0.23,0.62,15.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0551",24.94167,64.89472,"IR",1.2,3500.0,1.499,6.68,"D14",1.79,1.24,-1.34,0.02,17.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0553",25.25833,64.51333,"IR",3.4,7500.0,0.999,8.6,"D14",-1.5,0.25,0.34,0.33,55.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 637",25.76667,64.04,"nan",3.0,2500.0,0.64,7.0,"D14",-1.28,0.13,0.38,0.14,77.0,"K14",-45.58,1.36,2.0,"D14","nan","nan","nan","nan"
"NGC 657",25.8375,55.83639,"nan",6.0,1372.0,0.34,9.2,"D14",1.14,0.46,-3.95,0.29,59.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 654",26.0,61.885,"nan",5.0,2410.0,0.82,7.0,"BDW",-1.34,0.51,-0.72,0.64,3.0,"K14",-34.2,0.18,1.0,"MMU","nan","nan","nan","nan"
"NGC 659",26.1,60.67333,"nan",5.0,1938.0,0.652,7.548,"BDW",-2.67,1.96,1.07,1.96,1.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Majaess 26",26.41667,64.26889,"IR",4.0,"nan","nan","nan","D14",1.19,0.43,-0.14,0.25,54.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder 463",26.4375,71.81,"nan",57.0,702.0,0.259,8.373,"TYC",-0.91,0.26,-0.9,0.26,40.0,"K14",-7.2,0.28,1.0,"K14","nan","nan","nan","nan"
"NGC 663",26.5375,61.235,"v",14.0,2420.0,0.8,7.4,"BDW",-1.49,0.85,-2.3,0.89,3.0,"K14",-33.09,0.34,1.0,"MMU","nan","nan","nan","nan"
"ASCC 6",26.80417,57.73,"nan",36.0,1200.0,0.3,8.17,"K12",-0.52,0.39,-0.68,0.39,17.0,"K14",-20.0,7.4,2.0,"D14","nan","nan","nan","nan"
"Berkeley 5",26.95,62.93333,"nan",2.0,6200.0,1.3,8.9,"K12",0.11,0.58,-2.78,0.58,5.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"S1",27.7125,61.09111,"nan",4.6,2200.0,0.77,7.4,"D14",-3.15,0.22,-0.79,0.23,85.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 6",27.79583,61.06111,"nan",8.4,2520.0,0.9,7.5,"D14",-2.89,0.13,0.24,0.11,169.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-2-p-*"
"IC 166",28.125,61.83333,"nan",7.0,4800.0,0.8,9.0,"D14",-1.26,0.11,-0.04,0.1,249.0,"K14",-36.7,4.04,4.0,"K12",-0.178,0.2,4.0,"nan"
"ESO 245 09",28.42917,-45.95333,"p",14.0,1380.0,0.312,9.055,"D14",8.45,1.6,0.57,1.52,27.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"Berkeley 7",28.55,62.36667,"nan",4.0,2570.0,0.8,6.6,"D14",-2.76,0.12,0.97,0.14,66.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 5",28.92917,61.35583,"nan",1.8,2750.0,1.2,8.45,"D14",-2.35,0.58,0.06,0.03,26.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"NGC 752",29.42083,37.785,"nan",75.0,457.0,0.034,9.16,"TYC",7.5,0.32,-11.5,0.32,50.0,"K14",5.54,0.14,54.0,"M09",0.01,0.04,18.0,"nan"
"NGC 744",29.6375,55.47333,"nan",5.0,1207.0,0.384,8.248,"BDW",-1.34,1.51,1.15,1.56,1.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 743",29.65417,60.155,"nan",8.0,1618.0,0.95,8.7,"D14",-1.04,0.08,-2.16,0.11,132.0,"K14",-6.5,4.5,2.0,"K12","nan","nan","nan","4-1-p-*"
"ASCC 7",29.72917,58.97,"nan",30.0,2000.0,0.5,7.36,"D14",0.24,0.07,-0.98,0.05,1296.0,"K14",-49.0,10.0,1.0,"D14","nan","nan","nan","nan"
"Berkeley 8",30.275,75.48333,"nan",5.0,3150.0,0.75,9.5,"D14",0.99,0.5,-3.08,0.51,36.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-2-m-*"
"Czernik 6",30.5,62.83333,"nan",8.0,2700.0,0.26,7.0,"D14",-1.15,0.27,0.15,0.1,158.0,"K14",-22.0,10.0,1.0,"D14","nan","nan","nan","2-2-p-*"
"Czernik 7",30.75417,62.24667,"nan",10.0,3300.0,0.7,8.34,"D14",-1.22,0.18,0.21,0.18,160.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"SAI 16",31.375,62.265,"nan",5.0,7700.0,0.7,9.15,"D14",-1.87,0.17,-0.91,0.28,64.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Riddle 4",31.84583,60.25694,"nan",4.4,2800.0,1.1,7.6,"D14",9.08,0.3,-6.01,0.1,29.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Stock 2",33.67917,59.485,"nan",60.0,303.0,0.38,8.23,"TYC",17.29,0.31,-13.1,0.31,54.0,"K14",-41.14,3.7,2.0,"D14",-0.14,0.2,2.0,"nan"
"NGC 869",34.75,57.12833,"v",18.0,2079.0,0.575,7.069,"BDW",-0.92,0.37,-1.66,0.34,4.0,"K14",-42.84,2.11,9.0,"D14",-0.3,"nan","nan","nan"
"Basel 10",34.86667,58.3,"nan",2.0,1944.0,0.774,7.608,"LOK",1.47,0.12,0.35,0.29,13.0,"K14",-32.1,0.77,1.0,"K14","nan","nan","nan","nan"
"Berkeley 63",34.9,63.71667,"nan",16.0,5700.0,0.96,7.48,"D14",-0.06,0.17,2.83,0.12,325.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"FSR 0578",35.04167,61.10861,"IR",1.4,2668.0,1.457,8.985,"K12",2.22,0.6,-2.11,0.6,2.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"SAI 17",35.2,59.185,"nan",2.0,3800.0,0.98,8.9,"K12",0.03,0.49,-0.32,0.49,4.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 8",35.20417,59.61,"nan",36.0,2200.0,0.55,6.76,"D14",0.56,0.04,-0.43,0.02,1411.0,"K14",-17.4,0.49,3.0,"D14","nan","nan","nan","nan"
"Berkeley 64",35.275,65.9,"nan",2.0,3981.0,1.05,9.0,"K12",-2.2,0.42,2.38,0.42,4.0,"K14","nan","nan","nan","nan",-0.61,"nan","nan","nan"
"NGC 884",35.59583,57.12583,"v",18.2,2940.0,0.56,7.1,"D14",-2.29,0.03,-0.63,0.02,777.0,"K14",-42.64,0.27,5.0,"MMU",-0.3,"nan","nan","nan"
"FSR 0584",36.79583,61.62778,"IR",2.0,2009.0,1.041,9.1,"K12",1.19,0.69,0.55,0.69,2.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0591",36.93333,58.75889,"IR",4.0,2200.0,1.249,8.95,"D14",0.57,0.01,0.35,0.14,52.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Majaess 29",37.02917,72.62639,"IR",11.0,"nan","nan","nan","D14",-0.97,0.59,2.94,0.41,59.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Tombaugh 4",37.225,61.78333,"nan",7.0,3850.0,1.25,8.7,"D14",2.05,0.31,-5.23,0.28,101.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-1-m-n"
"Teutsch 55",37.25,62.09417,"nan",8.0,6020.0,0.82,6.7,"D14",-1.25,0.11,0.47,0.31,84.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Markarian 6",37.41667,60.70667,"nan",6.0,698.0,0.606,7.214,"BDW",-3.33,0.85,0.24,0.84,2.0,"K14",-7.18,5.23,3.0,"D14","nan","nan","nan","nan"
"FSR 0596",37.46667,58.11028,"IR",3.7,1417.0,0.521,9.15,"K12",-1.49,0.31,2.97,0.31,6.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"IC 1805",38.175,61.45,"nan",20.0,2344.0,0.87,6.48,"BDW",-2.1,1.35,-1.57,1.35,15.0,"K14",-45.0,10.7,6.0,"DL03","nan","nan","nan","nan"
"Czernik 8",38.25,58.73333,"nan",2.0,1409.0,0.803,7.904,"LOK",4.92,0.46,0.7,0.62,10.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 957",38.3375,57.56,"nan",10.0,2200.0,0.71,7.0,"D14",-1.33,0.05,-0.14,0.01,175.0,"K14",-34.34,1.2,2.0,"FM09","nan","nan","nan","nan"
"Czernik 9",38.38333,59.88667,"nan",3.2,1660.0,1.05,8.8,"D14",-1.4,0.02,0.28,0.02,36.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"SAI 21",38.6875,62.57278,"nan",3.0,1860.0,0.58,8.5,"D14",-2.95,0.65,-1.76,0.22,24.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"King 4",38.925,59.0,"nan",5.0,3172.0,0.863,7.605,"D14",0.52,0.3,2.44,0.16,67.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 11",39.14583,59.63333,"nan",3.0,1210.0,1.0,8.54,"D14",-0.08,0.42,-0.53,0.58,36.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-n"
"Trumpler 2",39.22083,55.915,"nan",17.0,725.0,0.4,7.95,"D14",0.11,0.08,-3.49,0.12,346.0,"K14",2.4,0.7,"nan","RGDZ","nan","nan","nan","nan"
"FSR 0611",39.40833,56.415,"IR",5.5,1000.0,0.5,8.75,"D14",-0.91,0.35,-2.28,0.21,59.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 65",39.75,60.41667,"nan",5.0,2274.0,1.121,6.995,"D14",-1.47,0.02,-2.65,0.36,44.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 12",39.8,54.91667,"nan",6.0,2000.0,0.26,9.1,"D14",-0.75,0.2,-1.66,0.11,73.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"NGC 1039",40.52083,42.76167,"nan",35.0,499.0,0.07,8.249,"K12",-0.28,0.15,-6.91,0.15,106.0,"K14",-16.8,3.8,1.0,"D14",0.07,0.03,4.0,"nan"
"FSR 0614",40.64167,56.73333,"IR",2.8,2434.0,0.833,8.8,"K12",0.19,0.43,-2.81,0.43,10.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 1027",40.67917,61.63361,"nan",6.2,1030.0,0.41,8.4,"D14",-2.46,0.13,0.95,0.14,94.0,"K14",15.63,0.2,1.0,"MMU","nan","nan","nan","nan"
"Majaess 30",41.15,60.995,"IR",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 13",41.175,62.35,"nan",4.0,3961.0,0.755,6.854,"D14",-1.05,0.7,-2.21,0.35,61.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 9",41.72917,57.73,"nan",20.4,2900.0,0.9,6.79,"D14",-0.93,0.09,-0.33,0.14,394.0,"K14",-40.73,2.04,2.0,"D14","nan","nan","nan","nan"
"Teutsch 162",41.91667,61.975,"nan",9.0,2050.0,0.51,7.0,"D14",-0.65,0.16,-1.98,0.17,141.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"IC 1848",42.8,60.43333,"nan",18.0,2200.0,0.66,6.7,"BDW",-5.15,1.32,0.35,1.38,3.0,"K14",-33.76,5.08,4.0,"D14","nan","nan","nan","nan"
"SAI 24",44.85417,60.56611,"nan",6.0,1000.0,0.5,7.2,"D14",-0.99,0.07,1.17,0.01,86.0,"K14",-40.0,6.7,1.0,"D14","nan","nan","nan","nan"
"SAI 25",45.1125,57.26722,"nan",7.0,2290.0,0.84,9.15,"D14",-2.19,0.31,2.82,0.52,45.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 66",46.075,58.76667,"nan",4.0,5000.0,1.28,9.6,"D14",-0.63,0.68,2.6,0.98,37.0,"K14",-50.6,0.2,2.0,"VGB",-0.48,0.24,2.0,"nan"
"NGC 1193",46.48333,44.38333,"nan",3.0,4571.0,0.19,9.7,"D14",1.05,0.62,-4.96,0.97,26.0,"K14",-82.0,10.39,4.0,"K12",-0.293,0.17,4.0,"nan"
"NGC 1220",47.91667,53.345,"nan",4.0,1800.0,0.7,7.778,"D14",-0.13,0.91,-0.5,0.21,30.0,"K14","nan","nan","nan","nan","nan","nan","nan","1-1-p-*"
"Trumpler 3",47.95,63.25,"nan",12.0,460.0,0.19,8.3,"D14",-2.88,0.16,-0.7,0.02,98.0,"K14",-8.58,1.12,2.0,"MMU","nan","nan","nan","3-2-m-*"
"NGC 1245",48.675,47.23667,"nan",32.0,2818.0,0.24,9.03,"D14",1.83,0.06,-1.92,0.05,1684.0,"K14",-29.7,1.12,16.0,"JPF",-0.04,0.05,13.0,"nan"
"King 5",48.6875,52.68667,"nan",14.2,1740.0,0.7,9.1,"D14",-0.17,0.16,-3.31,0.07,237.0,"K14",-52.0,12.0,19.0,"FJ02",-0.3,0.17,19.0,"nan"
"Stock 23",49.04583,60.11556,"nan",29.0,380.0,0.26,7.51,"D14",0.41,0.16,-1.33,0.1,396.0,"K14",-8.53,5.15,4.0,"D14","nan","nan","nan","2-3-p-n"
"Czernik 14",49.225,58.6,"nan",2.0,2175.0,1.71,8.4,"K12",0.33,0.42,-2.46,0.42,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"Alessi 13",50.425,-36.3,"nan",200.0,100.0,"nan","nan","ALE",36.39,1.73,-4.74,1.73,12.0,"K14",19.53,3.0,3.0,"K07",0.17,"nan","nan","nan"
"Czernik 15",50.8,52.25,"nan",2.4,1155.0,1.0,7.3,"K12",1.42,0.7,-0.01,0.7,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"FSR 0628",50.8,60.56278,"IR",5.4,5001.0,1.049,9.25,"D14",-1.55,0.34,-1.34,0.46,33.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Melotte 20",51.07917,49.86167,"nan",300.0,185.0,0.09,7.854,"LOK",22.41,0.21,-25.87,0.25,60.0,"K14",-1.39,0.17,23.0,"M09",0.04,0.02,19.0,"nan"
"Alessi Teutsch 9",51.8625,34.95333,"nan",57.6,700.0,0.1,8.65,"K05",-3.08,0.37,-1.01,0.37,13.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"King 6",51.95833,56.39972,"nan",3.5,871.0,0.5,8.4,"D14",2.29,0.02,-1.8,0.06,28.0,"K14","nan","nan","nan","nan",0.46,"nan","nan","2-2-m-*"
"Czernik 16",52.7,52.65,"nan",5.0,2580.0,1.29,8.3,"D14",0.29,0.45,-3.4,0.62,33.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"NGC 1342",52.90833,37.37667,"nan",15.0,665.0,0.319,8.655,"D14",-2.99,0.2,-1.82,0.15,146.0,"K14",-10.67,0.11,3.0,"MMU",-0.16,0.11,"nan","nan"
"ASCC 11",53.07083,44.84,"nan",42.0,650.0,0.15,8.61,"K12",1.26,0.17,-4.75,0.17,12.0,"K14",-3.24,3.33,3.0,"D14","nan","nan","nan","nan"
"Berkeley 9",53.1625,52.65389,"nan",6.3,1480.0,0.79,9.3,"D14",1.07,0.01,-0.57,0.21,64.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-1-p-*"
"NGC 1348",53.525,51.40833,"nan",6.0,1820.0,1.02,8.11,"D14",0.59,0.01,-0.45,0.01,45.0,"K14","nan","nan","nan","nan",0.07,"nan","nan","3-2-m-*"
"Berkeley 10",54.88333,66.48583,"nan",10.0,1700.0,0.75,9.06,"D14",-2.11,0.01,-0.5,0.19,108.0,"K14","nan","nan","nan","nan",-0.49,"nan","nan","2-2-m-*"
"SAI 30",55.09167,82.23333,"nan",3.0,3100.0,1.25,8.0,"D14",2.2,1.53,0.97,1.2,16.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0634",55.1,59.41944,"IR",1.2,2301.0,1.149,8.952,"D14",26.81,0.34,-20.15,1.31,4.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Alessi Teutsch 10",56.10833,29.66667,"nan",25.0,"nan","nan","nan","D14",4.85,0.23,-3.35,0.18,201.0,"K14",26.07,10.0,1.0,"D14","nan","nan","nan","nan"
"IC 348",56.14167,32.16333,"nan",8.0,385.0,0.929,7.641,"D14",3.38,0.02,-7.37,0.02,33.0,"K14",18.1,3.5,4.0,"DL03","nan","nan","nan","nan"
"Melotte 22",56.75,24.11667,"nan",120.0,133.0,0.03,8.131,"TYC",19.88,0.25,-45.0,0.25,50.0,"K14",5.94,0.08,49.0,"M09",-0.03,0.02,15.0,"nan"
"Juchert 11",56.825,53.90972,"nan",5.0,3000.0,1.901,8.9,"D14",18.07,0.27,-17.76,0.67,6.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Tombaugh 5",56.95,59.05,"nan",14.0,1750.0,0.8,8.3,"D14",-0.72,0.01,-1.75,0.07,304.0,"K14",-5.8,0.3,1.0,"K12","nan","nan","nan","3-2-r-*"
"NGC 1444",57.35417,52.65833,"nan",4.0,1199.0,0.712,7.964,"BDW",2.34,0.98,-1.95,0.85,1.0,"K14",2.0,3.76,2.0,"D14","nan","nan","nan","nan"
"Majaess 36",57.90417,51.51667,"IR",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 17",58.1,61.95,"nan",8.0,7000.0,0.72,8.05,"D14",-2.3,0.79,1.81,0.02,37.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
