"n_FSR","ID","GLON","GLAT","RAJ2000","DEJ2000","rcore","rtid","Dc","Dcont","N","Nc","logRN","Q","Qall","Ident","RA_deg","DEC_deg"
"A","FSR_1",0.029,3.474,"17 32 22","-27 03 39",0.026,0.872,17,5.0,1654,7221,-0.379,2,100010,"nan",263.091667,-27.060833
"A","FSR_2",0.047,3.44,"17 32 32","-27 03 51",0.089,0.178,32,10.0,6534,28520,-0.55,2,100010,"nan",263.133333,-27.064167
"A","FSR_22",6.182,0.843,"17 56 28","-23 11 34",0.039,0.078,16,4.0,642,4439,0.142,3,100110,"nan",269.116667,-23.192778
"A","FSR_23",6.584,0.782,"17 57 35","-22 52 32",0.006,0.119,25,7.0,119,686,0.28,3,110001,"nan",269.395833,-22.875556
"A","FSR_31",8.906,-0.268,"18 06 29","-21 22 33",0.08,3.349,15,5.0,15152,41732,"nan",2,110,"nan",271.620833,-21.375833
"A","FSR_35",9.687,0.762,"18 04 16","-20 11 27",0.016,0.048,11,3.0,107,512,"nan",4,110110,"nan",271.066667,-20.190833
"A","FSR_39",10.25,0.32,"18 07 05","-19 54 57",0.014,0.072,18,5.0,219,795,0.401,3,100101,"nan",271.770833,-19.915833
"A","FSR_46",13.351,0.066,"18 14 20","-17 19 19",0.053,0.106,16,5.0,1142,2868,0.42,3,100110,"nan",273.583333,-17.321944
"A","FSR_51",16.711,2.243,"18 13 04","-13 19 51",0.03,0.09,20,5.0,709,1024,0.57,3,100110,"nan",273.266667,-13.330833
"A","FSR_52",16.786,-2.921,"18 32 03","-15 41 18",0.022,0.916,13,4.0,1000,1906,0.444,2,100100,"nan",278.0125,-15.688333
"A","FSR_54",17.157,-2.278,"18 30 24","-15 03 47",0.009,0.431,10,3.0,141,427,0.637,4,100111,"nan",277.6,-15.063056
"A","FSR_55, BDS2003_8",17.992,-0.278,"18 24 42","-13 23 40",0.017,0.687,18,5.0,826,2998,0.022,4,110110,"[BDS2003]8",276.175,-13.394444
"A","FSR_59",19.744,-0.56,"18 29 04","-11 58 31",0.045,0.136,14,5.0,1136,4124,0.353,3,10110,"nan",277.266667,-11.975278
"A","FSR_69",22.914,-3.426,"18 45 22","-10 28 26",0.013,0.671,17,5.0,511,739,0.383,3,100110,"nan",281.341667,-10.473889
"A","FSR_72",24.695,0.313,"18 35 12","-07 10 53",0.069,0.278,8,3.0,1884,8223,"nan",2,1100,"nan",278.8,-7.181389
"A","FSR_87",29.09,-0.443,"18 46 00","-03 37 15",0.039,1.246,10,3.0,2281,6888,"nan",2,110,"nan",281.5,-3.620833
"A","FSR_88",29.112,-1.73,"18 50 38","-04 11 17",0.094,0.094,32,8.0,2944,6151,"nan",2,100010,"nan",282.658333,-4.188056
"A","FSR_89",29.491,-0.981,"18 48 39","-03 30 34",0.042,0.084,27,8.0,1243,2848,-0.104,2,100010,"nan",282.1625,-3.509444
"A","FSR_90",29.621,-1.386,"18 50 20","-03 34 42",0.022,0.24,13,4.0,574,1582,0.455,3,100110,"nan",282.583333,-3.578333
"A","FSR_94",31.817,-0.124,"18 49 50","-01 02 55",0.007,0.193,24,7.0,156,565,0.244,4,110011,"nan",282.458333,-1.048611
"A","FSR_98",33.032,1.152,"18 47 31","+00 36 51",0.015,0.421,24,6.0,770,1467,0.072,1,100000,"nan",281.879167,0.614167
"A","FSR_100",34.332,-2.788,"19 03 54","-00 01 34",0.018,0.25,14,4.0,464,670,0.521,3,110100,"nan",285.975,-0.026111
"A","FSR_101",35.147,1.749,"18 49 14","+02 46 06",0.024,0.119,14,4.0,462,609,0.633,2,100100,"nan",282.308333,2.768333
"A","FSR_107",36.311,-3.214,"19 09 02","+01 32 10",0.06,0.121,16,5.0,1541,2227,0.725,3,100110,"nan",287.258333,1.536111
"A","FSR_118",44.066,-3.855,"19 25 45","+08 05 42",0.023,0.181,9,3.0,379,455,0.712,2,100100,"nan",291.4375,8.095
"A","FSR_123",45.949,1.051,"19 11 42","+12 03 05",0.015,0.633,14,4.0,517,1185,0.385,2,110,"nan",287.925,12.051389
"A","FSR_124",46.477,2.65,"19 06 52","+13 15 21",0.027,0.11,19,7.0,700,1216,0.345,1,10,"nan",286.716667,13.255833
"A","FSR_126",48.547,-0.182,"19 21 09","+13 46 30",0.052,2.607,9,3.0,4330,5709,"nan",3,10110,"nan",290.2875,13.775
"A","FSR_129",49.395,-1.323,"19 26 56","+13 58 56",0.052,0.103,13,4.0,880,1058,0.812,3,100110,"nan",291.733333,13.982222
"A","FSR_131",51.104,-1.428,"19 30 42","+15 25 59",0.029,0.087,23,6.0,750,750,0.373,3,110010,"nan",292.675,15.433056
"A","FSR_133",51.122,-1.166,"19 29 47","+15 34 28",0.064,0.193,21,6.0,3445,4541,0.082,1,10,"nan",292.445833,15.574444
"A","FSR_134",51.678,0.575,"19 24 30","+16 53 33",0.028,0.111,13,4.0,494,941,0.612,2,110,"nan",291.125,16.8925
"A","FSR_142",55.786,-0.191,"19 35 39","+20 07 44",0.038,1.881,5,2.0,1207,2098,"nan",2,110,"nan",293.9125,20.128889
"A","FSR_154",60.001,-1.077,"19 47 58","+23 21 02",0.007,0.375,28,8.0,265,290,0.408,3,111,"nan",296.991667,23.350556
"A","FSR_157, Czernik41",62.024,-0.701,"19 51 03","+25 17 04",0.024,1.191,9,3.0,925,1608,"nan",2,110,"Czernik41",297.7625,25.284444
"A","FSR_158",62.317,0.275,"19 47 59","+26 01 56",0.01,0.49,13,4.0,219,289,0.704,4,10111,"nan",296.995833,26.032222
"A","FSR_160",62.711,1.344,"19 44 44","+26 54 36",0.019,0.266,9,3.0,344,453,0.666,4,101110,"nan",296.183333,26.91
"A","FSR_162",63.211,-2.752,"20 01 32","+25 14 06",0.013,0.67,12,5.0,380,347,0.721,3,100110,"nan",300.383333,25.235
"A","FSR_163",63.225,-2.421,"20 00 19","+25 25 16",0.037,0.111,12,4.0,629,629,0.664,3,100110,"nan",300.079167,25.421111
"A","FSR_165",64.105,-1.298,"19 58 06","+26 45 31",0.066,0.131,17,5.0,1913,1744,"nan",2,110,"nan",299.525,26.758611
"A","FSR_167",65.162,-2.406,"20 04 50","+27 04 14",0.044,1.954,4,1.0,1292,1292,"nan",2,110,"nan",301.208333,27.070556
"A","FSR_170",65.93,-2.69,"20 07 46","+27 33 55",0.03,0.09,16,6.0,546,378,0.707,3,100110,"nan",301.941667,27.565278
"A","FSR_172",66.426,-0.364,"20 00 01","+29 13 28",0.038,0.113,19,6.0,1082,1301,0.524,2,110,"nan",300.004167,29.224444
"A","FSR_178",67.877,-2.83,"20 13 07","+29 07 12",0.024,0.049,15,6.0,236,179,0.682,2,100010,"nan",303.279167,29.12
"A","FSR_182",69.184,3.361,"19 51 46","+33 30 43",0.01,0.16,22,8.0,246,270,0.198,3,100011,"nan",297.941667,33.511944
"A","FSR_188",70.646,1.741,"20 02 05","+33 55 09",0.029,0.087,13,4.0,428,428,0.776,2,100100,"nan",300.520833,33.919167
"A","FSR_189",70.66,-0.154,"20 09 46","+32 54 47",0.047,0.095,12,4.0,698,637,0.903,3,100110,"nan",302.441667,32.913056
"A","FSR_190",70.73,0.961,"20 05 28","+33 34 29",0.035,0.07,29,9.0,916,1207,0.259,1,10,"nan",301.366667,33.574722
"A","FSR_191, Berkeley49",70.991,2.584,"19 59 29","+34 39 22",0.021,0.105,23,8.0,594,542,0.21,0,0,"Berkeley49",299.870833,34.656111
"A","FSR_192",71.101,0.854,"20 06 52","+33 49 48",0.047,0.094,19,6.0,1059,1059,0.62,3,1110,"nan",301.716667,33.83
"A","FSR_195",72.072,-0.994,"20 16 51","+33 37 36",0.03,0.091,21,7.0,762,762,0.446,2,100010,"nan",304.2125,33.626667
"A","FSR_197, Berkeley51",72.155,0.299,"20 11 53","+34 24 45",0.016,0.08,29,9.0,438,438,0.067,1,100000,"Berkeley51",302.970833,34.4125
"A","FSR_198",72.184,2.62,"20 02 24","+35 41 19",0.024,0.097,23,8.0,672,672,0.343,0,0,"nan",300.6,35.688611
"A","FSR_204, Kronberger74",74.776,0.612,"20 17 46","+36 45 58",0.012,0.538,14,5.0,326,472,0.559,2,100010,"Kronberger74",304.441667,36.766111
"A","FSR_210",76.208,-0.546,"20 26 37","+37 16 52",0.036,0.144,11,5.0,692,912,0.769,2,100100,"nan",306.654167,37.281111
"A","FSR_213",77.629,0.38,"20 26 59","+38 58 32",0.054,0.162,10,4.0,1103,1453,"nan",2,110,"nan",306.745833,38.975556
"A","FSR_219",78.143,3.518,"20 15 00","+41 10 46",0.018,0.165,9,4.0,267,423,0.695,2,100100,"nan",303.75,41.179444
"A","FSR_222",78.396,2.53,"20 20 05","+40 50 11",0.01,0.16,19,8.0,209,275,0.492,3,100011,"nan",305.020833,40.836389
"A","FSR_223",78.426,2.648,"20 19 40","+40 55 40",0.015,0.062,17,7.0,206,271,0.52,2,100100,"nan",304.916667,40.927778
"A","FSR_224",78.468,1.36,"20 25 21","+40 13 37",0.017,0.547,13,6.0,540,540,0.576,1,100000,"nan",306.3375,40.226944
"A","FSR_225",78.576,-2.801,"20 42 53","+37 49 44",0.025,0.709,11,5.0,1004,835,0.711,3,110100,"nan",310.720833,37.828889
"A","FSR_232",79.687,3.825,"20 18 14","+42 37 50",0.026,1.32,6,2.0,655,497,"nan",3,100110,"nan",304.558333,42.630556
"A","FSR_236",80.278,0.947,"20 32 44","+41 27 08",0.033,0.166,11,4.0,723,869,0.788,1,100,"nan",308.183333,41.452222
"A","FSR_237",80.293,-2.098,"20 45 30","+39 36 40",0.024,0.713,6,3.0,500,548,0.737,3,110100,"nan",311.375,39.611111
"A","FSR_238",80.479,0.615,"20 34 47","+41 24 56",0.031,0.83,8,3.0,1040,656,0.784,3,100110,"nan",308.695833,41.415556
"A","FSR_239",80.524,2.942,"20 24 46","+42 49 04",0.037,0.11,18,8.0,968,883,0.42,2,100010,"nan",306.191667,42.817778
"A","FSR_245",81.5,0.616,"20 38 05","+42 13 52",0.01,0.486,13,6.0,216,180,0.66,3,111,"nan",309.520833,42.231111
"A","FSR_246",81.63,0.149,"20 40 31","+42 03 00",0.03,0.091,19,9.0,699,402,"nan",2,100100,"nan",310.129167,42.05
"A","FSR_247",81.703,1.494,"20 34 57","+42 55 20",0.004,0.025,52,22.0,61,42,"nan",3,110001,"nan",308.7375,42.922222
"A","FSR_248",81.715,-0.597,"20 43 57","+41 39 27",0.022,0.888,9,4.0,708,447,"nan",4,110110,"nan",310.9875,41.6575
"A","FSR_249",81.75,0.733,"20 38 24","+42 30 03",0.034,0.959,5,3.0,808,737,"nan",3,100110,"nan",309.6,42.500833
"A","FSR_251",82.332,0.755,"20 40 14","+42 58 33",0.023,1.14,12,4.0,1066,737,0.578,2,110,"nan",310.058333,42.975833
"A","FSR_255",82.928,2.2,"20 35 53","+44 19 31",0.006,0.075,24,9.0,93,77,0.437,3,110001,"nan",308.970833,44.325278
"A","FSR_258",83.585,0.678,"20 44 50","+43 54 54",0.014,0.709,19,7.0,648,591,0.42,2,100010,"nan",311.208333,43.915
"A","FSR_260",83.752,3.301,"20 33 40","+45 38 35",0.019,0.112,19,8.0,455,315,0.62,3,100110,"nan",308.416667,45.643056
"A","FSR_261",83.989,-1.091,"20 53 48","+43 06 35",0.017,0.583,15,6.0,645,589,0.488,1,100000,"nan",313.45,43.109722
"A","FSR_270",86.155,-1.698,"21 04 11","+44 20 57",0.013,0.227,16,6.0,329,300,0.59,2,100010,"nan",316.045833,44.349167
"A","FSR_273",86.205,-1.054,"21 01 40","+44 48 51",0.016,0.632,8,3.0,347,381,0.708,4,110110,"nan",315.416667,44.814167
"A","FSR_274",87.156,2.589,"20 49 07","+47 53 41",0.014,0.068,16,6.0,177,177,0.622,1,100000,"nan",312.279167,47.894722
"A","FSR_275",87.196,0.974,"20 56 36","+46 53 30",0.032,0.127,10,4.0,529,580,0.754,2,100100,"nan",314.15,46.891667
"A","FSR_282",88.753,1.05,"21 02 18","+48 07 00",0.036,0.107,14,6.0,696,837,0.681,2,100010,"nan",315.575,48.116667
"A","FSR_284",89.068,2.597,"20 56 28","+49 22 07",0.03,0.241,6,2.0,418,502,0.8,2,110,"nan",314.116667,49.368611
"A","FSR_288",90.056,0.927,"21 08 08","+49 00 07",0.026,1.315,8,3.0,963,1056,"nan",3,100110,"nan",317.033333,49.001944
"A","FSR_290",90.42,3.19,"20 59 09","+50 46 46",0.036,0.143,4,2.0,230,399,"nan",1,100,"nan",314.7875,50.779444
"A","FSR_292, L988eCluster",90.543,2.226,"21 04 12","+50 14 06",0.012,0.16,24,12.0,338,445,0.283,0,0,"L988eCluster",316.05,50.235
"A","FSR_295",92.323,-0.164,"21 22 38","+49 52 39",0.027,0.082,18,7.0,514,514,0.515,2,100010,"nan",320.658333,49.8775
"A","FSR_296",92.5,-0.276,"21 23 55","+49 55 19",0.026,0.079,13,5.0,364,364,0.687,3,100110,"nan",320.979167,49.921944
"A","FSR_297, Teutsch144",92.6,0.373,"21 21 30","+50 27 14",0.01,0.506,9,4.0,152,183,0.742,4,101110,"Teutsch144",320.375,50.453889
"A","FSR_302",93.096,2.845,"21 12 20","+52 31 58",0.005,0.027,44,20.0,76,70,"nan",3,110001,"nan",318.083333,52.532778
"A","FSR_304",93.56,0.67,"21 24 31","+51 20 22",0.068,0.135,13,5.0,1531,1273,"nan",3,100110,"nan",321.129167,51.339444
"A","FSR_306",94.201,0.472,"21 28 22","+51 38 31",0.075,1.716,3,1.0,2324,2324,"nan",2,110,"nan",322.091667,51.641944
"A","FSR_307",94.254,-0.775,"21 34 03","+50 45 59",0.01,0.408,13,5.0,200,182,0.76,4,100111,"nan",323.5125,50.766389
"A","FSR_312",94.455,-0.745,"21 34 51","+50 55 26",0.017,0.287,16,7.0,524,478,0.538,3,110010,"nan",323.7125,50.923889
"A","FSR_314",95.594,2.056,"21 27 48","+53 44 57",0.009,0.475,15,7.0,235,258,0.69,4,100111,"nan",321.95,53.749167
"A","FSR_316",96.072,-0.334,"21 40 52","+52 18 25",0.009,0.455,11,5.0,158,174,0.547,4,100111,"nan",325.216667,52.306944
"A","FSR_317",96.123,1.578,"21 32 37","+53 45 48",0.033,0.132,8,3.0,426,426,0.851,2,100100,"nan",323.154167,53.763333
"A","FSR_319",96.163,-1.59,"21 46 36","+51 24 42",0.02,0.254,8,3.0,326,226,0.737,2,100100,"nan",326.65,51.411667
"A","FSR_320",96.377,1.24,"21 35 26","+53 41 08",0.013,0.64,11,4.0,295,269,"nan",4,110110,"nan",323.858333,53.685556
"A","FSR_322",96.468,-2.103,"21 50 12","+51 12 40",0.032,0.064,12,5.0,323,323,"nan",4,101110,"nan",327.55,51.211111
"A","FSR_323",96.485,-0.393,"21 43 10","+52 31 57",0.018,0.9,5,2.0,285,313,"nan",3,100110,"nan",325.791667,52.5325
"A","FSR_324",96.543,1.264,"21 36 09","+53 48 53",0.011,0.11,13,5.0,146,122,0.736,4,100111,"nan",324.0375,53.814722
"A","FSR_325",96.629,-2.023,"21 50 41","+51 22 29",0.015,0.345,12,6.0,356,356,0.679,3,110010,"nan",327.670833,51.374722
"A","FSR_326",96.752,1.083,"21 38 02","+53 49 10",0.016,0.808,11,4.0,493,493,0.674,3,1110,"nan",324.508333,53.819444
"A","FSR_333",98.489,1.063,"21 47 09","+54 56 20",0.013,0.363,9,4.0,202,184,0.783,2,100100,"nan",326.7875,54.938889
"A","FSR_334",98.709,1.544,"21 46 10","+55 26 56",0.009,0.267,4,2.0,49,54,"nan",4,100111,"nan",326.541667,55.448889
"A","FSR_336",99.094,0.963,"21 50 51","+55 14 47",0.083,0.249,7,3.0,1983,1372,"nan",2,110,"nan",327.7125,55.246389
"A","FSR_338",99.243,0.949,"21 51 44","+55 19 46",0.023,0.094,13,5.0,369,307,0.583,2,100010,"nan",327.933333,55.329444
"A","FSR_341",99.645,-1.832,"22 05 33","+53 22 06",0.013,0.093,10,5.0,132,144,0.744,2,100100,"nan",331.3875,53.368333
"A","FSR_342",99.763,-2.213,"22 07 41","+53 07 45",0.068,0.338,7,3.0,1770,1770,"nan",2,110,"nan",331.920833,53.129167
"A","FSR_354",102.814,1.227,"22 11 12","+57 41 58",0.043,0.086,8,4.0,397,397,0.796,4,101110,"nan",332.8,57.699444
"A","FSR_356",103.093,-0.083,"22 18 21","+56 46 22",0.007,0.182,16,7.0,114,104,0.677,3,110001,"nan",334.5875,56.772778
"A","FSR_357",103.103,-3.415,"22 30 54","+53 57 23",0.005,0.271,26,13.0,129,118,0.585,4,110011,"nan",337.725,53.956389
"A","FSR_358",103.346,2.208,"22 10 14","+58 48 29",0.049,0.147,21,10.0,2017,1839,0.678,1,10,"nan",332.558333,58.808056
"A","FSR_360, Teutsch125",103.748,2.149,"22 13 03","+58 59 22",0.033,0.099,22,10.0,925,640,0.496,1,100000,"Teutsch125",333.2625,58.989444
"A","FSR_364",104.153,3.228,"22 10 48","+60 06 22",0.01,0.263,9,4.0,115,105,"nan",4,110101,"nan",332.7,60.106111
"A","FSR_365",104.18,-2.212,"22 33 04","+55 32 22",0.014,0.678,8,4.0,243,202,0.857,3,100110,"nan",338.266667,55.539444
"A","FSR_366",104.36,1.766,"22 18 39","+59 00 50",0.007,0.347,19,8.0,165,151,0.624,3,10011,"nan",334.6625,59.013889
"A","FSR_369",105.153,3.409,"22 16 39","+60 49 14",0.006,0.32,28,14.0,198,198,0.376,4,110011,"nan",334.1625,60.820556
"A","FSR_377",105.782,0.055,"22 34 52","+58 18 16",0.013,0.255,17,8.0,372,372,0.628,2,100100,"nan",338.716667,58.304444
"A","FSR_381",106.637,-0.392,"22 42 13","+58 19 52",0.016,0.112,15,7.0,280,280,0.632,2,110000,"nan",340.554167,58.331111
"A","FSR_384",106.751,-2.953,"22 51 40","+56 06 34",0.029,0.088,12,6.0,406,406,0.739,3,100110,"nan",342.916667,56.109444
"A","FSR_385",106.96,0.116,"22 42 32","+58 55 53",0.028,0.113,13,6.0,530,440,0.779,2,10100,"nan",340.633333,58.931389
"A","FSR_394",108.318,-0.807,"22 55 08","+58 43 30",0.016,0.625,12,6.0,508,422,0.687,3,100110,"nan",343.783333,58.725
"A","FSR_401",109.404,-0.232,"23 00 55","+59 42 18",0.013,0.632,10,5.0,280,280,0.709,3,111,"nan",345.229167,59.705
"A","FSR_404",109.618,2.36,"22 53 26","+62 08 31",0.02,0.743,15,9.0,882,734,0.558,0,0,"nan",343.358333,62.141944
"A","FSR_406",109.862,2.764,"22 53 48","+62 36 43",0.052,0.157,19,10.0,1998,1998,0.654,1,10,"nan",343.45,62.611944
"A","FSR_413",110.728,2.669,"23 01 00","+62 53 38",0.02,0.761,8,4.0,457,380,0.743,3,100110,"nan",345.25,62.893889
"A","FSR_414",110.859,2.749,"23 01 45","+63 01 14",0.01,0.498,7,3.0,122,122,"nan",4,100111,"nan",345.4375,63.020556
"A","FSR_416",110.931,2.763,"23 02 17","+63 03 46",0.075,0.225,5,2.0,1050,1050,"nan",1,100,"nan",345.570833,63.062778
"A","FSR_417",110.97,-0.749,"23 13 59","+59 50 24",0.015,0.416,12,6.0,386,423,0.67,1,10,"nan",348.495833,59.84
"A","FSR_419, BDS2003_43",111.214,-0.781,"23 15 53","+59 53 56",0.023,0.905,10,5.0,880,668,0.701,3,100110,"[BDS2003]43",348.970833,59.898889
"A","FSR_422",111.469,0.14,"23 15 07","+60 50 59",0.017,0.138,10,5.0,234,214,0.733,2,100100,"nan",348.779167,60.849722
"A","FSR_425",111.573,0.565,"23 14 38","+61 17 01",0.045,0.18,7,3.0,668,462,0.791,2,100100,"nan",348.658333,61.283611
"A","FSR_426",111.612,0.368,"23 15 32","+61 06 51",0.009,0.101,24,12.0,194,177,0.271,3,101001,"nan",348.883333,61.114167
"A","FSR_430",112.712,3.223,"23 15 27","+64 10 24",0.05,0.15,10,5.0,963,666,"nan",3,10110,"nan",348.8625,64.173333
"A","FSR_435",112.986,-1.527,"23 31 10","+59 47 08",0.013,0.591,14,7.0,376,260,0.559,3,100011,"nan",352.791667,59.785556
"A","FSR_436",113.004,-1.037,"23 30 06","+60 15 27",0.022,0.086,15,8.0,354,323,0.488,1,100000,"nan",352.525,60.2575
"A","FSR_441",113.983,-3.11,"23 42 09","+58 33 09",0.018,0.512,7,4.0,319,291,0.732,3,110100,"nan",355.5375,58.5525
"A","FSR_442",113.994,2.032,"23 30 02","+63 28 55",0.037,0.111,5,2.0,260,216,"nan",1,100,"nan",352.508333,63.481944
"A","FSR_443",114.303,-2.643,"23 43 35","+59 05 14",0.011,0.55,15,8.0,314,217,0.629,2,100010,"nan",355.895833,59.087222
"A","FSR_444, Berkeley101",114.511,2.634,"23 32 50","+64 12 46",0.016,0.08,20,9.0,306,232,0.532,0,0,"Berkeley101",353.208333,64.212778
"A","FSR_448",115.198,-0.985,"23 47 09","+60 55 03",0.041,0.123,8,4.0,552,503,0.927,4,101110,"nan",356.7875,60.9175
"A","FSR_451",115.668,-1.173,"23 51 16","+60 50 50",0.016,0.128,16,7.0,336,280,0.572,0,0,"nan",357.816667,60.847222
"A","FSR_453",115.797,1.245,"23 47 25","+63 13 35",0.038,0.077,22,10.0,855,539,0.584,2,100010,"nan",356.854167,63.226389
"A","FSR_459",116.47,-2.994,"00 00 39","+59 14 20",0.017,0.85,6,3.0,281,256,0.865,3,100110,"nan",0.1625,59.238889
"A","FSR_460",116.576,-1.533,"23 59 10","+60 41 31",0.012,0.417,18,10.0,398,398,0.459,0,0,"nan",359.791667,60.691944
"A","FSR_469",117.317,3.137,"23 57 06","+65 24 52",0.015,0.668,15,9.0,587,370,"nan",4,110110,"nan",359.275,65.414444
"A","FSR_474",117.84,-2.723,"00 10 53","+59 44 50",0.039,0.469,3,1.0,384,351,"nan",2,100100,"nan",2.720833,59.747222
"A","FSR_480",118.586,-1.09,"00 14 55","+61 28 23",0.013,0.362,10,5.0,260,197,0.737,3,10110,"nan",3.729167,61.473056
"A","FSR_486",118.969,-3.314,"00 20 21","+59 19 05",0.021,0.659,9,6.0,539,539,0.726,0,0,"nan",5.0875,59.318056
"A","FSR_488, Teutsch168",119.646,3.187,"00 19 16","+65 51 11",0.006,0.077,34,20.0,139,115,0.33,3,110001,"Teutsch168",4.816667,65.853056
"A","FSR_494",120.074,1.03,"00 25 32","+63 45 28",0.007,0.131,19,9.0,123,123,0.494,3,10011,"nan",6.383333,63.757778
"A","FSR_496",120.257,1.289,"00 26 58","+64 02 00",0.041,1.015,3,2.0,732,555,"nan",2,1100,"nan",6.741667,64.033333
"A","FSR_498",120.364,-0.345,"00 29 13","+62 24 57",0.013,0.64,10,5.0,289,219,0.776,3,100110,"nan",7.304167,62.415833
"A","FSR_505",121.581,-1.244,"00 40 04","+61 35 52",0.01,0.284,8,4.0,120,120,0.842,4,100111,"nan",10.016667,61.597778
"A","FSR_508",121.931,2.128,"00 41 58","+64 58 52",0.021,0.273,7,4.0,319,291,0.81,2,100100,"nan",10.491667,64.981111
"A","FSR_516",122.864,3.097,"00 50 46","+65 58 06",0.006,0.28,11,5.0,61,42,0.612,4,110011,"nan",12.691667,65.968333
"A","FSR_519",123.046,1.78,"00 52 30","+64 39 05",0.012,0.573,7,3.0,155,118,"nan",2,110,"nan",13.125,64.651389
"A","FSR_521",123.129,-3.021,"00 53 00","+59 51 00",0.053,1.601,4,3.0,1835,1526,"nan",3,110100,"nan",13.25,59.85
"A","FSR_522",123.179,2.923,"00 53 50","+65 47 36",0.006,0.292,17,10.0,100,91,0.476,4,110011,"nan",13.458333,65.793333
"A","FSR_534",126.049,-1.414,"01 17 26","+61 18 00",0.05,0.1,7,3.0,430,392,0.795,3,100110,"nan",19.358333,61.3
"A","FSR_536",126.131,0.373,"01 19 44","+63 04 07",0.06,0.121,11,7.0,1018,1116,"nan",1,10,"nan",19.933333,63.068611
"A","FSR_537",126.317,-2.341,"01 18 50","+60 21 01",0.068,0.135,9,5.0,1052,798,"nan",3,100110,"nan",19.708333,60.350278
"A","FSR_538",126.326,1.024,"01 22 08","+63 41 35",0.007,0.347,21,10.0,170,118,0.495,4,110011,"nan",20.533333,63.693056
"A","FSR_542",126.832,0.385,"01 25 53","+62 59 43",0.067,1.666,3,2.0,1994,1818,"nan",2,110,"nan",21.470833,62.995278
"A","FSR_546",127.595,3.402,"01 37 12","+65 51 29",0.033,0.164,8,5.0,498,378,0.801,4,101110,"nan",24.3,65.858056
"A","FSR_547",127.618,-1.805,"01 29 52","+60 42 59",0.023,0.892,6,3.0,546,414,"nan",2,100100,"nan",22.466667,60.716389
"A","FSR_549",127.83,3.508,"01 39 39","+65 55 11",0.01,0.048,13,7.0,72,55,"nan",4,110101,"nan",24.9125,65.919722
"A","FSR_551",128.032,2.503,"01 39 46","+64 53 41",0.01,0.259,9,4.0,116,97,0.839,4,10111,"nan",24.941667,64.894722
"A","FSR_553",128.238,2.154,"01 41 02","+64 30 48",0.029,0.086,10,5.0,316,263,0.809,4,101110,"nan",25.258333,64.513333
"A","FSR_570, Czernik5",130.563,-0.56,"01 55 45","+61 21 17",0.007,0.373,16,8.0,154,141,0.664,3,111,"Czernik5",28.9375,61.354722
"A","FSR_578",133.443,0.061,"02 20 10","+61 06 31",0.012,0.517,14,9.0,317,200,0.81,2,100010,"nan",35.041667,61.108611
"A","FSR_584",134.051,0.841,"02 27 11","+61 37 40",0.017,0.843,18,11.0,850,489,0.572,1,10,"nan",36.795833,61.627778
"A","FSR_586, Basel10",134.3,-2.621,"02 19 27","+58 17 40",0.01,0.436,11,6.0,192,133,0.753,3,100011,"Basel10",34.8625,58.294444
"A","FSR_591",135.152,-1.809,"02 27 44","+58 45 32",0.034,0.101,8,5.0,373,310,0.926,3,100110,"nan",36.933333,58.758889
"A","FSR_596",135.652,-2.309,"02 29 52","+58 06 37",0.031,0.123,6,4.0,275,330,0.949,4,101110,"nan",37.466667,58.110278
"A","FSR_608, IRAS02459+6029",137.03,1.096,"02 50 39","+60 39 43",0.008,0.075,6,3.0,37,30,"nan",4,110101,"IRAS02459+6029 Stellar Group",42.6625,60.661944
"A","FSR_611",137.275,-3.47,"02 37 38","+56 24 54",0.046,0.23,4,2.0,480,399,"nan",3,100110,"nan",39.408333,56.415
"A","FSR_614",137.766,-2.903,"02 42 34","+56 44 00",0.024,0.977,4,3.0,407,309,"nan",2,100100,"nan",40.641667,56.733333
"A","FSR_628",140.545,2.99,"03 23 12","+60 33 46",0.045,0.09,10,6.0,545,453,0.805,4,110011,"nan",50.8,60.562778
"A","FSR_634",142.966,3.289,"03 40 24","+59 25 10",0.01,0.362,12,7.0,199,138,0.812,3,10110,"nan",55.1,59.419444
"A","FSR_647",146.265,3.122,"03 59 11","+57 13 37",0.021,0.064,14,8.0,250,208,0.595,2,100010,"nan",59.795833,57.226944
"A","FSR_654",147.949,0.346,"03 55 35","+54 01 14",0.026,0.732,5,3.0,501,346,"nan",2,100100,"nan",58.895833,54.020556
"A","FSR_655",148.122,0.288,"03 56 14","+53 51 54",0.012,0.074,17,13.0,170,170,0.413,2,100010,"nan",59.058333,53.865
"A","FSR_656",148.572,0.363,"03 58 53","+53 37 54",0.013,0.199,9,5.0,166,126,"nan",1,100000,"nan",59.720833,53.631667
"A","FSR_660",150.113,-0.551,"04 02 38","+51 55 56",0.022,0.748,11,8.0,778,590,0.664,2,110000,"nan",60.658333,51.932222
"A","FSR_662",150.392,3.889,"04 24 30","+54 58 01",0.03,0.121,5,5.0,234,162,"nan",4,110110,"nan",66.125,54.966944
"A","FSR_665",150.683,-0.594,"04 05 12","+51 31 20",0.036,0.107,10,6.0,498,454,"nan",3,1110,"nan",61.3,51.522222
"A","FSR_667",151.144,-0.651,"04 07 09","+51 10 18",0.024,0.073,7,5.0,172,130,0.875,3,100110,"nan",61.7875,51.171667
