"Cluster","radius","Ntot","Ncabs","Ncrel","pmRAC","s_pmRAC","pmDEC","s_pmDEC","rhoC","Nfabs","pmRAF","s_pmRAF","pmDEF","s_pmDEF","rhoF","FileName"
"Platais_1",6.0,589,479,0.81,-4.92,1.99,-3.55,1.57,0.17,110,-4.72,13.15,-2.87,14.37,0.08,"Platais_1.dat"
"Poole_J1855+10.8",4.0,170,126,0.74,-1.58,1.77,-4.71,2.8,0.15,44,-3.63,8.44,-7.01,9.76,0.23,"Poole_J1855+10.8.dat"
"Pozzo_1",10.0,656,586,0.89,-5.22,2.4,5.53,3.67,-0.28,70,-2.24,11.33,5.84,13.51,0.15,"Pozzo_1.dat"
"Riddle_4",3.2,58,52,0.9,-0.47,0.14,-0.41,0.17,0.18,6,-2.17,4.95,-10.25,7.53,-0.92,"Riddle_4.dat"
"Roslund_1",2.5,119,111,0.93,-1.73,2.54,-4.07,2.23,0.25,8,-6.44,2.52,-18.51,11.81,0.09,"Roslund_1.dat"
"Roslund_2",8.0,305,206,0.68,-1.4,1.51,-5.18,1.95,-0.13,99,-3.21,9.69,-3.46,13.19,0.16,"Roslund_2.dat"
"Roslund_3",3.5,174,129,0.74,-2.44,1.67,-4.75,1.65,-0.04,45,-4.84,7.81,-4.53,7.27,0.62,"Roslund_3.dat"
"Roslund_4",3.5,88,76,0.86,-1.96,2.02,-4.46,1.9,0.24,12,5.85,8.92,-12.92,17.13,0.24,"Roslund_4.dat"
"Ruprecht_1",9.0,403,299,0.74,-0.94,0.16,0.2,1.25,-0.08,104,-2.05,5.64,0.06,6.47,-0.22,"Ruprecht_1.dat"
"Ruprecht_100",4.0,370,312,0.84,-7.02,1.71,0.36,0.1,0.06,58,-10.34,8.52,0.22,4.99,-0.16,"Ruprecht_100.dat"
"Ruprecht_102",2.0,93,75,0.81,-6.09,1.36,0.1,0.1,-0.31,18,-6.14,9.36,-1.95,4.68,0.1,"Ruprecht_102.dat"
"Ruprecht_104",3.0,129,105,0.81,-7.38,2.56,-0.53,1.51,-0.11,24,-15.24,10.03,-0.74,4.73,0.22,"Ruprecht_104.dat"
"Ruprecht_105",7.0,651,517,0.79,-6.58,1.77,-0.38,0.73,-0.02,134,-10.09,6.81,-0.78,5.53,-0.25,"Ruprecht_105.dat"
"Ruprecht_108",6.0,484,384,0.79,-7.28,2.95,-2.13,1.0,0.11,100,-9.37,10.06,-3.13,8.71,0.13,"Ruprecht_108.dat"
"Ruprecht_11",3.5,91,72,0.79,-1.08,2.67,2.03,3.01,0.08,19,-6.86,6.15,1.98,17.67,-0.18,"Ruprecht_11.dat"
"Ruprecht_110",10.0,1052,820,0.78,-5.84,2.81,-2.35,2.5,0.09,232,-7.35,9.13,-3.49,7.06,0.09,"Ruprecht_110.dat"
"Ruprecht_111",4.5,314,306,0.97,-6.13,2.61,-4.66,2.46,0.1,8,-11.62,15.87,-7.99,10.13,0.89,"Ruprecht_111.dat"
"Ruprecht_112",6.0,566,466,0.82,-5.01,1.49,-4.16,0.75,0.01,100,-7.51,6.63,-4.88,4.46,0.25,"Ruprecht_112.dat"
"Ruprecht_114",8.0,1059,829,0.78,-3.82,2.7,-3.9,2.94,0.16,230,-5.04,10.27,-5.16,10.57,-0.01,"Ruprecht_114.dat"
"Ruprecht_115",3.5,238,206,0.86,-4.06,1.04,-4.43,0.38,0.36,32,-4.07,6.22,-7.58,8.01,-0.03,"Ruprecht_115.dat"
"Ruprecht_116",3.5,394,326,0.83,-2.05,2.12,-4.23,2.41,0.28,68,-4.16,11.64,-5.54,12.58,-0.15,"Ruprecht_116.dat"
"Ruprecht_117",6.0,1094,903,0.83,-1.7,1.91,-3.85,2.48,0.21,191,-6.13,17.47,-3.54,16.15,0.04,"Ruprecht_117.dat"
"Ruprecht_118",2.5,243,176,0.72,-1.9,1.54,-3.44,1.96,0.07,67,-1.81,7.03,-4.88,9.55,0.05,"Ruprecht_118.dat"
"Ruprecht_119",5.0,540,457,0.85,-2.43,1.72,-3.58,2.13,0.17,83,-6.87,10.55,-6.51,8.25,-0.01,"Ruprecht_119.dat"
"Ruprecht_12",3.5,66,59,0.89,-2.31,2.55,3.6,3.48,-0.12,7,4.02,6.82,-3.15,3.37,-0.12,"Ruprecht_12.dat"
"Ruprecht_120",2.5,93,80,0.86,-2.46,1.63,-3.59,1.52,-0.04,13,-3.44,4.93,-4.5,7.33,0.93,"Ruprecht_120.dat"
"Ruprecht_121",5.0,387,286,0.74,-1.16,0.93,-2.99,0.35,0.03,101,-1.8,5.78,-4.6,7.36,0.26,"Ruprecht_121.dat"
"Ruprecht_123",7.0,446,320,0.72,-0.63,1.96,-2.55,2.39,0.25,126,-2.05,7.57,-7.39,9.77,0.08,"Ruprecht_123.dat"
"Ruprecht_126",3.5,173,131,0.76,-0.51,1.3,-2.58,2.13,0.08,42,-0.93,9.77,-2.67,9.04,0.29,"Ruprecht_126.dat"
"Ruprecht_127",3.5,156,131,0.84,-0.97,0.57,-2.62,0.64,0.45,25,-0.67,6.49,-7.04,2.23,0.63,"Ruprecht_127.dat"
"Ruprecht_128",3.5,268,202,0.75,2.0,0.77,-0.31,0.7,0.26,66,-0.75,5.88,-3.62,7.38,-0.1,"Ruprecht_128.dat"
"Ruprecht_130",2.5,112,89,0.8,0.06,0.1,-1.57,0.79,-0.11,23,2.93,4.29,-5.91,6.99,0.27,"Ruprecht_130.dat"
"Ruprecht_131",4.5,444,354,0.8,-0.62,1.32,-1.5,1.06,0.1,90,-1.36,5.3,-3.6,6.39,0.3,"Ruprecht_131.dat"
"Ruprecht_133",3.5,401,349,0.87,-1.47,1.6,-2.69,1.75,0.05,52,-1.18,5.55,-5.87,7.58,0.07,"Ruprecht_133.dat"
"Ruprecht_134",3.5,409,331,0.81,-0.5,1.61,-2.38,0.99,0.24,78,-2.89,11.13,-5.97,11.94,-0.05,"Ruprecht_134.dat"
"Ruprecht_136",2.5,108,99,0.91,-0.63,1.26,-3.09,1.7,0.19,9,-3.87,8.39,-5.11,10.22,-0.11,"Ruprecht_136.dat"
"Ruprecht_137",3.8,308,240,0.78,-0.25,1.64,-2.36,2.18,0.26,68,-1.95,9.52,-5.63,9.56,0.04,"Ruprecht_137.dat"
"Ruprecht_139",7.0,828,658,0.79,0.21,1.23,-2.31,1.47,0.24,170,-0.94,6.23,-4.68,8.7,-0.05,"Ruprecht_139.dat"
"Ruprecht_141",9.0,1098,881,0.8,0.27,1.26,-1.76,1.78,0.16,217,-0.61,9.44,-6.45,9.3,-0.07,"Ruprecht_141.dat"
"Ruprecht_142",4.3,323,262,0.81,-0.22,0.87,-2.19,2.39,0.04,61,3.2,9.35,-5.4,10.27,0.02,"Ruprecht_142.dat"
"Ruprecht_144",7.0,425,316,0.74,0.6,0.1,-2.0,1.6,0.11,109,-0.16,6.82,-4.44,7.65,0.18,"Ruprecht_144.dat"
"Ruprecht_148",3.0,51,44,0.87,2.0,0.1,-2.11,0.78,-0.1,7,5.46,9.31,-8.55,10.13,-0.55,"Ruprecht_148.dat"
"Ruprecht_15",2.0,50,45,0.9,-1.68,0.82,1.45,1.86,-0.48,5,0.05,5.72,5.94,5.83,-0.99,"Ruprecht_15.dat"
"Ruprecht_150",2.0,31,21,0.68,-1.02,1.01,2.3,2.67,0.1,10,-4.09,4.73,2.93,12.97,0.12,"Ruprecht_150.dat"
"Ruprecht_151",4.5,181,166,0.92,-2.29,1.23,1.8,2.01,-0.04,15,0.62,8.56,-4.76,12.72,-0.51,"Ruprecht_151.dat"
"Ruprecht_16",2.75,74,68,0.93,-2.15,0.1,1.02,1.31,0.19,6,-9.95,0.1,6.7,7.47,0.71,"Ruprecht_16.dat"
"Ruprecht_162",3.5,301,215,0.72,-7.11,1.08,2.32,0.11,-0.06,86,-9.68,7.33,2.29,5.63,-0.12,"Ruprecht_162.dat"
"Ruprecht_164",3.5,410,344,0.84,-6.91,1.08,0.71,0.95,-0.11,66,-11.01,9.53,-1.85,7.45,0.03,"Ruprecht_164.dat"
"Ruprecht_166",2.5,200,171,0.86,-8.2,2.26,-2.91,0.96,0.12,29,-6.38,6.86,-5.06,7.05,-0.38,"Ruprecht_166.dat"
"Ruprecht_167",8.0,492,386,0.79,-5.49,2.52,-2.73,1.69,0.18,106,-8.74,10.32,-6.05,6.92,0.04,"Ruprecht_167.dat"
"Ruprecht_168",3.0,273,230,0.84,-1.33,1.01,-2.31,1.86,0.26,43,-3.05,7.76,-5.15,7.74,-0.04,"Ruprecht_168.dat"
"Ruprecht_169",3.6,246,204,0.83,-0.54,1.74,-2.68,2.15,0.24,42,-2.61,6.53,-4.37,8.62,0.25,"Ruprecht_169.dat"
"Ruprecht_170",5.0,247,202,0.82,0.54,1.64,-2.29,2.41,0.31,45,-0.94,7.94,-9.2,12.01,-0.14,"Ruprecht_170.dat"
"Ruprecht_172",8.5,1167,936,0.8,-2.15,1.63,-4.39,2.35,0.15,231,-2.36,11.83,-5.41,12.63,-0.04,"Ruprecht_172.dat"
"Ruprecht_174",5.8,308,218,0.71,-3.2,1.22,-5.33,0.91,0.16,90,-0.94,9.03,-6.33,9.75,0.22,"Ruprecht_174.dat"
"Ruprecht_175",8.0,700,514,0.73,-3.21,2.72,-4.61,2.39,0.23,186,-0.32,9.54,-4.46,9.48,0.24,"Ruprecht_175.dat"
"Ruprecht_176",2.5,173,167,0.97,-2.7,1.63,-4.06,1.69,0.08,6,-6.08,3.46,-19.36,2.77,0.13,"Ruprecht_176.dat"
"Ruprecht_18",4.5,163,106,0.65,-1.01,0.6,0.98,0.28,-0.12,57,-2.49,5.83,2.75,8.53,-0.07,"Ruprecht_18.dat"
"Ruprecht_19",3.5,129,93,0.72,-2.1,1.41,2.47,1.3,0.22,36,-3.75,6.3,2.76,6.96,-0.32,"Ruprecht_19.dat"
"Ruprecht_20",3.5,136,108,0.8,-2.27,1.13,2.78,2.05,-0.28,28,-3.96,7.84,2.65,13.38,-0.13,"Ruprecht_20.dat"
"Ruprecht_21",6.5,357,307,0.86,-2.67,1.72,1.81,2.66,-0.17,50,-1.5,9.2,1.58,10.03,-0.14,"Ruprecht_21.dat"
"Ruprecht_23",7.0,347,269,0.78,-2.43,1.15,2.06,0.9,0.08,78,-3.32,5.46,2.27,7.2,-0.34,"Ruprecht_23.dat"
"Ruprecht_24",3.5,104,78,0.75,-1.98,0.1,1.6,0.84,0.02,26,-5.75,5.4,0.48,5.88,-0.34,"Ruprecht_24.dat"
"Ruprecht_26",6.5,364,297,0.82,-2.29,1.09,1.41,0.9,0.16,67,-1.61,7.13,-1.74,8.85,-0.12,"Ruprecht_26.dat"
"Ruprecht_27",6.5,337,255,0.76,-1.38,0.1,1.16,0.61,-0.22,82,-2.5,7.02,2.56,7.62,-0.29,"Ruprecht_27.dat"
"Ruprecht_28",3.5,137,123,0.9,-3.01,0.79,2.6,1.88,-0.19,14,-0.58,9.07,-0.15,6.84,-0.17,"Ruprecht_28.dat"
"Ruprecht_29",3.5,87,66,0.76,-2.4,1.16,1.99,0.97,-0.37,21,-1.95,6.0,2.61,6.84,-0.23,"Ruprecht_29.dat"
"Ruprecht_33",5.5,273,223,0.82,-2.23,0.89,1.38,1.55,0.09,50,-1.52,6.8,-2.58,6.49,-0.47,"Ruprecht_33.dat"
"Ruprecht_34",5.5,237,178,0.75,-2.28,0.2,1.77,1.02,-0.15,59,-2.71,7.06,1.47,5.75,-0.38,"Ruprecht_34.dat"
"Ruprecht_35",4.0,110,95,0.87,-2.51,2.06,2.69,1.12,0.03,15,-7.55,6.86,1.01,7.36,-0.2,"Ruprecht_35.dat"
"Ruprecht_37",2.4,71,50,0.71,-2.38,1.61,1.23,1.36,-0.18,21,-0.27,12.08,5.28,17.66,0.12,"Ruprecht_37.dat"
"Ruprecht_38",2.0,40,34,0.86,-1.34,0.97,0.53,1.46,0.1,6,-8.59,3.43,7.85,1.93,-0.28,"Ruprecht_38.dat"
"Ruprecht_40",2.0,44,32,0.72,-2.77,0.78,3.32,0.6,0.07,12,-4.73,7.8,0.33,7.08,-0.88,"Ruprecht_40.dat"
"Ruprecht_41",4.5,211,162,0.77,-1.63,1.27,3.04,1.45,-0.25,49,-0.99,6.98,2.65,7.27,-0.1,"Ruprecht_41.dat"
"Ruprecht_43",7.0,385,301,0.78,-2.18,0.87,2.7,1.35,-0.15,84,-4.67,5.51,2.43,6.19,-0.24,"Ruprecht_43.dat"
"Ruprecht_44",6.0,323,260,0.81,-2.29,0.92,3.31,0.95,-0.12,63,-4.94,5.99,2.99,6.91,-0.51,"Ruprecht_44.dat"
"Ruprecht_45",5.5,201,171,0.85,-3.43,2.3,1.52,2.96,-0.31,30,-7.72,10.73,1.93,9.55,0.4,"Ruprecht_45.dat"
"Ruprecht_47",3.0,127,104,0.82,-2.77,0.36,2.71,0.26,-0.01,23,-4.04,4.54,4.8,4.48,-0.31,"Ruprecht_47.dat"
"Ruprecht_49",2.0,50,43,0.86,-2.68,0.55,3.22,0.95,-0.14,7,-5.77,0.1,1.11,10.08,0.65,"Ruprecht_49.dat"
"Ruprecht_51",3.0,103,83,0.81,-2.55,0.59,2.45,0.69,-0.27,20,-4.26,9.16,2.98,10.46,0.15,"Ruprecht_51.dat"
"Ruprecht_53",3.5,106,74,0.7,-2.54,0.54,1.75,0.28,-0.08,32,-5.73,5.65,1.75,5.68,-0.23,"Ruprecht_53.dat"
"Ruprecht_54",4.0,164,147,0.9,-2.96,1.19,2.68,1.75,-0.25,17,-8.86,7.39,3.83,10.53,-0.68,"Ruprecht_54.dat"
"Ruprecht_55",3.5,97,77,0.79,-2.76,0.65,2.7,1.6,-0.03,20,-6.99,2.8,8.19,4.05,-0.22,"Ruprecht_55.dat"
"Ruprecht_59",2.5,76,65,0.85,-3.71,0.78,2.87,0.77,-0.09,11,-5.19,5.41,0.76,8.98,-0.5,"Ruprecht_59.dat"
"Ruprecht_60",5.0,186,138,0.74,-5.27,0.96,4.25,1.39,-0.38,48,-8.56,5.67,4.74,6.42,-0.24,"Ruprecht_60.dat"
"Ruprecht_61",2.0,72,64,0.88,-3.84,2.47,4.02,1.85,-0.51,8,-5.94,10.29,-6.3,12.63,0.16,"Ruprecht_61.dat"
"Ruprecht_62",4.0,64,53,0.82,-3.34,2.19,2.63,2.72,-0.03,11,-1.48,12.48,4.69,10.79,-0.1,"Ruprecht_62.dat"
"Ruprecht_63",8.0,528,469,0.89,-5.65,2.43,4.29,2.86,-0.28,59,-8.07,11.9,3.82,12.5,-0.16,"Ruprecht_63.dat"
"Ruprecht_65",3.5,110,87,0.79,-5.23,1.47,4.1,1.34,-0.38,23,-4.37,8.36,3.54,9.74,-0.17,"Ruprecht_65.dat"
"Ruprecht_67",4.0,78,63,0.81,-5.16,1.01,3.3,0.37,-0.47,15,-5.96,7.45,7.15,7.09,-0.75,"Ruprecht_67.dat"
"Ruprecht_68",6.0,379,323,0.85,-3.45,1.65,4.24,2.34,0.12,56,-1.61,11.74,2.14,8.87,-0.29,"Ruprecht_68.dat"
"Ruprecht_71",4.0,213,166,0.78,-5.59,0.49,4.6,0.1,-0.04,47,-5.12,4.6,4.58,5.37,-0.28,"Ruprecht_71.dat"
"Ruprecht_75",2.0,106,84,0.8,-3.94,0.79,4.24,0.5,-0.33,22,-6.9,10.92,0.64,8.89,0.25,"Ruprecht_75.dat"
"Ruprecht_76",3.5,154,144,0.94,-4.68,1.25,2.68,1.37,0.03,10,-13.74,3.93,9.32,2.11,-0.25,"Ruprecht_76.dat"
"Ruprecht_77",3.5,187,169,0.9,-4.69,2.29,3.25,1.53,-0.14,18,-7.7,4.35,10.93,0.96,-0.52,"Ruprecht_77.dat"
"Ruprecht_78",2.5,89,75,0.85,-4.9,1.03,1.46,1.19,0.11,14,-10.79,4.19,9.95,5.01,-0.89,"Ruprecht_78.dat"
"Ruprecht_79",3.5,237,183,0.77,-3.74,0.81,2.93,0.82,-0.36,54,-5.92,7.48,5.48,8.49,-0.33,"Ruprecht_79.dat"
"Ruprecht_8",2.5,43,36,0.84,-1.22,0.42,0.75,1.42,0.11,7,1.43,6.24,2.23,3.41,-0.99,"Ruprecht_8.dat"
"Ruprecht_80",7.0,328,244,0.74,-4.87,2.5,1.97,2.83,-0.29,84,-7.44,8.8,2.74,8.3,-0.37,"Ruprecht_80.dat"
"Ruprecht_82",3.5,181,131,0.72,-6.03,0.1,3.63,0.1,-0.18,50,-6.92,8.0,5.32,8.62,-0.34,"Ruprecht_82.dat"
"Ruprecht_83",2.5,105,88,0.84,-4.88,1.86,1.43,0.84,-0.31,17,-8.44,10.03,6.62,6.32,0.78,"Ruprecht_83.dat"
"Ruprecht_85",2.5,112,100,0.89,-3.24,1.94,1.96,2.0,-0.36,12,3.43,0.1,6.46,13.22,-0.28,"Ruprecht_85.dat"
"Ruprecht_86",7.0,598,505,0.84,-5.85,2.33,2.28,2.06,-0.21,93,-6.91,8.02,2.69,7.48,-0.16,"Ruprecht_86.dat"
"Ruprecht_87",3.0,159,137,0.86,-6.37,3.21,2.88,2.07,-0.1,22,-2.28,13.57,6.33,11.53,-0.17,"Ruprecht_87.dat"
"Ruprecht_89",3.0,136,109,0.8,-7.32,2.63,2.48,1.5,-0.15,27,-13.18,10.11,4.59,10.54,-0.34,"Ruprecht_89.dat"
"Ruprecht_90",3.5,218,182,0.83,-8.01,3.09,3.08,1.36,-0.23,36,-8.79,12.87,5.11,10.37,-0.34,"Ruprecht_90.dat"
"Ruprecht_92",4.5,799,633,0.79,-6.82,1.33,1.75,0.88,-0.12,166,-7.04,9.09,2.47,9.49,-0.02,"Ruprecht_92.dat"
"Ruprecht_96",3.5,384,301,0.78,-5.88,0.87,-0.19,0.1,-0.08,83,-7.14,5.58,0.66,5.42,0.28,"Ruprecht_96.dat"
"Ruprecht_97",3.5,304,241,0.79,-6.69,1.21,-0.02,0.1,0.05,63,-7.39,8.35,1.3,4.85,-0.34,"Ruprecht_97.dat"
"Ruprecht_98",8.0,826,654,0.79,-7.48,2.96,0.01,1.58,-0.21,172,-9.2,8.04,-2.27,7.2,-0.02,"Ruprecht_98.dat"
"Ruprecht_99",3.5,186,159,0.86,-7.37,3.17,-0.85,0.83,0.15,27,-7.81,5.7,0.78,6.37,-0.25,"Ruprecht_99.dat"
"SAI_1",3.0,42,29,0.7,-3.99,3.36,-2.31,1.28,0.18,13,-2.05,16.16,-8.19,8.16,0.89,"SAI_1.dat"
"SAI_109",3.5,147,104,0.71,-4.94,0.54,3.19,0.59,-0.19,43,-6.36,6.26,3.53,7.81,0.1,"SAI_109.dat"
"SAI_113",2.0,63,58,0.91,-7.08,1.4,3.96,2.37,-0.12,5,-21.92,10.04,11.33,3.21,-0.46,"SAI_113.dat"
"SAI_116",3.5,220,166,0.76,-7.21,0.34,-0.13,0.14,0.04,54,-7.89,5.22,0.66,3.14,-0.23,"SAI_116.dat"
"SAI_118",5.0,350,259,0.74,-5.49,1.39,-2.54,0.1,0.12,91,-8.25,8.0,-4.46,5.6,0.22,"SAI_118.dat"
"SAI_132",5.0,338,294,0.87,-2.21,2.57,-4.08,2.9,0.15,44,-4.75,10.57,-3.13,9.22,0.22,"SAI_132.dat"
"SAI_149",4.5,60,39,0.64,-2.21,1.55,-1.64,2.28,-0.2,21,-1.46,12.06,-7.84,8.01,0.44,"SAI_149.dat"
"SAI_16",3.5,81,76,0.93,1.1,3.72,-0.81,3.62,-0.06,5,25.82,13.69,-8.76,11.33,0.96,"SAI_16.dat"
"SAI_24",4.0,104,73,0.7,-0.36,0.1,0.0,0.1,-0.07,31,3.92,10.69,-2.89,11.43,0.24,"SAI_24.dat"
"SAI_25",4.5,44,36,0.82,1.1,1.48,-3.21,0.33,0.22,8,10.49,9.35,-17.58,10.95,0.01,"SAI_25.dat"
"SAI_49",4.0,74,57,0.77,0.95,0.29,-2.18,2.42,-0.35,17,3.41,15.37,-13.6,14.33,-0.2,"SAI_49.dat"
"SAI_6",3.5,79,72,0.92,-2.44,3.54,-0.6,2.17,-0.16,7,7.02,17.48,13.27,1.58,-0.58,"SAI_6.dat"
"SAI_81",4.5,202,144,0.71,-1.72,0.45,3.46,0.1,0.22,58,-3.82,6.96,4.12,6.75,-0.28,"SAI_81.dat"
"SAI_86",4.0,136,116,0.85,-3.04,1.26,2.66,1.45,0.0,20,-9.76,4.66,4.2,9.49,-0.61,"SAI_86.dat"
"SAI_90",4.5,103,92,0.89,-4.95,1.53,4.24,2.56,-0.06,11,-9.4,17.41,4.68,11.73,0.29,"SAI_90.dat"
"SAI_91",3.0,63,49,0.78,-5.9,1.7,3.19,1.21,0.18,14,-3.46,8.0,5.75,6.66,-0.93,"SAI_91.dat"
"SAI_94",3.5,120,101,0.84,-6.11,1.44,3.97,1.1,-0.11,19,-10.05,4.77,1.28,5.65,-0.2,"SAI_94.dat"
"Saurer_6",1.9,51,44,0.86,-2.09,1.15,-4.81,1.91,0.15,7,-9.78,10.36,1.62,15.25,0.64,"Saurer_6.dat"
"Sigma_Orionis",6.0,77,58,0.76,0.56,0.1,-0.41,0.1,0.16,19,1.2,11.39,-7.12,2.62,-0.02,"Sigma_Orionis.dat"
"Skiff_J0058+68.4",11.9,585,420,0.72,-0.49,2.17,-0.09,0.97,-0.03,165,3.05,9.87,0.26,8.84,-0.02,"Skiff_J0058+68.4.dat"
"Skiff_J0458+43.0",3.5,91,73,0.8,0.75,0.37,-1.53,1.7,-0.15,18,6.05,9.19,-8.13,15.08,-0.05,"Skiff_J0458+43.0.dat"
"Skiff_J0614+12.9",2.5,49,41,0.83,1.88,1.34,-2.26,1.14,0.17,8,1.46,9.48,-11.35,2.74,0.77,"Skiff_J0614+12.9.dat"
"Skiff_J1942+38.6",6.0,360,269,0.75,-3.65,0.79,-5.53,2.03,0.07,91,-1.53,7.49,-4.04,10.46,0.38,"Skiff_J1942+38.6.dat"
"Stock_10",13.5,738,567,0.77,1.03,2.38,-2.33,2.44,-0.09,171,2.81,9.87,-7.18,9.34,0.09,"Stock_10.dat"
"Stock_11",6.0,234,192,0.82,-1.22,2.62,-2.15,1.0,0.29,42,-0.43,11.7,-0.25,5.52,-0.2,"Stock_11.dat"
"Stock_13",3.5,213,153,0.72,-7.66,2.75,1.58,1.35,-0.22,60,-9.84,10.11,-0.82,8.38,0.04,"Stock_13.dat"
"Stock_14",4.0,296,232,0.78,-6.79,1.07,0.9,0.1,-0.1,64,-9.1,7.96,1.8,5.23,-0.15,"Stock_14.dat"
"Stock_15",7.0,624,514,0.82,-7.13,2.03,-0.68,1.03,-0.15,110,-10.37,7.18,-1.75,4.32,-0.02,"Stock_15.dat"
"Stock_17",1.5,33,27,0.83,-2.2,1.52,-1.17,1.24,-0.22,6,9.87,6.77,2.44,12.25,-0.57,"Stock_17.dat"
"Stock_21",3.0,76,65,0.85,-1.39,0.61,-1.76,0.21,-0.33,11,-2.7,5.36,-6.16,0.43,0.18,"Stock_21.dat"
"Stock_23",15.5,514,384,0.75,0.93,3.32,-1.66,2.09,-0.01,130,4.78,9.66,-4.68,9.74,-0.14,"Stock_23.dat"
"Stock_24",3.5,152,116,0.76,-1.16,0.1,1.31,0.1,0.18,36,0.98,13.11,-0.5,5.17,-0.29,"Stock_24.dat"
"Stock_3",3.5,63,49,0.78,-2.37,1.49,-0.07,2.23,-0.34,14,7.76,0.35,-0.16,8.55,0.16,"Stock_3.dat"
"Stock_4",7.0,341,310,0.91,-0.91,2.26,-0.67,1.6,0.12,31,-0.8,13.53,-3.13,6.58,-0.3,"Stock_4.dat"
"Stock_5",13.0,848,614,0.72,-0.33,1.27,-0.43,0.54,0.05,234,1.32,10.09,-2.41,8.36,-0.2,"Stock_5.dat"
"Stock_6",8.0,363,329,0.91,0.56,2.39,-2.51,1.65,-0.18,34,5.81,10.99,-1.7,8.57,-0.42,"Stock_6.dat"
"Stock_8",7.0,271,202,0.74,0.61,0.1,-2.48,1.4,0.24,69,0.09,6.82,-7.76,9.93,-0.03,"Stock_8.dat"
"Teutsch_103",2.5,50,40,0.81,-4.48,0.1,2.51,0.1,0.1,10,-18.77,7.07,9.3,12.07,-0.69,"Teutsch_103.dat"
"Teutsch_106",2.6,218,170,0.78,-6.06,1.2,1.59,0.1,-0.07,48,-9.45,8.88,3.62,6.72,-0.18,"Teutsch_106.dat"
"Teutsch_12",4.3,137,108,0.79,0.39,1.9,-0.83,0.1,0.12,29,-0.07,8.38,-6.67,12.99,0.54,"Teutsch_12.dat"
"Teutsch_124",3.0,67,61,0.91,-1.99,2.75,-3.38,3.76,0.2,6,-0.13,9.28,-10.97,18.31,0.99,"Teutsch_124.dat"
"Teutsch_126",5.5,277,215,0.78,-3.97,1.37,-2.56,1.78,0.03,62,0.48,10.5,-2.63,13.21,0.09,"Teutsch_126.dat"
"Teutsch_144",5.2,289,211,0.73,-3.28,1.95,-2.94,1.93,0.17,78,-3.6,8.12,-4.73,7.01,0.46,"Teutsch_144.dat"
"Teutsch_145",1.95,67,59,0.88,-0.5,2.68,-2.72,2.32,0.0,8,-10.96,6.91,-12.32,4.62,0.93,"Teutsch_145.dat"
"Teutsch_14a",4.5,213,154,0.72,-0.6,1.02,-2.68,2.24,0.19,59,0.44,7.32,-5.24,7.88,0.3,"Teutsch_14a.dat"
"Teutsch_156",2.5,83,71,0.86,-3.02,0.1,-3.56,1.72,0.25,12,-4.92,15.97,-5.37,8.13,0.11,"Teutsch_156.dat"
"Teutsch_162",5.5,177,145,0.82,-0.15,1.88,-1.36,1.5,-0.06,32,2.85,8.52,-6.47,8.61,-0.61,"Teutsch_162.dat"
"Teutsch_23",5.0,135,120,0.89,-1.83,2.11,-1.09,1.08,-0.11,15,4.64,3.29,2.0,13.68,0.36,"Teutsch_23.dat"
"Teutsch_25",3.5,104,80,0.77,-2.23,1.88,2.2,0.9,-0.22,24,-2.18,5.58,1.07,7.19,-0.25,"Teutsch_25.dat"
"Teutsch_30",2.6,39,26,0.68,-4.12,1.62,-6.12,0.23,-0.59,13,-1.4,9.97,-3.4,5.41,0.59,"Teutsch_30.dat"
"Teutsch_40",3.5,141,120,0.85,-1.54,1.39,-4.87,2.78,-0.03,21,-2.62,9.17,-0.28,13.14,0.54,"Teutsch_40.dat"
"Teutsch_43",2.3,77,65,0.85,-1.94,1.76,-4.21,0.73,-0.15,12,2.51,13.53,-3.73,6.33,0.16,"Teutsch_43.dat"
"Teutsch_44",3.0,141,114,0.81,-6.02,2.66,1.01,1.48,-0.24,27,1.09,12.94,0.58,6.04,-0.09,"Teutsch_44.dat"
"Teutsch_45",3.0,38,28,0.73,0.41,0.68,-3.82,0.1,-0.31,10,4.28,8.44,-10.49,3.27,-0.39,"Teutsch_45.dat"
"Teutsch_48",3.5,114,97,0.85,-3.78,3.17,2.4,3.38,-0.29,17,-12.73,3.32,2.3,15.62,0.61,"Teutsch_48.dat"
"Teutsch_49",5.2,132,96,0.73,-1.56,1.15,1.92,2.47,-0.08,36,-5.77,5.53,-0.75,9.88,-0.47,"Teutsch_49.dat"
"Teutsch_53",3.5,40,26,0.65,-4.4,1.91,-4.39,0.89,0.43,14,-1.33,16.3,-1.58,10.3,0.02,"Teutsch_53.dat"
"Teutsch_55",5.0,100,87,0.87,-1.11,2.05,-0.29,0.78,0.18,13,3.03,13.43,-7.11,3.67,-0.35,"Teutsch_55.dat"
"Teutsch_64",3.3,62,36,0.58,-3.86,0.65,4.11,1.88,-0.53,26,-8.21,10.14,6.92,9.46,0.07,"Teutsch_64.dat"
"Teutsch_7",5.0,141,119,0.84,-1.55,3.85,-4.86,3.98,0.04,22,-6.59,5.65,-6.84,16.66,0.68,"Teutsch_7.dat"
"Teutsch_77",4.5,435,358,0.82,-7.18,2.01,0.17,0.7,-0.12,77,-11.51,7.59,-1.62,5.33,0.02,"Teutsch_77.dat"
