"ID","Name","OName","Cat","GLON","GLAT","RAJ2000","DEJ2000","Diam","l_Dist","Dist","e_Dist","r_Dist","l_Dnear","Dnear","e_Dnear","l_Dfar","Dfar","e_Dfar","Age","e_Age","r_Age","Mtype","Mflag","l_Sep","Sep","Flg","NameVlsr","Vlsr","r_Vlsr","l_KDist","KDist","e_KDist","l_KDnear","KDnear","e_KDnear","l_KDfar","KDfar","e_KDfar","KDA","r_KDA","SDist","e_SDist","r_SDist","f_SDist","ref2","Dias","Conf","HII","Bub","IRDC","noGL","SubCl","Complex","r_Complex","Comm1","Comm2","RA","DEC"
381,"G3CC 43","nan","17",348.584,-0.92,"17 19 11.6","-39 00 08",52,"nan",1.94,0.9,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"G348.58-0.92",-13.6,253.0,"nan",1.94,0.9,"nan","nan","nan","nan","nan","nan","N","C,z","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","KC-22","nan","nan","nan",259.79833,-39.00222
382,"Havlen-Moffat 1","nan","01",348.703,-0.767,"17 18 54.0","-38 49 00",300,"nan",3.35,0.5,"S","nan","nan","nan","nan","nan","nan",3.0,1.05,"243","OC2","exp","nan",2.58,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",3.35,0.5,243.0,"nan","nan",243.0,"243","nan","nan","nan",0,"nan","nan","nan","nan","nan",259.725,-38.81667
383,"DBSB 119, DBS2003 119","nan","05",348.722,-1.038,"17 20 06.0","-38 57 25",188,"nan",1.94,0.9,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G348.7250-01.0435",-12.7,187.0,"nan",1.84,0.93,"nan","nan","nan","nan","nan","nan","N","51,187,(7),z","nan","nan","nan","nan","nan","nan","220","CH87 348.715-1.031","nan","nan",0,"nan","KC-22","nan","nan","nan",260.025,-38.95694
384,"VVV CL099","nan","14",348.729,0.324,"17 14 26.0","-38 09 51",60,"nan",0.7,0.6,"S","nan","nan","nan","nan","nan","nan",35.0,15.0,"41","OC2","exp","nan",12.67,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.7,0.6,41.0,"nan","nan","nan","41","nan","nan","nan",0,"nan","nan","nan","nan","nan",258.60833,-38.16417
385,"VDBH 222, BH 222","nan","01,17",349.125,-0.442,"17 18 46.7","-38 17 06",127,"nan",6.0,2.7,"S","nan","nan","nan","nan","nan","nan",60.0,30.0,"180","OC2","exp","nan",8.12,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",6.0,2.7,180.0,"nan","nan",180.0,"180","nan","nan","nan",0,"nan","nan","nan","nan","nan",259.69458,-38.285
386,"MCM 92, MCM2005b 92","nan","09",349.824,-0.576,"17 21 22.0","-37 47 19",132,"nan",3.46,0.64,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","few.bub-cen","nan",0.49,23,"G349.84-0.53",-25.4,253.0,"nan",3.46,0.64,"nan","nan","nan","nan","nan","nan","N","51","nan","nan","nan","nan","nan","nan","nan","KC97c G349.8-00.6","CS116","nan",0,"nan","MC-05","nan","nan","nan",260.34167,-37.78861
387,"DBSB 120, DBS2003 120","nan","05",349.832,-0.534,"17 21 13.0","-37 45 29",90,"nan",3.46,0.64,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G349.84-0.53",-25.4,253.0,"nan",3.46,0.64,"nan","nan","nan","nan","nan","nan","N","51","nan","nan","nan","nan","nan","nan","nan","KC97c G349.8-00.6","CS116","nan",0,"nan","MC-05","nan","corrected position to match the associated nebula in the original catalog (G349.840-0.537)","nan",260.30417,-37.75806
388,"Ruprecht 123","nan","01",349.963,-0.975,"17 23 26.0","-37 54 00",720,"nan",0.71,0.11,"S","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",1.05,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.71,0.11,114.0,"nan","nan",114.0,"114","nan","nan","nan",0,"nan","nan","nan","nan","nan",260.85833,-37.9
389,"G3CC 44","nan","17",350.105,0.085,"17 19 26.7","-37 10 48",167,"nan",5.91,0.22,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G350.1+0.09a",-70.5,249.0,"nan",5.91,0.22,"nan","nan","nan","nan","nan","nan","N","75","nan","nan","nan","nan","nan","nan","nan","IRAS 17160-3707","CS112","nan",0,"nan","nan","nan","nan","nan",259.86125,-37.18
390,"DBSB 121, DBS2003 121","nan","05",350.488,0.949,"17 17 01.0","-36 22 10",114,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan",1.5,0.52,"219","EC2","p-emb.bub-cen","nan",0.0,11,"G350.51+0.96",-10.6,249.0,"nan",1.77,1.1,"nan","nan","nan","nan","nan","nan","N","C,51,75,97,z","nan","nan","nan","nan","nan","nan","219","GM 1-24","CS103","nan",0,"nan","NGC 6334/6357","207","nan","connection with complex NGC 6334 suggested by its close position and kinematic distance",259.25417,-36.36944
391,"DBSB 122, DBS2003 122","nan","05",350.506,0.958,"17 17 02.0","-36 20 58",66,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G350.51+0.96",-10.6,249.0,"nan",1.77,1.1,"nan","nan","nan","nan","nan","nan","N","C,51,75,97,z","nan","nan","nan","nan","nan","nan","232,234","GM 1-24","CS102","nan",0,"nan","NGC 6334/6357","207","nan","connection with complex NGC 6334 suggested by its close position and kinematic distance",259.25833,-36.34944
392,"DBSB 123, DBS2003 123","nan","05",350.54,0.929,"17 17 15.0","-36 20 18",174,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan",2.5,0.88,"219","OC0","surr","nan",0.89,11,"G350.51+0.96",-10.6,249.0,"nan",1.77,1.1,"nan","nan","nan","nan","nan","nan","N","C,51,75,97,z","nan","nan","nan","nan","nan","nan","219","nan","nan","nan",0,"nan","NGC 6334/6357","207","nan","connection with complex NGC 6334 suggested by its close position and kinematic distance",259.3125,-36.33833
393,"G3CC 45","nan","17",350.93,0.753,"17 19 04.7","-36 07 16",90,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb","nan",0.0,11,"G350.94+0.75",-3.3,253.0,"<",1.9,"nan","nan","nan","nan","nan","nan","nan","N","C,z,D","nan","nan","nan","nan","nan","nan","nan","nan","nan","MSXDC G350.92+00.74",0,"nan","NGC 6334/6357","207","nan","nan",259.76958,-36.12111
394,"NGC 6334 V, BDB2003 G351.16+00.70","BDB2003 G351.16+00.70","04",351.165,0.702,"17 19 57.0","-35 57 31",177,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G351.16+0.70",-6.5,249.0,"<",2.46,"nan","nan","nan","nan","nan","nan","nan","N","C,D","nan","nan","nan","nan","nan","nan","226","WBH98 17165-3554 (UC)","nan","IRDC(ID:394)",0,3.0,"NGC 6334/6357","207","nan","nan",259.9875,-35.95861
395,"BDSB 97,BDS2003 97","nan","06",351.165,0.677,"17 20 03.0","-35 58 18",72,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr.pah","nan",0.49,11,"G351.16+0.70",-6.5,249.0,"<",2.46,"nan","nan","nan","nan","nan","nan","nan","N","C","nan","nan","nan","nan","nan","nan","226","nan","nan","nan",0,3.0,"NGC 6334/6357","207","nan","nan",260.0125,-35.97167
396,"BDSB 98,BDS2003 98","nan","06",351.197,0.7,"17 20 03.0","-35 55 58",48,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,13,"G351.16+0.70",-6.5,249.0,"<",2.46,"nan","nan","nan","nan","nan","nan","nan","N","C","nan","nan","nan","nan","nan","nan","226","nan","nan","nan",0,3.0,"NGC 6334/6357","207","nan","nan",260.0125,-35.93278
397,"Bochum 13","nan","01",351.201,1.36,"17 17 24.0","-35 33 00",840,"nan",1.08,0.16,"S","nan","nan","nan","nan","nan","nan",6.65,2.33,"128","OC2","exp",">",2.05,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.08,0.16,128.0,"nan","nan",128.0,"128","nan","nan","nan",0,"nan","nan","nan","nan","nan",259.35,-35.55
398,"NGC 6334 IV, BDB2003 G351.23+00.67","BDB2003 G351.23+00.67","04",351.239,0.671,"17 20 17.0","-35 54 55",120,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G351.25+0.67",-2.9,249.0,"<",1.89,"nan","nan","nan","nan","nan","nan","nan","N","C","nan","nan","nan","nan","nan","nan","168","NGC 6334A (UC)","CS88","nan",0,"nan","NGC 6334/6357","207","nan","nan",260.07083,-35.91528
399,"BDSB 99,BDS2003 99","nan","06",351.267,1.012,"17 18 59.0","-35 41 48",89,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr.bub-cen","nan",0.67,14,"HRDS G351.265+1.019",-3.6,4.0,"<",2.01,"nan","nan","nan","nan","nan","nan","nan","N","C,S,z",2.49,0.66,103.0,"nan","nan","nan","nan","HRDS G351.265+1.019","CS87","nan",0,"nan","NGC 6334/6357","207","nan","connection with complex NGC 6334 suggested by its close position and stellar distance",259.74583,-35.69667
400,"VDBH 223, BH 223","nan","01",351.311,0.623,"17 20 41.0","-35 53 00",360,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb","nan",0.13,10,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","NGC 6334/6357","207","Cluster identified in the optical by Ref:240, containing OB stars N78 31 and N78 32, but probably its agular size is overestimated","nan",260.17083,-35.88333
401,"NGC 6334 III, BDB2003 G351.31+00.66","BDB2003 G351.31+00.66","04",351.315,0.662,"17 20 32.0","-35 51 29",80,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,10,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","226","NGC 6334C","nan","nan",0,"nan","NGC 6334/6357","207","nan","nan",260.13333,-35.85806
402,"NGC 6334 II, BDB2003 G351.36+00.64","BDB2003 G351.36+00.64","04",351.368,0.646,"17 20 45.0","-35 49 23",108,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen-trig","nan",0.0,10,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","226","NGC 6334D","CS85","nan",0,"nan","NGC 6334/6357","207","nan","nan",260.1875,-35.82306
403,"NGC 6334 I, BDB2003 G351.41+00.64","BDB2003 G351.41+00.64","04,07",351.417,0.647,"17 20 53.0","-35 46 57",107,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G351.4+0.65a",-5.7,249.0,"<",2.39,"nan","nan","nan","nan","nan","nan","nan","N","C,75,S",1.82,1.03,148.0,"nan","nan","nan","233,169,170","NGC 6334F (UC)","nan","nan",0,4.0,"NGC 6334/6357","207","nan","nan",260.22083,-35.7825
404,"NGC 6334E , BDB2003 G351.42+00.66","BDB2003 G351.42+00.66","04",351.424,0.66,"17 20 51.0","-35 46 08",24,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G351.4+0.65a",-5.7,249.0,"<",2.39,"nan","nan","nan","nan","nan","nan","nan","N","C,75","nan","nan","nan","nan","nan","nan","233,169,170","NGC 6334E","nan","nan",0,4.0,"NGC 6334/6357","207","nan","nan",260.2125,-35.76889
405,"BDSB 164,BDS2003 164","nan","06",351.467,-0.458,"17 25 32.0","-36 21 58",48,"nan",3.51,0.72,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"IRAS 17221-3619",-22.3,43.0,"nan",3.51,0.72,"nan","nan","nan","nan","nan","nan","N","S",3.2,0.96,39.0,"nan","nan","nan","39","CH87 351.467-0.462","CS84","nan",0,"nan","nan","nan","nan","nan",261.38333,-36.36611
406,"DB2001 Cl 38, BDB2003 G351.61+00.17","BDB2003 G351.61+00.17","04",351.612,0.166,"17 23 23.0","-35 53 44",21,"nan","nan","nan","K","nan",4.95,0.39,"nan",11.34,0.39,"nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G351.61+0.17",-40.3,249.0,"nan","nan","nan","nan",4.95,0.39,"nan",11.34,0.39,"nan","nan","nan","nan","nan","nan","nan","nan","nan","CH87 351.617+0.171","nan","nan",0,"nan","nan","nan","nan","nan",260.84583,-35.89556
407,"BDSB 165,BDS2003 165","nan","06",351.636,-1.252,"17 29 17.0","-36 40 03",100,"nan",2.21,1.11,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"IRAS 17258-3637",-11.9,43.0,"nan",2.16,1.12,"nan","nan","nan","nan","nan","nan","N","75,S,z",2.59,1.37,148.0,"nan","nan","nan","220","CH87 351.641-1.256","nan","nan",1,"nan","KC-23","nan","nan","nan",262.32083,-36.6675
408,"BDSB 166,BDS2003 166","nan","06",351.694,-1.153,"17 29 02.0","-36 33 53",99,"nan",2.21,1.11,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"IRAS 17256-3631",-12.4,84.0,"nan",2.26,1.1,"nan","nan","nan","nan","nan","nan","N","51,z","nan","nan","nan","nan","nan","nan","nan","CH87 351.694-1.165","nan","nan",1,"nan","KC-23","nan","nan","nan",262.25833,-36.56472
409,"G3CC 46","nan","17",351.776,-0.538,"17 26 43.1","-36 09 18",93,"<",1.96,"nan","K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"G351.77-0.54",-2.7,249.0,"<",1.96,"nan","nan","nan","nan","nan","nan","nan","N","75,D","nan","nan","nan","nan","nan","nan","256","WBH98 17233-3606 (UC)","nan","MSXDC G351.77-00.51",0,"nan","nan","nan","nan","nan",261.67958,-36.155
410,"G3CC 47","nan","17",352.489,0.797,"17 23 15.6","-34 48 53",84,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"IRAS 17199-3446",-2.7,43.0,"<",2.12,"nan","nan","nan","nan","nan","nan","nan","N","C,z","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","NGC 6334/6357","207","nan","nan",260.815,-34.81472
411,"DB2001 Cl 39, BDB2003 G352.86-00.20","BDB2003 G352.86-00.20","04",352.857,-0.205,"17 28 19.0","-35 04 15",18,"nan",5.93,0.24,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G352.86-0.20",-55.9,253.0,"nan",5.93,0.24,"nan","nan","nan","nan","nan","nan","N","204","nan","nan","nan","nan","nan","nan","nan","CH87 352.866-0.199","nan","nan",0,"nan","nan","nan","nan","nan",262.07917,-35.07083
412,"ESO 392-13","nan","01",353.011,0.256,"17 26 52.0","-34 41 12",600,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",1.01,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",261.71667,-34.68667
413,"AH03 J1725-34.4, BDS2003 100","BDSB 100,BDS2003 100","01,06",353.094,0.641,"17 25 32.5","-34 24 12",124,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.31,13,"G353.14+0.63",-7.0,249.0,"<",3.04,"nan","nan","nan","nan","nan","nan","nan","N","C,S,51",2.43,0.36,64.0,"nan","nan","nan","64","CH87 353.136+0.660","CS63","nan",0,"nan","NGC 6334/6357","207","nan","nan",261.38542,-34.40333
414,"Pismis 24","nan","01",353.161,0.892,"17 24 43.0","-34 12 23",120,"nan",1.74,0.31,"C(Ref:153)","nan","nan","nan","nan","nan","nan",1.74,0.61,"139","OC0","surr.bub-cen","nan",0.59,11,"G353.19+0.90",-5.1,253.0,"<",2.74,"nan","nan","nan","nan","nan","nan","nan","N","C,S,51,z",2.55,0.16,139.0,"nan","nan",132.0,"139,248","CH87 353.206+0.905","CS61","nan",0,"nan","NGC 6334/6357","207","nan","nan",261.17917,-34.20639
415,"DB2001 Cl 40, BDB2003 G353.42-00.36","BDB2003 G353.42-00.36","04",353.417,-0.363,"17 30 28.0","-34 41 30",96,"nan",3.25,0.99,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G353.4-0.36b",-16.2,249.0,"nan",3.25,0.99,"nan","nan","nan","nan","nan","nan","N","75","nan","nan","nan","nan","nan","nan","73,126,38","CH87 353.430-0.368","CS55","nan",0,"nan","nan","nan","nan","nan",262.61667,-34.69167
416,"Collinder 333","nan","01",354.1,-0.173,"17 31 31.0","-34 01 00",420,"nan",0.86,0.13,"S","nan","nan","nan","nan","nan","nan",794.0,366.0,"115","OC2","exp","nan",1.37,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.86,0.13,115.0,"nan","nan",115.0,"115","nan","nan","nan",0,"nan","nan","nan","nan","nan",262.87917,-34.01667
417,"Ruprecht 126","nan","01",354.285,-0.917,"17 35 01.0","-34 16 00",300,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp",">",5.97,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",263.75417,-34.26667
418,"DB2001 Cl 41, BDB2003 G354.67+00.48","BDB2003 G354.67+00.48","04",354.666,0.477,"17 30 24.0","-33 11 10",50,"nan",4.21,0.8,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen-trig","nan",0.0,11,"G354.66+0.48",-20.0,253.0,"nan",4.21,0.8,"nan","nan","nan","nan","nan","nan","N","75*","nan","nan","nan","nan","nan","nan","73","CH87 354.664+0.470","CS44","nan",0,"nan","nan","nan","nan","nan",262.6,-33.18611
419,"Trumpler 27","nan","01",355.064,-0.742,"17 36 20.0","-33 31 00",360,"nan",1.21,0.18,"S","nan","nan","nan","nan","nan","nan",11.6,4.0,"128","OC2","exp","nan",1.41,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.21,0.18,128.0,"nan","nan",128.0,"128","nan","nan","nan",0,"nan","nan","nan","nan","nan",264.08333,-33.51667
420,"Antalova 4","nan","01",355.117,0.209,"17 32 39.0","-32 57 24",210,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","few","nan",0.61,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",263.1625,-32.95667
421,"Antalova 2","nan","01",355.172,0.987,"17 29 42.0","-32 29 00",180,"nan",3.5,0.53,"S","nan","nan","nan","nan","nan","nan",1259.0,252.0,"46","OC2","exp","nan",7.23,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",3.5,0.53,46.0,"nan","nan","nan","46","nan","nan","nan",0,"nan","nan","nan","nan","nan",262.425,-32.48333
422,"BDSB 102,BDS2003 102","nan","06",355.461,0.378,"17 32 52.0","-32 34 33",92,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",4.63,1,"IRAS 17296-3236",-37.5,43.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","B","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",263.21667,-32.57583
423,"Antalova 3","nan","01",355.502,0.986,"17 30 34.0","-32 12 30",1260,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",1.26,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",262.64167,-32.20833
424,"NGC 6404","nan","01",355.659,-1.177,"17 39 37.0","-33 14 48",300,"nan",2.42,0.36,"S","nan","nan","nan","nan","nan","nan",500.0,100.0,"49","OC2","exp","nan",5.92,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",2.42,0.36,49.0,"nan","nan",49.0,"49","nan","nan","nan",0,"nan","nan","nan","true distance modulus recomputed from values given in Ref:49, sect. 5.1 (different from the true distance modulus listed in their table 4)","nan",264.90417,-33.24667
