ID,ra,ra_sigma,dec,dec_sigma,plx,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,Nmem,n17,class,Age,Age_sigma,[Fe/H],[Fe/H]_sigma,M,M_sigma,Av,Av_sigma
CKCWDM_17877,105.4278,0.001,-28.954,0.0058,0.1364,-0.714,0.1985,2.4713,0.07,240.1054,0.0064,-10.7106,0.0003,22,21,1,8.9264,0.0347,-0.87177,0.48749,14.32272,0.05028,0.34127,0.01012
CKCWDM_17904,108.9923,0.0036,-33.8792,0.005,0.1493,-1.0244,0.1311,2.4101,0.2708,245.9563,0.0059,-10.0931,0.0018,69,69,1,8.9254,0.0371,-0.57477,0.35057,14.12659,0.05168,0.47321,0.01033
CKCWDM_17916,108.1049,0.0026,-32.8226,0.0077,0.1472,-1.0406,0.2197,2.7879,0.1815,244.6617,0.0089,-10.2991,0.001,34,32,1,8.9276,0.0276,0.12011,0.07361,14.15954,0.0502,0.39357,0.01022
CKCWDM_17942,108.6057,0.0021,-31.9706,0.008,0.1343,-0.8223,0.0937,2.4745,0.2826,244.0715,0.0096,-9.5463,0.0002,26,25,1,8.9179,0.038,-0.57493,0.347,14.35854,0.04964,0.4882,0.01016
CKCWDM_17961,109.1981,0.0009,-35.1188,0.0018,0.1279,-1.2572,0.0803,2.4164,0.3952,247.1646,0.0022,-10.483,0.0003,21,21,1,8.9263,0.0318,-0.57986,0.3272,14.46605,0.05013,0.68934,0.00997
CKCWDM_17966,108.0692,0.0009,-32.0898,0.0022,0.1545,-0.912,0.1251,2.9784,0.5052,243.9781,0.0025,-10.0073,0.0004,20,19,1,8.9336,0.02,0.15711,0.09607,14.05436,0.05045,0.51215,0.01034
CKCWDM_17967,107.6691,0.0022,-33.0572,0.007,0.1571,-0.6125,0.1244,2.2533,0.1292,244.7161,0.0085,-10.7303,0.0003,20,19,1,8.9184,0.0178,-0.10043,0.05844,14.01667,0.05039,0.41621,0.01026
CKCWDM_17985,112.2021,0.0012,-38.838,0.007,0.1402,-0.9572,0.1176,2.7283,0.2957,251.6333,0.0073,-9.9866,0.0007,25,25,1,8.9241,0.0304,-0.55912,0.33717,14.26516,0.05148,1.30256,0.01017
CKCWDM_18087,92.8854,0.0033,0.8542,0.009,0.1395,0.2801,0.0796,0.265,0.0726,207.581,0.0123,-8.4723,0.0003,20,20,1,8.9284,0.0372,0.31342,0.17644,14.27507,0.04873,1.01541,0.00977
CKCWDM_18240,103.4148,0.003,-22.8074,0.0107,0.1332,-0.32,0.1228,2.2346,0.0891,233.673,0.0135,-9.7183,0.0001,26,24,1,8.9238,0.0169,-0.61328,0.33929,14.37745,0.05104,0.58083,0.00998
CKCWDM_18487,108.3233,0.0018,-28.7718,0.0022,0.1763,-0.4907,0.2315,1.8329,0.1721,241.0587,0.0034,-8.3486,0.0003,23,23,1,8.9338,0.0349,-0.27834,0.16668,13.76763,0.05053,0.53461,0.00994
CKCWDM_18505,107.5301,0.0007,-28.1033,0.0019,0.2,-0.8904,0.1145,2.152,0.2631,240.1401,0.0022,-8.6774,0.0003,21,21,1,8.7395,0.0343,0.31296,0.18416,13.49067,0.05047,0.50958,0.00985
CKCWDM_18506,107.0246,0.0006,-26.6311,0.001,0.1881,-0.5236,0.069,1.498,0.1635,238.6039,0.0012,-8.4304,0.0002,20,19,1,8.7238,0.0296,0.31722,0.17748,13.6252,0.05112,0.77886,0.01022
CKCWDM_18516,107.2731,0.0008,-27.9004,0.0026,0.1311,-0.4981,0.0859,2.2625,0.2736,239.8547,0.0028,-8.7917,0.0004,20,18,1,8.8254,0.0179,0.19892,0.12729,14.41079,0.05012,0.46506,0.01004
CKCWDM_18542,109.2059,0.0082,-32.2236,0.0086,0.1394,-0.908,0.116,2.4733,0.2331,244.5293,0.0136,-9.2021,0.0012,52,52,1,8.9365,0.0278,0.31125,0.18737,14.27545,0.05022,0.44244,0.0098
CKCWDM_18587,108.5824,0.0016,-31.677,0.0077,0.1685,-0.7229,0.0635,2.0866,0.0745,243.7954,0.0089,-9.4347,0.0003,33,33,1,8.923,0.0335,0.31515,0.18644,13.86691,0.04979,0.46009,0.01022
CKCWDM_18603,110.1411,0.0013,-33.6311,0.0065,0.1529,-0.9087,0.0715,2.2698,0.1809,246.1599,0.0071,-9.1269,0.0004,29,29,1,8.9393,0.0193,0.27827,0.16577,14.0748,0.05337,0.61918,0.01065
CKCWDM_18616,108.8318,0.0018,-32.2361,0.0018,0.1761,-1.1126,0.2405,2.9668,0.2062,244.3987,0.0029,-9.4914,0.0003,28,27,1,8.8169,0.0312,0.16062,0.09487,13.76892,0.05114,0.42081,0.01018
CKCWDM_18691,109.0205,0.0008,-32.5039,0.0018,0.1716,-0.7734,0.0684,2.3644,0.1805,244.7137,0.0023,-9.4666,0.0001,21,21,1,8.9289,0.0231,0.15852,0.09499,13.82271,0.04971,0.3959,0.01034
CKCWDM_18743,114.3975,0.002,-38.254,0.0036,0.1487,-1.3465,0.0791,2.8369,0.1423,251.9141,0.0045,-8.1944,0.0004,26,26,1,8.9254,0.0163,-0.03854,0.02399,14.13427,0.05155,1.2103,0.01003
CKCWDM_18805,117.4565,0.0078,-43.0223,0.0053,0.141,-1.5924,0.1355,3.0395,0.189,257.2662,0.0089,-8.4608,0.0008,53,51,1,8.9235,0.0232,-0.58226,0.34836,14.25142,0.05228,0.81843,0.00977
CKCWDM_18950,119.6163,0.001,-46.5171,0.0021,0.1774,-1.4464,0.0782,3.566,0.1974,261.1035,0.0024,-8.8751,0.0003,20,20,1,8.942,0.0388,-0.86448,0.50474,13.75414,0.05063,0.83215,0.00998
CKCWDM_19194,101.6,0.0048,-12.3864,0.0111,0.1807,-0.1971,0.0499,1.5638,0.1253,223.4396,0.0156,-6.7143,0.0003,21,21,1,8.9063,0.0365,0.2212,0.13418,13.71025,0.0507,1.76741,0.01029
CKCWDM_19307,103.8717,0.0021,-16.9099,0.0072,0.1701,-0.3571,0.0607,1.4441,0.0934,228.5032,0.009,-6.753,0.0002,30,30,1,8.927,0.0325,-0.40607,0.23094,13.84466,0.05065,2.1112,0.00964
CKCWDM_19533,109.6198,0.001,-27.5713,0.0017,0.1787,-0.7469,0.0792,1.6493,0.137,240.4971,0.0022,-6.7874,0.0003,36,34,1,8.9354,0.0235,-0.041,0.02406,13.7398,0.05108,0.92715,0.00981
CKCWDM_19589,107.5635,0.0043,-26.2817,0.0098,0.1478,-0.7797,0.1183,2.1139,0.1601,238.5036,0.0132,-7.8432,0.0003,26,26,1,8.9293,0.036,-0.84468,0.47993,14.14936,0.05022,1.0559,0.01004
CKCWDM_19652,108.6305,0.0006,-27.2922,0.0018,0.1418,-0.8386,0.1296,1.7229,0.0717,239.8456,0.0021,-7.4437,0.0002,20,20,1,8.9261,0.0326,-0.57422,0.33353,14.23808,0.05042,1.13911,0.01026
CKCWDM_19722,111.375,0.0051,-33.0846,0.0034,0.1743,-0.9438,0.1468,2.2506,0.1437,246.1395,0.0058,-7.9606,0.0013,39,39,1,8.9329,0.0264,0.07024,0.04145,13.79197,0.05063,0.77029,0.01001
CKCWDM_20041,113.0711,0.001,-35.7109,0.0011,0.1297,-0.9828,0.1066,2.3881,0.1721,249.1441,0.0015,-7.9346,0.0003,21,21,1,8.9293,0.0394,-0.6013,0.35478,14.43583,0.05027,1.18153,0.01004
CKCWDM_20113,119.3663,0.0023,-43.9524,0.0015,0.1646,-1.3802,0.1318,2.4626,0.0569,258.7796,0.0024,-7.7259,0.0004,28,28,1,8.9271,0.0354,-0.56202,0.33576,13.9164,0.04972,0.77089,0.01023
CKCWDM_20203,121.545,0.0025,-44.8872,0.0073,0.1444,-1.9104,0.1493,3.5067,0.198,260.3984,0.0079,-6.8795,0.0008,51,51,1,8.909,0.0243,-0.18041,0.10607,14.19979,0.05091,1.65232,0.01004
CKCWDM_20366,135.8504,0.0061,-57.1369,0.0025,0.1415,-3.2399,0.1311,3.5384,0.1684,275.6445,0.0043,-6.895,0.0001,21,19,1,8.8592,0.0158,-0.85558,0.48998,14.24725,0.05203,1.02349,0.00964
CKCWDM_20430,140.2885,0.0063,-59.5724,0.0012,0.1628,-2.9468,0.1902,3.1383,0.0961,279.0368,0.0026,-6.848,0.0002,21,21,1,8.9305,0.0201,0.19964,0.12042,13.93858,0.0515,0.95531,0.0098
CKCWDM_20562,91.9227,0.004,6.6922,0.0114,0.1502,0.5744,0.2037,0.0306,0.1266,201.9269,0.0154,-6.5786,0.0001,23,23,1,8.8949,0.0383,0.32792,0.18346,14.11566,0.05054,1.45956,0.0098
CKCWDM_20570,89.3022,0.0023,12.649,0.007,0.1808,0.4435,0.1767,-0.3123,0.2214,195.4259,0.0091,-5.9531,0.0002,22,22,1,8.9067,0.0262,-0.27871,0.16824,13.71144,0.05129,0.96988,0.00966
CKCWDM_20620,95.5504,0.0008,1.8261,0.0038,0.1945,0.2247,0.1243,0.2715,0.1496,207.9544,0.0041,-5.6607,0.0006,21,21,1,8.9099,0.0281,-0.85124,0.49015,13.55398,0.05092,1.99401,0.00988
CKCWDM_20625,93.8095,0.0025,5.4382,0.0113,0.1568,0.0326,0.0688,-0.0132,0.0865,203.9297,0.0135,-5.5174,0.0004,20,20,1,8.9117,0.0341,-0.5764,0.33383,14.02113,0.05058,1.34941,0.00986
CKCWDM_20899,104.9947,0.0038,-16.1456,0.0093,0.1644,-0.317,0.0841,1.4889,0.1233,228.2991,0.0126,-5.4484,0.0004,30,29,1,8.9196,0.0154,-0.84694,0.48988,13.92176,0.05009,1.77038,0.01014
CKCWDM_20901,103.1377,0.0032,-14.4289,0.0118,0.1629,-0.3914,0.204,1.0919,0.076,225.9503,0.0149,-6.2828,0.0002,30,30,1,8.8867,0.0161,0.31658,0.17624,13.94106,0.04841,1.5212,0.01012
CKCWDM_21395,111.3171,0.0021,-30.1526,0.0056,0.1364,-1.0347,0.1398,2.1798,0.2625,243.4932,0.007,-6.6531,0.0002,34,34,1,8.9279,0.0181,0.31697,0.18089,14.32597,0.05002,0.75,0.0099
CKCWDM_21494,112.8427,0.0009,-29.8847,0.0013,0.1478,-1.5759,0.1612,3.0063,0.291,243.8779,0.0017,-5.3606,0.0002,23,23,1,8.9304,0.019,0.02037,0.01264,14.15325,0.04959,1.11388,0.00998
CKCWDM_21522,111.6812,0.0011,-29.2973,0.0045,0.1391,-0.8409,0.0734,1.8801,0.1613,242.8794,0.005,-5.9754,0.0003,22,20,1,8.9199,0.0248,-0.58257,0.33588,14.28171,0.04993,0.98571,0.01007
CKCWDM_21579,116.984,0.0054,-37.1534,0.0064,0.1355,-1.2688,0.1158,2.811,0.2855,251.9451,0.0092,-5.8712,0.0007,53,48,1,8.9254,0.029,-0.87481,0.48204,14.33564,0.05149,1.98304,0.01019
CKCWDM_21630,113.8438,0.0024,-34.9565,0.0056,0.1703,-1.0611,0.1083,1.9701,0.0703,248.772,0.0072,-7.0233,0.0002,26,25,1,8.9285,0.0352,-0.57088,0.34428,13.84014,0.05258,1.39705,0.00982
CKCWDM_21634,114.3829,0.0009,-34.011,0.0026,0.1473,-1.1556,0.1503,2.1451,0.3217,248.1492,0.0028,-6.1815,0.0004,25,23,1,8.9111,0.0286,-0.27996,0.16267,14.15691,0.04982,2.3632,0.01009
CKCWDM_21950,129.7303,0.0025,-51.192,0.0043,0.1433,-2.6608,0.1851,3.4538,0.4087,268.7344,0.0049,-5.925,0.0004,34,34,1,8.9303,0.0319,-0.18161,0.10609,14.21813,0.05257,2.32291,0.00985
CKCWDM_21978,126.9887,0.0019,-47.955,0.0027,0.1568,-2.4048,0.2014,3.7156,0.1526,265.0546,0.0033,-5.4493,0.0003,25,25,1,8.9339,0.023,0.20268,0.12075,14.02136,0.04956,2.6376,0.01034
CKCWDM_22007,130.7879,0.0019,-51.5811,0.0021,0.1964,-3.3828,0.2248,3.8767,0.1407,269.4481,0.0022,-5.6372,0.0007,22,22,1,8.9261,0.0302,-0.588,0.34396,13.53192,0.05021,2.04022,0.01035
CKCWDM_22021,129.9157,0.0074,-51.5206,0.0039,0.1777,-3.2066,0.1839,4.0932,0.3539,269.0681,0.0067,-6.0309,0.0001,21,21,1,8.9311,0.0189,0.21612,0.1407,13.74957,0.05099,2.01248,0.00994
CKCWDM_22156,135.5908,0.0019,-54.6453,0.001,0.1269,-3.1915,0.195,3.5359,0.1063,273.6638,0.0014,-5.3618,0.0003,27,27,1,8.928,0.0317,-0.40543,0.23493,14.47818,0.05121,1.19459,0.01032
CKCWDM_22166,133.4764,0.0024,-55.0962,0.0029,0.1546,-3.1016,0.1801,3.6491,0.1544,273.2162,0.0032,-6.5805,0.0006,26,25,1,8.925,0.0151,0.29677,0.16091,14.05367,0.05054,0.90495,0.00993
CKCWDM_22388,147.9688,0.0057,-61.1739,0.0006,0.1705,-4.9223,0.3017,3.3487,0.1199,282.9427,0.0006,-5.4787,0.0013,30,30,1,8.9233,0.028,-0.87306,0.48465,13.84182,0.052,1.22398,0.0096
CKCWDM_22395,146.6837,0.0017,-61.3718,0.0017,0.1758,-4.167,0.2608,3.0738,0.1506,282.5918,0.0013,-6.0254,0.0008,28,28,1,8.9227,0.0293,0.0709,0.04296,13.77455,0.0502,0.98462,0.00981
CKCWDM_22440,149.7703,0.0053,-62.6794,0.0009,0.187,-4.1965,0.1795,3.1094,0.3689,284.5505,0.0019,-6.1317,0.0001,33,33,1,8.7244,0.0387,0.31488,0.16417,13.63857,0.04981,0.83929,0.01022
CKCWDM_22461,151.6961,0.003,-62.3267,0.0001,0.1274,-4.4287,0.1315,3.2834,0.2248,285.0527,0.0005,-5.3161,0.0002,23,23,1,8.9386,0.0394,-0.27626,0.16352,14.47131,0.04925,0.8594,0.01007
CKCWDM_22556,321.4721,0.003,43.1334,0.0006,0.198,-3.3356,0.2878,-3.4923,0.6173,87.9907,0.0016,-5.3681,0.0006,30,28,1,8.7238,0.0319,0.33255,0.18644,13.51485,0.04759,1.03944,0.0095
CKCWDM_22566,321.8529,0.0014,43.0177,0.0011,0.1904,-3.0943,0.1915,-3.7563,0.2605,88.1101,0.0015,-5.6449,0.0004,28,28,1,8.936,0.0228,-0.83795,0.47368,13.60075,0.05147,1.00634,0.01006
CKCWDM_22608,331.2286,0.0049,47.7928,0.002,0.1747,-2.8497,0.1473,-2.6454,0.1039,96.2532,0.004,-6.2659,0.0003,22,22,1,8.9133,0.0389,-0.09994,0.05956,13.78477,0.05011,0.74514,0.00992
CKCWDM_22613,337.0606,0.004,50.845,0.0004,0.1943,-2.4762,0.3235,-2.2356,0.1902,101.1368,0.0017,-5.8659,0.0003,28,28,1,8.938,0.0296,0.31533,0.17798,13.55524,0.04684,0.97209,0.00995
CKCWDM_22617,337.9093,0.0088,50.8171,0.0025,0.1852,-2.1297,0.2206,-2.0014,0.1702,101.5833,0.0055,-6.1675,0.0006,34,34,1,8.9195,0.0218,-0.28667,0.17158,13.66097,0.04955,0.75595,0.00996
CKCWDM_22823,84.0365,0.0052,21.1462,0.0099,0.1988,0.7191,0.0821,-0.3579,0.1266,185.497,0.0142,-5.9303,0.0004,20,20,1,8.924,0.0211,-0.90055,0.48679,13.50808,0.05172,1.48777,0.00996
CKCWDM_22851,94.3294,0.0023,7.0099,0.0122,0.1705,0.2901,0.0629,0.3195,0.1862,202.7808,0.0142,-4.3228,0.0003,30,30,1,8.9107,0.016,-0.28602,0.16707,13.84035,0.05138,1.25588,0.00998
CKCWDM_22875,94.2048,0.0024,5.5387,0.007,0.1726,0.4993,0.1036,-0.1003,0.133,204.0259,0.0093,-5.1226,0.0002,24,24,1,8.928,0.0249,-0.84715,0.47566,13.81098,0.05144,1.40214,0.00996
CKCWDM_23478,111.7835,0.0013,-27.6157,0.0019,0.1971,-1.0076,0.1275,2.092,0.2212,241.4291,0.002,-5.1081,0.0009,27,25,1,8.7568,0.0297,0.33183,0.1815,13.52433,0.05079,1.45275,0.01009
CKCWDM_23532,111.9642,0.0008,-27.1299,0.0018,0.191,-1.3406,0.2785,2.5939,0.2401,241.0747,0.0021,-4.7379,0.0003,22,20,1,8.7389,0.0296,0.29512,0.15951,13.59524,0.04935,1.79807,0.01002
CKCWDM_23553,110.655,0.0005,-25.517,0.0027,0.158,-0.6114,0.0861,1.4135,0.1477,239.0929,0.003,-5.0191,0.0001,21,20,1,8.9116,0.0384,-0.57519,0.34098,14.00347,0.0505,1.7073,0.01
CKCWDM_23621,112.2499,0.0022,-28.4709,0.0059,0.1396,-0.8786,0.0748,1.8823,0.1289,242.3812,0.0072,-5.1478,0.0004,48,46,1,8.9183,0.0171,-0.58355,0.34569,14.27411,0.05057,1.18162,0.01009
CKCWDM_23778,115.0841,0.0008,-32.4295,0.0011,0.1475,-1.3078,0.079,2.3651,0.3016,247.044,0.0014,-4.9028,0.0002,23,23,1,8.912,0.0373,-0.88214,0.48507,14.15609,0.05082,2.11853,0.01028
CKCWDM_24066,117.4058,0.0027,-37.0646,0.003,0.1881,-1.3929,0.0787,2.3377,0.1847,252.0365,0.0041,-5.5354,0.0006,24,24,1,8.9185,0.0247,-0.58576,0.34401,13.62754,0.04987,2.22675,0.00988
CKCWDM_24316,123.2908,0.0012,-42.7942,0.0011,0.1336,-1.7478,0.0823,2.872,0.101,259.3059,0.0014,-4.6922,0.0003,20,19,1,8.9315,0.037,0.32337,0.17729,14.3702,0.04937,2.88397,0.00993
CKCWDM_24371,128.6096,0.0041,-47.0308,0.0021,0.1515,-2.8897,0.1422,3.7022,0.3562,264.9484,0.0037,-4.0202,0.0004,38,38,1,8.9211,0.0153,-0.59499,0.35234,14.09676,0.04909,2.40207,0.01002
CKCWDM_24429,128.0465,0.004,-47.5602,0.0013,0.1946,-2.0538,0.0878,2.6093,0.1331,265.1494,0.0027,-4.6414,0.0005,26,24,1,8.9097,0.0185,-0.18031,0.10809,13.55183,0.05162,1.38166,0.00967
CKCWDM_24489,127.7578,0.0019,-48.076,0.0022,0.1453,-2.8354,0.1709,3.9862,0.0408,265.4541,0.0029,-5.1013,0.0002,21,21,1,8.9191,0.0255,-0.57287,0.33165,14.18746,0.05031,2.06886,0.00998
CKCWDM_24497,126.891,0.0065,-47.054,0.006,0.1388,-2.3647,0.1693,3.6861,0.0749,264.278,0.009,-4.9822,0.0001,21,21,1,8.9151,0.0298,-0.58769,0.35104,14.2859,0.05072,2.59968,0.00986
CKCWDM_24510,127.1635,0.0023,-47.8177,0.001,0.188,-2.7759,0.1275,4.4358,0.3089,265.0104,0.0017,-5.2743,0.0004,20,19,1,8.9098,0.0252,-0.17904,0.10575,13.62918,0.05108,2.4135,0.01026
CKCWDM_24513,128.4033,0.0021,-48.1039,0.0015,0.1604,-3.5772,0.119,4.4085,0.1366,265.7316,0.0022,-4.7693,0.0003,20,20,1,8.896,0.0272,0.16564,0.09396,13.97127,0.05163,2.42299,0.01006
CKCWDM_24644,136.2129,0.0021,-54.1998,0.001,0.1505,-3.1465,0.1952,3.3508,0.1959,273.5695,0.0013,-4.7955,0.0004,35,35,1,8.9096,0.0385,0.30083,0.17002,14.11188,0.05136,1.64703,0.01031
CKCWDM_24756,137.9344,0.0022,-55.6946,0.0011,0.1831,-3.3748,0.0865,3.2383,0.2617,275.3467,0.0016,-5.0727,0.0003,24,24,1,8.9345,0.025,0.15887,0.0998,13.68761,0.0508,1.51079,0.00997
CKCWDM_24816,136.9595,0.0076,-54.2461,0.0036,0.1981,-4.1758,0.1065,4.5719,0.1883,273.8974,0.0061,-4.5025,0.0001,22,22,1,8.8888,0.0248,0.3234,0.17817,13.51271,0.05136,1.68267,0.01011
CKCWDM_24855,136.6989,0.006,-55.0888,0.002,0.1884,-4.3242,0.2636,4.5904,0.0673,274.4222,0.0038,-5.1802,0.0002,21,20,1,8.9181,0.033,-0.57311,0.34259,13.62246,0.04976,1.37675,0.00987
CKCWDM_25027,140.6914,0.0023,-56.0914,0.0005,0.1845,-3.7003,0.2032,3.9285,0.1787,276.7117,0.0011,-4.2385,0.0001,21,20,1,8.8714,0.0232,-0.86817,0.48218,13.66817,0.04998,1.90286,0.00972
CKCWDM_25093,151.8343,0.0025,-60.9116,0.0003,0.1586,-4.3514,0.2181,2.6833,0.2558,284.2726,0.0005,-4.1318,0.0003,34,34,1,8.8993,0.0246,0.26801,0.14906,13.99632,0.05184,1.37784,0.0101
CKCWDM_25103,151.9091,0.0018,-60.8839,0.0002,0.1881,-5.4949,0.2058,3.7079,0.3967,284.2859,0.0005,-4.0881,0.0001,26,26,1,8.9084,0.0341,0.25276,0.15517,13.62615,0.04811,1.38418,0.01027
CKCWDM_25107,148.5902,0.0018,-60.8427,0.0007,0.1843,-4.4153,0.3958,3.403,0.5235,282.9695,0.0007,-5.0319,0.0005,23,23,1,8.9363,0.0226,-0.84391,0.48644,13.67293,0.05001,1.39387,0.01027
CKCWDM_25116,148.0886,0.0015,-61.4943,0.0007,0.1315,-3.7778,0.1269,3.1758,0.176,283.1905,0.0007,-5.6913,0.0003,22,21,1,8.9282,0.0283,-0.27895,0.16765,14.40412,0.05054,1.44556,0.00999
CKCWDM_25132,149.4968,0.0019,-59.8414,0.0004,0.1902,-4.7399,0.1462,3.3188,0.05,282.7025,0.0006,-3.9675,0.0003,27,26,1,8.8887,0.0382,0.31829,0.20093,13.60275,0.04861,2.50745,0.00971
CKCWDM_25134,148.0682,0.0029,-60.619,0.0017,0.144,-3.5891,0.1664,2.8405,0.1617,282.6292,0.0021,-5.0175,0.0003,21,21,1,8.9253,0.0175,0.12106,0.07116,14.20625,0.05001,1.6184,0.00993
CKCWDM_25149,150.6494,0.0019,-60.7883,0.0006,0.1653,-4.7366,0.2432,3.6103,0.0884,283.7332,0.0006,-4.3747,0.0004,23,23,1,8.9206,0.0273,-0.40136,0.24268,13.90559,0.05108,1.33477,0.0101
CKCWDM_25239,151.9682,0.0022,-61.3541,0.0004,0.1559,-4.3215,0.2569,3.129,0.0669,284.5847,0.0006,-4.4528,0.0003,23,23,1,8.9058,0.0195,0.31085,0.18458,14.03258,0.05015,1.14936,0.01018
CKCWDM_25243,154.3933,0.0017,-61.6094,0.0005,0.1475,-4.7745,0.1803,2.4861,0.0995,285.6846,0.0005,-4.003,0.0004,23,23,1,8.9231,0.0298,-0.58769,0.35104,14.15389,0.05072,1.57228,0.00986
CKCWDM_25248,151.7989,0.0038,-61.7567,0.001,0.1219,-4.0562,0.1741,2.8586,0.2018,284.7556,0.0015,-4.8265,0.0004,22,22,1,8.9318,0.0217,0.07193,0.04176,14.56759,0.05026,1.04101,0.00989
CKCWDM_25276,152.793,0.001,-62.0123,0.0003,0.1371,-3.8422,0.1758,2.9725,0.1526,285.2873,0.0002,-4.7624,0.0003,21,20,1,8.9272,0.0338,-0.88982,0.47617,14.31345,0.05048,1.04911,0.00992
CKCWDM_25284,154.4418,0.0019,-61.8965,0.0003,0.192,-5.5118,0.3492,3.0261,0.0686,285.8634,0.0006,-4.2291,0.0002,20,20,1,8.7485,0.0279,-0.39569,0.2356,13.58214,0.05024,1.63035,0.00982
CKCWDM_25285,155.9438,0.0015,-62.6551,0.0003,0.1501,-5.0645,0.1053,3.1195,0.11,286.8657,0.0005,-4.4838,0.0002,20,19,1,8.7621,0.0375,0.32785,0.18104,14.11374,0.04988,1.5425,0.00962
CKCWDM_25306,154.4794,0.0019,-62.4249,0.0006,0.1644,-4.3526,0.0697,2.648,0.1323,286.172,0.0004,-4.6591,0.0006,20,20,1,8.9273,0.0299,0.11903,0.07069,13.91676,0.05072,1.43155,0.01026
CKCWDM_25315,158.1503,0.0048,-63.2017,0.0003,0.1511,-4.2851,0.1588,2.3212,0.1116,288.0109,0.0012,-4.4254,0.0001,31,31,1,8.9298,0.0194,-0.17911,0.10799,14.10032,0.05017,1.68713,0.01002
CKCWDM_25324,157.9131,0.0039,-63.0034,0.0004,0.1611,-4.7988,0.0926,2.8009,0.0725,287.8169,0.0008,-4.3095,0.0004,28,28,1,8.9264,0.0256,0.12084,0.07427,13.96153,0.05068,2.13314,0.01028
CKCWDM_25355,157.1644,0.001,-62.8233,0.0002,0.1601,-5.1612,0.3147,2.8333,0.0886,287.4309,0.0002,-4.3311,0.0002,22,22,1,8.9261,0.0388,-0.86993,0.4858,13.97699,0.05032,1.75195,0.00982
CKCWDM_25356,157.5015,0.0024,-62.6465,0.0003,0.156,-4.125,0.1224,2.5407,0.104,287.4714,0.0006,-4.0998,0.0003,22,21,1,8.924,0.0189,-0.90255,0.48768,14.03468,0.0516,1.96231,0.00991
CKCWDM_25362,160.0733,0.001,-63.5687,0.0004,0.1807,-4.9111,0.2295,2.2825,0.1665,288.9437,0.0003,-4.3169,0.0002,22,21,1,8.8964,0.0387,0.33059,0.18934,13.71439,0.04937,1.87539,0.01015
CKCWDM_25422,164.8185,0.003,-65.6832,0.0003,0.1758,-5.6294,0.1103,2.1567,0.1443,291.7219,0.0006,-5.2827,0.0003,22,21,1,8.9219,0.0293,0.32268,0.18024,13.7754,0.05149,1.62304,0.0098
CKCWDM_25423,165.9938,0.0038,-65.2079,0.0003,0.1943,-4.9877,0.0984,1.8761,0.201,291.9722,0.0007,-4.6485,0.0002,22,21,1,8.9253,0.038,-0.57019,0.33604,13.55629,0.04954,2.52174,0.00983
CKCWDM_25429,164.5011,0.0044,-64.9347,0.0003,0.1395,-5.6618,0.1679,2.2039,0.0596,291.2841,0.0007,-4.6602,0.0005,22,22,1,8.9229,0.0339,-0.58179,0.33402,14.27477,0.05028,1.77401,0.00978
CKCWDM_25476,177.6026,0.0018,-66.4522,0.0003,0.1747,-5.4111,0.1262,1.0583,0.0519,296.8801,0.0002,-4.3001,0.0004,20,20,1,8.9313,0.0301,-0.03873,0.02464,13.78617,0.04968,2.22527,0.00975
CKCWDM_25547,313.4398,0.0027,36.1753,0.0014,0.1657,-2.9964,0.1413,-3.7819,0.1038,78.6498,0.0027,-5.5285,0.0005,25,25,1,8.9256,0.033,-0.5764,0.32857,13.90009,0.05089,1.41819,0.01019
CKCWDM_25554,310.4597,0.001,33.9381,0.0012,0.1387,-3.4297,0.14,-4.7902,0.1939,75.3654,0.0014,-5.0205,0.0005,22,21,1,8.9277,0.0344,-0.04049,0.0239,14.28914,0.04999,1.85459,0.0101
CKCWDM_25586,322.4139,0.0026,44.7508,0.0004,0.1378,-2.9503,0.2612,-3.5667,0.1847,89.607,0.0012,-4.6731,0.0006,27,27,1,8.8119,0.0344,0.19956,0.11573,14.30238,0.05066,1.18554,0.01009
CKCWDM_25598,321.4346,0.0033,45.0757,0.0016,0.1486,-2.8222,0.1078,-3.0064,0.1654,89.3314,0.0028,-3.9583,0.0005,24,22,1,8.9314,0.0359,-0.82477,0.4903,14.14012,0.05087,2.72985,0.01035
CKCWDM_25601,322.037,0.0015,45.1934,0.0009,0.1611,-2.5848,0.1619,-2.6001,0.072,89.7198,0.0013,-4.1688,0.0004,20,19,1,8.9478,0.0288,-0.39558,0.24448,13.96162,0.0503,1.71307,0.01062
CKCWDM_25614,323.7404,0.0014,46.4874,0.0008,0.1278,-2.3778,0.3188,-2.7692,0.2055,91.4749,0.0011,-4.0347,0.0003,26,26,1,8.9258,0.0275,0.07029,0.04299,14.46551,0.05267,1.57867,0.01038
CKCWDM_25648,336.526,0.0047,52.0068,0.0006,0.1593,-2.7078,0.1715,-2.1498,0.1152,101.4661,0.0022,-4.7025,0.0002,33,32,1,8.9224,0.034,-0.58746,0.3329,13.98585,0.05193,0.92201,0.01006
CKCWDM_25651,334.768,0.0077,51.0542,0.0004,0.1708,-2.1785,0.1918,-1.6128,0.1594,100.0262,0.0032,-4.9134,0.0003,26,25,1,8.9311,0.0314,0.19725,0.11813,13.83327,0.05063,0.98127,0.00978
