"fname","plot_used","process","N_clust","N_clust_max","N_box","frame_limit","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","e_Plx_m","pmRA_m","e_pmRA_m","pmDE_m","e_pmDE_m","Rv_m","e_Rv_m","N_Rv","X_GC","Y_GC","Z_GC","R_GC","shared_members","shared_members_p","C_N","C_dens","C_C3","C_lit","C_dup","C_dup_same_db","UTI","bad_oc"
"alessi180","y","n","nan","nan","nan","nan",9.6,0.87,0.44,"DC",17.0,239.53761,7.38476,122.52144,-19.6454,0.2965,0.0559,-3.0069,0.0538,1.7302,0.049,72.2513,3.9895,2.0,-9.7107,-2.7,0.4316,10.0883,"nan","nan",0.0,0.04,0.12,0.0,1.0,1.0,0.03,"y"
"alessi181","y","n","nan","nan","nan","nan",6.6,0.18,0.36,"BC",17.0,50.2634,1.64342,289.44271,16.12575,0.1904,0.0896,-3.1157,0.0769,-6.0236,0.0844,38.35815,3.7783,2.0,-5.0832,3.6522,0.1491,6.261,"nan","nan",0.0,0.03,0.38,0.0,1.0,1.0,0.08,"y"
"alessi183","y","n","nan","nan","nan","nan",12.1,0.26,0.41,"DD",25.0,351.48045,-61.75921,343.9359,-42.87607,0.7285,0.1615,-2.0345,0.1675,-2.345,0.1444,0.4309,3.7719,3.0,-7.5002,-0.0936,-1.158,7.5896,"nan","nan",0.25,0.21,0.0,0.0,1.0,1.0,0.09,"y"
"alessi184","y","n","nan","nan","nan","nan",6.5,0.52,0.48,"DC",17.0,49.74518,7.86503,283.41628,18.49713,0.2029,0.1117,-3.8117,0.0939,-6.6854,0.1077,"nan","nan",0.0,-5.2486,3.3919,0.6257,6.2804,"nan","nan",0.0,0.04,0.12,0.0,1.0,1.0,0.03,"y"
"alessi186","y","n","nan","nan","nan","nan",8.7,0.23,0.42,"CC",25.0,71.29778,44.574,245.71287,45.51558,0.3234,0.1364,-3.4221,0.1456,-4.8218,0.1904,"nan","nan",0.0,-7.4514,1.9646,2.0631,7.9774,"nan","nan",0.25,0.08,0.25,0.0,1.0,1.0,0.12,"y"
"alessi187","y","n","nan","nan","nan","nan",10.2,0.73,0.46,"CC",25.0,110.70831,47.11594,215.21113,67.82167,0.6481,0.1115,-5.9458,0.1462,-5.7682,0.1341,-15.5778,4.6064,2.0,-8.4799,0.9522,1.1188,8.6062,"nan","nan",0.25,0.24,0.25,0.0,1.0,1.0,0.15,"y"
"alessi188","y","n","nan","nan","nan","nan",5.2,0.35,0.32,"CC",26.0,342.58804,40.54767,222.70946,-12.95907,0.4639,0.2217,-4.8134,0.2507,-4.1872,0.2506,"nan","nan",0.0,-6.62,-0.4697,1.3602,6.7746,"nan","nan",0.26,0.49,0.25,0.0,1.0,1.0,0.2,"y"
"alessi189","y","n","nan","nan","nan","nan",10.3,0.56,0.42,"CD",25.0,278.11915,-49.68247,46.28931,-60.52458,1.4884,0.154,0.6289,0.1896,6.5779,0.183,20.98295,2.29165,4.0,-8.0623,-0.4246,-0.4848,8.0881,"nan","nan",0.25,1.0,0.12,0.0,1.0,1.0,0.28,"n"
"alessi19","y","n","nan","nan","nan","nan",25.3,1.0,0.84,"AA",114.0,40.34158,12.68326,274.7749,12.22846,1.7075,0.07885,-0.9868,0.07965,-7.1072,0.0794,-8.352,4.7613,33.0,-7.6911,0.3656,0.1464,7.7012,"oc0068","23.7",0.76,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"alessi190","y","n","nan","nan","nan","nan",17.5,0.53,0.7,"AA",156.0,331.86909,4.62735,238.65413,-47.68976,1.7615,0.0516,-6.6368,0.0516,-4.167,0.04285,-18.6994,6.1629,53.0,-7.6284,-0.2637,0.0647,7.6332,"cwwdl14469","53.8",0.77,1.0,1.0,0.62,1.0,1.0,0.8,"n"
"alessi191","y","n","nan","nan","nan","nan",9.5,0.99,0.48,"AB",28.0,52.45839,10.46559,282.1261,22.04501,0.978,0.0225,-1.046,0.01435,2.9865,0.0204,-9.2506,0.9994,12.0,-7.521,0.7813,0.2013,7.5642,"ubc577","82.1",0.28,0.7,0.75,0.25,1.0,1.0,0.45,"n"
"alessi19101p0509","y","n","nan","nan","nan","nan",7.5,0.28,0.42,"BC",13.0,39.67514,-1.74766,287.49479,5.20515,0.2452,0.1481,-3.512,0.1529,-6.9498,0.1586,"nan","nan",0.0,-5.2215,2.4065,-0.1007,5.7503,"nan","nan",0.0,0.03,0.38,0.0,1.0,1.0,0.08,"y"
"alessi192","y","n","nan","nan","nan","nan",7.1,0.33,0.24,"DC",14.0,235.55965,-0.69328,112.97635,-20.34208,0.2237,0.0836,-1.0777,0.073,2.4536,0.078,"nan","nan",0.0,-10.4435,-3.3833,-0.0222,10.9778,"cwnu3443","20.0",0.0,0.03,0.12,0.0,1.0,1.0,0.03,"y"
"alessi2","y","n","nan","nan","nan","nan",27.3,1.0,1.0,"AA",287.0,152.36033,6.36548,71.60742,55.18122,1.6148,0.0569,-0.9154,0.0581,-1.0954,0.0475,-10.4424,3.5093,87.0,-8.6603,0.2821,0.0899,8.6654,"nan","nan",0.82,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"alessi20","y","n","nan","nan","nan","nan",23.6,1.0,1.0,"AA",305.0,117.59104,-3.72461,2.54114,58.71026,2.3292,0.0711,8.1348,0.0674,-2.4293,0.068,-10.20815,5.4817,58.0,-8.3187,0.3765,-0.0064,8.3272,"nan","nan",0.83,1.0,1.0,1.0,1.0,1.0,0.97,"n"
"alessi21","y","n","nan","nan","nan","nan",33.2,1.0,0.88,"AA",476.0,223.46783,-0.05412,107.6634,-9.39962,1.7406,0.09405,-5.486,0.098,2.6256,0.0977,38.3213,5.4298,121.0,-8.5341,-0.3908,0.0213,8.5431,"nan","nan",0.89,1.0,1.0,1.0,1.0,1.0,0.98,"n"
"alessi22","y","n","nan","nan","nan","nan",61.1,0.78,0.68,"AB",26.0,109.02702,-24.98909,357.19612,36.23966,2.8078,0.02105,-4.409,0.02215,-13.0674,0.01525,-7.1609,1.4614,19.0,-8.2269,0.3031,-0.128,8.2335,"cwnu1254","92.3",0.26,0.13,0.75,0.31,1.0,1.0,0.35,"n"
"alessi24","y","n","nan","nan","nan","nan",24.1,1.0,1.0,"AA",350.0,328.96302,-14.58839,260.77792,-62.71812,2.0584,0.1343,-0.4512,0.1001,-8.9762,0.1088,9.2235,4.2671,68.0,-7.7233,-0.24,-0.1014,7.7277,"oc0638;lisciii3249;oc0639","8.9;7.4;7.1",0.84,1.0,1.0,1.0,1.0,1.0,0.97,"n"
"alessi3","y","n","nan","nan","nan","nan",65.1,0.94,0.99,"AA",268.0,257.60637,-15.19546,109.16921,-46.2555,3.5726,0.0485,-9.8173,0.057,11.954,0.0605,0.4505,1.5294,109.0,-8.1802,-0.2623,-0.0519,8.1846,"nan","nan",0.81,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"alessi31","y","n","nan","nan","nan","nan",15.6,1.0,0.81,"AA",175.0,15.36363,7.71988,267.71548,-11.83719,1.4762,0.0445,-1.1471,0.0469,-4.1716,0.0354,2.9395,6.9928,57.0,-7.4831,0.1755,0.1087,7.4859,"nan","nan",0.78,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"alessi33","y","n","nan","nan","nan","nan",18.7,1.0,0.91,"AA",210.0,237.96376,-9.3841,105.74438,-26.4765,1.2524,0.0377,-3.2276,0.0298,3.5024,0.0381,33.0963,5.325,73.0,-8.5337,-0.6572,-0.1064,8.5596,"cwwdl14294;oc0408;oc0410","94.8;6.2;3.3",0.79,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"alessi34","y","n","nan","nan","nan","nan",38.3,0.85,0.72,"AA",347.0,264.87776,-10.72972,120.09944,-50.64351,2.0734,0.0832,-5.1938,0.0971,5.722,0.0971,11.158,4.79345,74.0,-8.1641,-0.4675,-0.0676,8.1777,"ubc480","7.2",0.84,1.0,1.0,0.82,1.0,1.0,0.9,"n"
"alessi36","y","n","nan","nan","nan","nan",34.3,1.0,1.0,"AA",230.0,248.65066,-13.42604,106.61034,-37.64441,3.6053,0.0566,-9.6624,0.06035,7.0815,0.06515,15.3553,3.3201,50.0,-8.22,-0.2498,-0.0431,8.2239,"ocsn210;ubc7;collinder135","96.5;53.5;4.3",0.8,1.0,1.0,0.31,0.46,1.0,0.32,"n"
"alessi37","y","n","nan","nan","nan","nan",16.5,1.0,1.0,"AA",129.0,101.70745,-11.39381,341.95766,46.31403,1.4134,0.0314,0.3525,0.0281,-1.6591,0.0292,-15.267,4.7546,52.0,-8.2612,0.6696,-0.1168,8.2891,"nan","nan",0.76,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"alessi4","y","n","nan","nan","nan","nan",6.1,0.85,0.33,"DD",22.0,269.89588,18.41168,154.07485,-34.32385,0.4147,0.0873,-7.23,0.0636,4.2609,0.0768,-0.4933,5.4471,1.0,-8.1242,-2.1827,0.7473,8.4455,"nan","nan",0.0,0.24,0.0,0.31,1.0,1.0,0.17,"y"
"alessi40","y","n","nan","nan","nan","nan",21.0,1.0,0.9,"AA",175.0,14.2561,-5.5758,279.28547,-19.17194,1.7365,0.0336,-2.401,0.037,-6.4483,0.0294,-3.7065,7.53115,72.0,-7.5729,0.1393,-0.036,7.5743,"nan","nan",0.78,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"alessi43","y","n","nan","nan","nan","nan",12.8,1.0,0.73,"AA",462.0,262.53106,1.49389,132.61471,-41.72445,1.0466,0.08005,-5.5426,0.0827,3.9224,0.08595,20.54115,7.95695,34.0,-8.2438,-0.9292,0.0457,8.2961,"nan","nan",0.89,1.0,1.0,1.0,1.0,1.0,0.98,"n"
"alessi44","y","n","nan","nan","nan","nan",27.3,0.53,0.45,"BB",18.0,39.93485,-9.75184,294.82529,1.76497,1.5237,0.0302,0.3993,0.0294,-2.2721,0.022,-13.05875,7.23225,8.0,-7.6335,0.4106,-0.0908,7.6451,"oc0069","44.0",0.0,0.13,0.5,1.0,1.0,1.0,0.53,"n"
"alessi49","y","n","nan","nan","nan","nan",2.6,0.96,0.64,"AB",21.0,283.17458,-0.54138,154.07639,-57.34216,0.178,0.05925,-5.5216,0.07561,3.4857,0.06107,"nan","nan",0.0,-6.971,-4.9173,-0.0303,8.5308,"nan","nan",0.0,0.23,0.75,0.0,1.0,1.0,0.2,"y"
"alessi5","y","n","nan","nan","nan","nan",24.3,1.0,0.99,"AA",665.0,288.08368,-1.97732,160.83295,-61.08948,2.5082,0.1028,-15.3861,0.1155,2.5256,0.1059,10.0649,5.4062,149.0,-7.9994,-0.3758,0.0069,8.0082,"nan","nan",1.0,1.0,1.0,1.0,1.0,1.0,1.0,"n"
"alessi50","y","n","nan","nan","nan","nan",3.7,0.9,0.41,"AC",239.0,190.90818,3.32272,95.52362,21.07119,0.313,0.1296,0.2613,0.1407,1.2674,0.1018,24.49115,2.42635,6.0,-11.0653,-0.5675,0.2022,11.0817,"ubc1307","39.3",0.8,1.0,0.62,0.44,1.0,1.0,0.66,"n"
"alessi52","y","n","nan","nan","nan","nan",4.4,0.91,0.59,"AB",15.0,298.4799,-0.15405,183.13853,-62.70394,0.1364,0.0502,-6.3598,0.0496,0.6856,0.0499,"nan","nan",0.0,-5.0721,-5.6195,-0.0058,7.57,"cwnu3697;cwnu3471;vvv011","56.0;40.0;12.0",0.0,0.03,0.75,0.0,1.0,1.0,0.16,"y"
"alessi53","y","n","nan","nan","nan","nan",1.3,0.51,0.56,"BB",54.0,202.25887,-0.66322,97.35234,9.18036,0.1833,0.08935,0.3995,0.08875,-0.2128,0.0733,56.0536,2.039,2.0,-12.6741,-1.8631,-0.0245,12.8103,"nan","nan",0.52,1.0,0.5,0.86,1.0,1.0,0.75,"n"
"alessi55","y","n","nan","nan","nan","nan",6.5,0.2,0.44,"CD",18.0,212.91439,1.90479,104.54606,0.88011,0.3777,0.1203,-1.0516,0.124,1.9734,0.1126,"nan","nan",0.0,-10.2314,-1.3657,0.1097,10.3227,"nan","nan",0.0,0.14,0.12,0.44,1.0,1.0,0.23,"n"
"alessi56","y","n","nan","nan","nan","nan",2.1,0.74,0.55,"BB",24.0,43.2224,0.96983,286.71513,9.59725,0.2799,0.115,-2.0954,0.1255,-5.436,0.1157,"nan","nan",0.0,-5.6924,2.2832,0.0713,6.1336,"mcm19","80.0",0.0,1.0,0.5,0.5,1.0,1.0,0.5,"n"
"alessi57","y","n","nan","nan","nan","nan",1.3,0.73,0.58,"AB",30.0,50.19749,0.7664,290.22287,15.67861,0.1452,0.10835,-2.1392,0.10125,-5.2434,0.1039,15.43635,2.0481,2.0,-4.246,4.6515,0.0921,6.2987,"cwnu4304","60.0",0.3,0.88,0.75,0.25,1.0,1.0,0.49,"n"
"alessi58","y","n","nan","nan","nan","nan",5.4,0.95,0.51,"AB",134.0,192.33411,3.49026,96.39146,19.88553,0.2115,0.07745,-0.1397,0.08965,-0.46,0.0642,35.1252,2.21025,2.0,-12.3333,-0.9216,0.2943,12.3712,"ubc1309;bochum1;oc0319","85.1;82.1;17.9",0.76,0.49,0.75,0.0,0.18,1.0,0.07,"n"
"alessi59","y","n","nan","nan","nan","nan",1.6,0.78,0.53,"AB",39.0,211.0774,1.19075,103.07223,2.19434,0.2374,0.0746,-0.5252,0.0661,0.1663,0.067,"nan","nan",0.0,-11.4485,-2.0049,0.11,11.6232,"nan","nan",0.39,1.0,0.75,0.82,1.0,1.0,0.76,"n"
"alessi6","y","n","nan","nan","nan","nan",13.4,1.0,0.7,"AB",247.0,313.65816,-5.55012,220.06258,-66.12548,1.1243,0.0429,-10.534,0.0274,-5.5469,0.0419,-14.3691,5.50915,76.0,-7.5219,-0.6294,-0.0652,7.5484,"nan","nan",0.81,1.0,0.75,1.0,1.0,1.0,0.91,"n"
"alessi60","y","n",150.0,"nan","nan","nan",3.8,1.0,0.75,"AB",145.0,215.19086,1.93972,105.6108,-1.12396,0.3347,0.0525,-0.8466,0.0548,-0.6618,0.0469,55.0142,0.4413,1.0,-10.4245,-1.6237,0.1219,10.5509,"nan","nan",0.77,1.0,0.75,1.0,1.0,1.0,0.9,"n"
"alessi61","y","n","nan","nan","nan","nan",2.7,0.21,0.39,"BC",37.0,318.18891,-4.87652,228.72566,-63.41612,0.3101,0.0812,-4.5037,0.0853,-4.8234,0.0833,"nan","nan",0.0,-5.8729,-2.0123,-0.2425,6.2128,"nan","nan",0.37,1.0,0.38,0.0,1.0,1.0,0.35,"n"
"alessi62","y","n","nan","nan","nan","nan",18.2,1.0,1.0,"AA",242.0,52.80766,8.68306,284.02122,21.6054,1.6156,0.0381,0.2725,0.0255,-1.1433,0.0361,12.9997,2.96605,90.0,-7.7565,0.4815,0.1123,7.7723,"nan","nan",0.8,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"alessi64","y","n","nan","nan","nan","nan",7.9,0.67,0.41,"CC",17.0,217.38924,-18.76924,87.86622,-12.24031,0.1033,0.177,-0.0521,0.145,0.4211,0.1454,"nan","nan",0.0,-14.2309,-4.6618,-2.5725,15.1944,"nan","nan",0.0,0.01,0.25,0.25,1.0,1.0,0.15,"y"
"alessi65","y","n","nan","nan","nan","nan",2.1,0.97,0.6,"AB",60.0,205.9103,1.60557,101.08716,6.97275,0.2096,0.0521,-0.139,0.05698,-0.5369,0.04662,53.15072,0.68917,1.0,-12.0366,-1.9026,0.1529,12.187,"cwnu3179;hsc1620","100.0;85.0",0.55,1.0,0.75,0.0,1.0,1.0,0.46,"n"
"alessi66","y","n","nan","nan","nan","nan",2.6,1.0,0.81,"AA",259.0,242.39643,-3.53698,113.86367,-27.71445,0.1603,0.07166,-1.5101,0.05882,3.1224,0.07972,98.10981,4.46663,16.0,-10.6878,-4.9057,-0.3147,11.7641,"haffner11","92.3",0.81,1.0,1.0,0.0,0.08,1.0,0.04,"n"
"alessi67","y","n","nan","nan","nan","nan",7.4,0.35,0.42,"CC",20.0,335.91307,-22.70942,281.79144,-59.85956,0.2558,0.0957,-1.9298,0.08474,-4.0038,0.07499,"nan","nan",0.0,-5.0722,-1.3656,-1.3866,5.4328,"nan","nan",0.0,0.06,0.25,0.0,1.0,1.0,0.06,"y"
"alessi68","y","n","nan","nan","nan","nan",5.4,0.66,0.43,"BC",9.0,46.88579,1.76237,287.72056,13.20684,-0.0465,0.13118,-2.8904,0.10667,-4.9118,0.10149,"nan","nan",0.0,11.3999,20.0,0.8496,23.0365,"nan","nan",0.0,0.0,0.38,0.0,1.0,1.0,0.08,"y"
"alessi72","y","n","nan","nan","nan","nan",14.1,0.76,0.6,"BB",42.0,229.03575,-4.12447,106.61806,-16.162,0.7649,0.0264,-3.0892,0.02385,1.7693,0.02345,36.4027,9.1362,9.0,-8.9556,-0.9594,-0.0674,9.0071,"cwnu1157","57.1",0.42,0.29,0.5,0.31,1.0,1.0,0.37,"n"
"alessi8","y","n","nan","nan","nan","nan",13.3,0.88,0.73,"AB",54.0,326.53007,4.24845,232.39936,-51.2194,1.491,0.0266,-5.942,0.02405,-5.7153,0.0254,-29.546,4.83995,26.0,-7.5715,-0.3643,0.0686,7.5806,"nan","nan",0.52,1.0,0.75,1.0,1.0,1.0,0.85,"n"
"alessi80b","y","n","nan","nan","nan","nan",10.0,1.0,0.79,"AA",75.0,352.33585,-6.2307,268.10862,-38.68981,0.8102,0.0336,2.9005,0.035,-1.7665,0.0236,-17.98,10.6072,18.0,-6.9356,-0.1598,-0.1125,6.9383,"scoob5","66.7",0.62,1.0,1.0,0.31,0.33,1.0,0.22,"n"
"alessi87","y","n","nan","nan","nan","nan",9.2,0.41,0.28,"DC",12.0,337.01034,-6.15313,256.24442,-51.41967,0.1793,0.11,-3.8866,0.1227,-6.9132,0.105,"nan","nan",0.0,-3.5301,-1.9456,-0.5319,4.0658,"nan","nan",0.0,0.01,0.12,0.0,1.0,1.0,0.03,"y"
"alessi9","y","n","nan","nan","nan","nan",50.4,1.0,0.76,"AA",140.0,344.3229,-9.07868,265.92615,-46.92061,4.7831,0.059,9.9227,0.0626,-9.0684,0.0432,-6.7308,1.818,53.0,-7.924,-0.0555,-0.0122,7.9242,"nan","nan",0.76,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"alessi90","y","n","nan","nan","nan","nan",7.1,0.58,0.38,"DC",59.0,188.63082,-5.39546,86.26276,18.76388,0.189,0.1026,0.1621,0.12,-1.1235,0.0761,31.5567,2.6838,3.0,-12.8326,-0.7154,-0.417,12.8593,"nan","nan",0.55,0.1,0.12,0.0,1.0,1.0,0.15,"y"
"alessi94","y","n","nan","nan","nan","nan",37.4,0.77,0.78,"AA",64.0,117.57919,-16.02798,5.37581,46.54422,1.7824,0.04305,-6.4114,0.03745,-5.0942,0.0282,-15.83705,2.3688,30.0,-8.3693,0.4727,-0.1317,8.3837,"cwwdl14565","39.1",0.57,0.34,1.0,0.5,1.0,1.0,0.58,"n"
"alessij06016p3531","y","n","nan","nan","nan","nan",10.0,0.9,0.6,"AB",50.0,176.03496,6.21862,90.35057,35.50474,0.5588,0.03515,0.6335,0.0337,-1.7445,0.02465,26.3012,4.538,1.0,-9.8349,0.1196,0.2116,9.8379,"ubc1579;koposov12","100.0;40.0",0.5,0.37,0.75,0.31,0.6,1.0,0.27,"n"
"alessij06224p2114","y","n","nan","nan","nan","nan",1.6,0.72,0.55,"AB",34.0,190.7912,3.46142,95.59146,21.24429,0.3011,0.06595,-0.3128,0.07395,-0.1242,0.0567,31.4816,0.718,1.0,-11.1752,-0.5819,0.2163,11.1924,"cwnu1404","100.0",0.34,1.0,0.75,0.31,1.0,1.0,0.54,"n"
"alessij19337p1147","y","n","nan","nan","nan","nan",10.3,0.83,0.57,"AB",27.0,48.27401,-3.82317,293.42901,11.80697,1.0168,0.0264,-1.3623,0.0228,-6.2325,0.0209,0.51,8.901,13.0,-7.4816,0.7182,-0.045,7.5161,"nan","nan",0.27,0.62,0.75,0.25,1.0,1.0,0.43,"n"
"alessij23270p55","y","n","nan","nan","nan","nan",6.2,0.71,0.6,"CB",24.0,111.29732,-5.36381,352.04193,55.62093,0.5285,0.026,-2.0453,0.0269,-1.5596,0.0232,-31.9125,8.8962,1.0,-8.7819,1.6911,-0.1478,8.9445,"nan","nan",0.0,0.41,0.38,0.79,1.0,1.0,0.47,"n"
"alessiteutsch10","y","n","nan","nan","nan","nan",16.8,0.95,1.0,"AA",93.0,162.28115,-19.40994,56.43429,29.82245,2.4942,0.0937,2.6858,0.1057,-5.239,0.0749,18.5472,6.7945,16.0,-8.4796,0.1141,-0.1106,8.4811,"ocsn284;ubc19;oc0278","86.0;83.9;48.4",0.72,1.0,1.0,0.38,1.0,1.0,0.69,"n"
"alessiteutsch11","y","n","nan","nan","nan","nan",18.9,1.0,0.96,"AA",293.0,87.4381,9.2361,304.1481,52.04745,1.5326,0.069,-0.119,0.0823,-1.2911,0.0803,-27.1726,4.4419,80.0,-8.0933,0.6351,0.1243,8.1191,"nan","nan",0.82,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"alessiteutsch12","y","n","nan","nan","nan","nan",17.3,0.99,0.82,"AB",53.0,330.60604,-10.3563,255.37209,-58.99509,1.6564,0.0363,-2.2717,0.0284,-8.9738,0.0268,-2.7287,3.76695,22.0,-7.6109,-0.288,-0.0874,7.6169,"nan","nan",0.52,1.0,0.75,1.0,1.0,1.0,0.85,"n"
"alessiteutsch3","y","n","nan","nan","nan","nan",18.3,0.96,1.0,"AA",115.0,266.43797,-12.83218,118.29531,-53.02269,1.4235,0.0357,-5.3891,0.0429,8.937,0.0454,9.54475,6.1957,40.0,-8.1642,-0.6742,-0.1327,8.1931,"nan","nan",0.76,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"alessiteutsch5","y","n","nan","nan","nan","nan",11.5,1.0,0.56,"AB",214.0,104.5256,4.18756,332.15201,61.10252,1.1154,0.07215,-1.9015,0.0803,-3.272,0.07615,-22.7549,7.509,27.0,-8.3419,0.8504,0.0858,8.3856,"hsc813","1.4",0.79,1.0,0.75,1.0,1.0,1.0,0.91,"n"
"alessiteutsch7","y","n",170.0,"nan","nan","nan",23.4,1.0,0.77,"AB",157.0,258.62721,0.29608,128.23146,-39.40973,1.3285,0.0367,-8.1149,0.0357,5.6417,0.0395,28.7162,4.9047,50.0,-8.2678,-0.7271,0.025,8.2998,"theia274","40.8",0.77,1.0,0.75,0.75,1.0,1.0,0.8,"n"
"alessiteutsch8","y","n","nan","nan","nan","nan",12.6,1.0,0.84,"AA",317.0,297.05224,1.36668,180.6626,-60.93866,0.9846,0.0278,-6.6417,0.0275,1.6658,0.0288,-18.84895,8.7642,102.0,-7.6695,-0.8864,0.0435,7.7207,"nan","nan",0.83,1.0,1.0,1.0,1.0,1.0,0.97,"n"
"alessiteutsch9","y","n",100.0,"nan","nan","nan",23.0,1.0,0.73,"AA",94.0,155.76545,-17.84533,51.82664,34.88036,1.5061,0.0417,-1.7798,0.04315,-1.4264,0.0362,-18.5307,6.9905,41.0,-8.6911,0.2561,-0.1788,8.6968,"nan","nan",0.72,0.95,1.0,1.0,1.0,1.0,0.93,"n"
"alicante1","y","n","nan","nan","nan","nan",1.4,0.96,0.59,"AB",31.0,146.25963,3.12908,59.79917,57.23391,0.2563,0.0349,-0.0687,0.0353,0.3915,0.0331,"nan","nan",0.0,-11.1267,2.0072,0.226,11.3085,"ubc1249;fsr0647","74.2;71.0",0.31,1.0,0.75,0.44,1.0,0.29,0.59,"n"
"alicante10","y","n","nan","nan","nan","nan",6.2,0.28,0.25,"BC",17.0,28.89769,-0.31712,281.3052,-3.73918,0.2895,0.1456,-1.9566,0.157,-3.2824,0.1339,28.26415,5.6349,2.0,-5.2933,1.5613,-0.0047,5.5188,"nan","nan",0.0,0.09,0.38,0.0,1.0,1.0,0.09,"y"
"alicante7","y","n","nan","nan","nan","nan",5.9,0.33,0.28,"CC",15.0,29.03455,-0.06138,281.13023,-3.49732,0.3305,0.1085,-1.8331,0.1097,-3.0939,0.0933,27.109,3.3164,4.0,-5.6274,1.3846,0.0115,5.7952,"nan","nan",0.0,0.11,0.25,0.0,1.0,1.0,0.07,"y"
"alicante8","y","n","nan","nan","nan","nan",7.9,0.28,0.47,"CC",22.0,24.6552,0.36773,278.74841,-7.19984,0.4582,0.0663,-0.2951,0.0673,-2.7246,0.0572,36.348,2.7263,5.0,-6.2214,0.8723,0.0288,6.2823,"nan","nan",0.0,0.17,0.25,0.0,1.0,1.0,0.08,"y"
"andrewslindsay5","y","n","nan","nan","nan","nan",1.4,0.99,0.81,"AA",289.0,27.73423,-0.66425,281.07764,-4.92845,0.1822,0.0966,-0.8796,0.096,-3.6212,0.0829,67.63545,3.6403,4.0,-3.745,2.3014,-0.0478,4.3959,"nan","nan",0.82,1.0,1.0,0.75,1.0,1.0,0.86,"n"
"antalova1","y","n","nan","nan","nan","nan",8.1,0.56,0.73,"BB",21.0,355.8034,1.62036,262.21585,-31.6191,0.646,0.0471,-0.2571,0.0466,-2.74,0.0355,24.5737,22.2101,1.0,-6.625,-0.1101,0.0592,6.6262,"nan","nan",0.0,0.32,0.5,0.75,1.0,1.0,0.46,"n"
"antalova2","y","n","nan","nan","nan","nan",6.7,0.87,0.56,"BB",60.0,355.12976,0.87818,262.48676,-32.55086,0.8748,0.07705,2.0192,0.09735,-1.5524,0.07095,-13.82455,7.45835,4.0,-7.0085,-0.0946,0.0356,7.0092,"nan","nan",0.55,1.0,0.5,0.79,1.0,1.0,0.73,"n"
"antalova3","y","n","nan","nan","nan","nan",5.1,0.2,0.55,"DC",15.0,355.50707,1.03653,262.60118,-32.19424,0.3091,0.1989,-3.4682,0.2314,-5.1279,0.1594,-126.0729,4.896,1.0,-5.0931,-0.2386,0.0672,5.0992,"nan","nan",0.0,0.13,0.12,0.38,1.0,1.0,0.2,"y"
"antalova4","y","n","nan","nan","nan","nan",8.0,0.81,0.5,"CC",15.0,355.13997,0.146,263.22538,-32.96562,0.392,0.1744,-2.7406,0.2502,-4.8898,0.1606,"nan","nan",0.0,-5.7035,-0.2057,0.0214,5.7073,"nan","nan",0.0,0.09,0.25,0.31,1.0,1.0,0.19,"y"
"archinal1","y","n","nan","nan","nan","nan",3.5,1.0,0.56,"AB",126.0,38.25914,1.77004,283.71294,5.5466,0.5236,0.1173,-0.1994,0.1301,-1.7344,0.122,13.4145,7.6116,11.0,-6.678,1.1385,0.0739,6.7748,"nan","nan",0.76,1.0,0.75,0.79,1.0,1.0,0.82,"n"
"arpmadore2","y","n","nan","nan","nan","nan",1.6,0.92,0.38,"AC",131.0,248.12316,-5.88038,114.68607,-33.84469,0.0645,0.1589,-0.528,0.1516,1.2631,0.1627,125.1418,2.99405,4.0,-12.5112,-10.9244,-1.1806,16.6513,"nan","nan",0.76,0.5,0.62,0.56,1.0,1.0,0.6,"n"
"ascc1","y","n","nan","nan","nan","nan",6.7,0.08,0.28,"CC",14.0,118.17254,0.17754,2.45558,62.66374,0.2374,0.0748,-2.6526,0.0695,-1.1328,0.0789,-77.6329,0.1942,1.0,-9.9563,3.4247,0.0375,10.5289,"nan","nan",0.0,0.04,0.25,0.62,1.0,1.0,0.31,"n"
"ascc100","y","n",100.0,"nan","nan","nan",42.7,1.0,1.0,"AA",100.0,63.77184,12.70146,285.27152,32.95385,2.7984,0.06025,1.9542,0.0577,-3.3124,0.06265,-16.067,3.2438,27.0,-7.9686,0.3107,0.0973,7.9752,"ocsn16;ocsn296","46.0;45.0",0.75,1.0,1.0,0.69,1.0,1.0,0.82,"n"
"ascc101","y","n","nan","nan","nan","nan",32.0,1.0,1.0,"AA",196.0,67.99816,11.60035,288.39877,36.35633,2.5135,0.0643,0.978,0.0699,1.2311,0.0756,-18.9886,2.2312,69.0,-7.977,0.3585,0.0998,7.9857,"nan","nan",0.79,1.0,1.0,1.0,1.0,1.0,0.96,"n"
