"process","fname","N_clust","N_clust_max","Nbox","frame_limit"
"no",cwnu1476,"nan",49,"nan","nan"
"no",cwnu1477,"nan",33,"nan","nan"
"no",cwnu1478,"nan",49,"nan","nan"
"no",cwnu1479,"nan",49,"nan","nan"
"no",cwnu148,"nan",59,"nan","nan"
"no",cwnu1480,"nan",49,"nan","nan"
"no",cwnu1481,"nan",49,"nan","nan"
"no",cwnu1482,"nan",51,"nan","nan"
"no",cwnu1483,"nan",33,"nan","nan"
"no",cwnu1484,"nan",49,"nan","nan"
"no",cwnu1485,"nan",33,"nan","nan"
"no",cwnu1486,"nan",49,"nan","nan"
"no",cwnu1487,"nan",49,"nan","nan"
"no",cwnu1488,"nan",33,"nan","nan"
"no",cwnu1489,"nan",49,"nan","nan"
"no",cwnu149,"nan",57,"nan","nan"
"no",cwnu1490,"nan",49,"nan","nan"
"no",cwnu1491,"nan",49,"nan","nan"
"no",cwnu1492,"nan",49,"nan","nan"
"no",cwnu1493,"nan",49,"nan","nan"
"no",cwnu1494,"nan",49,"nan","nan"
"no",cwnu1495,"nan",49,"nan","nan"
"no",cwnu1496,"nan",33,"nan","nan"
"no",cwnu1497,"nan",49,"nan","nan"
"no",cwnu1498,"nan",49,"nan","nan"
"no",cwnu1499,"nan",49,"nan","nan"
"no",cwnu15,"nan",80,"nan","nan"
"no",cwnu150,"nan",89,"nan","nan"
"no",cwnu1500,"nan",33,"nan","nan"
"no",cwnu1501,"nan",49,"nan","nan"
"no",cwnu1502,"nan",49,"nan","nan"
"no",cwnu1503,"nan",48,"nan","nan"
"no",cwnu1504,"nan",48,"nan","nan"
"no",cwnu1505,"nan",48,"nan","nan"
"no",cwnu1506,"nan",33,"nan","nan"
"no",cwnu1507,"nan",48,"nan","nan"
"no",cwnu1508,"nan",48,"nan","nan"
"no",cwnu1509,"nan",33,"nan","nan"
"no",cwnu151,"nan",57,"nan","nan"
"no",cwnu1510,"nan",48,"nan","nan"
"no",cwnu1511,"nan",33,"nan","nan"
"no",cwnu1512,"nan",48,"nan","nan"
"no",cwnu1513,"nan",48,"nan","nan"
"no",cwnu1514,"nan",48,"nan","nan"
"no",cwnu1515,"nan",33,"nan","nan"
"no",cwnu1516,"nan",48,"nan","nan"
"no",cwnu1517,"nan",33,"nan","nan"
"no",cwnu1518,"nan",48,"nan","nan"
"no",cwnu1519,"nan",48,"nan","nan"
"no",cwnu152,"nan",49,"nan","nan"
"no",cwnu1520,"nan",33,"nan","nan"
"no",cwnu1521,"nan",48,"nan","nan"
"no",cwnu1522,"nan",33,"nan","nan"
"no",cwnu1523,"nan",33,"nan","nan"
"no",cwnu1524,"nan",33,"nan","nan"
"no",cwnu1525,"nan",48,"nan","nan"
"no",cwnu1526,"nan",48,"nan","nan"
"no",cwnu1527,"nan",33,"nan","nan"
"no",cwnu1528,"nan",48,"nan","nan"
"no",cwnu1529,"nan",48,"nan","nan"
"no",cwnu153,"nan",65,"nan","nan"
"no",cwnu1530,"nan",48,"nan","nan"
"no",cwnu1531,"nan",48,"nan","nan"
"no",cwnu1532,"nan",32,"nan","nan"
"no",cwnu1533,"nan",48,"nan","nan"
"no",cwnu1534,"nan",48,"nan","nan"
"no",cwnu1535,"nan",48,"nan","nan"
"no",cwnu1536,"nan",32,"nan","nan"
"no",cwnu1537,"nan",46,"nan","nan"
"no",cwnu1538,"nan",32,"nan","nan"
"no",cwnu1539,"nan",32,"nan","nan"
"no",cwnu154,"nan",140,"nan","nan"
"no",cwnu1540,"nan",57,"nan","nan"
"no",cwnu1541,"nan",46,"nan","nan"
"no",cwnu1542,"nan",46,"nan","nan"
"no",cwnu1543,"nan",46,"nan","nan"
"no",cwnu1544,"nan",32,"nan","nan"
"no",cwnu1545,"nan",32,"nan","nan"
"no",cwnu1546,"nan",46,"nan","nan"
"no",cwnu1547,"nan",32,"nan","nan"
"no",cwnu1548,"nan",46,"nan","nan"
"no",cwnu1549,"nan",68,"nan","nan"
"no",cwnu155,"nan",70,"nan","nan"
"no",cwnu1550,"nan",46,"nan","nan"
"no",cwnu1551,"nan",32,"nan","nan"
"no",cwnu1552,"nan",32,"nan","nan"
"no",cwnu1553,"nan",32,"nan","nan"
"no",cwnu1554,"nan",46,"nan","nan"
"no",cwnu1555,"nan",32,"nan","nan"
"no",cwnu1556,"nan",32,"nan","nan"
"no",cwnu1557,"nan",32,"nan","nan"
"no",cwnu1558,"nan",46,"nan","nan"
"no",cwnu1559,"nan",46,"nan","nan"
"no",cwnu156,"nan",72,"nan","nan"
"no",cwnu1560,"nan",46,"nan","nan"
"no",cwnu1561,"nan",44,"nan","nan"
"no",cwnu1562,"nan",44,"nan","nan"
"no",cwnu1563,"nan",44,"nan","nan"
"no",cwnu1564,"nan",44,"nan","nan"
"no",cwnu1565,"nan",32,"nan","nan"
"no",cwnu1566,"nan",44,"nan","nan"
"no",cwnu1567,"nan",44,"nan","nan"
"no",cwnu1568,"nan",44,"nan","nan"
"no",cwnu1569,"nan",44,"nan","nan"
"no",cwnu157,"nan",38,"nan","nan"
"no",cwnu1570,"nan",44,"nan","nan"
"no",cwnu1571,"nan",44,"nan","nan"
"no",cwnu1572,"nan",32,"nan","nan"
"no",cwnu1573,"nan",44,"nan","nan"
"no",cwnu1574,"nan",32,"nan","nan"
"no",cwnu1575,"nan",32,"nan","nan"
"no",cwnu1576,"nan",32,"nan","nan"
"no",cwnu1577,"nan",32,"nan","nan"
"no",cwnu1578,"nan",44,"nan","nan"
"no",cwnu1579,"nan",44,"nan","nan"
"no",cwnu158,"nan",56,"nan","nan"
"no",cwnu1580,"nan",44,"nan","nan"
"no",cwnu1581,"nan",44,"nan","nan"
"no",cwnu1582,"nan",32,"nan","nan"
"no",cwnu1583,"nan",32,"nan","nan"
"no",cwnu1584,"nan",44,"nan","nan"
"no",cwnu1585,"nan",44,"nan","nan"
"no",cwnu1586,"nan",44,"nan","nan"
"no",cwnu1587,"nan",32,"nan","nan"
"no",cwnu1588,"nan",32,"nan","nan"
"no",cwnu1589,"nan",43,"nan","nan"
"no",cwnu159,"nan",51,"nan","nan"
"no",cwnu1590,"nan",44,"nan","nan"
"no",cwnu1591,"nan",32,"nan","nan"
"no",cwnu1592,"nan",44,"nan","nan"
"no",cwnu1593,"nan",40,"nan","nan"
"no",cwnu1594,"nan",44,"nan","nan"
"no",cwnu1595,"nan",32,"nan","nan"
"no",cwnu1596,"nan",43,"nan","nan"
"no",cwnu1597,"nan",43,"nan","nan"
"no",cwnu1598,"nan",43,"nan","nan"
"no",cwnu1599,"nan",30,"nan","nan"
"no",cwnu16,"nan",51,"nan","nan"
"no",cwnu160,"nan",68,"nan","nan"
"no",cwnu1600,"nan",43,"nan","nan"
"no",cwnu1601,"nan",43,"nan","nan"
"no",cwnu1602,"nan",43,"nan","nan"
"no",cwnu1603,"nan",30,"nan","nan"
"no",cwnu1604,"nan",30,"nan","nan"
"no",cwnu1605,"nan",30,"nan","nan"
"no",cwnu1606,"nan",43,"nan","nan"
"no",cwnu1607,"nan",43,"nan","nan"
"no",cwnu1608,"nan",46,"nan","nan"
"no",cwnu1609,"nan",43,"nan","nan"
"no",cwnu161,"nan",54,"nan","nan"
"no",cwnu1610,"nan",30,"nan","nan"
"no",cwnu1611,"nan",43,"nan","nan"
"no",cwnu1612,"nan",30,"nan","nan"
"no",cwnu1613,"nan",30,"nan","nan"
"no",cwnu1614,"nan",30,"nan","nan"
"no",cwnu1615,"nan",43,"nan","nan"
"no",cwnu1616,"nan",43,"nan","nan"
"no",cwnu1617,"nan",43,"nan","nan"
"no",cwnu1618,"nan",30,"nan","nan"
"no",cwnu1619,"nan",43,"nan","nan"
"no",cwnu162,"nan",59,"nan","nan"
"no",cwnu1620,"nan",30,"nan","nan"
"no",cwnu1621,"nan",43,"nan","nan"
"no",cwnu1622,"nan",25,"nan","nan"
"no",cwnu1623,"nan",41,"nan","nan"
"no",cwnu1624,"nan",41,"nan","nan"
"no",cwnu1625,"nan",41,"nan","nan"
"no",cwnu1626,"nan",30,"nan","nan"
"no",cwnu1627,"nan",41,"nan","nan"
"no",cwnu1628,"nan",30,"nan","nan"
"no",cwnu1629,"nan",41,"nan","nan"
"no",cwnu163,"nan",56,"nan","nan"
"no",cwnu1630,"nan",41,"nan","nan"
"no",cwnu1631,"nan",41,"nan","nan"
"no",cwnu1632,"nan",41,"nan","nan"
"no",cwnu1633,"nan",41,"nan","nan"
"no",cwnu1634,"nan",41,"nan","nan"
"no",cwnu1635,"nan",41,"nan","nan"
"no",cwnu1636,"nan",41,"nan","nan"
"no",cwnu1637,"nan",41,"nan","nan"
"no",cwnu1638,"nan",41,"nan","nan"
"no",cwnu1639,"nan",41,"nan","nan"
"no",cwnu164,"nan",56,"nan","nan"
"no",cwnu1640,"nan",30,"nan","nan"
"no",cwnu1641,"nan",41,"nan","nan"
"no",cwnu1642,"nan",41,"nan","nan"
"no",cwnu1643,"nan",30,"nan","nan"
"no",cwnu1644,"nan",38,"nan","nan"
"no",cwnu1645,"nan",40,"nan","nan"
"no",cwnu1646,"nan",40,"nan","nan"
"no",cwnu1647,"nan",30,"nan","nan"
"no",cwnu1648,"nan",40,"nan","nan"
"no",cwnu1649,"nan",40,"nan","nan"
"no",cwnu165,"nan",57,"nan","nan"
"no",cwnu1650,"nan",30,"nan","nan"
"no",cwnu1651,"nan",30,"nan","nan"
"no",cwnu1652,"nan",30,"nan","nan"
"no",cwnu1653,"nan",30,"nan","nan"
"no",cwnu1654,"nan",30,"nan","nan"
"no",cwnu1655,"nan",30,"nan","nan"
"no",cwnu1656,"nan",40,"nan","nan"
"no",cwnu1657,"nan",30,"nan","nan"
"no",cwnu1658,"nan",30,"nan","nan"
"no",cwnu1659,"nan",30,"nan","nan"
"no",cwnu166,"nan",52,"nan","nan"
"no",cwnu1660,"nan",30,"nan","nan"
"no",cwnu1661,"nan",30,"nan","nan"
"no",cwnu1662,"nan",30,"nan","nan"
"no",cwnu1663,"nan",30,"nan","nan"
"no",cwnu1664,"nan",40,"nan","nan"
"no",cwnu1665,"nan",40,"nan","nan"
"no",cwnu1666,"nan",40,"nan","nan"
"no",cwnu1667,"nan",40,"nan","nan"
"no",cwnu1668,"nan",40,"nan","nan"
"no",cwnu1669,"nan",28,"nan","nan"
"no",cwnu167,"nan",124,"nan","nan"
"no",cwnu1670,"nan",40,"nan","nan"
"no",cwnu1671,"nan",40,"nan","nan"
"no",cwnu1672,"nan",40,"nan","nan"
"no",cwnu1673,"nan",40,"nan","nan"
"no",cwnu1674,"nan",40,"nan","nan"
"no",cwnu1675,"nan",28,"nan","nan"
"no",cwnu1676,"nan",28,"nan","nan"
"no",cwnu1677,"nan",40,"nan","nan"
"no",cwnu1678,"nan",40,"nan","nan"
"no",cwnu1679,"nan",40,"nan","nan"
"no",cwnu168,"nan",80,"nan","nan"
"no",cwnu1680,"nan",28,"nan","nan"
"no",cwnu1681,"nan",40,"nan","nan"
"no",cwnu1682,"nan",28,"nan","nan"
"no",cwnu1683,"nan",40,"nan","nan"
"no",cwnu1684,"nan",38,"nan","nan"
"no",cwnu1685,"nan",28,"nan","nan"
"no",cwnu1686,"nan",38,"nan","nan"
"no",cwnu1687,"nan",41,"nan","nan"
"no",cwnu1688,"nan",38,"nan","nan"
"no",cwnu1689,"nan",28,"nan","nan"
"no",cwnu169,"nan",48,"nan","nan"
"no",cwnu1690,"nan",38,"nan","nan"
"no",cwnu1691,"nan",28,"nan","nan"
"no",cwnu1692,"nan",28,"nan","nan"
"no",cwnu1693,"nan",38,"nan","nan"
"no",cwnu1694,"nan",28,"nan","nan"
"no",cwnu1695,"nan",28,"nan","nan"
"no",cwnu1696,"nan",38,"nan","nan"
"no",cwnu1697,"nan",48,"nan","nan"
"no",cwnu1698,"nan",38,"nan","nan"
"no",cwnu1699,"nan",38,"nan","nan"
"no",cwnu17,"nan",172,"nan","nan"
"no",cwnu170,"nan",49,"nan","nan"
"no",cwnu1700,"nan",28,"nan","nan"
"no",cwnu1701,"nan",56,"nan","nan"
"no",cwnu1702,"nan",25,"nan","nan"
"no",cwnu1703,"nan",38,"nan","nan"
"no",cwnu1704,"nan",38,"nan","nan"
"no",cwnu1705,"nan",43,"nan","nan"
"no",cwnu1706,"nan",38,"nan","nan"
"no",cwnu1707,"nan",38,"nan","nan"
"no",cwnu1708,"nan",28,"nan","nan"
"no",cwnu1709,"nan",28,"nan","nan"
"no",cwnu171,"nan",78,"nan","nan"
"no",cwnu1710,"nan",28,"nan","nan"
"no",cwnu1711,"nan",28,"nan","nan"
"no",cwnu1712,"nan",38,"nan","nan"
"no",cwnu1713,"nan",38,"nan","nan"
"no",cwnu1714,"nan",38,"nan","nan"
"no",cwnu1715,"nan",38,"nan","nan"
"no",cwnu1716,"nan",38,"nan","nan"
"no",cwnu1717,"nan",36,"nan","nan"
"no",cwnu1718,"nan",36,"nan","nan"
"no",cwnu1719,"nan",36,"nan","nan"
"no",cwnu172,"nan",57,"nan","nan"
"no",cwnu1720,"nan",44,"nan","nan"
"no",cwnu1721,"nan",41,"nan","nan"
"no",cwnu1722,"nan",49,"nan","nan"
"no",cwnu1723,"nan",28,"nan","nan"
"no",cwnu1724,"nan",36,"nan","nan"
"no",cwnu1725,"nan",28,"nan","nan"
"no",cwnu1726,"nan",36,"nan","nan"
"no",cwnu1727,"nan",28,"nan","nan"
"no",cwnu1728,"nan",36,"nan","nan"
"no",cwnu1729,"nan",36,"nan","nan"
"no",cwnu173,"nan",36,"nan","nan"
"no",cwnu1730,"nan",36,"nan","nan"
"no",cwnu1731,"nan",28,"nan","nan"
"no",cwnu1732,"nan",36,"nan","nan"
"no",cwnu1733,"nan",36,"nan","nan"
"no",cwnu1734,"nan",28,"nan","nan"
"no",cwnu1735,"nan",28,"nan","nan"
"no",cwnu1736,"nan",28,"nan","nan"
"no",cwnu1737,"nan",36,"nan","nan"
"no",cwnu1738,"nan",28,"nan","nan"
"no",cwnu1739,"nan",36,"nan","nan"
"no",cwnu174,"nan",49,"nan","nan"
"no",cwnu1740,"nan",38,"nan","nan"
"no",cwnu1741,"nan",36,"nan","nan"
"no",cwnu1742,"nan",27,"nan","nan"
"no",cwnu1743,"nan",27,"nan","nan"
"no",cwnu1744,"nan",38,"nan","nan"
"no",cwnu1745,"nan",27,"nan","nan"
"no",cwnu1746,"nan",27,"nan","nan"
"no",cwnu1747,"nan",27,"nan","nan"
"no",cwnu1748,"nan",27,"nan","nan"
"no",cwnu1749,"nan",36,"nan","nan"
"no",cwnu175,"nan",78,"nan","nan"
"no",cwnu1750,"nan",27,"nan","nan"
"no",cwnu1751,"nan",27,"nan","nan"
"no",cwnu1752,"nan",27,"nan","nan"
"no",cwnu1753,"nan",36,"nan","nan"
"no",cwnu1754,"nan",36,"nan","nan"
"no",cwnu1755,"nan",36,"nan","nan"
"no",cwnu1756,"nan",36,"nan","nan"
"no",cwnu1757,"nan",36,"nan","nan"
"no",cwnu1758,"nan",27,"nan","nan"
"no",cwnu1759,"nan",36,"nan","nan"
"no",cwnu176,"nan",144,"nan","nan"
"no",cwnu1760,"nan",36,"nan","nan"
"no",cwnu1761,"nan",35,"nan","nan"
"no",cwnu1762,"nan",35,"nan","nan"
"no",cwnu1763,"nan",35,"nan","nan"
"no",cwnu1764,"nan",27,"nan","nan"
"no",cwnu1765,"nan",35,"nan","nan"
"no",cwnu1766,"nan",35,"nan","nan"
"no",cwnu1767,"nan",35,"nan","nan"
"no",cwnu1768,"nan",35,"nan","nan"
"no",cwnu1769,"nan",35,"nan","nan"
"no",cwnu177,"nan",104,"nan","nan"
"no",cwnu1770,"nan",35,"nan","nan"
"no",cwnu1771,"nan",35,"nan","nan"
"no",cwnu1772,"nan",27,"nan","nan"
"no",cwnu1773,"nan",35,"nan","nan"
"no",cwnu1774,"nan",35,"nan","nan"
"no",cwnu1775,"nan",35,"nan","nan"
"no",cwnu1776,"nan",35,"nan","nan"
"no",cwnu1777,"nan",35,"nan","nan"
"no",cwnu1778,"nan",43,"nan","nan"
"no",cwnu1779,"nan",27,"nan","nan"
"no",cwnu178,"nan",99,"nan","nan"
"no",cwnu1780,"nan",35,"nan","nan"
"no",cwnu1781,"nan",35,"nan","nan"
"no",cwnu1782,"nan",27,"nan","nan"
"no",cwnu1783,"nan",27,"nan","nan"
"no",cwnu1784,"nan",27,"nan","nan"
"no",cwnu1785,"nan",35,"nan","nan"
"no",cwnu1786,"nan",35,"nan","nan"
"no",cwnu1787,"nan",35,"nan","nan"
"no",cwnu1788,"nan",35,"nan","nan"
"no",cwnu1789,"nan",27,"nan","nan"
"no",cwnu179,"nan",216,"nan","nan"
"no",cwnu1790,"nan",35,"nan","nan"
"no",cwnu1791,"nan",35,"nan","nan"
"no",cwnu1792,"nan",35,"nan","nan"
"no",cwnu1793,"nan",35,"nan","nan"
"no",cwnu1794,"nan",27,"nan","nan"
"no",cwnu1795,"nan",27,"nan","nan"
"no",cwnu1796,"nan",27,"nan","nan"
"no",cwnu1797,"nan",35,"nan","nan"
"no",cwnu1798,"nan",33,"nan","nan"
"no",cwnu1799,"nan",33,"nan","nan"
"no",cwnu18,"nan",164,"nan","nan"
"no",cwnu180,"nan",161,"nan","nan"
"no",cwnu1800,"nan",33,"nan","nan"
"no",cwnu1801,"nan",33,"nan","nan"
"no",cwnu1802,"nan",33,"nan","nan"
"no",cwnu1803,"nan",33,"nan","nan"
"no",cwnu1804,"nan",27,"nan","nan"
"no",cwnu1805,"nan",27,"nan","nan"
"no",cwnu1806,"nan",33,"nan","nan"
"no",cwnu1807,"nan",33,"nan","nan"
"no",cwnu1808,"nan",33,"nan","nan"
"no",cwnu1809,"nan",33,"nan","nan"
"no",cwnu181,"nan",54,"nan","nan"
"no",cwnu1810,"nan",33,"nan","nan"
"no",cwnu1811,"nan",27,"nan","nan"
"no",cwnu1812,"nan",33,"nan","nan"
"no",cwnu1813,"nan",33,"nan","nan"
"no",cwnu1814,"nan",33,"nan","nan"
"no",cwnu1815,"nan",27,"nan","nan"
"no",cwnu1816,"nan",33,"nan","nan"
"no",cwnu1817,"nan",25,"nan","nan"
"no",cwnu1818,"nan",33,"nan","nan"
"no",cwnu1819,"nan",33,"nan","nan"
"no",cwnu182,"nan",128,"nan","nan"
"no",cwnu1820,"nan",25,"nan","nan"
"no",cwnu1821,"nan",33,"nan","nan"
"no",cwnu1822,"nan",33,"nan","nan"
"no",cwnu1823,"nan",25,"nan","nan"
"no",cwnu1824,"nan",33,"nan","nan"
"no",cwnu1825,"nan",25,"nan","nan"
"no",cwnu1826,"nan",33,"nan","nan"
"no",cwnu1827,"nan",33,"nan","nan"
"no",cwnu1828,"nan",33,"nan","nan"
"no",cwnu1829,"nan",33,"nan","nan"
"no",cwnu183,"nan",48,"nan","nan"
"no",cwnu1830,"nan",25,"nan","nan"
"no",cwnu1831,"nan",33,"nan","nan"
"no",cwnu1832,"nan",33,"nan","nan"
"no",cwnu1833,"nan",33,"nan","nan"
"no",cwnu1834,"nan",33,"nan","nan"
"no",cwnu1835,"nan",25,"nan","nan"
"no",cwnu1836,"nan",33,"nan","nan"
"no",cwnu1837,"nan",25,"nan","nan"
"no",cwnu1838,"nan",33,"nan","nan"
"no",cwnu1839,"nan",25,"nan","nan"
"no",cwnu184,"nan",161,"nan","nan"
"no",cwnu1840,"nan",33,"nan","nan"
"no",cwnu1841,"nan",72,"nan","nan"
"no",cwnu1842,"nan",33,"nan","nan"
"no",cwnu1843,"nan",33,"nan","nan"
"no",cwnu1844,"nan",33,"nan","nan"
"no",cwnu1845,"nan",33,"nan","nan"
"no",cwnu1846,"nan",25,"nan","nan"
"no",cwnu1847,"nan",33,"nan","nan"
"no",cwnu1848,"nan",25,"nan","nan"
"no",cwnu1849,"nan",25,"nan","nan"
"no",cwnu185,"nan",161,"nan","nan"
"no",cwnu1850,"nan",36,"nan","nan"
"no",cwnu1851,"nan",32,"nan","nan"
"no",cwnu1852,"nan",25,"nan","nan"
"no",cwnu1853,"nan",32,"nan","nan"
"no",cwnu1854,"nan",32,"nan","nan"
"no",cwnu1855,"nan",25,"nan","nan"
"no",cwnu1856,"nan",32,"nan","nan"
"no",cwnu1857,"nan",32,"nan","nan"
"no",cwnu1858,"nan",32,"nan","nan"
"no",cwnu1859,"nan",32,"nan","nan"
"no",cwnu186,"nan",91,"nan","nan"
"no",cwnu1860,"nan",32,"nan","nan"
"no",cwnu1861,"nan",32,"nan","nan"
"no",cwnu1862,"nan",25,"nan","nan"
"no",cwnu1863,"nan",32,"nan","nan"
"no",cwnu1864,"nan",32,"nan","nan"
"no",cwnu1865,"nan",32,"nan","nan"
"no",cwnu1866,"nan",32,"nan","nan"
"no",cwnu1867,"nan",32,"nan","nan"
"no",cwnu1868,"nan",32,"nan","nan"
"no",cwnu1869,"nan",32,"nan","nan"
"no",cwnu187,"nan",59,"nan","nan"
"no",cwnu1870,"nan",32,"nan","nan"
"no",cwnu1871,"nan",32,"nan","nan"
"no",cwnu1872,"nan",25,"nan","nan"
"no",cwnu1873,"nan",25,"nan","nan"
"no",cwnu1874,"nan",25,"nan","nan"
"no",cwnu1875,"nan",25,"nan","nan"
"no",cwnu1876,"nan",32,"nan","nan"
"no",cwnu1877,"nan",32,"nan","nan"
"no",cwnu1878,"nan",32,"nan","nan"
"no",cwnu1879,"nan",25,"nan","nan"
"no",cwnu188,"nan",110,"nan","nan"
"no",cwnu1880,"nan",32,"nan","nan"
"no",cwnu1881,"nan",25,"nan","nan"
"no",cwnu1882,"nan",25,"nan","nan"
"no",cwnu1883,"nan",32,"nan","nan"
"no",cwnu1884,"nan",25,"nan","nan"
"no",cwnu1885,"nan",32,"nan","nan"
"no",cwnu1886,"nan",25,"nan","nan"
"no",cwnu1887,"nan",30,"nan","nan"
"no",cwnu1888,"nan",30,"nan","nan"
"no",cwnu1889,"nan",30,"nan","nan"
"no",cwnu189,"nan",57,"nan","nan"
"no",cwnu1890,"nan",30,"nan","nan"
"no",cwnu1891,"nan",25,"nan","nan"
"no",cwnu1892,"nan",30,"nan","nan"
"no",cwnu1893,"nan",25,"nan","nan"
"no",cwnu1894,"nan",30,"nan","nan"
"no",cwnu1895,"nan",33,"nan","nan"
"no",cwnu1896,"nan",30,"nan","nan"
"no",cwnu1897,"nan",30,"nan","nan"
"no",cwnu1898,"nan",30,"nan","nan"
"no",cwnu1899,"nan",30,"nan","nan"
"no",cwnu19,"nan",56,"nan","nan"
"no",cwnu190,"nan",105,"nan","nan"
"no",cwnu1900,"nan",30,"nan","nan"
"no",cwnu1901,"nan",25,"nan","nan"
"no",cwnu1902,"nan",25,"nan","nan"
"no",cwnu1903,"nan",40,"nan","nan"
"no",cwnu1904,"nan",30,"nan","nan"
"no",cwnu1905,"nan",25,"nan","nan"
"no",cwnu1906,"nan",30,"nan","nan"
"no",cwnu1907,"nan",30,"nan","nan"
"no",cwnu1908,"nan",30,"nan","nan"
"no",cwnu1909,"nan",30,"nan","nan"
"no",cwnu191,"nan",198,"nan","nan"
"no",cwnu1910,"nan",30,"nan","nan"
"no",cwnu1911,"nan",25,"nan","nan"
"no",cwnu1912,"nan",52,"nan","nan"
"no",cwnu1913,"nan",25,"nan","nan"
"no",cwnu1914,"nan",30,"nan","nan"
"no",cwnu1915,"nan",30,"nan","nan"
"no",cwnu1916,"nan",25,"nan","nan"
"no",cwnu1917,"nan",25,"nan","nan"
"no",cwnu1918,"nan",30,"nan","nan"
"no",cwnu1919,"nan",30,"nan","nan"
"no",cwnu192,"nan",59,"nan","nan"
"no",cwnu1920,"nan",30,"nan","nan"
"no",cwnu1921,"nan",30,"nan","nan"
"no",cwnu1922,"nan",30,"nan","nan"
"no",cwnu1923,"nan",25,"nan","nan"
"no",cwnu1924,"nan",30,"nan","nan"
"no",cwnu1925,"nan",30,"nan","nan"
"no",cwnu1926,"nan",30,"nan","nan"
"no",cwnu1927,"nan",30,"nan","nan"
"no",cwnu1928,"nan",30,"nan","nan"
"no",cwnu1929,"nan",30,"nan","nan"
"no",cwnu193,"nan",46,"nan","nan"
"no",cwnu1930,"nan",30,"nan","nan"
"no",cwnu1931,"nan",28,"nan","nan"
"no",cwnu1932,"nan",28,"nan","nan"
"no",cwnu1933,"nan",28,"nan","nan"
"no",cwnu1934,"nan",28,"nan","nan"
"no",cwnu1935,"nan",28,"nan","nan"
"no",cwnu1936,"nan",28,"nan","nan"
"no",cwnu1937,"nan",28,"nan","nan"
"no",cwnu1938,"nan",28,"nan","nan"
"no",cwnu1939,"nan",28,"nan","nan"
"no",cwnu194,"nan",118,"nan","nan"
"no",cwnu1940,"nan",28,"nan","nan"
"no",cwnu1941,"nan",28,"nan","nan"
"no",cwnu1942,"nan",33,"nan","nan"
"no",cwnu1943,"nan",28,"nan","nan"
"no",cwnu1944,"nan",142,"nan","nan"
"no",cwnu1945,"nan",108,"nan","nan"
"no",cwnu1946,"nan",65,"nan","nan"
"no",cwnu1947,"nan",44,"nan","nan"
"no",cwnu1948,"nan",41,"nan","nan"
"no",cwnu1949,"nan",60,"nan","nan"
"no",cwnu195,"nan",54,"nan","nan"
"no",cwnu1950,"nan",40,"nan","nan"
"no",cwnu1951,"nan",38,"nan","nan"
"no",cwnu1952,"nan",35,"nan","nan"
"no",cwnu1953,"nan",38,"nan","nan"
"no",cwnu1954,"nan",88,"nan","nan"
"no",cwnu1955,"nan",83,"nan","nan"
"no",cwnu1956,"nan",84,"nan","nan"
"no",cwnu1957,"nan",25,"nan","nan"
"no",cwnu1958,"nan",25,"nan","nan"
"no",cwnu1959,"nan",25,"nan","nan"
"no",cwnu196,"nan",72,"nan","nan"
"no",cwnu1960,"nan",28,"nan","nan"
"no",cwnu1961,"nan",28,"nan","nan"
"no",cwnu1962,"nan",28,"nan","nan"
"no",cwnu1963,"nan",25,"nan","nan"
"no",cwnu1964,"nan",28,"nan","nan"
"no",cwnu1965,"nan",28,"nan","nan"
"no",cwnu1966,"nan",54,"nan","nan"
"no",cwnu1967,"nan",25,"nan","nan"
"no",cwnu1968,"nan",28,"nan","nan"
"no",cwnu1969,"nan",28,"nan","nan"
"no",cwnu197,"nan",68,"nan","nan"
"no",cwnu1970,"nan",28,"nan","nan"
"no",cwnu1971,"nan",28,"nan","nan"
"no",cwnu1972,"nan",28,"nan","nan"
"no",cwnu1973,"nan",28,"nan","nan"
"no",cwnu1974,"nan",25,"nan","nan"
"no",cwnu1975,"nan",40,"nan","nan"
"no",cwnu1976,"nan",28,"nan","nan"
"no",cwnu1977,"nan",25,"nan","nan"
"no",cwnu1978,"nan",28,"nan","nan"
"no",cwnu1979,"nan",28,"nan","nan"
"no",cwnu198,"nan",52,"nan","nan"
"no",cwnu1980,"nan",28,"nan","nan"
"no",cwnu1981,"nan",25,"nan","nan"
"no",cwnu1982,"nan",28,"nan","nan"
"no",cwnu1983,"nan",28,"nan","nan"
"no",cwnu1984,"nan",25,"nan","nan"
"no",cwnu1985,"nan",25,"nan","nan"
"no",cwnu1986,"nan",25,"nan","nan"
"no",cwnu1987,"nan",28,"nan","nan"
"no",cwnu1988,"nan",28,"nan","nan"
"no",cwnu1989,"nan",25,"nan","nan"
"no",cwnu199,"nan",68,"nan","nan"
"no",cwnu1990,"nan",25,"nan","nan"
"no",cwnu1991,"nan",28,"nan","nan"
"no",cwnu1992,"nan",25,"nan","nan"
"no",cwnu1993,"nan",28,"nan","nan"
"no",cwnu1994,"nan",28,"nan","nan"
"no",cwnu1995,"nan",28,"nan","nan"
"no",cwnu1996,"nan",25,"nan","nan"
"no",cwnu1997,"nan",28,"nan","nan"
"no",cwnu1998,"nan",28,"nan","nan"
"no",cwnu1999,"nan",28,"nan","nan"
"no",cwnu2,"nan",38,"nan","nan"
"no",cwnu20,"nan",64,"nan","nan"
"no",cwnu200,"nan",76,"nan","nan"
