"ID","RAdeg","e_RAdeg","DEdeg","e_DEdeg","GLON","e_GLON","GLAT","e_GLAT","Num","NCore","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","m-M","A0","logA","RVel","e_Rvel","o_Rvel","Type"
"CWNU 3518",96.2398,0.092,27.969,0.066,185.0772,0.074,7.0831,0.052,174,25,0.225,0.019,-0.118,0.116,-1.535,0.126,13.0,1.0,9.0,35.69,26.99,2,1
"CWNU 3519",78.9316,0.017,39.6376,0.018,167.6741,0.017,0.7367,0.011,44,23,0.224,0.032,0.614,0.049,-0.676,0.044,13.3,2.1,7.2,"nan","nan",0,1
"CWNU 3520",95.1083,0.011,10.1059,0.011,200.4099,0.012,-2.1888,0.018,85,23,0.179,0.038,0.228,0.077,0.171,0.051,13.45,1.5,8.8,"nan","nan",0,1
"CWNU 3521",33.7566,0.046,66.8434,0.019,131.0294,0.02,5.2958,0.014,96,36,0.222,0.088,-0.729,0.071,0.288,0.078,13.15,2.9,9.0,-44.26,3.98,1,1
"CWNU 3522",23.6697,0.104,61.9115,0.032,127.9974,0.042,-0.5407,0.034,52,18,0.308,0.016,-1.661,0.03,-0.261,0.029,12.65,0.55,6.2,"nan","nan",0,1
"CWNU 3523",137.079,0.015,-56.1589,0.016,275.3624,0.012,-5.7413,0.012,148,47,0.054,0.068,-2.715,0.077,2.998,0.095,14.75,0.45,9.2,94.81,6.95,1,1
"CWNU 3524",26.0901,0.26,60.9989,0.04,129.2988,0.129,-1.209,0.052,89,50,0.355,0.024,-1.202,0.048,-0.548,0.052,12.1,2.0,7.4,"nan","nan",0,1
"CWNU 3525",23.6866,0.119,61.72,0.039,128.0439,0.055,-0.7221,0.037,59,26,0.337,0.028,-1.42,0.041,-0.468,0.04,12.05,2.75,7.5,"nan","nan",0,1
"CWNU 3526",105.4675,0.059,-10.0468,0.083,223.0515,0.087,-2.2914,0.049,78,30,0.357,0.04,-1.204,0.049,0.884,0.044,12.1,2.55,7.3,"nan","nan",0,1
"CWNU 3527",279.8672,0.041,-5.3555,0.042,26.8007,0.042,0.2086,0.04,122,51,0.294,0.041,0.24,0.065,-2.2,0.051,12.3,4.2,8.0,88.61,73.15,6,1
"CWNU 3528",68.8864,0.167,47.1437,0.076,157.2686,0.073,-0.2056,0.131,203,58,0.3,0.039,-0.382,0.15,-0.938,0.087,12.75,4.35,7.7,"nan","nan",0,1
"CWNU 3529",263.4364,0.046,-35.0104,0.048,353.519,0.061,-1.0979,0.032,182,46,0.359,0.046,-0.804,0.087,-2.323,0.069,11.8,3.6,7.0,9.94,14.36,2,1
"FoF 1414",116.4104,0.08,-19.1807,0.085,236.1231,0.122,2.7125,0.031,151,39,0.237,0.038,-1.677,0.071,2.199,0.051,12.7,0.75,8.7,"nan","nan",0,1
"CWNU 3531",97.9711,0.015,7.502,0.016,204.0256,0.022,-0.9044,0.016,52,22,0.18,0.057,-0.199,0.121,-0.221,0.097,13.35,1.85,8.5,112.46,4.07,1,1
"CWNU 3532",15.3142,0.026,65.1964,0.024,123.9615,0.009,2.3448,0.025,72,21,0.165,0.05,-1.692,0.071,-0.439,0.078,14.0,4.1,6.8,"nan","nan",0,1
"CWNU 3533",165.3686,0.063,-60.6538,0.036,289.8544,0.041,-0.6032,0.02,54,26,0.235,0.029,-5.783,0.078,1.968,0.046,12.8,1.9,7.3,"nan","nan",0,1
"CWNU 3534",75.6332,0.059,39.8896,0.038,165.9642,0.022,-1.1529,0.043,88,27,0.28,0.057,0.811,0.099,-2.41,0.075,12.8,2.2,8.8,0.62,22.86,2,1
"CWNU 3535",101.2084,0.016,-9.4354,0.014,220.6099,0.016,-5.7405,0.016,167,56,0.114,0.078,0.001,0.084,0.765,0.121,14.25,1.65,8.2,"nan","nan",0,1
"CWNU 3536",154.8527,0.021,-58.5567,0.012,284.1901,0.007,-1.3282,0.01,53,29,0.179,0.045,-5.105,0.129,2.963,0.068,13.05,4.35,7.2,16.54,0.15,1,1
"CWNU 3537",155.612,0.052,-58.1227,0.056,284.2919,0.024,-0.752,0.057,67,30,0.184,0.025,-5.589,0.091,3.162,0.044,13.7,3.8,6.8,"nan","nan",0,1
"FoF 1209",271.2807,0.076,-23.7935,0.076,6.6461,0.078,-1.1773,0.062,395,149,0.32,0.053,-0.025,0.103,-1.48,0.057,12.05,2.8,8.3,24.76,8.06,5,1
"CWNU 3539",271.3158,0.044,-22.9526,0.054,7.3939,0.062,-0.7992,0.047,319,91,0.305,0.039,-0.046,0.084,-1.377,0.111,12.15,3.8,7.9,15.66,20.22,5,1
"CWNU 3540",84.7119,0.118,46.076,0.101,164.6293,0.113,7.8358,0.055,156,34,0.338,0.055,-0.24,0.108,-1.545,0.064,12.1,1.4,8.0,"nan","nan",0,1
"CWNU 3541",154.6659,0.21,-57.2934,0.124,283.4098,0.133,-0.3635,0.098,173,52,0.399,0.029,-7.779,0.07,4.168,0.1,12.15,2.1,6.8,"nan","nan",0,1
"CWNU 3542",300.8656,0.043,30.4226,0.025,67.8314,0.017,-0.365,0.037,188,71,0.245,0.068,-2.88,0.094,-5.418,0.104,12.5,4.3,7.1,5.51,0.27,2,1
"CWNU 3543",15.6922,0.056,59.7821,0.034,124.3606,0.031,-3.0592,0.033,60,25,0.178,0.054,-1.505,0.041,-0.417,0.044,13.15,1.55,7.6,"nan","nan",0,1
"CWNU 3544",102.3104,0.043,0.6609,0.022,212.1084,0.018,-0.1922,0.05,166,25,0.18,0.036,-0.331,0.175,0.353,0.078,14.35,3.05,6.8,"nan","nan",0,1
"CWNU 3545",280.1398,0.034,-5.3177,0.035,26.9626,0.029,-0.0183,0.042,157,58,0.248,0.048,-0.232,0.084,-1.849,0.084,12.4,5.8,8.0,54.97,18.05,5,1
"CWNU 3546",102.9598,0.03,-12.4957,0.058,224.1362,0.052,-5.5755,0.03,153,53,0.092,0.057,-0.265,0.084,0.939,0.111,14.15,2.55,8.3,74.94,6.03,6,1
"CWNU 3547",52.3563,0.037,53.2617,0.015,145.3222,0.024,-2.5961,0.023,50,23,0.31,0.071,0.476,0.089,-0.824,0.083,12.4,3.5,8.7,"nan","nan",0,1
"CWNU 3548",79.5064,0.01,41.3183,0.022,166.561,0.021,2.0628,0.01,30,15,0.185,0.046,0.458,0.216,-0.386,0.088,12.85,1.6,8.7,"nan","nan",0,1
"CWNU 3549",121.9368,0.017,-29.8046,0.018,247.8059,0.022,1.4741,0.019,37,16,0.178,0.038,-2.029,0.063,3.141,0.033,13.55,1.6,8.6,97.52,1.44,2,1
"CWNU 3550",319.5964,0.036,55.2063,0.02,95.6471,0.02,4.0539,0.02,316,130,0.145,0.077,-2.265,0.103,-2.515,0.095,14.05,3.1,8.6,"nan","nan",0,1
"CWNU 3551",21.3738,0.025,68.7296,0.014,126.0276,0.011,6.063,0.015,39,18,0.196,0.038,-2.179,0.115,0.661,0.092,13.3,3.4,8.9,"nan","nan",0,1
"CWNU 3552",164.9793,0.048,-59.4222,0.016,289.1691,0.028,0.4395,0.014,51,17,0.186,0.033,-7.002,0.026,2.473,0.048,13.9,1.9,7.0,"nan","nan",0,1
"CWNU 3553",120.6113,0.024,-31.5442,0.023,248.6673,0.019,-0.4222,0.019,44,18,0.155,0.039,-1.77,0.061,3.391,0.034,14.05,1.45,8.8,"nan","nan",0,1
"CWNU 3554",188.0789,0.027,-61.8006,0.008,300.6744,0.012,0.9861,0.009,33,16,0.263,0.049,-6.539,0.075,0.143,0.063,12.5,3.2,7.7,"nan","nan",0,1
"CWNU 3555",338.7335,0.041,64.3812,0.026,108.8339,0.018,5.3122,0.02,193,51,0.112,0.082,-1.881,0.175,-0.932,0.112,14.15,2.6,9.4,-46.25,8.57,2,1
"CWNU 3556",119.7033,0.015,-39.0039,0.019,254.6403,0.02,-4.9662,0.014,134,85,0.076,0.118,-1.102,0.187,1.533,0.205,15.65,1.9,9.3,156.34,4.51,1,1
"CWNU 3557",81.8502,0.065,44.9573,0.047,164.4982,0.056,5.5415,0.052,138,30,0.18,0.068,0.384,0.108,-0.357,0.148,13.35,1.5,8.3,-13.0,3.19,1,1
"CWNU 3558",70.399,0.034,43.8847,0.02,160.4069,0.025,-1.6096,0.029,44,22,0.233,0.1,-0.543,0.098,-1.516,0.124,12.4,2.75,7.6,"nan","nan",0,1
"CWNU 3559",97.1511,0.015,18.0854,0.039,194.2782,0.058,3.293,0.024,47,22,0.218,0.062,0.068,0.092,-0.098,0.093,13.15,1.75,8.2,"nan","nan",0,1
"CWNU 3560",118.6301,0.026,-28.2272,0.134,244.957,0.095,-0.1445,0.084,56,21,0.325,0.032,-2.835,0.038,3.082,0.064,12.15,1.3,7.3,"nan","nan",0,1
"CWNU 3561",283.793,0.043,-4.8091,0.017,29.0748,0.023,-3.0227,0.034,58,25,0.059,0.104,-3.48,0.107,-6.041,0.079,15.15,1.95,9.6,"nan","nan",0,1
"CWNU 3562",100.7255,0.074,11.1015,0.106,202.0659,0.125,3.1657,0.065,66,22,0.204,0.037,-0.318,0.119,-1.035,0.145,14.85,3.0,7.5,40.13,0.81,1,1
"CWNU 3563",311.2141,0.056,47.5958,0.037,86.4676,0.032,2.9614,0.03,79,35,0.291,0.065,-3.923,0.083,-4.246,0.033,12.15,4.3,8.4,-20.8,1.68,4,1
"CWNU 3564",118.0201,0.024,-27.6684,0.038,244.1823,0.03,-0.3213,0.027,80,39,0.212,0.048,-2.469,0.044,3.14,0.116,13.7,2.05,7.8,84.13,0.33,1,1
"CWNU 3565",110.1744,0.018,-32.1333,0.021,244.8173,0.018,-8.4265,0.023,123,32,0.113,0.075,-0.877,0.148,2.662,0.09,14.45,0.3,8.9,143.99,2.11,1,1
"CWNU 3566",152.9207,0.073,-62.715,0.048,285.7342,0.041,-5.309,0.043,205,42,0.116,0.063,-4.245,0.14,3.1,0.11,14.05,0.6,9.7,87.6,2.97,1,1
"Collinder 107",99.6121,0.073,4.5646,0.259,207.3848,0.188,-0.8123,0.143,207,70,0.657,0.064,-2.401,0.126,-0.177,0.129,11.0,1.6,6.9,8.14,52.23,2,1
"CWNU 3567",100.2981,0.025,-6.0938,0.02,217.2094,0.02,-5.0441,0.031,127,26,0.146,0.054,-0.053,0.162,0.739,0.124,14.0,1.35,8.8,"nan","nan",0,1
"CWNU 3568",167.638,0.007,-61.2691,0.005,291.1112,0.005,-0.7344,0.004,43,3,0.104,0.005,-5.663,0.047,2.08,0.009,15.3,4.0,6.5,"nan","nan",0,1
"CWNU 3569",26.4279,0.104,53.1084,0.066,131.1233,0.065,-8.8984,0.055,69,34,0.302,0.059,-1.358,0.233,-0.814,0.267,12.45,0.65,9.4,-75.31,3.36,1,1
"CWNU 3570",307.6929,0.155,51.7273,0.065,88.4189,0.027,7.2728,0.105,121,51,0.092,0.045,-2.304,0.151,-2.952,0.18,14.5,1.4,9.2,"nan","nan",0,1
"CWNU 3571",91.6097,0.221,37.2606,0.312,174.945,0.347,7.9199,0.163,119,32,0.745,0.033,0.839,0.06,-4.436,0.047,10.75,0.95,8.6,-24.71,7.14,6,1
"CWNU 3572",324.0906,0.136,60.1325,0.108,100.7776,0.103,5.9192,0.076,321,38,0.117,0.035,-2.274,0.108,-1.816,0.196,13.35,1.95,9.1,-83.17,4.61,3,1
"CWNU 3573",82.6524,0.056,38.6254,0.044,170.1371,0.062,2.5534,0.027,86,26,0.156,0.063,0.054,0.074,-0.864,0.059,13.85,3.0,7.0,-31.45,7.11,1,1
"CWNU 3574",123.9049,0.038,-24.0386,0.071,243.9432,0.078,6.0781,0.051,159,24,0.186,0.062,-1.849,0.086,2.083,0.093,13.35,0.15,9.4,"nan","nan",0,1
"CWNU 3575",130.1955,0.069,-43.955,0.071,263.1782,0.08,-1.2772,0.049,32,18,0.482,0.02,-5.646,0.035,5.242,0.037,11.5,2.1,8.4,"nan","nan",0,1
"FSR 0508",10.4741,0.054,64.9644,0.018,121.922,0.023,2.1111,0.017,110,54,0.162,0.067,-2.323,0.065,-0.64,0.085,13.8,3.6,9.2,-118.17,0.85,5,1
"CWNU 3576",96.6807,0.071,6.3247,0.079,204.494,0.057,-2.592,0.086,117,34,0.142,0.057,-0.057,0.072,-0.12,0.158,13.7,2.55,8.6,53.32,35.52,2,1
"CWNU 3577",20.1802,0.072,62.5225,0.029,126.3039,0.034,-0.1592,0.028,69,29,0.29,0.032,-1.591,0.042,-0.171,0.06,12.7,2.5,6.9,"nan","nan",0,1
"CWNU 3578",53.0373,2.02,49.6746,0.9,147.7217,1.711,-5.3432,0.183,193,76,0.958,0.037,-2.435,0.087,-2.641,0.126,10.2,1.25,8.2,-22.8,7.49,9,1
"vdBergh 130,VDB 130",304.5549,0.105,39.3853,0.05,76.985,0.083,2.0093,0.056,114,72,0.579,0.033,-3.62,0.158,-5.078,0.174,11.35,2.95,6.5,-18.44,45.91,5,1
"CWNU 3579",111.6798,0.07,-27.3601,0.037,241.1664,0.04,-5.071,0.065,332,78,0.097,0.068,-1.011,0.165,1.738,0.114,14.9,1.4,8.8,149.33,46.79,2,1
"CWNU 3580",259.7208,0.118,-33.5598,0.115,353.0104,0.081,2.2575,0.097,88,32,0.811,0.05,2.363,0.074,-1.834,0.064,10.35,1.6,7.2,"nan","nan",0,1
"CWNU 3581",99.7294,0.056,1.7932,0.051,209.915,0.052,-1.9627,0.056,47,26,0.249,0.048,0.355,0.091,-1.069,0.097,12.8,2.75,9.0,28.21,2.39,2,1
"CWNU 3582",249.5663,0.074,-52.4698,0.111,333.617,0.096,-3.6612,0.09,76,21,0.663,0.018,-2.003,0.087,-1.617,0.037,10.85,1.85,8.4,-19.07,1.31,6,1
"CWNU 3583",86.1761,0.214,32.5788,0.072,176.7834,0.15,1.7315,0.146,75,24,0.239,0.029,-0.075,0.079,-0.802,0.045,13.6,2.45,7.0,"nan","nan",0,1
"CWNU 3584",71.3127,0.066,41.9643,0.039,162.2924,0.034,-2.3572,0.05,29,16,0.27,0.017,0.352,0.09,-1.267,0.06,12.7,1.7,6.8,"nan","nan",0,1
"CWNU 3585",295.9644,0.016,32.8824,0.015,67.8059,0.022,4.478,0.018,48,16,0.14,0.042,-2.828,0.081,-5.584,0.167,14.35,1.65,9.2,"nan","nan",0,1
"CWNU 3586",70.2036,0.022,42.6122,0.02,161.2648,0.022,-2.5695,0.021,31,18,0.319,0.03,-0.804,0.065,-1.507,0.076,12.4,2.25,7.3,"nan","nan",0,1
"CWNU 3587",333.1769,0.169,58.2823,0.053,103.2915,0.052,1.5919,0.063,131,37,0.216,0.064,-4.654,0.112,-2.252,0.09,12.95,3.7,8.8,-70.7,0.12,2,1
"CWNU 3588",121.4145,0.054,-41.4434,0.039,257.41,0.051,-5.1387,0.029,201,58,0.087,0.055,-1.41,0.115,2.297,0.098,14.5,1.9,9.0,67.49,1.76,1,1
"CWNU 3589",355.9618,0.146,62.8611,0.039,115.3112,0.077,0.9935,0.027,300,102,0.112,0.063,-1.587,0.127,-0.267,0.131,14.05,3.15,8.9,-28.68,9.23,1,1
"CWNU 3590",103.5156,0.008,-13.5663,0.006,225.3388,0.007,-5.5694,0.01,61,34,0.053,0.102,-0.351,0.099,0.741,0.12,14.85,1.85,8.1,"nan","nan",0,1
"CWNU 3591",115.1791,0.064,-35.4711,0.043,249.7587,0.019,-6.3101,0.063,30,16,0.097,0.032,-1.004,0.042,1.678,0.078,15.1,1.2,9.0,"nan","nan",0,1
"CWNU 3592",242.5649,0.057,-54.9784,0.029,328.9127,0.059,-2.4719,0.02,45,23,0.005,0.079,-2.871,0.063,-2.959,0.104,15.65,3.2,6.2,"nan","nan",0,1
"CWNU 3593",167.9485,0.256,-67.8902,0.07,293.7527,0.097,-6.8028,0.073,194,63,0.095,0.036,-5.2,0.211,1.978,0.205,14.05,0.6,9.8,21.58,45.53,2,1
"CWNU 3594",271.3593,0.019,-21.2448,0.012,8.9011,0.01,0.0115,0.018,60,28,0.204,0.088,-0.922,0.129,-1.212,0.078,13.5,6.65,6.2,52.57,2.89,1,1
"CWNU 3595",276.0179,0.01,-15.3711,0.008,16.1752,0.019,-1.064,0.01,48,6,0.279,0.036,-0.22,0.085,-1.867,0.066,12.25,5.45,8.6,33.87,8.71,1,1
"FoF 1692",289.1824,0.039,14.1644,0.032,48.3888,0.04,0.9454,0.035,293,113,0.204,0.066,-2.156,0.064,-5.51,0.07,12.85,3.5,7.0,58.43,6.32,3,1
"FSR 0522",13.4421,0.089,65.7963,0.016,123.171,0.036,2.9257,0.016,116,49,0.167,0.046,-1.624,0.111,-0.443,0.1,15.2,5.1,6.5,"nan","nan",0,1
"CWNU 3597",207.7128,0.108,-62.8699,0.05,309.6467,0.06,-0.7701,0.034,116,39,0.299,0.029,-6.673,0.043,-1.877,0.073,13.05,5.0,6.7,29.49,5.0,1,1
"CWNU 3598",30.6465,0.1,61.4557,0.036,131.3234,0.044,-0.2509,0.031,117,36,0.29,0.052,0.361,0.051,-0.445,0.06,12.45,2.3,7.7,"nan","nan",0,1
"CWNU 3599",280.2979,0.041,-3.9084,0.022,28.2909,0.024,0.4866,0.028,122,45,0.246,0.03,-1.52,0.079,-3.942,0.052,12.5,4.8,8.3,57.61,0.49,3,1
"CWNU 3600",269.591,0.017,-24.5561,0.018,5.2178,0.018,-0.2132,0.015,122,52,0.328,0.066,-0.231,0.088,-0.69,0.1,12.95,5.9,6.8,-15.47,94.16,3,1
"CWNU 3601",107.6284,0.033,-16.7,0.041,229.949,0.049,-3.4606,0.029,112,15,0.13,0.042,-0.624,0.078,1.223,0.064,15.65,2.15,6.7,"nan","nan",0,1
"CWNU 3602",111.7169,0.011,-20.5989,0.018,235.207,0.017,-1.8405,0.01,106,41,0.119,0.102,-0.716,0.049,1.501,0.129,14.2,1.7,8.9,95.1,7.32,1,1
"CWNU 3603",116.2893,0.039,-36.6274,0.007,251.2109,0.021,-6.0872,0.015,95,15,0.145,0.035,-1.111,0.026,2.187,0.166,14.7,1.9,7.5,"nan","nan",0,1
"CWNU 3604",297.2486,0.018,27.7232,0.011,63.8902,0.007,0.9383,0.016,96,29,0.124,0.034,-2.846,0.092,-5.551,0.09,15.5,6.2,6.7,-20.9,2.75,1,1
"CWNU 3605",141.9939,0.036,-47.3286,0.019,271.1766,0.03,2.6012,0.017,97,54,0.25,0.073,-4.159,0.105,3.236,0.122,12.45,5.1,8.6,35.03,7.06,3,1
"CWNU 3606",66.9354,0.047,50.3333,0.029,154.0547,0.033,1.0175,0.025,98,45,0.177,0.071,0.127,0.147,0.284,0.108,12.95,3.1,8.9,-46.57,0.82,2,1
"CWNU 3607",98.3058,0.02,5.3748,0.021,206.0705,0.023,-1.5829,0.022,98,43,0.201,0.06,0.012,0.128,0.868,0.177,13.15,2.65,9.2,80.41,6.61,1,1
"CWNU 3608",331.1552,0.29,52.1996,0.314,98.8226,0.26,-2.6321,0.172,115,21,0.606,0.039,1.192,0.095,-2.266,0.078,11.25,1.05,8.9,"nan","nan",0,1
"Trumpler 34",279.859,0.024,-8.4261,0.03,24.0751,0.022,-1.1941,0.019,98,23,0.273,0.042,-0.829,0.066,-2.999,0.044,12.4,4.55,8.1,45.17,1.13,5,1
"CWNU 3609",39.6911,0.07,59.4978,0.034,136.1769,0.057,-0.5957,0.041,100,10,0.376,0.035,-0.479,0.066,-0.474,0.154,12.0,2.65,8.8,"nan","nan",0,1
"CWNU 3610",92.9738,0.023,23.6252,0.018,187.5433,0.017,2.4493,0.018,103,22,0.205,0.029,0.131,0.066,-0.741,0.076,13.15,1.85,7.5,"nan","nan",0,1
"CWNU 3611",125.0608,0.034,-30.3369,0.031,249.7527,0.042,3.4345,0.031,104,29,0.175,0.031,-2.361,0.045,2.983,0.06,13.4,0.85,7.7,"nan","nan",0,1
"CWNU 3612",280.5339,0.017,-1.5439,0.036,30.4956,0.031,1.3628,0.025,104,50,0.283,0.036,-1.553,0.066,-3.666,0.066,12.35,4.85,8.6,16.8,6.78,10,1
"CWNU 3613",13.7458,0.347,60.666,0.076,123.3646,0.175,-2.2042,0.076,104,17,0.272,0.019,-1.238,0.031,-0.743,0.044,12.6,1.65,7.6,"nan","nan",0,1
"CWNU 3614",253.5772,0.1,-42.7768,0.108,342.7553,0.096,0.5705,0.043,105,35,0.479,0.031,-0.209,0.066,-1.246,0.11,11.4,2.95,7.8,-46.56,8.85,2,1
"CWNU 3615",155.4635,0.097,-60.6525,0.043,285.5942,0.048,-2.9216,0.037,122,36,0.246,0.039,-6.634,0.034,3.747,0.073,12.85,1.6,7.6,8.85,8.33,2,1
"Miller 1",141.431,0.021,-53.2387,0.012,275.0182,0.011,-1.9043,0.014,122,43,0.12,0.054,-3.83,0.038,3.477,0.096,14.25,3.4,7.2,43.29,33.26,2,1
"Platais 1",322.3654,0.184,48.8836,0.093,92.4198,0.12,-1.6472,0.045,123,28,0.329,0.013,-3.821,0.054,-4.18,0.054,12.25,1.9,8.3,-24.16,1.33,2,1
"CWNU 3616",115.7346,0.04,-20.2185,0.047,236.7067,0.052,1.6393,0.041,144,54,0.275,0.048,-2.381,0.058,2.875,0.076,12.75,1.4,7.5,"nan","nan",0,1
"CWNU 3617",126.2546,0.077,-35.3263,0.069,254.4263,0.106,1.4006,0.021,145,24,0.15,0.041,-2.493,0.068,2.985,0.092,13.45,1.8,7.3,"nan","nan",0,1
"CWNU 3618",198.182,0.039,-63.4347,0.012,305.3094,0.017,-0.6606,0.014,147,73,0.127,0.068,-6.316,0.088,-0.773,0.097,14.0,6.2,7.8,-32.98,2.61,8,1
"NGC 7235",333.1624,0.038,57.2601,0.03,102.7164,0.022,0.7572,0.019,149,56,0.199,0.069,-3.101,0.06,-2.77,0.093,13.2,3.35,8.2,-73.94,0.51,1,1
"Ruprecht 92",163.4522,0.031,-61.7474,0.017,289.4879,0.021,-1.9893,0.023,149,40,0.184,0.023,-6.016,0.049,2.214,0.049,13.35,1.15,7.6,"nan","nan",0,1
"CWNU 3619",316.8051,0.082,47.2546,0.029,88.6621,0.073,-0.1488,0.016,99,28,0.287,0.043,-3.421,0.03,-4.424,0.039,12.4,1.3,7.3,"nan","nan",0,1
"CWNU 3620",116.9728,0.048,-31.8879,0.047,247.3574,0.057,-3.25,0.04,112,19,0.247,0.041,-2.231,0.055,3.096,0.054,12.7,2.2,7.7,"nan","nan",0,1
"CWNU 3621",2.9354,0.107,63.7612,0.036,118.5614,0.042,1.2226,0.035,112,19,0.238,0.03,-2.096,0.032,-0.48,0.075,13.15,1.95,8.6,"nan","nan",0,1
"CWNU 3622",123.6972,0.034,-29.4186,0.09,248.3121,0.105,2.9854,0.067,108,17,0.187,0.027,-2.432,0.041,3.029,0.056,13.1,0.45,8.9,"nan","nan",0,1
"Saurer 1",110.2316,0.025,1.8132,0.021,214.6828,0.02,7.3813,0.023,112,53,0.072,0.177,-0.263,0.155,-0.332,0.083,16.0,0.65,9.4,103.4,2.01,1,1
"CWNU 3623",17.0216,0.02,65.6454,0.009,124.6486,0.007,2.829,0.009,138,56,0.168,0.098,-1.82,0.2,-0.151,0.157,14.75,4.9,6.6,-74.3,2.96,2,1
"CWNU 3624",229.8492,0.05,-56.3808,0.027,322.3944,0.035,0.7916,0.022,135,51,0.229,0.08,-3.217,0.117,-2.875,0.122,13.55,7.1,6.7,"nan","nan",0,1
"CWNU 3625",62.1217,0.046,48.6,0.025,153.0304,0.028,-2.4128,0.019,101,34,0.152,0.116,0.718,0.215,-0.081,0.148,14.5,4.05,8.3,"nan","nan",0,1
"CWNU 3626",286.1159,0.016,11.4027,0.019,44.5574,0.016,2.3271,0.017,179,65,0.192,0.096,-1.404,0.138,-3.563,0.117,13.6,3.3,9.4,50.95,1.41,4,1
"CWNU 3627",134.4885,0.03,-47.7801,0.014,268.019,0.022,-1.3775,0.011,139,52,0.147,0.131,-3.347,0.145,3.648,0.09,13.05,3.95,8.8,70.77,1.86,2,1
"CWNU 3628",33.5811,0.039,56.8686,0.012,134.1119,0.023,-4.1942,0.009,110,53,0.164,0.121,-0.552,0.117,0.397,0.062,13.55,1.45,9.2,-58.69,4.21,2,1
"CWNU 3629",307.757,0.023,46.61,0.016,84.2655,0.01,4.2425,0.017,121,39,0.157,0.081,-3.078,0.204,-4.223,0.121,13.7,3.95,9.0,"nan","nan",0,1
"CWNU 3630",56.3718,0.023,52.8927,0.014,147.4834,0.012,-1.4767,0.012,93,49,0.171,0.143,0.198,0.236,-0.989,0.187,13.1,4.85,8.9,-52.09,0.38,1,1
"CWNU 3631",280.3778,0.013,-6.6615,0.017,25.8724,0.018,-0.8375,0.015,280,149,0.135,0.124,-1.99,0.157,-3.746,0.162,13.2,6.8,8.2,73.31,9.83,4,1
"CWNU 3632",291.3148,0.023,18.7238,0.02,53.374,0.022,1.2866,0.016,277,133,0.212,0.14,-2.509,0.157,-3.586,0.144,12.6,5.1,9.2,42.91,1.62,1,1
"CWNU 3633",5.6939,0.061,58.3525,0.02,119.1688,0.031,-4.3095,0.021,258,132,0.145,0.15,-2.778,0.142,-0.383,0.145,13.8,1.75,9.5,-92.11,0.07,3,1
"CWNU 3634",143.455,0.018,-57.1002,0.009,278.5121,0.009,-3.9189,0.012,117,40,0.062,0.055,-2.429,0.134,1.9,0.166,18.4,1.45,8.9,96.95,2.75,1,1
"CWNU 3635",144.7283,0.715,-54.0657,0.435,277.0193,0.622,-1.2108,0.108,204,85,0.622,0.024,-8.167,0.098,5.831,0.105,11.0,0.8,8.2,7.34,8.55,3,1
"FSR 0291",319.0817,0.023,48.3485,0.014,90.5083,0.016,-0.5071,0.013,195,83,0.136,0.125,-3.215,0.17,-4.242,0.138,13.35,4.7,9.2,"nan","nan",0,1
"CWNU 3636",124.7158,0.068,-44.7805,0.081,261.5604,0.112,-4.9204,0.024,255,57,0.062,0.019,-1.687,0.134,2.517,0.137,14.45,2.05,8.8,107.34,1.38,3,1
"CWNU 3637",108.0958,0.004,-20.5451,0.007,233.5768,0.007,-4.815,0.005,38,17,0.105,0.055,-0.742,0.097,1.968,0.075,14.1,2.85,8.8,100.33,3.92,1,1
"CWNU 3638",205.1303,0.228,-62.1596,0.054,308.6342,0.106,0.1774,0.064,111,28,0.278,0.027,-4.921,0.04,-2.058,0.04,13.1,4.45,6.7,"nan","nan",0,1
"CWNU 3639",201.8629,0.018,-63.7876,0.006,306.8968,0.008,-1.1938,0.007,110,30,0.139,0.036,-6.404,0.058,-1.011,0.067,13.4,1.7,8.9,-21.87,15.31,3,1
"CWNU 3640",86.4953,0.062,48.3836,0.058,163.2697,0.057,10.0508,0.035,110,47,0.231,0.059,1.127,0.075,-1.146,0.064,13.0,1.0,9.0,1.94,0.84,3,1
"CWNU 3641",160.498,0.151,-58.4426,0.074,286.6597,0.064,0.2732,0.06,109,28,0.38,0.024,-7.169,0.038,2.948,0.031,12.25,1.7,6.8,"nan","nan",0,1
"CWNU 3642",136.7802,0.034,-42.3715,0.019,265.0457,0.026,3.4178,0.02,109,28,0.193,0.058,-3.533,0.098,3.25,0.094,13.4,2.3,8.7,"nan","nan",0,1
"CWNU 3643",283.5439,0.014,-0.435,0.012,32.8584,0.011,-0.8081,0.014,109,37,0.2,0.078,-1.828,0.051,-4.045,0.091,12.95,3.7,7.4,53.18,11.98,2,1
"CWNU 3644",125.5915,0.014,-34.5957,0.025,253.5176,0.022,1.3878,0.022,158,44,0.144,0.051,-2.03,0.147,2.181,0.117,13.85,2.0,8.8,93.6,4.72,1,1
"CWNU 3645",175.9188,0.092,-62.3559,0.027,295.169,0.056,-0.5182,0.023,108,28,0.252,0.03,-5.846,0.047,0.766,0.037,12.55,3.05,8.6,-9.03,2.83,2,1
"CWNU 3646",280.5878,0.012,-5.7828,0.011,26.7497,0.018,-0.62,0.015,108,39,0.201,0.033,-1.189,0.094,-2.825,0.078,12.75,5.75,8.0,49.8,0.75,3,1
