"Cluster","RA_ICRS","DE_ICRS","MA22","e_MA22","NA22","MA23f","e_MA23f","NA23f","MA23g","e_MA23g","NA23g","MZ23","e_MZ23","NZ23","MK24","e_MK24","NK24","MF24","e_MF24","NF24"
"CWNU_2142",90.3567,27.6283,-0.25,0.07,6.0,-0.46,0.05,16,"nan","nan","nan","nan","nan","nan",-0.36,0.06,3.0,-0.22,0.19,6.0
"CWNU_2149",325.2574,55.0629,-0.13,0.08,7.0,-0.28,0.08,15,-0.13,0.16,3.0,"nan","nan","nan",-0.11,0.1,9.0,-0.22,0.16,15.0
"CWNU_2165",126.739,-48.7814,-0.25,0.2,17.0,-0.34,0.16,17,"nan","nan","nan",-0.36,0.12,9.0,-0.25,0.04,11.0,-0.18,0.1,12.0
"CWNU_2197",114.4121,-20.7891,-0.13,0.12,7.0,-0.44,0.09,14,"nan","nan","nan","nan","nan","nan",-0.33,0.07,5.0,-0.35,0.14,20.0
"CWNU_2205",118.3776,-18.3364,-0.16,0.1,5.0,-0.62,0.15,9,"nan","nan","nan","nan","nan","nan",-0.32,0.02,4.0,"nan","nan","nan"
"CWNU_2238",29.9157,59.3027,-0.05,0.12,16.0,-0.37,0.11,14,-0.33,0.08,3.0,-0.37,0.12,4.0,-0.28,0.01,6.0,-0.26,0.12,12.0
"CWNU_2255",76.4388,55.7544,0.05,0.14,8.0,-0.35,0.06,12,-0.34,0.06,4.0,"nan","nan","nan",-0.29,0.05,7.0,-0.23,0.09,14.0
"CWNU_2256",331.2746,54.2266,-0.03,0.1,6.0,-0.34,0.15,8,"nan","nan","nan",-0.17,0.22,3.0,-0.17,0.04,6.0,-0.29,0.16,8.0
"CWNU_2273",345.5829,58.152,-0.21,0.09,14.0,-0.18,0.11,18,"nan","nan","nan",-0.01,0.09,8.0,-0.13,0.08,12.0,-0.13,0.11,16.0
"CWNU_2286",109.7077,-8.4232,-0.31,0.11,38.0,-0.51,0.14,39,-0.37,0.06,6.0,-0.39,0.09,8.0,-0.27,0.05,19.0,-0.38,0.16,27.0
"CWNU_2299",183.5265,-59.4961,"nan","nan","nan",-0.38,0.08,9,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.28,0.07,7.0
"CWNU_2300",154.6064,-59.8203,-0.3,0.17,6.0,-0.28,0.1,13,"nan","nan","nan","nan","nan","nan",-0.24,0.09,10.0,-0.31,0.19,13.0
"CWNU_2330",240.8823,-51.8885,-0.38,0.09,15.0,-0.22,0.12,20,0.08,0.05,8.0,0.38,0.09,6.0,-0.04,0.09,32.0,-0.01,0.14,20.0
"CWNU_2332",85.649,29.7684,-0.29,0.11,20.0,-0.33,0.11,35,-0.17,0.04,9.0,-0.59,0.02,3.0,-0.23,0.09,13.0,-0.39,0.21,39.0
"CWNU_2336",204.6463,-61.7006,-0.41,0.22,3.0,-0.26,0.26,10,"nan","nan","nan","nan","nan","nan",-0.15,0.07,6.0,-0.25,0.12,7.0
"CWNU_2338",312.9635,49.325,0.06,0.14,11.0,-0.26,0.08,24,"nan","nan","nan",0.06,0.05,4.0,-0.15,0.05,9.0,-0.29,0.15,29.0
"CWNU_2347",129.0187,-48.1409,-0.25,0.14,19.0,-0.47,0.12,36,-0.39,0.07,9.0,"nan","nan","nan",-0.33,0.04,10.0,-0.39,0.16,23.0
"CWNU_2357",121.3507,-35.974,-0.2,0.06,8.0,-0.27,0.12,16,"nan","nan","nan",-0.52,0.06,6.0,-0.23,0.03,8.0,-0.42,0.18,17.0
"CWNU_2397",117.6135,-27.6002,-0.04,0.09,11.0,-0.43,0.09,20,"nan","nan","nan","nan","nan","nan",-0.33,0.03,4.0,-0.43,0.11,23.0
"CWNU_2400",195.6727,-64.3777,0.07,0.13,4.0,-0.29,0.12,11,"nan","nan","nan","nan","nan","nan",-0.17,0.12,6.0,-0.46,0.14,12.0
"CWNU_2409",122.5389,-25.7688,-0.14,0.07,23.0,-0.41,0.16,27,-0.14,0.11,5.0,-0.18,0.13,7.0,-0.26,0.09,18.0,-0.24,0.12,23.0
"CWNU_2412",207.0935,-61.7012,-0.26,0.15,8.0,-0.25,0.08,7,"nan","nan","nan",-0.04,0.08,6.0,-0.09,0.08,8.0,-0.2,0.22,4.0
"CWNU_2413",160.4232,-56.6143,-0.12,0.15,7.0,-0.28,0.1,26,"nan","nan","nan",-0.03,0.11,13.0,-0.16,0.06,21.0,-0.08,0.05,21.0
"CWNU_2438",318.4213,49.0052,-0.03,0.12,8.0,-0.23,0.08,20,"nan","nan","nan",-0.21,0.12,6.0,-0.15,0.06,11.0,-0.26,0.17,20.0
"CWNU_2451",118.2342,-25.2185,-0.19,0.07,30.0,-0.34,0.08,26,"nan","nan","nan",-0.44,0.25,10.0,-0.3,0.05,21.0,-0.25,0.13,23.0
"CWNU_2472",144.9298,-55.279,-0.14,0.07,11.0,-0.26,0.13,23,"nan","nan","nan","nan","nan","nan",-0.14,0.03,6.0,-0.39,0.12,24.0
"CWNU_2478",168.0271,-57.8478,-0.1,0.21,14.0,-0.36,0.16,30,"nan","nan","nan",-0.21,0.16,9.0,-0.23,0.04,16.0,-0.13,0.05,18.0
"CWNU_2498",194.7746,-60.6758,"nan","nan","nan",-0.15,0.17,11,0.04,0.03,4.0,-0.22,0.16,4.0,-0.14,0.06,15.0,-0.12,0.12,14.0
"CWNU_2500",124.8864,-37.5438,-0.07,0.18,18.0,-0.32,0.12,22,"nan","nan","nan","nan","nan","nan",-0.24,0.07,6.0,-0.18,0.1,19.0
"CWNU_2503",91.3424,11.9694,-0.35,0.16,11.0,-0.43,0.12,11,-0.38,0.01,3.0,"nan","nan","nan",-0.31,0.04,3.0,-0.33,0.03,7.0
"CWNU_2517",169.8029,-66.7917,-0.25,0.13,22.0,-0.21,0.05,21,"nan","nan","nan",-0.17,0.07,15.0,-0.22,0.05,19.0,-0.22,0.11,20.0
"CWNU_2525",109.4997,-15.1048,-0.22,0.27,9.0,-0.41,0.14,17,"nan","nan","nan",-0.22,0.03,5.0,-0.3,0.02,9.0,-0.21,0.06,11.0
"CWNU_2568",254.5746,-42.5952,-0.13,0.1,39.0,-0.1,0.2,12,0.1,0.03,6.0,-0.29,0.15,28.0,-0.11,0.06,61.0,0.04,0.13,9.0
"CWNU_2585",358.3038,68.2422,0.0,0.11,19.0,-0.27,0.07,32,-0.21,0.01,4.0,-0.33,0.21,6.0,-0.25,0.05,26.0,-0.21,0.1,33.0
"CWNU_2601",159.2097,-61.5663,"nan","nan","nan",-0.5,0.24,11,"nan","nan","nan","nan","nan","nan",-0.2,0.04,4.0,-0.35,0.14,6.0
"CWNU_2603",288.8728,5.8273,-0.06,0.2,37.0,-0.17,0.11,18,"nan","nan","nan",0.06,0.01,5.0,-0.07,0.03,9.0,-0.11,0.04,24.0
"CWNU_2636",84.4773,37.2219,-0.29,0.13,41.0,-0.4,0.08,51,-0.35,0.05,5.0,"nan","nan","nan",-0.32,0.06,16.0,-0.39,0.16,44.0
"CWNU_2644",88.5789,11.479,-0.34,0.16,23.0,-0.38,0.18,21,"nan","nan","nan",-0.43,0.17,8.0,-0.22,0.09,12.0,-0.21,0.17,17.0
"CWNU_2660",278.3544,-10.808,0.04,0.12,27.0,-0.22,0.25,13,0.12,0.09,5.0,"nan","nan","nan",-0.08,0.05,18.0,-0.03,0.16,10.0
"CWNU_2661",122.4935,-29.8492,-0.26,0.11,35.0,-0.46,0.13,59,-0.52,0.07,7.0,-0.34,0.13,6.0,-0.38,0.07,19.0,-0.41,0.16,45.0
"CWNU_2695",176.1878,-63.572,-0.25,0.09,8.0,-0.39,0.11,15,-0.07,0.0,3.0,"nan","nan","nan",-0.2,0.04,8.0,-0.42,0.15,12.0
"CWNU_2888",201.2021,-62.3028,-0.18,0.1,20.0,-0.24,0.11,13,0.04,0.02,3.0,-0.34,0.21,5.0,-0.16,0.07,18.0,-0.34,0.24,18.0
"CWNU_2895",104.6227,-11.0013,-0.27,0.14,17.0,-0.5,0.14,10,"nan","nan","nan","nan","nan","nan",-0.29,0.03,4.0,-0.44,0.19,8.0
"CWWL_2073",116.9882,-24.7296,-0.17,0.07,12.0,-0.44,0.15,14,-0.25,0.05,3.0,-0.35,0.01,3.0,-0.4,0.11,8.0,-0.35,0.12,9.0
"CWWL_3078",71.72,60.8461,-0.07,0.15,65.0,-0.44,0.11,71,-0.41,0.08,9.0,-0.27,0.14,9.0,-0.34,0.07,29.0,-0.29,0.15,68.0
"Casado_20",348.0568,56.7978,-0.04,0.16,25.0,-0.27,0.1,22,"nan","nan","nan",0.0,0.05,10.0,-0.15,0.03,12.0,-0.09,0.11,15.0
"Casado-Alessi_1",13.4861,49.5181,-0.19,0.09,62.0,-0.09,0.06,87,-0.03,0.02,5.0,0.0,0.08,60.0,-0.09,0.08,79.0,-0.03,0.05,91.0
"Collinder_74",87.1637,7.3741,-0.18,0.12,142.0,-0.32,0.13,129,-0.13,0.07,13.0,-0.34,0.11,61.0,-0.25,0.06,106.0,-0.19,0.11,128.0
"Collinder_110",99.6746,2.0733,-0.14,0.12,887.0,-0.36,0.13,609,-0.18,0.04,55.0,-0.31,0.13,287.0,-0.22,0.06,401.0,-0.28,0.14,642.0
"Collinder_261",189.5118,-68.3777,-0.19,0.1,2355.0,-0.26,0.15,881,-0.02,0.04,140.0,-0.36,0.13,1078.0,-0.24,0.07,1560.0,-0.22,0.16,738.0
"Collinder_269",200.9958,-66.1925,-0.28,0.11,48.0,-0.18,0.13,51,"nan","nan","nan",-0.13,0.14,34.0,-0.13,0.07,52.0,-0.12,0.08,40.0
"Collinder_277",207.0491,-66.0669,-0.18,0.14,157.0,-0.15,0.13,135,0.07,0.02,11.0,-0.05,0.11,106.0,-0.11,0.06,153.0,-0.12,0.08,158.0
"Collinder_428",315.7445,44.4954,-0.23,0.23,9.0,-0.46,0.19,10,"nan","nan","nan",-0.34,0.09,4.0,-0.36,0.03,6.0,-0.63,0.16,12.0
"Czernik_12",39.8625,54.9029,-0.08,0.11,29.0,-0.27,0.06,36,-0.11,0.04,5.0,0.12,0.07,12.0,-0.21,0.06,21.0,-0.11,0.06,38.0
"Czernik_20",80.1241,39.5441,-0.22,0.12,31.0,-0.42,0.12,38,-0.27,0.03,11.0,-0.53,0.03,9.0,-0.27,0.04,20.0,-0.39,0.13,37.0
"Czernik_21",81.6749,36.0063,-0.3,0.12,147.0,-0.37,0.09,105,-0.33,0.04,25.0,-0.52,0.06,11.0,-0.31,0.05,84.0,-0.39,0.16,98.0
"Czernik_24",88.847,20.8755,-0.21,0.11,124.0,-0.41,0.16,68,-0.24,0.05,13.0,-0.43,0.11,8.0,-0.28,0.06,52.0,-0.4,0.2,64.0
"Czernik_25",93.4318,6.9395,-0.15,0.11,137.0,-0.36,0.15,132,-0.08,0.03,4.0,-0.19,0.1,58.0,-0.24,0.05,72.0,-0.17,0.12,121.0
"Czernik_26",97.7411,-4.1815,-0.32,0.1,16.0,-0.46,0.14,3,"nan","nan","nan","nan","nan","nan",-0.45,0.09,3.0,-0.57,0.01,3.0
"Czernik_27",105.838,6.3755,-0.25,0.12,39.0,-0.58,0.11,42,"nan","nan","nan",-0.32,0.09,4.0,-0.35,0.04,8.0,-0.32,0.14,20.0
"Czernik_30",112.7972,-9.947,-0.33,0.08,108.0,-0.53,0.18,59,-0.42,0.05,13.0,-0.67,0.07,18.0,-0.41,0.09,60.0,-0.49,0.22,57.0
"Czernik_32",117.6193,-29.8551,-0.15,0.11,120.0,-0.32,0.08,169,-0.26,0.06,38.0,-0.21,0.08,21.0,-0.27,0.05,85.0,-0.27,0.14,167.0
"DBSB_6",112.3604,-19.1725,-0.12,0.1,33.0,-0.21,0.09,37,"nan","nan","nan",0.01,0.11,21.0,-0.17,0.07,31.0,-0.15,0.11,36.0
"DC_3",111.7833,-37.5073,-0.34,0.12,61.0,-0.62,0.09,33,-0.55,0.06,13.0,-0.7,0.08,14.0,-0.43,0.06,30.0,-0.5,0.08,26.0
"Dias_2",92.2844,4.5733,-0.31,0.1,28.0,-0.47,0.13,36,"nan","nan","nan","nan","nan","nan",-0.39,0.1,10.0,-0.34,0.1,21.0
"Dias_6",277.62,-12.3313,-0.32,0.19,63.0,-0.33,0.17,47,0.05,0.1,16.0,-0.26,0.11,22.0,-0.11,0.11,72.0,-0.32,0.34,34.0
"ESO_092-05",150.787,-64.7621,-0.3,0.13,68.0,-0.56,0.1,41,-0.43,0.02,5.0,-0.53,0.1,32.0,-0.39,0.08,47.0,-0.56,0.11,38.0
"ESO_092-18",153.7315,-64.6088,-0.35,0.14,64.0,-0.6,0.14,34,-0.53,0.1,6.0,-0.59,0.11,28.0,-0.42,0.08,43.0,-0.52,0.14,35.0
"ESO_211-03",132.8953,-50.2562,-0.3,0.19,77.0,-0.37,0.1,88,-0.25,0.05,9.0,-0.69,0.07,9.0,-0.31,0.08,47.0,-0.42,0.19,92.0
"ESO_311-21",120.4212,-41.5923,-0.2,0.15,115.0,-0.39,0.1,48,-0.45,0.06,8.0,-0.68,0.07,18.0,-0.36,0.07,44.0,-0.31,0.18,46.0
"ESO_370-17",127.9469,-36.2076,-0.2,0.1,22.0,-0.37,0.12,17,-0.43,0.08,4.0,-0.63,0.03,9.0,-0.33,0.02,16.0,-0.3,0.13,17.0
"ESO_371-25",133.2476,-35.473,-0.14,0.12,115.0,-0.38,0.14,40,-0.25,0.05,8.0,-0.35,0.06,14.0,-0.36,0.09,44.0,-0.27,0.13,38.0
"ESO_429-05",114.2705,-32.2096,-0.04,0.13,13.0,-0.46,0.09,10,-0.45,0.06,4.0,-0.56,0.04,8.0,-0.45,0.12,11.0,-0.62,0.19,8.0
"ESO_494-09",119.7104,-27.6447,-0.12,0.14,20.0,-0.34,0.1,31,"nan","nan","nan",-0.44,0.05,5.0,-0.29,0.03,8.0,-0.32,0.15,33.0
"ESO_518-03",251.7415,-25.7966,-0.23,0.16,97.0,-0.07,0.07,99,0.06,0.04,9.0,-0.34,0.13,62.0,-0.12,0.05,116.0,-0.09,0.07,109.0
"ESO_559-13",112.1842,-20.7998,-0.15,0.08,20.0,-0.29,0.08,21,"nan","nan","nan",-0.21,0.05,8.0,-0.24,0.05,16.0,-0.15,0.08,25.0
"FSR_0166",303.3791,25.4198,0.03,0.15,346.0,-0.29,0.08,219,-0.24,0.08,39.0,-0.1,0.09,79.0,-0.22,0.05,220.0,-0.2,0.11,236.0
"FSR_0182",297.9587,33.5113,-0.14,0.07,33.0,-0.44,0.2,36,-0.2,0.15,7.0,-0.16,0.21,5.0,-0.22,0.04,12.0,-0.18,0.14,33.0
"FSR_0241",300.7508,46.1917,-0.09,0.13,92.0,-0.22,0.09,79,-0.12,0.02,4.0,-0.1,0.11,43.0,-0.18,0.04,60.0,-0.14,0.07,98.0
"FSR_0275",314.177,46.8934,-0.09,0.11,53.0,-0.31,0.11,119,-0.22,0.07,36.0,-0.15,0.07,16.0,-0.18,0.06,64.0,-0.29,0.2,121.0
"FSR_0278",307.7539,51.0164,-0.09,0.11,132.0,-0.05,0.1,112,0.11,0.04,9.0,0.07,0.11,114.0,-0.02,0.06,133.0,-0.02,0.07,114.0
"FSR_0342",331.9115,53.0781,-0.1,0.12,207.0,-0.3,0.12,246,-0.04,0.01,19.0,-0.13,0.11,81.0,-0.19,0.07,150.0,-0.15,0.08,298.0
"FSR_0344",330.4476,54.8074,-0.09,0.1,50.0,0.02,0.09,30,0.06,0.04,16.0,0.03,0.07,19.0,-0.01,0.12,35.0,0.04,0.05,33.0
"FSR_0385",340.5842,58.9266,-0.14,0.15,91.0,-0.23,0.09,109,-0.06,0.02,7.0,-0.16,0.09,36.0,-0.13,0.05,66.0,-0.3,0.14,144.0
"FSR_0394",343.7744,58.7176,-0.4,0.14,45.0,-0.28,0.07,47,-0.27,0.05,12.0,"nan","nan","nan",-0.26,0.06,41.0,-0.29,0.11,40.0
"FSR_0448",356.8193,60.9053,-0.11,0.2,21.0,-0.36,0.12,38,"nan","nan","nan","nan","nan","nan",-0.21,0.08,9.0,-0.53,0.19,50.0
"FSR_0460",359.7668,60.6983,-0.36,0.11,46.0,-0.3,0.09,41,-0.2,0.08,5.0,-0.67,0.09,6.0,-0.29,0.06,34.0,-0.22,0.11,38.0
"FSR_0480",3.7201,61.5072,-0.41,0.11,72.0,-0.31,0.08,68,-0.3,0.05,13.0,-0.73,0.06,10.0,-0.33,0.06,61.0,-0.25,0.09,66.0
"FSR_0494",6.4187,63.7517,-0.15,0.14,30.0,-0.41,0.15,66,-0.27,0.07,10.0,-0.46,0.05,4.0,-0.28,0.06,17.0,-0.43,0.21,68.0
"FSR_0496",6.5733,63.9908,0.13,0.17,249.0,-0.26,0.09,288,-0.19,0.03,22.0,-0.21,0.17,62.0,-0.19,0.04,201.0,-0.28,0.15,332.0
"FSR_0505",10.0541,61.5591,-0.29,0.11,13.0,-0.56,0.13,27,-0.33,0.03,3.0,"nan","nan","nan",-0.39,0.03,7.0,-0.4,0.15,26.0
"FSR_0553",25.2628,64.5236,-0.01,0.16,38.0,-0.37,0.09,43,-0.24,0.03,5.0,-0.29,0.12,10.0,-0.29,0.04,24.0,-0.29,0.12,44.0
"FSR_0632",53.0659,59.0848,-0.14,0.11,7.0,-0.1,0.1,15,"nan","nan","nan",0.01,0.1,9.0,-0.08,0.04,13.0,-0.06,0.06,16.0
"FSR_0687",69.8762,48.1973,-0.02,0.23,13.0,-0.33,0.08,29,"nan","nan","nan","nan","nan","nan",-0.37,0.07,14.0,-0.26,0.13,29.0
"FSR_0716",77.7806,45.7202,-0.27,0.09,66.0,-0.44,0.11,93,-0.34,0.04,4.0,-0.57,0.13,11.0,-0.4,0.06,29.0,-0.36,0.11,71.0
"FSR_0761",83.366,39.8345,-0.19,0.11,62.0,-0.43,0.14,88,"nan","nan","nan",-0.3,0.12,22.0,-0.31,0.06,34.0,-0.26,0.16,56.0
"FSR_0811",94.1162,36.3856,-0.22,0.17,29.0,-0.35,0.11,43,"nan","nan","nan",-0.3,0.16,14.0,-0.27,0.07,25.0,-0.12,0.09,37.0
"FSR_0827",91.0528,31.6055,-0.18,0.13,86.0,-0.38,0.11,93,"nan","nan","nan",-0.36,0.1,38.0,-0.21,0.06,55.0,-0.28,0.16,75.0
"FSR_0850",86.2735,24.7613,-0.16,0.11,102.0,-0.37,0.14,144,-0.22,0.1,7.0,-0.46,0.12,40.0,-0.24,0.05,65.0,-0.34,0.14,146.0
"FSR_0866",103.8318,29.7563,-0.2,0.11,192.0,-0.24,0.08,130,-0.09,0.03,5.0,-0.13,0.06,132.0,-0.17,0.05,142.0,-0.12,0.08,138.0
"FSR_0869",92.5091,24.5625,-0.22,0.1,34.0,-0.44,0.11,41,-0.4,0.07,8.0,-0.61,0.1,8.0,-0.39,0.04,12.0,-0.56,0.18,30.0
"FSR_0905",98.4305,22.3338,-0.15,0.1,102.0,-0.32,0.11,92,-0.1,0.01,3.0,-0.14,0.12,64.0,-0.17,0.05,73.0,-0.14,0.11,76.0
"FSR_0937",93.5243,14.9602,-0.27,0.07,47.0,-0.42,0.13,53,-0.4,0.1,11.0,-0.63,0.06,13.0,-0.35,0.07,22.0,-0.34,0.16,48.0
"FSR_0939",92.7051,14.4083,-0.23,0.11,8.0,-0.55,0.09,3,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.55,0.12,4.0
"FSR_0941",95.4352,15.7673,-0.15,0.17,34.0,-0.46,0.17,25,-0.42,0.04,7.0,-0.48,0.2,7.0,-0.43,0.04,9.0,-0.43,0.17,23.0
"FSR_0942",91.4819,13.6609,-0.23,0.12,83.0,-0.39,0.1,123,-0.29,0.06,8.0,-0.48,0.16,13.0,-0.34,0.06,28.0,-0.42,0.15,121.0
"FSR_0975",100.0036,13.3173,-0.2,0.11,32.0,-0.61,0.14,30,"nan","nan","nan",-0.3,0.01,3.0,-0.46,0.01,5.0,-0.27,0.12,13.0
"FSR_0977",97.9849,11.8589,-0.14,0.12,57.0,-0.34,0.13,59,-0.05,0.01,3.0,-0.26,0.11,26.0,-0.22,0.05,40.0,-0.21,0.14,59.0
"FSR_0979",97.82,11.0858,-0.15,0.13,36.0,-0.3,0.1,52,-0.18,0.11,4.0,-0.3,0.05,5.0,-0.18,0.09,25.0,-0.25,0.17,63.0
"FSR_1083",110.5065,3.5546,-0.2,0.14,134.0,-0.49,0.18,65,-0.38,0.06,12.0,-0.35,0.07,32.0,-0.38,0.07,62.0,-0.31,0.13,50.0
"FSR_1113",107.3091,-1.4869,-0.16,0.12,33.0,-0.46,0.13,7,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.29,0.06,6.0
"FSR_1150",106.1356,-6.6161,-0.28,0.08,31.0,-0.52,0.15,56,-0.34,0.05,4.0,"nan","nan","nan",-0.3,0.05,14.0,-0.5,0.15,52.0
"FSR_1163",104.8032,-9.0607,-0.23,0.08,37.0,-0.36,0.1,28,-0.26,0.05,4.0,-0.33,0.12,6.0,-0.3,0.03,17.0,-0.28,0.12,30.0
"FSR_1180",108.859,-9.4647,-0.25,0.11,158.0,-0.47,0.15,244,-0.27,0.08,13.0,-0.37,0.1,41.0,-0.31,0.06,86.0,-0.34,0.14,195.0
"FSR_1207",106.8707,-13.3392,-0.24,0.12,40.0,-0.4,0.07,48,"nan","nan","nan",-0.22,0.12,18.0,-0.27,0.03,26.0,-0.26,0.14,41.0
"FSR_1211",115.3283,-9.6098,-0.27,0.13,67.0,-0.5,0.14,29,"nan","nan","nan",-0.36,0.05,23.0,-0.31,0.07,46.0,-0.3,0.16,40.0
"FSR_1212",106.9428,-14.1433,-0.4,0.1,25.0,-0.49,0.12,24,-0.36,0.06,3.0,-0.7,0.1,9.0,-0.38,0.1,22.0,-0.44,0.2,25.0
"FSR_1252",110.6589,-18.7119,-0.24,0.1,64.0,-0.46,0.1,126,-0.38,0.05,10.0,-0.43,0.14,14.0,-0.37,0.06,47.0,-0.42,0.16,103.0
"FSR_1335",123.0348,-28.9782,-0.33,0.07,12.0,-0.51,0.14,26,"nan","nan","nan","nan","nan","nan",-0.45,0.12,7.0,-0.3,0.06,6.0
"FSR_1378",120.3102,-40.6757,-0.1,0.14,326.0,-0.25,0.09,297,-0.24,0.02,10.0,-0.38,0.11,164.0,-0.29,0.05,299.0,-0.23,0.13,315.0
"FSR_1380",122.77,-40.0038,-0.15,0.18,44.0,-0.26,0.09,43,-0.09,0.05,4.0,-0.29,0.04,3.0,-0.19,0.06,17.0,-0.3,0.16,49.0
"FSR_1382",130.6711,-35.8327,-0.17,0.11,28.0,-0.1,0.07,27,"nan","nan","nan",-0.14,0.12,18.0,-0.13,0.07,23.0,-0.09,0.08,33.0
"FSR_1399",131.0417,-39.3513,0.0,0.14,34.0,-0.25,0.1,45,-0.2,0.16,5.0,-0.25,0.01,3.0,-0.18,0.04,13.0,-0.33,0.14,59.0
"FSR_1402",136.4448,-37.8799,-0.15,0.15,103.0,-0.37,0.11,81,-0.28,0.08,11.0,-0.19,0.09,21.0,-0.32,0.06,76.0,-0.12,0.11,67.0
"FSR_1407",142.4313,-33.8452,-0.28,0.13,153.0,-0.42,0.09,107,-0.38,0.05,16.0,-0.48,0.09,87.0,-0.4,0.06,121.0,-0.4,0.14,101.0
"FSR_1419",124.7142,-47.7794,-0.15,0.15,26.0,-0.5,0.13,19,"nan","nan","nan",-0.56,0.12,11.0,-0.35,0.06,19.0,-0.25,0.12,19.0
"FSR_1441",129.8738,-47.0987,-0.13,0.07,26.0,-0.44,0.14,36,-0.29,0.02,5.0,"nan","nan","nan",-0.32,0.03,14.0,-0.39,0.16,33.0
"FSR_1443",129.8407,-47.3482,-0.22,0.22,16.0,-0.41,0.11,29,"nan","nan","nan",-0.42,0.12,7.0,-0.36,0.06,15.0,-0.41,0.15,29.0
"FSR_1478",134.9248,-52.7153,-0.19,0.09,28.0,-0.25,0.1,27,-0.07,0.04,5.0,-0.42,0.06,12.0,-0.23,0.08,18.0,-0.19,0.12,30.0
"FSR_1621",189.7994,-57.4168,-0.27,0.14,23.0,-0.16,0.13,25,"nan","nan","nan",-0.3,0.07,19.0,-0.14,0.06,24.0,-0.18,0.1,26.0
"FSR_1663",205.2288,-60.2008,-0.44,0.15,26.0,-0.11,0.19,47,0.15,0.05,17.0,-0.34,0.1,4.0,-0.05,0.1,58.0,-0.24,0.22,59.0
"FSR_1700",234.7176,-59.26,-0.39,0.19,28.0,-0.09,0.15,13,"nan","nan","nan",-0.1,0.04,4.0,0.04,0.07,17.0,-0.04,0.13,9.0
"Ferrero_17",77.1976,17.9574,-0.47,0.06,20.0,-0.57,0.14,14,"nan","nan","nan",-0.54,0.04,3.0,-0.36,0.1,12.0,-0.31,0.21,13.0
"Gaia_1",101.4706,-16.7305,-0.24,0.15,522.0,-0.46,0.17,242,-0.3,0.06,65.0,-0.43,0.12,153.0,-0.39,0.09,278.0,-0.4,0.18,208.0
"Gaia_2",28.1267,53.0479,-0.3,0.09,41.0,-0.48,0.08,19,-0.44,0.02,3.0,-0.5,0.17,10.0,-0.39,0.05,17.0,-0.52,0.18,18.0
"Gaia_6",122.1204,-23.7012,-0.28,0.1,91.0,-0.46,0.17,45,-0.37,0.07,7.0,-0.49,0.13,17.0,-0.45,0.08,49.0,-0.33,0.15,45.0
"Gulliver_3",122.5253,-37.2549,-0.16,0.14,10.0,-0.54,0.19,27,"nan","nan","nan","nan","nan","nan",-0.31,0.11,7.0,-0.42,0.16,23.0
"Gulliver_4",122.1508,-37.4917,-0.13,0.08,47.0,-0.32,0.11,67,-0.11,0.04,10.0,-0.31,0.07,19.0,-0.25,0.06,34.0,-0.25,0.11,81.0
"Gulliver_13",104.869,-13.2422,-0.14,0.14,76.0,-0.26,0.1,54,-0.02,0.04,4.0,-0.11,0.17,36.0,-0.16,0.05,51.0,-0.17,0.1,70.0
"Gulliver_14",259.9276,-36.7384,-0.08,0.12,52.0,-0.06,0.1,12,0.19,0.03,4.0,0.01,0.1,35.0,-0.07,0.07,47.0,-0.23,0.11,12.0
"Gulliver_15",272.5936,-16.7101,-0.24,0.18,57.0,-0.26,0.14,26,"nan","nan","nan",-0.23,0.14,21.0,-0.11,0.06,53.0,-0.64,0.18,17.0
"Gulliver_23",304.2573,38.0584,-0.17,0.14,79.0,-0.3,0.1,77,-0.1,0.06,9.0,0.08,0.03,6.0,-0.19,0.07,25.0,-0.27,0.14,80.0
"Gulliver_26",80.6823,35.2707,-0.28,0.15,43.0,-0.38,0.16,54,-0.16,0.03,3.0,-0.34,0.26,8.0,-0.15,0.04,16.0,-0.28,0.15,57.0
"Gulliver_37",292.0677,25.3346,-0.04,0.12,69.0,-0.08,0.1,67,"nan","nan","nan",0.26,0.08,41.0,-0.04,0.05,54.0,-0.01,0.06,62.0
"Gulliver_38",300.8165,34.4413,-0.14,0.11,85.0,-0.21,0.09,72,0.02,0.07,9.0,-0.23,0.12,36.0,-0.15,0.06,65.0,-0.17,0.11,92.0
"Gulliver_39",163.7301,-58.0542,-0.17,0.11,40.0,-0.37,0.14,51,-0.02,0.04,3.0,-0.41,0.12,39.0,-0.29,0.05,54.0,-0.28,0.12,49.0
"Gulliver_45",104.6054,3.1251,-0.17,0.11,61.0,-0.5,0.08,24,"nan","nan","nan",-0.44,0.11,21.0,-0.42,0.06,32.0,-0.52,0.2,28.0
"Gulliver_49",350.8032,61.9942,-0.13,0.13,128.0,-0.19,0.08,119,0.0,0.01,5.0,-0.43,0.08,49.0,-0.12,0.05,77.0,-0.36,0.17,170.0
"Gulliver_51",30.3213,63.8095,0.02,0.14,53.0,-0.16,0.1,55,"nan","nan","nan",-0.01,0.08,29.0,-0.18,0.03,40.0,-0.12,0.06,62.0
"Gulliver_55",297.8278,18.6619,-0.13,0.11,60.0,-0.11,0.12,51,-0.04,0.15,7.0,0.13,0.07,36.0,-0.08,0.05,56.0,-0.02,0.05,43.0
