"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","Plx","pmRA","pmDE","fnames","UCC_ID","quad","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","dups_fnames_m","dups_probs_m"
"CHI2023_2","316","CWWDL 3347",31.0831,54.3599,133.5111,-7.0077,0.356,-2.291,-0.247,"cwwdl3347","UCC G133.5-07.0","Q2N",7.0,0.99,0.62,"AB",135.0,133.527,-7.0,31.126,54.368,0.362,-2.283,-0.262,-38.081,7.0,"patchick12;ubc44","0.97;0.81"
"HUNT2023;CAVALLO2024","4845;4211","Patchick 12",31.0913,54.3627,133.515,-7.0037,0.364,-2.289,-0.222,"patchick12","UCC G133.5-07.0a","Q2N",7.1,0.96,0.61,"AB",139.0,133.527,-7.0,31.126,54.369,0.365,-2.285,-0.259,-38.081,7.0,"cwwdl3347;ubc44","0.97;0.83"
"CASTRO2019;CANTAT2020","11;1612","UBC 44",31.11,54.359,133.5266,-7.0042,0.36,-2.215,-0.212,"ubc44","UCC G133.5-07.0b","Q2N",10.9,0.91,0.95,"AA",115.0,133.523,-7.006,31.122,54.359,0.369,-2.257,-0.241,-38.32,8.0,"patchick12;cwwdl3347","0.83;0.81"
"CHI2023_2","869","CWWDL 13511",34.1221,59.4195,133.5682,-1.6845,0.476,-0.816,-0.824,"cwwdl13511","UCC G133.5-01.6","Q2N",9.1,0.47,0.43,"CC",28.0,133.556,-1.707,34.046,59.409,0.438,-0.867,-0.777,"nan",0.0,"nan","nan"
"CASTRO2019;CANTAT2020;HUNT2023;CAVALLO2024","48;1855;5747;5894","UBC 86",33.033,57.619,133.596,-3.5724,0.343,-0.847,-0.974,"ubc86","UCC G133.5-03.5","Q2N",10.1,0.68,0.65,"BB",30.0,133.616,-3.545,33.068,57.652,0.36,-0.839,-0.975,-38.751,1.0,"nan","nan"
"HUNT2023;CAVALLO2024","5592;4818","Theia 3862",33.1694,57.839,133.5974,-3.3406,1.0679,3.4267,-3.7308,"theia3862","UCC G133.5-03.3","Q2N",10.5,0.79,0.23,"AD",0.0,133.536,-3.329,33.131,57.883,1.1,3.38,-3.586,-16.833,6.0,"nan","nan"
"HUNT2023;CAVALLO2024","5184;4534","Theia 123",43.3689,68.8402,133.6112,8.5377,2.2831,1.4626,-7.9106,"theia123","UCC G133.6+08.5","Q2P",17.4,0.58,1.0,"BA",121.0,133.685,8.553,43.527,68.803,2.274,1.371,-7.905,-5.771,32.0,"fof2428;ocsn46;oc0242","0.61;0.61;0.6"
"GLUSHKOVA2010","17","SAI 18",35.4829,61.1225,133.6382,0.1459,"nan","nan","nan","sai18","UCC G133.6+00.1","Q2P",8.0,0.5,0.35,"BC",148.0,133.636,0.141,35.483,61.121,0.304,-1.035,0.268,-59.949,2.0,"nan","nan"
"CHI2023_2","870","CWWDL 13513",34.754,60.0839,133.6515,-0.9525,0.46,-0.784,-0.484,"cwwdl13513","UCC G133.6-00.9","Q2N",3.0,0.19,0.49,"DC",0.0,133.643,-0.955,34.764,60.089,0.459,-0.759,-0.512,"nan",0.0,"nan","nan"
"CANTAT2020;DIAS2021;TARRICQ2022;HUNT2023;CAVALLO2024","257;219;74;287;310","COIN-Gaia 7",33.738,58.466,133.6859,-2.6512,0.648,-1.043,-1.548,"coingaia7","UCC G133.6-02.6","Q2N",6.7,0.99,0.57,"AB",108.0,133.725,-2.649,33.799,58.463,0.673,-1.045,-1.671,"nan",0.0,"cwwdl4617;ubc45","0.59;0.56"
"HUNT2023;CAVALLO2024","5305;4964","Theia 746",37.4727,63.3942,133.6932,2.5983,0.8471,1.9667,-3.7011,"theia746","UCC G133.6+02.5","Q2P",17.1,0.22,0.36,"DC",34.0,133.666,2.601,37.37,63.448,0.85,1.983,-3.659,8.268,2.0,"nan","nan"
"CHI2023_2","385","CWWDL 4617",33.7537,58.462,133.695,-2.6524,0.677,-1.085,-1.655,"cwwdl4617","UCC G133.6-02.6a","Q2N",6.0,0.65,0.61,"BB",51.0,133.687,-2.656,33.762,58.463,0.688,-1.037,-1.689,"nan",0.0,"ubc45;coingaia7","0.81;0.59"
"CASTRO2019","12","UBC 45",33.7451,58.4471,133.6954,-2.668,0.631,-1.025,-1.53,"ubc45","UCC G133.6-02.6b","Q2N",7.6,0.57,0.69,"BB",43.0,133.678,-2.642,33.721,58.463,0.683,-1.016,-1.695,"nan",0.0,"cwwdl4617;coingaia7","0.81;0.56"
"CANTAT2020;CASTRO2020;HUNT2023;CAVALLO2024","1590;326;5959;5707","UBC 418",34.671,59.832,133.6958,-1.2039,0.358,-0.613,-0.464,"ubc418","UCC G133.6-01.2","Q2N",14.5,1.0,0.85,"AA",82.0,133.699,-1.202,34.655,59.828,0.346,-0.499,-0.52,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","2629;1794","HSC 1090",34.2761,59.212,133.7099,-1.8553,0.898,1.019,-2.515,"hsc1090","UCC G133.7-01.8","Q2N",7.0,0.85,0.23,"AD",0.0,133.754,-1.868,34.353,59.192,0.886,0.99,-2.475,18.739,1.0,"nan","nan"
"HUNT2023;CAVALLO2024","2620;1784","HSC 1077",177.2024,64.3766,133.7187,51.42,10.523,-69.191,-10.867,"hsc1077","UCC G133.7+51.4","Q2P",354.9,0.12,0.27,"DC",53.0,134.131,52.366,178.866,63.224,10.01,-68.188,-11.258,2.753,20.0,"nan","nan"
"CHI2023_2","873","CWWDL 13520",34.7662,59.8963,133.7195,-1.1274,0.448,-0.803,-0.592,"cwwdl13520","UCC G133.7-01.1","Q2N",3.7,0.41,0.37,"CC",0.0,133.715,-1.126,34.745,59.896,0.416,-0.772,-0.558,"nan",0.0,"nan","nan"
"CHI2023_2","365","CWWDL 3744",33.2354,57.542,133.7233,-3.6121,0.39,-0.787,-1.078,"cwwdl3744","UCC G133.7-03.6","Q2N",3.0,0.9,0.43,"AC",0.0,133.715,-3.598,33.227,57.556,0.404,-0.829,-1.059,"nan",0.0,"nan","nan"
"CHI2023_2","916","CWWDL 13771",34.649,59.6517,133.7449,-1.3777,0.441,-0.754,-0.571,"cwwdl13771","UCC G133.7-01.3","Q2N",13.7,0.58,0.45,"BC",22.0,133.685,-1.413,34.643,59.682,0.422,-0.746,-0.592,"nan",0.0,"nan","nan"
"HAO2022;HUNT2023;CAVALLO2024","242;4654;4056","OC 0243",37.307,62.9672,133.7817,2.1739,0.318,-0.3,-0.194,"oc0243","UCC G133.7+02.1","Q2P",4.7,0.69,0.63,"BB",31.0,133.803,2.174,37.361,62.96,0.315,-0.303,-0.189,"nan",0.0,"nan","nan"
"KHARCHENKO2012;BICA2019","2812;1073","FSR 0581;MWSC 243",44.0528,68.8234,133.8406,8.6369,"nan","nan","nan","fsr0581;mwsc243","UCC G133.8+08.6","Q2P",9.8,0.87,0.4,"AC",171.0,133.869,8.602,44.062,68.799,0.219,0.005,-0.114,-32.282,5.0,"nan","nan"
"HAO2022","243","OC 0244",37.8571,63.4147,133.8453,2.6816,0.322,-0.23,-0.214,"oc0244","UCC G133.8+02.6","Q2P",4.1,0.76,0.5,"AC",26.0,133.855,2.65,37.859,63.38,0.322,-0.276,-0.225,"nan",0.0,"nan","nan"
"GLUSHKOVA2010","18","SAI 19",36.6329,61.9925,133.8461,1.1527,"nan","nan","nan","sai19","UCC G133.8+01.1c","Q2P",4.5,1.0,0.67,"AB",360.0,133.844,1.167,36.643,62.005,0.477,-0.716,-0.188,-27.121,11.0,"iras02232p6138;mwsc0192;cwnu3691","0.93;0.9;0.36"
"HE2023_1","815","CWNU 3691",36.6529,62.0027,133.8512,1.1656,0.471,-0.621,-0.073,"cwnu3691","UCC G133.8+01.1b","Q2P",15.0,1.0,0.56,"AB",460.0,133.852,1.177,36.66,62.013,0.437,-0.623,-0.129,-28.625,12.0,"iras02232p6138;mwsc0192;sai19","0.4;0.38;0.36"
"KHARCHENKO2012","2707","IRAS 02232+6138",36.642,61.988,133.8517,1.15,"nan","nan","nan","iras02232p6138","UCC G133.8+01.1","Q2P",5.1,1.0,0.62,"AB",216.0,133.845,1.167,36.645,62.005,0.478,-0.691,-0.19,-27.121,7.0,"sai19;mwsc0192;cwnu3691","0.93;0.92;0.4"
"LOKTIN2017","472","MWSC0 192",36.645,61.99,133.8523,1.1524,"nan","nan","nan","mwsc0192","UCC G133.8+01.1a","Q2P",5.7,1.0,0.51,"AB",250.0,133.844,1.163,36.644,62.004,0.477,-0.693,-0.176,-27.121,7.0,"iras02232p6138;sai19;cwnu3691","0.92;0.9;0.38"
"DIAS2021","691","FoF 1925",37.5747,62.9742,133.8922,2.2255,0.263,-0.333,-0.05,"fof1925","UCC G133.8+02.2","Q2P",3.4,0.13,0.37,"DC",0.0,133.882,2.221,37.53,62.971,0.295,-0.35,-0.08,"nan",0.0,"nan","nan"
"CANTAT2020;CASTRO2020;HUNT2023;CAVALLO2024","1591;327;5960;5708","UBC 419",34.694,58.924,134.0075,-2.0568,0.395,-0.921,-0.586,"ubc419","UCC G134.0-02.0","Q2N",10.5,0.88,0.49,"AC",17.0,133.961,-1.999,34.629,59.019,0.404,-0.925,-0.635,"nan",0.0,"nan","nan"
"CASTRO2019;CANTAT2020;DIAS2021","13;1632;1436","UBC 46",33.672,57.318,134.0173,-3.751,0.401,-0.824,-1.151,"ubc46","UCC G134.0-03.7","Q2N",7.3,0.67,0.54,"BB",0.0,134.008,-3.688,33.669,57.342,0.388,-0.845,-1.122,"nan",0.0,"nan","nan"
"KHARCHENKO2012;LOKTIN2017;BICA2019;HE2023_1","2605;30;1074;447","ASCC 8;MWSC 180",35.1999,59.6141,134.02,-1.32,"nan","nan","nan","ascc8;mwsc180","UCC G134.0-01.3","Q2N",5.0,0.11,0.34,"DC",39.0,134.006,-1.309,35.15,59.628,0.282,-1.128,-0.046,-62.03,3.0,"nan","nan"
"CHI2023_2","821","CWWDL 13364",34.0165,57.8187,134.0325,-3.2176,0.454,-0.841,-1.025,"cwwdl13364","UCC G134.0-03.2","Q2N",4.3,0.91,0.4,"AC",0.0,134.04,-3.265,34.015,57.773,0.41,-0.855,-1.031,"nan",0.0,"nan","nan"
"CHI2023_2","384","CWWDL 4607",33.9862,57.7251,134.0473,-3.3114,0.41,-0.832,-1.067,"cwwdl4607","UCC G134.0-03.3","Q2N",3.3,0.71,0.44,"BC",0.0,134.093,-3.32,34.038,57.708,0.394,-0.812,-0.978,"nan",0.0,"nan","nan"
"GLUSHKOVA2010;KHARCHENKO2012","19;2691","FSR 0584;SAI 20",36.803,61.628,134.0523,0.8416,"nan","nan","nan","fsr0584;sai20","UCC G134.0+00.8","Q2P",8.9,0.97,0.52,"AB",113.0,134.055,0.846,36.81,61.624,0.478,-0.707,-0.442,-38.407,5.0,"nan","nan"
"KHARCHENKO2012;LOKTIN2017","2708;995","Teutsch 55",37.2975,62.082,134.1039,1.3494,"nan","nan","nan","teutsch55","UCC G134.1+01.3","Q2P",5.7,0.95,0.46,"AC",103.0,134.113,1.363,37.313,62.092,0.399,-1.125,-0.168,-54.17,3.0,"nan","nan"
"HE2023_1","751","CWNU 3628",33.5811,56.8686,134.1128,-4.193,0.164,-0.552,0.397,"cwnu3628","UCC G134.1-04.1","Q2N",3.4,0.78,0.54,"AB",75.0,134.113,-4.193,33.585,56.869,0.164,-0.555,0.393,-58.69,4.0,"nan","nan"
"HE2023_1","1390","CWNU 4245",34.3051,57.9367,134.1397,-3.0562,0.143,0.139,-0.232,"cwnu4245","UCC G134.1-03.0","Q2N",4.2,0.21,0.42,"DC",25.0,134.146,-3.059,34.316,57.933,0.129,0.114,-0.25,"nan",0.0,"nan","nan"
"CHI2023_2","819","CWWDL 13361",34.8781,58.7703,134.1485,-2.1701,0.461,-0.698,-0.694,"cwwdl13361","UCC G134.1-02.1","Q2N",2.6,0.53,0.28,"BC",0.0,134.164,-2.153,34.885,58.772,0.426,-0.665,-0.782,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","2630;1795","HSC 1092",40.6568,65.4402,134.1521,5.0198,0.328,-1.057,0.253,"hsc1092","UCC G134.1+05.0","Q2P",5.4,0.41,0.54,"CB",27.0,134.136,5.011,40.626,65.443,0.305,-1.018,0.227,-37.87,3.0,"nan","nan"
"CHI2023_2","874","CWWDL 13522",35.6142,59.7829,134.1589,-1.09,0.449,-0.355,-0.648,"cwwdl13522","UCC G134.1-01.0","Q2N",6.5,0.67,0.55,"BB",16.0,134.272,-1.114,35.785,59.705,0.371,-0.401,-0.617,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","2631;1796","HSC 1093",39.8261,64.6188,134.1697,4.1269,0.13,-1.385,0.496,"hsc1093","UCC G134.1+04.1","Q2P",6.1,0.99,0.49,"AC",82.0,134.187,4.129,39.847,64.615,0.145,-1.371,0.497,-70.151,4.0,"cwnu3168","0.99"
"GLUSHKOVA2010;KHARCHENKO2012;BICA2019;CANTAT2020;DIAS2021;HUNT2023;CAVALLO2024","16;2595;3552;1202;1210;4995;4371","SAI 17",35.218,59.188,134.173,-1.7178,0.148,-0.123,-0.682,"sai17","UCC G134.1-01.7","Q2N",1.9,0.87,0.55,"AB",112.0,134.168,-1.723,35.207,59.186,0.196,-0.167,-0.67,-35.446,4.0,"nan","nan"
"CHI2023_2","872","CWWDL 13519",35.0963,59.011,134.174,-1.9056,0.446,-0.747,-0.719,"cwwdl13519","UCC G134.1-01.9","Q2N",5.2,0.73,0.46,"BC",22.0,134.172,-1.92,35.065,59.001,0.402,-0.79,-0.724,"nan",0.0,"nan","nan"
"HE2023_1","257","CWNU 3168",39.8472,64.6186,134.1781,4.1304,0.127,-1.388,0.494,"cwnu3168","UCC G134.1+04.1a","Q2P",6.1,1.0,0.48,"AC",82.0,134.187,4.129,39.847,64.615,0.144,-1.374,0.497,-70.151,4.0,"hsc1093","0.99"
"HUNT2023","2632","HSC 1094",39.114,63.845,134.1951,3.2939,0.216,-1.05,0.069,"hsc1094","UCC G134.1+03.2","Q2P",2.4,0.85,0.46,"AC",0.0,134.198,3.309,39.141,63.851,0.221,-1.007,0.058,"nan",0.0,"nan","nan"
"KHARCHENKO2012;LOKTIN2017;BICA2019;CANTAT2020;DIAS2021;HUNT2023;CAVALLO2024","2697;1005;1075;1283;1269;5682;5025","Tombaugh 4;OCL 349;FSR 0585;MWSC 199",37.305,61.787,134.2159,1.0764,0.275,-1.057,-0.163,"tombaugh4;ocl349;fsr0585;mwsc199","UCC G134.2+01.0","Q2P",6.1,0.81,0.65,"AB",535.0,134.217,1.09,37.317,61.795,0.301,-1.05,-0.2,-45.159,26.0,"nan","nan"
"HAO2022","244","OC 0245",34.8651,58.3258,134.2906,-2.5914,0.54,-0.47,-0.865,"oc0245","UCC G134.2-02.5","Q2N",2.7,0.67,0.67,"BB",47.0,134.297,-2.613,34.857,58.302,0.44,-0.394,-0.9,"nan",0.0,"dolidze47b","0.75"
"KHARCHENKO2012;LOKTIN2017;BICA2019;CANTAT2020;DIAS2021;JAEHNIG2021;HUNT2023;CAVALLO2024","2572;41;1076;114;103;0;169;162","Dolidze 47b;Basel 10;OCL 349.1;FSR 0586;MWSC 176",34.878,58.304,134.3043,-2.6097,0.442,-0.48,-0.815,"dolidze47b;basel10;ocl3491;fsr0586;mwsc176","UCC G134.3-02.6","Q2N",4.0,0.99,0.7,"AB",117.0,134.306,-2.62,34.87,58.291,0.435,-0.414,-0.858,"nan",0.0,"oc0245","0.75"
"HAO2022","245","OC 0246",35.8199,59.6292,134.3095,-1.1984,0.324,-0.466,-0.615,"oc0246","UCC G134.3-01.1","Q2N",3.8,0.39,0.76,"CA",26.0,134.301,-1.186,35.806,59.644,0.335,-0.402,-0.597,-13.167,1.0,"nan","nan"
"CASTRO2022","235","UBC 1236",36.27,59.96,134.4056,-0.8092,0.44,-0.98,-0.56,"ubc1236","UCC G134.4-00.8","Q2N",9.9,0.99,0.8,"AA",133.0,134.417,-0.825,36.279,59.939,0.448,-1.001,-0.566,-90.859,2.0,"coingaia36","0.63"
"CHI2023_2","867","CWWDL 13509",35.6333,59.0241,134.4295,-1.799,0.46,-0.492,-0.821,"cwwdl13509","UCC G134.4-01.7","Q2N",3.4,0.62,0.31,"BC",0.0,134.438,-1.792,35.651,59.02,0.431,-0.502,-0.725,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","312;301","COIN-Gaia 36",36.3411,59.9351,134.4478,-0.8198,0.452,-0.985,-0.545,"coingaia36","UCC G134.4-00.8a","Q2N",4.5,0.58,0.69,"BB",50.0,134.443,-0.839,36.297,59.928,0.453,-1.004,-0.585,"nan",0.0,"ubc1236;cwwdl2011","0.63;0.51"
"CHI2023_2","165","CWWDL 2011",36.412,59.8421,134.514,-0.8942,0.47,-0.769,-0.531,"cwwdl2011","UCC G134.5-00.8","Q2N",2.3,0.39,0.65,"CB",0.0,134.495,-0.879,36.375,59.868,0.465,-0.97,-0.595,"nan",0.0,"coingaia36","0.51"
"GLUSHKOVA2010;KHARCHENKO2012","20;2726","SAI 21",38.708,62.588,134.5189,2.0655,"nan","nan","nan","sai21","UCC G134.5+02.0","Q2P",7.8,0.09,0.42,"DC",69.0,134.431,2.062,38.493,62.602,0.166,-0.834,0.433,-60.14,2.0,"nan","nan"
"CHI2023_2","915","CWWDL 13770",36.5564,60.0034,134.5241,-0.7176,0.454,-0.652,-0.534,"cwwdl13770","UCC G134.5-00.7","Q2N",4.2,0.4,0.39,"CC",0.0,134.512,-0.727,36.527,59.999,0.436,-0.857,-0.519,"nan",0.0,"nan","nan"
"CASTRO2022;HUNT2023;CAVALLO2024","236;6291;5241","UBC 1237",37.8301,61.4382,134.5775,0.8456,0.44,-1.129,-0.146,"ubc1237","UCC G134.5+00.8","Q2P",12.4,0.53,0.65,"BB",37.0,134.577,0.849,37.856,61.397,0.441,-1.122,-0.139,-54.17,1.0,"nan","nan"
"CHI2023_2","26","CWWDL 232",34.3588,56.6365,134.5925,-4.2757,0.374,-0.678,-1.153,"cwwdl232","UCC G134.5-04.2","Q2N",7.6,0.96,0.68,"AB",46.0,134.533,-4.256,34.28,56.662,0.374,-0.688,-1.202,"nan",0.0,"nan","nan"
"DAMBIS1999;CHEN2003;KHARCHENKO2012;LOKTIN2017;CANTAT2020;DIAS2021;JAEHNIG2021;HUNT2023;CAVALLO2024","63;201;2548;500;1061;1085;361;4255;3937","NGC 869",34.741,57.134,134.6257,-3.7372,0.399,-0.689,-1.082,"ngc869","UCC G134.6-03.7","Q2N",6.1,1.0,1.0,"AA",788.0,134.629,-3.734,34.749,57.135,0.405,-0.648,-1.142,-50.337,13.0,"nan","nan"
"HE2023","1512","CWNU 2783",39.4723,63.0853,134.644,2.66,0.191,-0.545,0.073,"cwnu2783","UCC G134.6+02.6","Q2P",5.4,0.8,0.41,"AC",42.0,134.629,2.661,39.427,63.094,0.177,-0.518,0.084,"nan",0.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","1081;1057;862","CWNU 2352",35.3675,58.0044,134.6489,-2.8045,0.292,-1.336,-0.402,"cwnu2352","UCC G134.6-02.8","Q2N",4.2,0.97,0.72,"AB",55.0,134.642,-2.815,35.361,57.994,0.28,-1.34,-0.416,-53.762,1.0,"nan","nan"
"LOKTIN2017","462","Markarian 6",37.41,60.707,134.6615,0.0913,"nan","nan","nan","markarian6","UCC G134.6+00.0","Q2P",4.4,0.92,0.41,"AC",24.0,134.675,0.119,37.437,60.712,1.471,-3.601,0.51,-7.816,15.0,"stock7","0.56"
"HAO2022","246","OC 0247",34.6278,56.8073,134.6759,-4.0659,0.387,-0.637,-1.187,"oc0247","UCC G134.6-04.0","Q2N",7.8,0.98,0.77,"AA",47.0,134.638,-4.034,34.577,56.851,0.384,-0.622,-1.188,"nan",0.0,"nan","nan"
"CHEN2003;KHARCHENKO2012;CANTAT2020;DIAS2021;JAEHNIG2021;TARRICQ2022;HE2022_1;HUNT2023;CAVALLO2024","209;2650;1239;1241;396;273;400;5039;4415","Stock 7",37.431,60.627,134.7006,0.0208,1.441,-3.496,0.484,"stock7","UCC G134.7+00.0","Q2P",15.0,0.94,0.81,"AA",184.0,134.692,0.02,37.433,60.604,1.47,-3.539,0.463,-8.655,46.0,"markarian6","0.56"
"CHI2023_2","937","CWWDL 13950",37.9427,61.2287,134.7064,0.6718,0.439,-0.773,-0.251,"cwwdl13950","UCC G134.7+00.6","Q2P",4.6,0.38,0.31,"CC",0.0,134.694,0.661,37.92,61.216,0.443,-0.884,-0.254,"nan",0.0,"nan","nan"
"LOKTIN2017","409","LP 06",37.65,60.81,134.7321,0.2305,"nan","nan","nan","lp06","UCC G134.7+00.2","Q2P",7.3,0.47,0.43,"CC",58.0,134.728,0.257,37.648,60.819,0.31,-0.969,-0.369,-38.37,1.0,"nan","nan"
"DAMBIS1999;CHEN2003;KHARCHENKO2012;LOKTIN2017;CANTAT2020;DIAS2021;JAEHNIG2021;HUNT2023;CAVALLO2024","35;28;2681;338;607;509;80;4084;3456","IC 1805",38.21,61.471,134.7331,0.9446,0.449,-0.702,-0.669,"ic1805","UCC G134.7+00.9","Q2P",3.5,0.97,0.56,"AB",34.0,134.741,0.987,38.275,61.507,0.451,-0.7,-0.682,38.915,3.0,"nan","nan"
"HUNT2023;CAVALLO2024","2633;1797","HSC 1099",37.1205,60.1369,134.7382,-0.4914,0.271,-1.253,-0.794,"hsc1099","UCC G134.7-00.4","Q2N",4.5,0.85,0.54,"AB",145.0,134.745,-0.481,37.141,60.142,0.286,-1.258,-0.808,-49.381,2.0,"cwnu4038","0.96"
"HE2023_1","1178","CWNU 4038",37.13,60.1461,134.7393,-0.4811,0.263,-1.24,-0.812,"cwnu4038","UCC G134.7-00.4a","Q2N",4.5,0.8,0.57,"AB",148.0,134.744,-0.481,37.14,60.144,0.283,-1.256,-0.805,-49.381,2.0,"hsc1099","0.96"
"HAO2022","247","OC 0248",38.2251,61.4628,134.7429,0.9398,0.473,-0.786,-0.748,"oc0248","UCC G134.7+00.9a","Q2P",3.2,0.95,0.53,"AB",48.0,134.75,0.913,38.204,61.447,0.472,-0.774,-0.833,-49.963,3.0,"nan","nan"
"DIAS2021","592","FoF 921",35.5723,58.0007,134.7523,-2.7708,0.271,-1.038,-0.364,"fof921","UCC G134.7-02.7","Q2N",4.6,0.26,0.35,"CC",19.0,134.725,-2.784,35.486,58.007,0.259,-1.169,-0.418,-30.691,2.0,"nan","nan"
"CHI2023_2","804","CWWDL 13320",34.6667,56.551,134.7812,-4.3006,0.439,-0.696,-1.38,"cwwdl13320","UCC G134.7-04.3","Q2N",2.9,0.65,0.43,"BC",0.0,134.783,-4.298,34.676,56.546,0.429,-0.64,-1.251,"nan",0.0,"nan","nan"
"LOKTIN2017","410","LP 07",38.625,61.79,134.7927,1.3149,"nan","nan","nan","lp07","UCC G134.7+01.3","Q2P",7.1,0.99,0.56,"AB",58.0,134.755,1.277,38.536,61.747,0.46,-0.734,-0.378,"nan",0.0,"cwwdl2618","0.27"
"HUNT2023;CAVALLO2024","5275;4913","Theia 586",39.3144,62.4964,134.8122,2.091,1.2067,-2.5713,0.8309,"theia586","UCC G134.8+02.0","Q2P",23.7,0.51,0.42,"BC",50.0,134.881,2.342,39.542,62.7,1.201,-2.586,0.815,-29.851,12.0,"nan","nan"
"CANTAT2020;CASTRO2020","1776;506","UBC 605",66.026,75.816,134.8423,18.1403,0.332,1.354,-0.77,"ubc605","UCC G134.8+18.1","Q2P",25.0,0.75,0.45,"BC",44.0,134.906,18.112,66.292,75.732,0.318,1.342,-0.747,-26.784,2.0,"nan","nan"
"CHI2023_2","218","CWWDL 2618",38.787,61.7618,134.8742,1.3186,0.468,-0.558,-0.264,"cwwdl2618","UCC G134.8+01.3","Q2P",7.0,0.92,0.54,"AB",66.0,134.799,1.296,38.622,61.762,0.471,-0.614,-0.292,-3.321,2.0,"lp07","0.27"
"KHARCHENKO2012;HUNT2023;CAVALLO2024","2519;4103;3477","IRAS 02130+5509",34.1387,55.4047,134.8785,-5.4804,0.567,-0.734,-0.889,"iras02130p5509","UCC G134.8-05.4","Q2N",12.0,0.85,0.51,"AB",62.0,134.981,-5.564,34.179,55.265,0.558,-0.725,-0.875,-35.412,3.0,"nan","nan"
"KHARCHENKO2012;BICA2019","2280;1077","MWSC 5571",27.9339,41.4989,134.8929,-19.9682,"nan","nan","nan","mwsc5571","UCC G134.8-19.9","Q2N",5.0,0.32,0.48,"CC",0.0,134.886,-19.949,27.923,41.523,0.164,-0.768,-0.54,-45.493,1.0,"nan","nan"
"CHI2023_2","830","CWWDL 13376",36.015,58.1864,134.9074,-2.5154,0.45,-0.678,-0.866,"cwwdl13376","UCC G134.9-02.5","Q2N",3.2,0.13,0.3,"DC",0.0,134.924,-2.514,36.045,58.186,0.423,-0.711,-0.835,"nan",0.0,"nan","nan"
"HAO2022","248","OC 0249",37.3595,59.8291,134.9625,-0.7337,0.362,-0.052,-0.443,"oc0249","UCC G134.9-00.7","Q2N",1.5,0.54,0.83,"BA",30.0,134.967,-0.728,37.368,59.834,0.354,-0.072,-0.466,"nan",0.0,"ubc190","0.78"
"CHI2023_2","466","CWWDL 8509",37.1342,59.5056,134.9756,-1.0764,0.375,0.002,-0.589,"cwwdl8509","UCC G134.9-01.0","Q2N",4.3,0.14,0.33,"DC",0.0,134.961,-1.087,37.13,59.498,0.379,0.01,-0.587,"nan",0.0,"nan","nan"
"HE2021","43","HXHWL 44",39.3272,62.0951,134.977,1.725,0.67,-0.91,-0.46,"hxhwl44","UCC G134.9+01.7","Q2P",11.5,0.58,0.44,"BC",64.0,135.018,1.697,39.38,62.029,0.646,-0.967,-0.479,-53.273,2.0,"nan","nan"
"GLUSHKOVA2010;BICA2019","26;1078","SAI 27",47.8558,68.9022,135.01,9.38,"nan","nan","nan","sai27","UCC G135.0+09.3","Q2P",8.2,0.55,0.39,"BC",43.0,135.01,9.333,47.827,68.859,0.214,-0.445,0.331,-50.5,1.0,"nan","nan"
"CANTAT2020;CASTRO2020;HUNT2023;CAVALLO2024","1397;99;5818;5557","UBC 190",37.448,59.782,135.0213,-0.761,0.314,-0.09,-0.483,"ubc190","UCC G135.0-00.7","Q2N",3.7,0.83,0.74,"AB",0.0,134.98,-0.74,37.391,59.819,0.35,-0.072,-0.472,"nan",0.0,"oc0249","0.78"
"HAO2022","249","OC 0250",35.5482,57.1674,135.0272,-3.5577,0.523,-0.546,-1.092,"oc0250","UCC G135.0-03.5","Q2N",4.1,0.2,0.6,"DB",8.0,135.042,-3.547,35.551,57.177,0.457,-0.557,-1.1,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","2634;1798","HSC 1101",36.3077,58.2211,135.0396,-2.4286,0.214,-1.763,0.729,"hsc1101","UCC G135.0-02.4","Q2N",4.6,0.34,0.51,"CB",87.0,135.042,-2.405,36.315,58.231,0.215,-1.768,0.733,-36.186,2.0,"cwnu2984","0.97"
"HE2023_1","61","CWNU 2984",36.3292,58.2511,135.0396,-2.3965,0.216,-1.753,0.729,"cwnu2984","UCC G135.0-02.3a","Q2N",4.6,0.27,0.49,"CC",88.0,135.042,-2.404,36.316,58.231,0.217,-1.77,0.729,-36.186,2.0,"hsc1101","0.97"
"HUNT2023;CAVALLO2024","2635;1799","HSC 1102",36.3904,58.3143,135.0472,-2.326,0.339,-0.242,-1.119,"hsc1102","UCC G135.0-02.3","Q2N",4.7,0.27,0.6,"CB",0.0,135.055,-2.331,36.391,58.307,0.329,-0.275,-1.138,"nan",0.0,"nan","nan"
